Q,source,p_line,p_oriented,median_antipodal_cosine,minimum_antipodal_cosine,median_antipodal_residual,maximum_antipodal_residual,median_antipodal_amplitude_ratio,median_full_return_cosine,minimum_full_return_cosine,median_full_return_residual,maximum_full_return_residual,median_full_return_amplitude_ratio,median_pair_midpoint_drift,maximum_pair_midpoint_drift,median_center_difference,median_tangent_signed_p,median_tangent_signed_2p,pc1_explained,pc2_explained,pc3_explained,pc1_pc2_cumulative,pc1_pc2_pc3_cumulative,procrustes_r00,procrustes_r01,procrustes_r10,procrustes_r11,procrustes_determinant,procrustes_trace,procrustes_distance_to_minus_identity,procrustes_angle_radians,procrustes_angle_degrees,antipodal_test_passed,full_return_test_passed,tangent_alternation_passed,active_plane_half_turn_passed,classification
522.25,/root/elab1/hysteresis/support_feedback_q_curtain_focus_cache/q_522p25_orbit.npz,0.22361111111111112,0.4486111111111111,0.9999959995290271,0.999972985595938,0.0026002899823767316,0.00591567319589111,1.000029292114423,0.9999509291596566,0.999890275476505,0.007434118881240307,0.010482098208301094,1.00003839378625,0.0018341155362138002,0.0037171175934093367,1.614202794375528e-11,-0.9999868512859843,0.9999476524222164,0.6645280655436108,0.3354719267310682,5.562409417693273e-09,0.999999992274679,0.9999999978370884,-0.9999877265374525,0.004954470148995881,-0.004954470148995881,-0.9999877265374525,1.0,-1.999975453074905,0.004954485351191804,3.1465471440083896,180.28387139062357,True,True,True,True,"Alternating two-stroke affine involution supported: the active matrix geometry executes an approximately antipodal half-turn at P_line and closes at 2 P_line, while the tangent orientation reverses and then returns."
550.0,/root/elab1/hysteresis/support_feedback_q_curtain_cache/q_550_orbit.npz,0.22777777777777777,0.45416666666666666,0.9999915059310626,0.9999503503675696,0.003509554122960553,0.007475967750215753,1.0004880132876033,0.9999369535559566,0.9998534151341955,0.008696685794965766,0.01238639659284799,1.0028330672083143,0.002495075995937418,0.004769201100844084,2.0371466409534877e-12,-0.9999782413835911,0.9999315894539702,0.6709495103007397,0.32904910305294255,1.0313890769714612e-06,0.9999986133536822,0.9999996447427592,-0.9999841760456887,0.0056256251407916895,-0.005625625140791687,-0.9999841760456886,0.9999999999999996,-1.9999683520913774,0.00562564739583255,3.147218308403984,180.3223262778506,True,True,True,True,"Alternating two-stroke affine involution supported: the active matrix geometry executes an approximately antipodal half-turn at P_line and closes at 2 P_line, while the tangent orientation reverses and then returns."
