q,anchor_index,anchor_s,anchor_phase,line_period,coefficient_closure_p,coefficient_closure_2p,base_closure_p,base_closure_2p,observed_line_overlap_p,observed_signed_overlap_p,observed_line_overlap_2p,observed_signed_overlap_2p,euclidean_signed_overlap_p,euclidean_signed_overlap_2p,transport_observed_line_overlap_p,transport_observed_signed_overlap_p,transport_observed_line_overlap_2p,transport_observed_signed_overlap_2p,signed_gain_p,signed_gain_2p,log_abs_gain_p,log_abs_gain_2p,matched_eigenvalue_p_real,matched_eigenvalue_p_imag,matched_eigenvalue_p_abs,matched_eigenvector_alignment_p,matched_eigenvalue_2p_real,matched_eigenvalue_2p_imag,matched_eigenvalue_2p_abs,matched_eigenvector_alignment_2p,transport_matrix_condition_p,transport_matrix_condition_2p
522.25,10,1166.1626049491458,0.16260494914581614,0.22361111111111112,6.165639192895994e-05,4.5331099476281265e-07,1.971939220144206,0.00966686408903724,0.9999870971842886,-0.9999870971842886,0.99995022465975,0.99995022465975,-0.9999862352063597,0.9999468701351172,0.9999999964910826,0.9999999964910826,0.9999999998993141,0.9999999998993141,-0.9989025499407138,0.9978026756148439,-0.0010980526985538473,-0.0021997420446202014,-1.0000059546607316,0.005266657827003289,1.0000198233243118,0.7340840290880417,0.9999860062399875,0.01051363447543962,1.0000412737410809,0.7341222027954084,7.633916936223647,15.891424951523485
522.25,11,1166.423474514363,0.4234745143630789,0.22361111111111112,7.05440900928219e-05,4.062233314674563e-07,1.8724961261758808,0.01307742163016965,0.999991060978407,-0.999991060978407,0.999964542282981,0.999964542282981,-0.9999889803055219,0.9999563015029497,0.9999999996580152,0.9999999996580152,0.9999999951468327,0.9999999951468327,-0.9996410522216259,0.9992813771528145,-0.0003590122155480672,-0.000718881180353898,-1.0000034689759887,0.00524855220441293,1.0000172424834752,0.7778603379102003,0.9999859232320506,0.010513666111979016,1.0000411910703333,0.7779211918412883,7.6335355968239575,15.892989952384989
522.25,12,1166.6843440795806,0.6843440795805691,0.22361111111111112,8.240175441520435e-05,3.5168111836523326e-07,1.7971803981090704,0.012059681188091283,0.99999005644143,-0.99999005644143,0.9999622326237463,0.9999622326237463,-0.9999879888088969,0.9999543211050135,0.9999999945094931,0.9999999945094931,0.9999999999707213,0.9999999999707213,-1.0006161725990357,1.001206455968668,0.0006159828426442372,0.0012057287854833714,-1.0000134482795482,0.005261256208370326,1.0000272884060928,0.7721147887753848,0.9999859892881162,0.010513591464021027,1.0000412563379597,0.7720632458094868,7.633830781251929,15.891057340509855
522.25,13,1166.9452136447978,0.9452136447978319,0.22361111111111112,8.636735356043341e-05,3.2409100947640076e-07,1.8236541319816324,0.010534358839101176,0.9999875093431265,-0.9999875093431265,0.999948577212322,0.999948577212322,-0.9999873301484274,0.9999477460483923,0.9999999672884351,0.9999999672884351,0.999999945235821,0.999999945235821,-1.0011947107701098,1.0024094670971602,0.0011939976711058855,0.002406568985650043,-0.9999985867815677,0.005257258629896537,1.0000124060897617,0.7163739127773135,0.9999859575887033,0.010513689515846837,1.000041225671138,0.7163467012005749,7.633699148084536,15.892852285548845
522.25,14,1167.2060832100153,0.20608321001532204,0.22361111111111112,7.95700284844364e-05,3.7095745905346724e-07,1.9238681026331175,0.01204408882612948,0.9999795310832326,-0.9999795310832326,0.9999167688359037,0.9999167688359037,-0.9999831119495196,0.9999313512426405,0.9999999999605905,0.9999999999605905,0.9999999964051182,0.9999999964051182,-1.0006428261679752,1.0012835243383191,0.0006426196437354419,0.0012827013251186436,-1.0000144290720354,0.005251493859331795,1.0000282178718876,0.6362397271119766,0.9999859466949301,0.010513593963582502,1.0000412137734058,0.6362416122119714,7.6336326676543464,15.891664706076975
522.25,15,1167.4669527752326,0.4669527752325848,0.22361111111111112,6.721070255727923e-05,4.3652922706553765e-07,1.9982145017831487,0.010858984625370565,0.9999808697091337,-0.9999808697091337,0.9999236994516407,0.9999236994516407,-0.9999838913260558,0.9999356346804944,0.999999994190664,0.999999994190664,0.999999979105532,0.999999979105532,-0.9992156564235377,0.9984513013990931,-0.0007846513348213071,-0.0015498990741927457,-1.000001740301759,0.005265523231295439,1.0000156030489953,0.6468039401471786,0.9999859973953632,0.010513662193343888,1.0000412651883497,0.6469247604704137,7.633879622329612,15.891933468310587
522.25,16,1167.72782234045,0.727822340450075,0.22361111111111112,6.153010727177969e-05,4.525058451161752e-07,1.978287952964366,0.009516740339804469,0.999987487788409,-0.999987487788409,0.9999476027443996,0.9999476027443996,-0.9999868272641153,0.9999449391087822,0.9999999988911918,0.9999999988911918,0.9999999938743793,0.9999999938743793,-0.9988764936961829,0.9977499135727275,-0.0011241379101445494,-0.0022526216754699562,-1.0000079542144946,0.005246921023775671,1.0000217191003846,0.7290357202797123,0.9999859201131518,0.010513638998587599,1.0000411876665578,0.728988057898475,7.633516675798351,15.892653351030726
522.25,17,1167.9886919056676,0.9886919056675652,0.22361111111111112,6.965177959264642e-05,4.2735542624688407e-07,1.8808913124737396,0.01189903635344774,0.999990487080898,-0.999990487080898,0.9999625463122901,0.9999625463122901,-0.9999883441020915,0.9999540816760798,0.9999999978389427,0.9999999978389427,0.9999999964046709,0.9999999964046709,-0.9995811505025473,0.999144938210472,-0.0004189372394048065,-0.0008554275633809717,-1.0000098533669557,0.00526523750978376,1.0000237144973287,0.7765052514353713,0.9999860035976953,0.010513610896925634,1.0000412708510493,0.7764486473888568,7.633900723505798,15.891133263204619
522.25,18,1168.2495614708848,0.24956147088482794,0.22361111111111112,8.167933061967185e-05,3.525989522673079e-07,1.7987662060459686,0.012368429995058699,0.9999906947912962,-0.9999906947912962,0.9999623060065921,0.9999623060065921,-0.999988675641258,0.9999540886663763,0.9999999999905889,0.9999999999905889,0.9999999986512307,0.9999999986512307,-1.0005336542436019,1.0010750245497186,0.0005335119008149684,0.0010744471246211089,-1.0000003501705237,0.005251990696303237,1.0000141417737272,0.7740868825470493,0.9999859356376293,0.0105136828782922,1.0000412036514945,0.7741431273159901,7.633596336066819,15.893056335656146
522.25,19,1168.5104310361023,0.5104310361023181,0.22361111111111112,8.643966707728072e-05,3.2478587081461725e-07,1.8179247326820647,0.01035171596645145,0.9999857835150252,-0.9999857835150252,0.9999439719743041,0.9999439719743041,-0.9999853298164112,0.9999421182539936,0.9999999842997411,0.9999999842997411,0.9999999587974253,0.9999999587974253,-1.0012007632829802,1.00238019960496,0.0012000429433299724,0.002377371416759488,-1.0000149711547612,0.005256680525259646,1.00002878719755,0.721943212269029,0.9999859703069358,0.010513585968795099,1.000041237300056,0.7219655569881223,7.63374155043935,15.891234144055382
