Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,117500,1.263e-15,1.000000000000e+02,1.014e-03,9.250e-06
150,Stiffness,83000,7.396e-15,1.500000000000e+02,7.200e-04,1.697e-05
200,Stiffness,60000,6.906e-15,2.000000000000e+02,1.248e-03,1.940e-05
205,Stiffness,57500,1.201e-14,2.050000000000e+02,1.123e-03,1.974e-05
210,Stiffness,55000,1.318e-14,2.100000000000e+02,9.752e-04,1.972e-05
215,Stiffness,52500,1.047e-14,2.150000000000e+02,1.053e-03,1.884e-05
220,Stiffness,50000,1.891e-14,2.200000000000e+02,1.138e-03,1.705e-05
225,Stiffness,49000,7.135e-15,2.250000000000e+02,7.915e-04,1.201e-05
230,Stiffness,54000,3.399e-15,2.300000000000e+02,1.172e-03,3.255e-06
231,Stiffness,59000,7.523e-16,2.310000000000e+02,7.233e-04,1.406e-06
232,Stiffness,71000,7.492e-16,2.320000000000e+02,9.149e-04,1.627e-07
233,Converged,78346,1.523749950328e+02,2.330000000000e+02,8.711e-04,4.997e-08
234,Converged,83712,1.529981354930e+02,2.340000000000e+02,9.629e-04,4.998e-08
235,Converged,87930,1.536210783855e+02,2.350000000000e+02,1.028e-03,5.000e-08
240,Converged,97389,1.567328471031e+02,2.400000000000e+02,8.432e-04,4.996e-08
245,Converged,101106,1.598397520935e+02,2.450000000000e+02,9.696e-04,4.999e-08
250,Converged,103119,1.629418546854e+02,2.500000000000e+02,1.002e-03,4.999e-08
300,Converged,105726,1.937112866242e+02,3.000000000000e+02,9.617e-04,4.999e-08
350,Converged,102745,2.240588467143e+02,3.500000000000e+02,8.990e-04,4.999e-08
400,Converged,99385,2.540283579987e+02,4.000000000000e+02,8.404e-04,4.999e-08
450,Converged,96144,2.836566246900e+02,4.500000000000e+02,9.093e-04,4.999e-08
500,Converged,93204,3.129751141085e+02,5.000000000000e+02,1.137e-03,4.999e-08
550,Converged,90838,3.420110890888e+02,5.500000000000e+02,8.528e-04,4.997e-08
600,Converged,88512,3.707884118669e+02,6.000000000000e+02,9.551e-04,4.998e-08
650,Converged,86442,3.993281385422e+02,6.500000000000e+02,9.242e-04,4.999e-08
700,Converged,84660,4.276489730110e+02,7.000000000000e+02,9.614e-04,4.995e-08
750,Converged,83038,4.557676225796e+02,7.500000000000e+02,8.333e-04,4.994e-08
800,Converged,81470,4.836990823766e+02,8.000000000000e+02,8.987e-04,4.999e-08
850,Converged,79996,5.114568667060e+02,8.500000000000e+02,8.077e-04,4.992e-08
900,Converged,78475,5.390531998987e+02,9.000000000000e+02,9.031e-04,4.999e-08
950,Converged,76963,5.664991756133e+02,9.500000000000e+02,9.740e-04,4.998e-08
1000,Converged,75465,5.938048911343e+02,1.000000000000e+03,1.050e-03,4.999e-08
1050,Converged,73907,6.209795615634e+02,1.050000000000e+03,1.093e-03,4.999e-08
1100,Converged,72118,6.480316176336e+02,1.100000000000e+03,9.471e-04,4.998e-08
1150,Converged,69840,6.749687900398e+02,1.150000000000e+03,8.839e-04,5.000e-08
1200,Converged,66363,7.017981825610e+02,1.200000000000e+03,9.564e-04,4.997e-08
1250,Converged,55468,7.285263357860e+02,1.250000000000e+03,9.057e-04,4.991e-08
1253,Converged,53616,7.301269397511e+02,1.253000000000e+03,9.087e-04,4.994e-08
1254,Converged,53097,7.306603984862e+02,1.254000000000e+03,8.453e-04,4.998e-08
1255,Converged,52810,7.311938193382e+02,1.255000000000e+03,1.132e-03,4.998e-08
1256,Converged,52841,7.317272023530e+02,1.256000000000e+03,7.864e-04,4.987e-08
1257,Stiffness,51500,1.553e-16,1.257000000000e+03,7.327e-04,1.958e-07
1258,Stiffness,49500,4.654e-16,1.258000000000e+03,7.351e-04,1.983e-07
1259,Stiffness,48000,6.201e-16,1.259000000000e+03,1.321e-03,3.306e-07
1260,Stiffness,47000,6.197e-16,1.260000000000e+03,1.323e-03,4.909e-07
1265,Stiffness,43500,6.174e-15,1.265000000000e+03,8.287e-04,2.013e-06
1270,Stiffness,42000,1.799e-14,1.270000000000e+03,1.241e-03,3.793e-06
1275,Stiffness,41000,1.854e-14,1.275000000000e+03,7.460e-04,5.799e-06
1280,Stiffness,40500,1.832e-14,1.280000000000e+03,1.388e-03,7.803e-06
1285,Stiffness,40000,1.354e-14,1.285000000000e+03,7.472e-04,8.970e-06
1290,Stiffness,39500,4.685e-14,1.290000000000e+03,1.390e-03,1.223e-05
1295,Stiffness,39000,7.509e-14,1.295000000000e+03,8.981e-04,1.369e-05
1300,Stiffness,39000,2.875e-14,1.300000000000e+03,7.484e-04,1.434e-05
1350,Stiffness,38000,1.226e-13,1.350000000000e+03,1.041e-03,2.856e-05
1400,Stiffness,38000,1.938e-13,1.400000000000e+03,7.496e-04,3.842e-05
1450,Stiffness,38500,2.782e-13,1.450000000000e+03,8.058e-04,4.405e-05
1500,Stiffness,39500,1.021e-13,1.500000000000e+03,9.654e-04,4.347e-05
1550,Stiffness,40000,2.807e-13,1.550000000000e+03,1.038e-03,4.665e-05
1600,Stiffness,41000,1.220e-14,1.600000000000e+03,8.952e-04,4.356e-05
1650,Stiffness,41500,8.811e-14,1.650000000000e+03,8.019e-04,4.487e-05
1700,Stiffness,42000,1.457e-13,1.700000000000e+03,1.072e-03,4.493e-05
1750,Stiffness,42500,2.243e-13,1.750000000000e+03,1.383e-03,4.576e-05
1800,Stiffness,43000,1.163e-13,1.800000000000e+03,7.709e-04,4.415e-05
1850,Stiffness,43500,1.534e-13,1.850000000000e+03,9.944e-04,4.360e-05
1900,Stiffness,44000,9.678e-14,1.900000000000e+03,7.697e-04,4.253e-05
1950,Stiffness,44500,1.022e-13,1.950000000000e+03,9.928e-04,4.151e-05
2000,Stiffness,45000,5.783e-14,2.000000000000e+03,9.221e-04,4.017e-05
