Q,anchor_index,phase_index,phase_in_P_line_units,support_rotation_offset,PC1,PC2,harmonic_PC1,harmonic_PC2,inferred_phase_radians,inferred_phase_speed,pointwise_generator_residual
550.0,5,415,1.7291666666666667,0.3938657407407407,-0.0293197610505993,0.006869812652054014,-0.02937289150165465,0.006830110736358941,5.44003013368817,13.85003753879987,0.009325701899883186
550.0,5,416,1.7333333333333334,0.39481481481481484,-0.029194002848000045,0.007140357797692116,-0.029243522272443683,0.007098810643516233,5.453175651178206,13.846539232592422,0.025631462672737915
550.0,5,417,1.7375,0.3957638888888889,-0.02906705341586486,0.007410563304724868,-0.02910914231623742,0.007366294206014503,5.466312916490776,13.837470951885157,0.020519967208181257
550.0,5,418,1.7416666666666667,0.39671296296296293,-0.028928399389412975,0.00767768937593001,-0.028969774658349524,0.007632515591922389,5.479441221040581,13.83454630340968,0.007313146313111287
550.0,5,419,1.7458333333333333,0.397662037037037,-0.028775589277129372,0.007941082155438735,-0.028825443178710743,0.007897429185575865,5.492572934937063,13.84294930730972,0.027851423650980506
550.0,5,420,1.75,0.39861111111111114,-0.02861472163237906,0.00820235852439158,-0.02867617260777707,0.008160989595394482,5.50571718963316,13.852557546884846,0.02240469469747346
550.0,5,421,1.7541666666666667,0.3995601851851852,-0.02845528581822425,0.008464028849331002,-0.028521988522292395,0.008423151661658823,5.518867141391798,13.854790055754364,0.00563138739665278
550.0,5,422,1.7583333333333333,0.40050925925925923,-0.02829513741042073,0.008725416513269454,-0.02836291734090602,0.00868387046424844,5.532015633720471,13.85396157662633,0.014567928383489012
550.0,5,423,1.7625,0.4014583333333333,-0.028136673935819888,0.008987402737181143,-0.02819898631964599,0.008943101330338677,5.545164012902987,13.849329232780219,0.03790287038721123
550.0,5,424,1.7666666666666666,0.40240740740740744,-0.027980522686718304,0.009250156170411788,-0.028030223547248847,0.009200799842055206,5.558303712356767,13.839875389974726,0.019936337087900144
550.0,5,425,1.7708333333333333,0.4033564814814815,-0.027802033144793657,0.009505422235093054,-0.02785665794034689,0.009456921844084615,5.5714341467450685,13.842483389873264,0.030601462340378506
550.0,5,426,1.775,0.40430555555555553,-0.027606533552851132,0.00975499799423185,-0.027678319238513296,0.009711423451240436,5.584578796569026,13.853648847478388,0.035460820947082944
550.0,5,427,1.7791666666666666,0.4052546296296296,-0.02741555933279229,0.010006090968973964,-0.027495237999166575,0.009964261055982417,5.597730424650004,13.858313782660879,0.01218147052521144
550.0,5,428,1.7833333333333334,0.4062037037037037,-0.027224763868741432,0.010257207024733017,-0.02730744559233458,0.010215391335888595,5.61088392921204,13.86053200116108,0.006057490412594396
550.0,5,429,1.7875,0.4071527777777778,-0.02703404915588561,0.010508437419769114,-0.027114974195279425,0.010464771261078379,5.624039767800356,13.858242030687697,0.021539889965088117
550.0,5,430,1.7916666666666667,0.4081018518518518,-0.02684356306175105,0.010759734945819022,-0.026917856786984204,0.010712358101585336,5.637188925659179,13.84933487528826,0.021395117527338168
550.0,5,431,1.7958333333333334,0.4090509259259259,-0.026643611428866124,0.011007127525585957,-0.026716127142502027,0.010958109434678972,5.650327857146968,13.84451769191162,0.002810573991688102
550.0,5,432,1.8,0.41,-0.02643050793685413,0.011249092888640075,-0.026509819827168983,0.011201983152133476,5.663467871278085,13.851374212533209,0.023630768362624763
550.0,5,433,1.8041666666666667,0.4109490740740741,-0.0262083520525817,0.01148732390329858,-0.026298970190681472,0.011443937467442827,5.676619817457795,13.861575452116691,0.02274767012929597
550.0,5,434,1.8083333333333333,0.4118981481481481,-0.025986701298952856,0.011725789367027903,-0.026083614361039276,0.011683930922980673,5.689779195052936,13.86484263033543,0.007600380362588591
550.0,5,435,1.8125,0.4128472222222222,-0.0257650378030878,0.011964162327413746,-0.025863789238355094,0.011921922397103933,5.702937342820932,13.863932489695113,0.009817932786106834
550.0,5,436,1.8166666666666667,0.4137962962962963,-0.025543766651588674,0.012202771926820594,-0.025639532488532107,0.012157871111198643,5.716094992834302,13.860275893736251,0.03166383658020395
550.0,5,437,1.8208333333333333,0.4147453703703704,-0.02532629311847373,0.012443271786914066,-0.02541088253680985,0.012391736636667375,5.72924619984145,13.850510761228918,0.02468984256808106
550.0,5,438,1.825,0.4156944444444444,-0.025092288788540106,0.012675521561271922,-0.02517787856118051,0.012623478901856227,5.742385314186635,13.850367532613218,0.02142098226186485
550.0,5,439,1.8291666666666666,0.4166435185185185,-0.024839048812146037,0.01289818612312646,-0.0249405604856758,0.012853058198921082,5.755536249324651,13.861433953041988,0.03454984211825562
550.0,5,440,1.8333333333333333,0.41759259259259257,-0.024588483184323336,0.013122191122002434,-0.02469896897352619,0.013080435190631307,5.768696369375279,13.867000400449744,0.014233933731526224
550.0,5,441,1.8375,0.4185416666666667,-0.024339142669015972,0.013346767815626255,-0.02445314542019364,0.013305570917109847,5.781857870455134,13.869118045168445,0.00413018262835275
550.0,5,442,1.8416666666666666,0.4194907407407407,-0.024089251178223994,0.013571129005891582,-0.024203131946278458,0.013528426802509028,5.795022010109164,13.86785891746293,0.017234668571887834
550.0,5,443,1.8458333333333334,0.4204398148148148,-0.023840385665619687,0.013796077844546397,-0.02394897139030235,0.01374896466162013,5.808181121178096,13.859371549091968,0.020926329229141016
550.0,5,444,1.85,0.42138888888888887,-0.023584544928030266,0.014016864331564466,-0.02369070730136815,0.013967146706416324,5.82132915054957,13.852842756931723,0.003630989511705358
550.0,5,445,1.8541666666666667,0.422337962962963,-0.023317134785011243,0.014230759902353507,-0.02342838393169796,0.014182935552527438,5.834475869003754,13.857825268212084,0.018973993518333055
550.0,5,446,1.8583333333333334,0.423287037037037,-0.023040496571418354,0.014439152136513677,-0.023162046229050718,0.01439629422564558,5.847633355919787,13.86824740446191,0.022054273553178474
550.0,5,447,1.8625,0.4242361111111111,-0.022763219406907318,0.01464719561954233,-0.02289173982902069,0.014607186167860471,5.860799857132593,13.872615898703224,0.009239384299763075
550.0,5,448,1.8666666666666667,0.42518518518518517,-0.022486549949055322,0.01485552950584908,-0.02261751104721792,0.014815575243923528,5.873965636097881,13.871643718779303,0.006506845684887906
550.0,5,449,1.8708333333333333,0.4261342592592593,-0.022209460559389473,0.015063609994900667,-0.02233940687133249,0.01502142574743931,5.887130291969165,13.868659713540184,0.025246452651860388
550.0,5,450,1.875,0.4270833333333333,-0.021936257164691393,0.015274448636621871,-0.022057474953083262,0.01522470240698377,5.900290406850434,13.859019124354848,0.02671478341280375
550.0,5,451,1.8791666666666667,0.4280324074074074,-0.021652490880702625,0.015477790667042227,-0.021771763600052972,0.015425370392147801,5.913436763455209,13.856124961539026,0.012529178823145212
550.0,5,452,1.8833333333333333,0.42898148148148146,-0.021349599651222854,0.015667584170402416,-0.0214823217674112,0.015623395319505134,5.926591384786689,13.866503611345294,0.03218095383112
550.0,5,453,1.8875,0.4299305555555556,-0.02104689389982073,0.015857520973653085,-0.021189199049525834,0.015818743258503954,5.939757441606374,13.873109037861298,0.015932481321528347
550.0,5,454,1.8916666666666666,0.4308796296296296,-0.020746295577549267,0.016048913193367088,-0.02089244567146567,0.016011380737280517,5.952924601015963,13.875042267811743,0.0039026855351226237
550.0,5,455,1.8958333333333333,0.4318287037037037,-0.020444836882082765,0.016239723871395398,-0.020592112480394283,0.016201274748394574,5.966094327392498,13.874573850423042,0.01336910162761717
550.0,5,456,1.9,0.43277777777777776,-0.02014457824422727,0.016431534820815982,-0.020288250936857863,0.016388392754484886,5.979260597676488,13.866717984185865,0.019607188956669817
550.0,5,457,1.9041666666666666,0.4337268518518519,-0.01983978648754876,0.01661950769663902,-0.019980913105967616,0.016572702693844386,5.992415412455073,13.858735406691554,0.006646258567966738
550.0,5,458,1.9083333333333334,0.4346759259259259,-0.019525471619207244,0.01679945983272681,-0.0196701516484787,0.016754172985913796,6.005566530624375,13.861602980745511,0.014418501204910464
