Q_A,Q_B,principal_angle_1_degrees,principal_angle_2_degrees,minimum_subspace_cosine,maximum_subspace_cosine,omega_ratio_B_over_A
522.25,550.0,0.29749835589922874,0.5159594277164158,0.99995945354315,0.9999865199065247,0.9817093117860499
