Q,p_line,p_oriented,anchor_count,phase_points_per_stroke,matrix_dimension,active_plane_variance,pc1_explained,pc2_explained,median_first_harmonic_R2,median_first_three_harmonics_R2,median_fundamental_energy_fraction,median_even_harmonic_energy_fraction,generator_g00,generator_g01,generator_g10,generator_g11,generator_offset_norm,generator_trace,generator_determinant,generator_eigenvalue_0_real,generator_eigenvalue_0_imag,generator_eigenvalue_1_real,generator_eigenvalue_1_imag,omega_measured,omega_expected_pi_over_P,omega_relative_error,global_generator_derivative_residual,normalized_generator_square_error,half_step_exponential_error_to_minus_I,full_step_exponential_error_to_I,mean_inferred_phase_speed,inferred_phase_speed_relative_error,phase_speed_coefficient_of_variation,median_pointwise_generator_residual,maximum_pointwise_generator_residual,continuous_generator_test_passed,classification
522.25,0.22361111111111112,0.4486111111111111,9,240,9,0.9999999922743201,0.6645310134078565,0.3354689788664637,0.9999941225404974,0.9999981615688106,0.9999941225404974,4.209524143437823e-06,1.016760597150408e-16,9.981910455316877,-19.773181690396022,-1.3130343865104448e-15,4.6105001138528894e-14,-1.211358326795404e-15,197.37412905024414,-6.05679163397702e-16,14.048990321380547,-6.05679163397702e-16,-14.048990321380547,14.048990321380547,14.04935845083634,2.6202581212642495e-05,0.03165170720490813,9.612554423357643e-17,9.177095346124065e-05,0.0001835419062228028,14.026361369740242,0.0016368776678717238,0.0017186868818505532,0.015546831383767206,0.2885701273804091,True,"Continuous planar rocking generator supported: the centered B(s) stride is overwhelmingly first-harmonic and odd under a half cycle, while one constant two-dimensional generator produces an approximately pi rotation over P_line and identity over 2 P_line."
550.0,0.22777777777777777,0.45416666666666666,9,240,9,0.99999861357706,0.6709934042639093,0.32900520931315075,0.9999901671776602,0.9999973227192406,0.9999901671776603,7.430106135985515e-06,4.45243046781563e-16,-9.657623829596824,19.69635041356895,-5.557642684262965e-15,2.154006899176091e-16,-5.112399637481402e-15,190.21994311017266,-2.556199818740701e-15,13.792024619691366,-2.556199818740701e-15,-13.792024619691366,13.792024619691366,13.792357991369824,2.4170753011685718e-05,0.03565434789606585,4.3142210912187084e-16,8.540179982236698e-05,0.0001708035990529552,13.818241465011214,0.0018766532639005883,0.001988802846398153,0.015164151848064005,0.9922022832351372,True,"Continuous planar rocking generator supported: the centered B(s) stride is overwhelmingly first-harmonic and odd under a half cycle, while one constant two-dimensional generator produces an approximately pi rotation over P_line and identity over 2 P_line."
