Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,408000,8.788e-16,1.000000000000e+02,1.329e-03,9.160e-08
125,Stiffness,403000,7.077e-16,1.250000000000e+02,9.308e-04,6.082e-08
150,Stiffness,419000,3.957e-16,1.500000000000e+02,1.455e-03,1.196e-05
175,Converged,495206,8.327852003418e+01,1.750000000000e+02,7.395e-04,4.999e-08
225,Stiffness,315500,1.452e-15,2.250000000000e+02,1.081e-03,7.790e-06
250,Stiffness,381500,9.566e-16,2.500000000000e+02,8.348e-04,6.233e-08
300,Stiffness,379000,1.414e-15,3.000000000000e+02,1.122e-03,6.112e-08
350,Converged,341839,1.621462022501e+02,3.500000000000e+02,7.173e-04,5.000e-08
355,Converged,338360,1.642605922402e+02,3.550000000000e+02,1.040e-03,5.000e-08
360,Stiffness,332000,6.833e-16,3.600000000000e+02,3.785e-04,5.592e-08
365,Stiffness,321500,1.687e-15,3.650000000000e+02,1.151e-03,7.285e-08
370,Stiffness,326000,1.500e-15,3.700000000000e+02,1.321e-03,5.447e-08
375,Stiffness,324000,1.317e-15,3.750000000000e+02,7.670e-04,5.223e-08
380,Stiffness,320000,1.138e-15,3.800000000000e+02,1.287e-03,5.417e-08
385,Converged,319301,1.768586766369e+02,3.850000000000e+02,7.458e-04,4.998e-08
390,Converged,316341,1.789442044382e+02,3.900000000000e+02,6.475e-04,5.000e-08
395,Converged,313686,1.810258407187e+02,3.950000000000e+02,6.507e-04,4.997e-08
400,Stiffness,308000,1.242e-15,4.000000000000e+02,8.175e-04,5.641e-08
450,Converged,288474,2.036819079758e+02,4.500000000000e+02,8.771e-04,5.000e-08
500,Converged,271456,2.239294940676e+02,5.000000000000e+02,1.124e-03,5.000e-08
550,Stiffness,256500,8.158e-16,5.500000000000e+02,3.719e-04,5.956e-08
600,Stiffness,237500,1.941e-15,6.000000000000e+02,1.106e-03,8.865e-08
650,Stiffness,235000,2.209e-15,6.500000000000e+02,1.153e-03,6.554e-08
700,Stiffness,230000,3.760e-16,7.000000000000e+02,8.071e-04,5.990e-08
750,Stiffness,218500,1.415e-15,7.500000000000e+02,1.143e-03,8.657e-08
800,Stiffness,216500,6.681e-16,8.000000000000e+02,1.106e-03,7.508e-08
850,Stiffness,206500,1.108e-15,8.500000000000e+02,8.715e-04,1.122e-07
900,Stiffness,205500,6.020e-16,9.000000000000e+02,1.455e-03,1.013e-05
950,Stiffness,200500,5.739e-16,9.500000000000e+02,8.488e-04,1.167e-07
1000,Stiffness,195000,1.371e-16,1.000000000000e+03,7.406e-04,1.486e-07
1050,Stiffness,186000,7.880e-16,1.050000000000e+03,1.007e-03,2.373e-07
1100,Stiffness,182500,1.386e-15,1.100000000000e+03,1.261e-03,2.739e-07
1150,Stiffness,179000,1.212e-15,1.150000000000e+03,1.137e-03,3.209e-07
1200,Stiffness,172500,1.517e-15,1.200000000000e+03,1.192e-03,4.667e-07
1250,Stiffness,169500,9.006e-16,1.250000000000e+03,9.628e-04,5.441e-07
1300,Stiffness,162500,1.740e-15,1.300000000000e+03,1.087e-03,8.378e-07
1350,Stiffness,159000,1.893e-15,1.350000000000e+03,1.176e-03,1.024e-06
1400,Stiffness,155500,1.629e-15,1.400000000000e+03,1.060e-03,1.259e-06
1450,Stiffness,153000,1.185e-15,1.450000000000e+03,9.546e-04,1.457e-06
1500,Stiffness,150000,1.533e-15,1.500000000000e+03,1.110e-03,1.752e-06
1550,Stiffness,148500,1.303e-15,1.550000000000e+03,1.197e-03,1.909e-06
1600,Stiffness,146500,1.991e-15,1.600000000000e+03,1.442e-03,3.437e-06
1650,Stiffness,145500,5.283e-16,1.650000000000e+03,8.356e-04,2.286e-06
1700,Stiffness,144000,1.029e-15,1.700000000000e+03,9.012e-04,2.513e-06
1750,Stiffness,142500,1.671e-15,1.750000000000e+03,1.166e-03,2.765e-06
1800,Stiffness,142000,8.151e-16,1.800000000000e+03,8.720e-04,2.859e-06
1850,Stiffness,141500,7.955e-16,1.850000000000e+03,1.352e-03,2.951e-06
1900,Stiffness,140500,1.398e-15,1.900000000000e+03,8.125e-04,3.147e-06
1950,Stiffness,140000,6.073e-16,1.950000000000e+03,8.748e-04,3.262e-06
2000,Stiffness,139500,7.422e-16,2.000000000000e+03,9.419e-04,3.389e-06
