Q,Q_minus_fitted_Qc,converged,hold_periods,late_amplitude,late_amplitude_squared,lambda_predicted_per_reference_period,linear_e_folding_periods_1_over_lambda,cycle_relaxation_periods_1_over_2lambda,hold_over_cycle_relaxation,effective_cubic_coefficient_g
523.0,0.9609510749479568,1.0,4300.0,0.0001259531990605,1.586420835357394e-08,0.0002416270725479884,4138.609094812398,2069.304547406199,2.0779928239127003,15230.956828271475
525.0,2.960951074947957,1.0,2300.0,0.0002032290162726,4.130203305512871e-08,0.0007445185908515076,1343.149804837375,671.5749024186875,3.424785517916935,18026.197157358976
530.0,7.960951074947957,1.0,1200.0,0.0003142343151815,9.874320483758629e-08,0.0020017473866103053,499.563534684248,249.781767342124,4.804193727864733,20272.254580989116
540.0,17.960951074947957,1.0,700.0,0.000435187067398,1.893877836304714e-07,0.004516204978127901,221.42484781869427,110.71242390934714,6.3226869693790615,23846.337348452234
550.0,27.960951074947957,1.0,700.0,0.0005028282014163,2.528362001395511e-07,0.007030662569645497,142.2341052630581,71.11705263152905,9.842927597503694,27807.183329621996
