q,cell_index,center_start,cell_left,cell_right,cell_half_width,line_center_validation_radius,second_center_validation_radius,oriented_center_validation_radius,two_line_center_validation_radius,line_total_cell_radius,second_total_cell_radius,oriented_total_cell_radius,two_line_total_cell_radius,line_start_derivative_bound,second_start_derivative_bound,oriented_start_derivative_bound,two_line_start_derivative_bound,active_det_center,active_sigma_center,active_sigma_lower,active_orientation_pass,without_z_det_center,without_z_sigma_center,without_z_sigma_lower,without_z_orientation_pass,planar_separation_lower,active_norm_upper,mediation_margin_lower,mediation_pass,endpoint_separation_lower,endpoint_separation_pass,composition_enclosure_upper,all_structural_pass
550.0,44,664.0382009548886,663.961848524333,664.1145533854442,0.07635243055563024,2556.959233056422,2361.2819224953464,831416122.4509542,899210537.2992713,13376941.886389028,12353289.043245243,4349301207143.511,4703915092364.91,1500143697.7063222,1385347788.7726023,487743953556861.8,527511020881921.75,-0.28630551634860313,0.32143304174539933,-4349301207143.19,False,0.053628429858355635,0.06088205516692341,-165249263465127.66,False,-169598536977906.25,4349301207144.458,-173730373124693.5,False,-9053216299508.408,False,169598590696253.78,False
550.0,45,664.1909058159997,664.1145533854442,664.2672582465552,0.07635243055551655,2556.8567220894174,2362.382520260138,831279378.6492518,899066073.6171134,13380726.6484332,12362999.343407076,4350431338556.6084,4705202916321.092,1500624737.7088108,1386488514.161395,487894865434415.4,527682211630622.6,-0.2866831350549099,0.32144039520084544,-4350431338556.287,False,0.053652861375957185,0.06083219408131542,-165425948615647.16,False,-169776352244136.72,4350431338557.5566,-173909262015766.4,False,-9055634254877.688,False,169776405990703.94,False
550.0,46,664.3436106771109,664.2672582465552,664.4199631076664,0.07635243055563024,2555.236556422292,2363.4124649661376,830912163.3235303,898689158.4613218,13363623.218983207,12360388.417979807,4345730628113.098,4700239568565.098,1498593693.9694576,1386090946.242129,487331302927146.44,527086420458570.3,-0.2864335194524506,0.32144682253006296,-4345730628112.777,False,0.05364989625646693,0.06088151019732964,-165179607469209.6,False,-169525310418101.38,4345730628114.0454,-173653754514809.72,False,-9045970196678.184,False,169525364124383.22,False
550.0,47,664.4963155382219,664.4199631076664,664.5726679687775,0.07635243055563024,2556.89050803688,2361.1261190660093,831390889.154302,899181279.0848643,13376153.022295859,12352079.680591626,4349025275369.014,4703606135078.713,1500049608.17797,1385207001.9841263,487711124660967.56,527474331642656.3,-0.2863118329552036,0.3214328469194142,-4349025275368.693,False,0.05362846798043497,0.06088075977918257,-165223341776692.1,False,-169572339359588.0,4349025275369.961,-173703913371189.47,False,-9052631410447.715,False,169572393073740.03,False
550.0,48,664.649020399333,664.5726679687775,664.7253728298886,0.07635243055551655,2556.7368662623376,2362.365669151484,831245487.7489069,899026229.5983548,13380305.18313072,12363104.841034573,4350341107770.731,4705087208624.807,1500580166.5063877,1386502882.5926852,487885887401233.7,527670450770509.6,-0.28668703015073305,0.32144077705865404,-4350341107770.4097,False,0.0536534698664972,0.060832122781724625,-165422149630191.4,False,-169772463028464.6,4350341107771.679,-173905287080847.7,False,-9055428316395.525,False,169772516774399.4,False
550.0,49,664.8017252604442,664.7253728298886,664.8780776909997,0.07635243055563024,2555.2641812234933,2363.49087230885,830946125.415098,898702012.2911673,13364299.406579345,12361293.571844952,4346066740039.991,4700478381833.862,1498676485.2097766,1386198934.0458434,487371070378481.2,527115448392789.8,-0.2864231871968785,0.3214466251615078,-4346066740039.67,False,0.05364923227498969,0.06088288119631745,-165200062159887.2,False,-169546101218996.75,4346066740040.9385,-173674864622035.66,False,-9046545121873.84,False,169546154928578.34,False
550.0,50,664.9544301215552,664.8780776909997,665.0307825521108,0.07635243055563024,2556.9187321687405,2361.0957485466683,831391378.483616,899186070.5308957,13375868.827401461,12351520.687008115,4348882885752.0356,4703474585178.795,1500012081.36543,1385139073.859873,487693258322414.56,527457528139862.5,-0.2863185551508737,0.3214326670219803,-4348882885751.7144,False,0.053628540830514486,0.06087942136065496,-165212354353030.2,False,-169561209546945.2,4348882885752.9824,-173692648288410.53,False,-9052357470930.818,False,169561263259315.0,False
550.0,51,665.1071349826664,665.0307825521108,665.1834874132219,0.07635243055551655,2556.702658158234,2362.471315808271,831234343.8856285,899016730.1402668,13380290.016964238,12363819.515606748,4350352845978.441,4705106747955.549,1500580612.0962942,1386585151.5899768,487888121420619.8,527673549137132.5,-0.28669047042204227,0.3214411595516021,-4350352845978.1196,False,0.053654059971252784,0.06083212514872911,-165431524683026.03,False,-169781849818968.97,4350352845979.389,-173914685022649.38,False,-9055459593933.977,False,169781903566394.22,False
550.0,52,665.2598398437775,665.1834874132219,665.336192274333,0.07635243055563024,2555.3781983540384,2363.5049678548326,830983584.0842303,898745084.5717086,13365433.38028292,12361859.078881595,4346420919755.119,4700875076917.256,1498810690.953929,1386268791.0286,487412861155840.3,527162179181372.75,-0.2864129139594265,0.3214464121304563,-4346420919754.798,False,0.0536485522097717,0.06088421976481713,-165221637790547.44,False,-169568031027597.7,4346420919756.0664,-173697130901365.94,False,-9047295996672.363,False,169568084740718.66,False
550.0,53,665.4125447048885,665.336192274333,665.4888971354442,0.07635243055563024,2556.8984783148803,2360.9315951953536,831363307.4002401,899173776.6578252,13375316.26561887,12350250.995708296,4348588202868.3,4703249229069.955,1499944265.8612776,1384991303.968353,487658275591390.7,527430146981644.4,-0.28632567013986315,0.3214325029017813,-4348588202867.9785,False,0.053628648558317144,0.06087804282730864,-165188546849875.9,False,-169537107362651.78,4348588202869.2466,-173668266155377.56,False,-9051837431938.242,False,169537161071191.72,False
550.0,54,665.5652495659997,665.4888971354442,665.6416019965552,0.07635243055551655,2556.6106742355278,2362.4711484358213,831210231.4577734,898987169.0490067,13379927.497274177,12363923.457722964,4350283194401.0146,4705012661979.1045,1500541513.337071,1386598181.838775,487881050621753.06,527663791503617.3,-0.28669344629435034,0.3214415416427136,-4350283194400.6934,False,0.05365463035848191,0.06083220155443005,-165428433292387.9,False,-169778688777285.28,4350283194401.963,-173911457811967.16,False,-9055295856380.105,False,169778742524199.0,False
550.0,55,665.7179544271108,665.6416019965552,665.7943068576665,0.07635243055563024,2555.390437151476,2363.5251806811925,830992381.6268897,898752062.4448355,13366030.22078782,12362461.04062807,4346625154919.689,4701082572003.9,1498884599.5959768,1386342794.7859015,487437836603176.0,527187687568485.25,-0.2864027234814529,0.3214461836139645,-4346625154919.3677,False,0.053647857528544035,0.06088552267823896,-165237061689247.97,False,-169583659160156.44,4346625154920.636,-173712953057331.03,False,-9047707726923.576,False,169583712875774.44,False
550.0,56,665.870659288222,665.7943068576665,665.9470117187775,0.07635243055551655,2556.8496984162075,2360.8966389499,831363193.2007735,899151471.3595414,13374611.178188508,12349653.307768349,4348437884990.6743,4702970485915.266,1499859302.652825,1384918844.3472018,487639457802717.3,527396765613850.94,-0.2863331649505513,0.3214323550736353,-4348437884990.353,False,0.053628791082638134,0.06087662685751289,-165171844997914.9,False,-169520255193922.97,4348437884991.6216,-173651271184665.0,False,-9051408370905.928,False,169520308899725.03,False
550.0,57,666.023364149333,665.9470117187775,666.0997165798885,0.07635243055551655,2556.5794223187677,2362.5775691359377,831199559.483496,898979152.927462,13379735.88786314,12364457.783347216,4350238007739.2544,4704979707837.212,1500519657.844661,1386657810.1493545,487876122678162.7,527660213590714.25,-0.2866959497731094,0.3214419227551061,-4350238007738.933,False,0.05365517972163535,0.060832352110932686,-165433213384236.16,False,-169783423682336.75,4350238007740.2026,-173916149789689.94,False,-9055217715576.453,False,169783477429997.38,False
550.0,58,666.1760690104442,666.0997165798885,666.2524214409998,0.07635243055563024,2555.5585680301865,2363.6409468595766,831047731.9127643,898813821.9618307,13367255.80578096,12363391.460476384,4347018748488.978,4701518332807.554,1499026572.277424,1386451388.6143837,487483337961860.44,527238030839095.3,-0.2863926414605484,0.321445939906908,-4347018748488.6567,False,0.05364714978591078,0.060886786440612226,-165264650098939.12,False,-169611641161090.0,4347018748489.9253,-173741308972155.44,False,-9048537081296.52,False,169611694881200.4,False
550.0,59,666.3287738715553,666.2524214409998,666.4051263021108,0.07635243055551655,2556.882590713979,2360.801003157563,831348213.3042045,899157850.0747132,13374521.639903987,12348905.024008775,4348268789493.0986,4702905561575.031,1499845835.3333647,1384831681.5509648,487619306747698.8,527388197641140.3,-0.28634102436287584,0.3214322236918213,-4348268789492.7773,False,0.05362896822733232,0.060875176467222784,-165160731292923.75,False,-169508972394126.03,4348268789494.046,-173639827744145.38,False,-9051174351068.117,False,169509026098154.97,False
550.0,60,666.4814787326663,666.4051263021108,666.5578311632219,0.07635243055551655,2556.519059176128,2362.6029109205783,831185863.3230034,898961105.2892298,13379569.341934592,12364735.20754014,4350230496893.669,4704951514130.95,1500502936.403582,1386690819.6490166,487876120800503.44,527657919537110.25,-0.2866979708029551,0.32144230196709955,-4350230496893.3477,False,0.05365570651274923,0.06083257700338797,-165434865950230.75,False,-169785068737636.62,4350230496894.617,-173917787709686.5,False,-9055182011024.605,False,169785122485558.28,False
550.0,61,666.6341835937775,666.5578311632219,666.7105360243331,0.07635243055563024,2555.5561918190606,2363.578149388523,831050400.0727057,898815278.9736985,13367781.640248548,12363555.76097453,4347193634953.2153,4701699920529.578,1499092589.9998157,1386476267.4000254,487505057842316.06,527260672971059.94,-0.28638268909808207,0.32144568179157235,-4347193634952.894,False,0.053646430409978005,0.06088800828483786,-165273347530408.84,False,-169620513478270.06,4347193634954.1626,-173750347431476.53,False,-9048893555482.781,False,169620567199810.56,False
550.0,62,666.7868884548886,666.7105360243331,666.8632408854442,0.07635243055551655,2556.830725422791,2360.765000095331,831347329.9247209,899134462.8734332,13373786.405420098,12348293.459630387,4348110426049.2075,4702616998208.615,1499757308.246671,1384757556.0404747,487599534147737.1,527353660640672.1,-0.28634923209914676,0.32143210913612413,-4348110426048.886,False,0.053629179791755154,0.060873694869184314,-165143473019248.3,False,-169491555758180.22,4348110426050.155,-173622260662927.88,False,-9050727424257.81,False,169491609459380.38,False
550.0,63,666.9395933159997,666.8632408854442,667.0159457465552,0.07635243055551655,2556.4920030546673,2362.7219690681477,831175392.3592588,898955038.4057347,13379443.541191785,12365377.851303618,4350196499843.142,4704938286479.138,1500489035.0525396,1386763147.5370808,487872580542332.8,527656678687962.06,-0.2866995021992859,0.32144267813539584,-4350196499842.821,False,0.05365620948541716,0.06083287618757278,-165441908673735.62,False,-169792077463778.4,4350196499844.0903,-173924764138630.28,False,-9055134786322.268,False,169792131212812.0,False
550.0,64,667.0922981771108,667.0159457465552,667.1686506076665,0.07635243055563024,2555.7095114986923,2363.6698576247813,831100759.7564903,898871345.3874096,13369120.80025825,12364535.553405443,4347617306310.495,4702166581329.621,1499249801.7486477,1386592693.0532906,487554668147588.56,527315276304148.25,-0.28637288865873406,0.3214454096186915,-4347617306310.174,False,0.05364570094386447,0.06088918536470774,-165303003276313.75,False,-169650592893003.06,4347617306311.4424,-173780829333998.94,False,-9049783887640.104,False,169650646619373.62,False
550.0,65,667.245003038222,667.1686506076665,667.3213554687775,0.07635243055551655,2556.8609659074355,2360.6932525761595,831349774.993911,899139867.6976345,13373485.19639904,12347495.785588497,4347970688311.396,4702479888207.235,1499717513.4170399,1384662571.295915,487581866258198.1,527336119115951.2,-0.2863577725057905,0.3214320120760314,-4347970688311.0747,False,0.053629425557432144,0.06087218513064914,-165129085918639.94,False,-169477028920810.9,4347970688312.3433,-173607601074707.62,False,-9050450576518.62,False,169477082619695.16,False
550.0,66,667.397707899333,667.3213554687775,667.4740603298885,0.07635243055551655,2556.477926537756,2362.7489475033917,831163669.506669,898953716.4172418,13379341.841802377,12365485.262156587,4350144269302.198,4704940888067.252,1500477262.1962898,1386774750.825465,487866842414437.7,527657095147735.56,-0.2867005391675408,0.32144305067765094,-4350144269301.877,False,0.0536566875007504,0.060833249305278454,-165442088208575.34,False,-169792204768378.0,4350144269303.1465,-173924841824216.0,False,-9055085157369.438,False,169792258517452.3,False
550.0,67,667.5504127604441,667.4740603298885,667.6267651909998,0.07635243055563024,2555.692947548087,2363.5843785643992,831099297.4612772,898867340.1398642,13369573.854350943,12364587.771528304,4347769719752.3784,4702318166007.317,1499307677.0611036,1386605089.1781323,487573856650378.6,527334535256091.4,-0.2863632660469757,0.32144512378410967,-4347769719752.057,False,0.05364496311335054,0.06089031436580917,-165309303214507.16,False,-169657045244055.25,4347769719753.3257,-173787426477820.9,False,-9050087885759.684,False,169657098971467.56,False
550.0,68,667.7031176215553,667.6267651909998,667.7794700521108,0.07635243055551655,2556.8120483051207,2360.647686806681,831331597.1264788,899117663.5774412,13372767.309199732,12346824.294720173,4347720591601.9917,4702196096066.187,1499630957.360412,1384581596.210356,487551790021347.94,527302098765939.56,-0.28636662801977725,0.32143193270411397,-4347720591601.6704,False,0.05362970510902701,0.06087065048319017,-165111242116762.25,False,-169458935023471.38,4347720591602.939,-173589269585494.16,False,-9049916687668.166,False,169458988719438.3,False
550.0,69,667.8558224826663,667.7794700521108,667.9321749132218,0.07635243055551655,2556.3972249307494,2362.8447319398306,831157533.5680081,898929137.5958554,13378845.068654794,12365929.182426643,4350107455653.065,4704802652490.939,1500420574.7345395,1386823784.3564804,487862652230810.7,527641466419912.4,-0.2867010759463419,0.3214434188116624,-4350107455652.7437,False,0.05365713921799208,0.060833695911518236,-165441884507736.7,False,-169791964254187.94,4350107455654.013,-173924566337059.25,False,-9054910108143.992,False,169792018003186.94,False
550.0,70,668.0085273437775,667.9321749132218,668.0848797743331,0.07635243055563024,2555.826127195836,2363.6604145945776,831141650.9320948,898915813.4669579,13370800.679274336,12365476.887273064,4348149965831.1284,4702743200365.545,1499452200.4010081,1386711232.8425322,487618577053638.94,527384445680966.8,-0.28635384231126787,0.3214448250639925,-4348149965830.807,False,0.05364421842967677,0.06089139266072405,-165336360591208.1,False,-169684482864490.03,4348149965832.0757,-173815225332030.5,False,-9050893166196.66,False,169684536596306.75,False
550.0,71,668.1612322048886,668.0848797743331,668.2375846354441,0.07635243055551655,2556.8408764785318,2360.6496070511475,831334681.0841324,899122705.0520673,13372469.81520458,12346416.736318802,4347591151987.1455,4702071383141.605,1499591725.0111432,1384530422.8315225,487535368212653.6,527286134845058.8,-0.286375780417789,0.3214318709625463,-4347591151986.824,False,0.05363001797500499,0.060869094216749464,-165102118947554.7,False,-169449682415183.78,4347591151988.093,-173579894009572.47,False,-9049662535128.738,False,169449736109661.56,False
550.0,72,668.3139370659997,668.2375846354441,668.3902894965552,0.07635243055551655,2556.3726479941824,2362.8663274979453,831135242.7760042,898924539.8938354,13378599.562827732,12365939.567161271,4349967166249.524,4704748999458.976,1500391510.4908597,1386823604.5363183,487846609429155.1,527635061717825.56,-0.28670110713532965,0.32144378131064305,-4349967166249.2026,False,0.05365756338804498,0.06083421557378636,-165438987532645.2,False,-169788926990259.88,4349967166250.472,-173921395798197.8,False,-9054716165708.486,False,169788980738797.75,False
550.0,73,668.4666419271108,668.3902894965552,668.5429943576664,0.07635243055563024,2555.850539524413,2363.533736205397,831135534.1248199,898925799.4115721,13371457.013351832,12365305.84913504,4348277165501.9126,4702967324827.162,1499532727.7268426,1386698491.6343315,487634926829069.44,527411831105889.7,-0.28634463873523874,0.3214445140355744,-4348277165501.5913,False,0.05364346847874345,0.060892417665369555,-165342189446637.84,False,-169690438919038.66,4348277165502.86,-173821302226266.38,False,-9051244490329.062,False,169690492651850.25,False
550.0,74,668.619346788222,668.5429943576664,668.6956992187775,0.07635243055551655,2556.796282428808,2360.5610734801803,831316832.2240691,899102051.991574,13371817.767125605,12345566.314444907,4347372061745.2954,4701827445424.957,1499513118.784561,1384429982.5948348,487509152705860.4,527256999613213.94,-0.28638521012973306,0.3214318274931624,-4347372061744.974,False,0.053630363684081396,0.060867519897593404,-165082696802145.25,False,-169430041180949.22,4347372061746.2427,-173560044639608.16,False,-9049199507170.24,False,169430094872272.62,False
550.0,75,668.7720516493331,668.6956992187775,668.8484040798886,0.07635243055563024,2556.2702479182244,2362.9432515270946,831123943.5102569,898892540.2455921,13377902.637244245,12366185.298388299,4349875013682.2666,4704545805108.097,1500311242.0741477,1386849108.5356596,487835842165565.44,527611805802576.7,-0.28670063198426965,0.3214441375224275,-4349875013681.9453,False,0.0536579591165927,0.0608348073622035,-165433656760573.5,False,-169783504066357.88,4349875013683.215,-173915885329356.94,False,-9054420818790.352,False,169783557813989.2,False
550.0,76,668.9247565104441,668.8484040798886,669.0011089409998,0.07635243055563024,2555.914781843384,2363.604316514436,831169785.4485308,898949525.2842522,13372120.789728155,12365973.05421417,4348550519978.333,4703193080413.692,1499611458.4394398,1386777217.5480645,487666815254530.4,527438479394105.56,-0.28633567867164395,0.3214441911995304,-4348550519978.0117,False,0.05364271506351506,0.060893386672849055,-165359319193336.0,False,-169707842018650.28,4348550519979.28,-173838965012630.6,False,-9051743600392.012,False,169707895754228.0,False
550.0,77,669.0774613715553,669.0011089409998,669.1538138021108,0.07635243055551655,2556.9114566716735,2360.6517038755424,831348494.7713577,899137579.2971908,13372167.017596766,12345807.43789735,4347463260042.915,4701932493947.763,1499548968.6112936,1384453972.149891,487518405403131.4,527267722160353.6,-0.286394898062614,0.32143180256149834,-4347463260042.5938,False,0.053630741626139504,0.06086593084686165,-165090232841058.88,False,-169437668417319.6,4347463260043.8623,-173567758514361.25,False,-9049395753990.664,False,169437722109860.1,False
550.0,78,669.2301662326664,669.1538138021108,669.3065186632219,0.07635243055563024,2556.2543616527373,2363.0011263294487,831120875.1543008,898891493.5716647,13377720.403981028,12366396.453586696,4349839018966.56,4704517999485.164,1500289507.0135858,1386871587.897163,487831544278530.56,527608394991861.25,-0.28669964852499674,0.32144448687124294,-4349839018966.239,False,0.0536583253008038,0.06083547034965202,-165434228005205.47,False,-169784039316549.9,4349839018967.5083,-173916386384569.03,False,-9054357018451.71,False,169784093064273.06,False
550.0,79,669.3828710937775,669.3065186632219,669.4592235243331,0.07635243055563024,2555.985389299251,2363.5148322076943,831181472.7427208,898975214.0131578,13373017.63223889,12365998.641996698,4348770766173.8687,4703498163180.434,1499718942.278881,1386786553.7116613,487693598491643.44,527474928325701.25,-0.28632698402128437,0.3214438572841835,-4348770766173.5474,False,0.05364195982039435,0.060894297057904785,-165370751710803.12,False,-169719494781261.38,4348770766174.8154,-173850827009127.44,False,-9052268929354.29,False,169719548518744.7,False
550.0,80,669.5355759548886,669.4592235243331,669.5355759548886,0.07635243055551655,2556.878469103388,2360.5787903354794,831335302.2546974,899121095.0110468,13370503.86581041,12344045.707439998,4346742690119.0884,4701142851697.965,1499342955.1070244,1384238347.5031383,487429068488203.1,527169960479607.06,-0.2864048242784588,0.3214317958636247,-4346742690118.767,False,0.053631151102027465,0.06086433044463671,-165046144661151.84,False,-169392859670997.66,4346742690120.0356,-173522265226611.7,False,-9047885541817.041,False,169392913356371.88,False
