half_steps,cell_index,cell_width,minimum_continuous_lower,left_minimum_lower,right_minimum_lower,left_first_bad_step,right_first_bad_step,maximum_reset_T_radius,maximum_reset_C_radius,maximum_local_T_tube_radius,maximum_local_C_tube_radius,maximum_short_transport_radius,maximum_local_rq,maximum_inverse_q,midpoint_T_center_gap,midpoint_C_center_gap,midpoint_T_overlap_margin,midpoint_C_overlap_margin,cell_pass
512,36,0.1527048611110331,0.0007503498158379604,0.0007605739578738605,0.0007503498158379604,-1,-1,0.06114127067039313,0.0037197069059303825,0.06167485009313469,0.0037519486296362895,0.0004055296474670118,0.0056710592725699605,0.0008468331757442015,8.18252232196449e-13,3.84989223750091e-14,0.12186894421394945,0.0074707541539906505,True
512,37,0.15270486111114678,0.0007381936049338163,0.0007537625058560703,0.0007381936049338163,-1,-1,0.06108082940731445,0.0037191083198252215,0.06161345415173278,0.0037513289841868804,0.00040557900544884953,0.005671658182516472,0.000846962146052859,6.142580514802489e-13,3.871377713437532e-14,0.1217454684479011,0.007471950537745235,True
512,38,0.15270486111114678,0.0007543047004402429,0.000772531312866035,0.0007543047004402429,-1,-1,0.061211252087037864,0.0037242129734513904,0.061741265868852604,0.003756538804346522,0.0004060075453842298,0.005671849888175264,0.0008478359563949544,3.981928254929832e-13,2.2701926134230736e-14,0.12182012441328662,0.0074799267039105275,True
512,39,0.1527048611110331,0.0007460753321194539,0.000760131758316386,0.0007460753321194539,-1,-1,0.061210463141514695,0.0037194038945231544,0.061740097222762656,0.003751706134007008,0.00040549602452604947,0.0056713086658605845,0.0008467632810010652,5.673187517147278e-13,2.5327420792080636e-14,0.12193936474693542,0.0074706760561081284,True
512,40,0.15270486111114678,0.0007403738911061669,0.0007515564102489064,0.0007403738911061669,-1,-1,0.06103018029871115,0.003718821897910944,0.06156244380161526,0.003751125660747649,0.0004056006997790581,0.005671700622222978,0.0008470070852036641,5.185692272905125e-13,3.7028633327185514e-14,0.12176315267993125,0.007472142873914625,True
512,41,0.15270486111114678,0.0007584061244517818,0.0007756433658606346,0.0007584061244517818,-1,-1,0.06114401214009182,0.0037239229546159242,0.061676346265731694,0.003756246753216877,0.0004059762055187074,0.005671842664110347,0.0008477712128464476,7.403745333358249e-13,3.86370321894186e-14,0.1217019208605145,0.007479441239522791,True
512,42,0.15270486111114678,0.0007430504968772618,0.0007624585332465967,0.0007430504968772618,-1,-1,0.0612771986967903,0.0037192889326661083,0.061811911716165825,0.003751589373821735,0.00040548277527036665,0.00567093986860964,0.0008467359615507408,4.1693817706886125e-13,4.4032391008099785e-14,0.12194046365537753,0.007470538941072885,True
512,43,0.1527048611110331,0.000737629932785996,0.0007490565450099187,0.000737629932785996,-1,-1,0.06109792722715471,0.0037188642167817134,0.06163081746572373,0.0037511687001750586,0.00040561820265046916,0.0056717333525715015,0.000847043241981723,3.9910023722371816e-13,2.8219402124743622e-14,0.12189869731922953,0.0074723395127094866,True
512,44,0.15270486111114678,0.000761864156324312,0.000772842891253636,0.000761864156324312,-1,-1,0.06107744015612433,0.0037240091750567863,0.06160925115604717,0.003756334045866097,0.0004059866162770452,0.005671903221155322,0.0008477924034211473,8.362458091230581e-13,5.081927504197483e-14,0.12170302847953286,0.007479363979271079,True
512,45,0.15270486111114678,0.000743744207560383,0.0007646429008921709,0.000743744207560383,-1,-1,0.061242327024041136,0.0037192421545482446,0.061776736284243655,0.0037515402503557984,0.0004054771442123684,0.005671160135685522,0.0008467245808918702,7.399004017703892e-13,3.054632287885239e-14,0.12183905859487719,0.007470514383011106,True
