cell_index,side,step_index,physical_left,physical_right,direction,h,rb0,rb1,rb2,rq,fT_center_norm,fC_center_norm,T_tube_radius,C_tube_radius,T_endpoint_radius,C_endpoint_radius,active_center_separation,active_product_radius,active_lower,picard_iterations_used,step_pass
39,left,23,663.2815364380158,663.2818346896977,1,0.00029825168189745455,0.022929918819160768,0.022929572269187102,0.022929391255328484,0.0003544383008814583,0.04934851467010177,0.0003998185668606788,0.025832043401785562,3.333347966640252e-05,0.02581732514932028,3.321424160746062e-05,0.011077057906043096,0.0010655375449445882,0.010011520361098506,7.0,True
39,left,24,663.2818346896977,663.2821329413795,1,0.0002982516817837677,0.04539075176565932,0.045389518120833215,0.045389841114222264,0.00035455412049035156,0.04937280884581024,0.00039981013313346943,0.026325184321881336,3.5065859757917384e-05,0.026310458823642923,3.494662421439433e-05,0.01107702178991559,0.0010881809108379333,0.009988840879077655,7.0,True
39,left,25,663.2821329413795,663.2824311930614,1,0.00029825168189745455,0.04539100258528981,0.045389601064199245,0.04538997125327314,0.0003545495049853197,0.049397252981175595,0.0003997636428016062,0.026826657826185277,3.6827500251905206e-05,0.026811925037436787,3.670827857415645e-05,0.011076985628382316,0.001111208621286975,0.009965777007095339,7.0,True
39,left,26,663.2824311930614,663.2827294447433,1,0.00029825168189745455,0.045391207948143476,0.045389700057256475,0.04539006662116164,0.00035441377806988915,0.04942183653713039,0.0003997326591808422,0.027336604685018865,3.861887180911941e-05,0.027321864564183486,3.8499659372287726e-05,0.011076949433423303,0.0011346271798803808,0.009942322253542921,7.0,True
39,left,27,663.2827294447433,663.283027696425,1,0.0002982516817837677,0.045391637405664494,0.04538981524457449,0.04539023189868496,0.0003547900197839082,0.04944654893907274,0.00039977129859173927,0.027855168217994965,4.044064947839749e-05,0.027840420726649783,4.0321425517342034e-05,0.011076913191170027,0.0011584436185346787,0.009918469572635346,7.0,True
39,left,28,663.283027696425,663.283325948107,1,0.00029825168189745455,0.038044450966644036,0.038045215405961265,0.03804474024050816,0.0003552935918134503,0.049471378848030864,0.0003999354656774611,0.028373195347472215,4.2121415677587456e-05,0.028358440450559325,4.200214275337719e-05,0.011076876861943452,0.0011819470032454974,0.009894929858697953,7.0,True
39,left,29,663.283325948107,663.2836241997887,1,0.0002982516817837677,0.04538929331379345,0.045389890015916624,0.04538937387749257,0.0003557107982594225,0.04949627809313022,0.0004002517697449463,0.028909272208511222,4.400272784370885e-05,0.02889450988536225,4.388336058132404e-05,0.011076840380571464,0.0012065675200856902,0.009870272860485772,7.0,True
39,left,30,663.2836241997887,663.2839224514706,1,0.00029825168189745455,0.045389675661061585,0.045390007203896424,0.045389468845390975,0.0003560116436342429,0.049521142669771416,0.0004006974647275577,0.029454407174703854,4.591596027326061e-05,0.029439637435647474,4.579646008155219e-05,0.01107680367270301,0.001231606407490525,0.009845197265212482,7.0,True
39,left,31,663.2839224514706,663.2842207031525,1,0.00029825168189745455,0.04539015360689238,0.04539010522956864,0.04538956241727688,0.0003561955368588478,0.04954586517294935,0.0004012440437199748,0.030008753313166103,4.7861607952450645e-05,0.02999397620058159,4.774194474263852e-05,0.011076766679740148,0.0012570707135274699,0.009819695966212676,7.0,True
39,left,32,663.2842207031525,663.2845189548343,1,0.0002982516817837677,0.03715515080746261,0.037155370242334645,0.03715451933001269,0.00035625206908113956,0.04957033957117104,0.00040185929290490125,0.03056203130445194,4.9647310941948283e-05,0.030547246892342648,4.952746423307772e-05,0.011076729360922325,0.0012821618404190776,0.009794567520503247,7.0,True
39,left,33,663.2845189548343,663.2848172065162,1,0.00029825168189745455,0.04538734326701541,0.04538931078542438,0.0453875726622398,0.000356238687099899,0.049594465507895834,0.0004025061843132138,0.031135089910911146,5.16560157835866e-05,0.031120298303195036,5.1535976138219884e-05,0.011076691693310528,0.0013084846755045739,0.009768207017805952,7.0,True
39,left,34,663.2848172065162,663.2851154581981,1,0.00029825168189745455,0.04538768384608859,0.04538940665523115,0.04538770075419101,0.00035613022386420985,0.04961818987459195,0.0004031459585394599,0.03171783133719747,5.3698627989542644e-05,0.03170303265364912,5.3578397530437e-05,0.01107665367174821,0.0013352545868639681,0.00974139908488424,7.0,True
39,left,35,663.2851154581981,663.2854137098799,1,0.0002982516817837677,0.045387996437989686,0.045389501096195016,0.04538786600664315,0.0003559056562664235,0.04964148876840665,0.0004037367460381356,0.03231041916424577,5.577567298579819e-05,0.03229561353176881,5.565526632337339e-05,0.01107661530877663,0.0013624791088723874,0.009714136199904242,7.0,True
39,left,36,663.2854137098799,663.2857119615618,1,0.00029825168189745455,0.045388280811824236,0.04538959419278152,0.04538806883347778,0.0003555650345325133,0.04966433915008252,0.00040423209249626697,0.03291301973789056,5.7887683709494914e-05,0.03289820729024321,5.776712930911003e-05,0.011076576634570411,0.0013901659029755009,0.009686410731594909,7.0,True
39,left,37,663.2857119615618,663.2860102132437,1,0.00029825168189745455,0.023816936776627926,0.023816766012139102,0.023816323770687587,0.0003551082883131427,0.04968671836026201,0.00040458272153672724,0.033498428996665566,5.9529855218914924e-05,0.03348360987438117,5.940919624282906e-05,0.011076537696912879,0.001416208490951915,0.009660329205960962,7.0,True
39,left,38,663.2860102132437,663.2863084649255,1,0.0002982516817837677,0.045387657395557564,0.045387612422749524,0.045387095108374124,0.0003546097603613553,0.04970864848478998,0.0004047567724284519,0.03412110082490122,6.170487632428082e-05,0.034106275161925964,6.158416543726985e-05,0.011076498561175877,0.0014448071223454124,0.009631691438830463,7.0,True
39,left,39,663.2863084649255,663.2866067166074,1,0.00029825168189745455,0.045387730204604876,0.04538775325178857,0.045387242777808166,0.00035446278457023066,0.04973031621224719,0.0004047910263956444,0.03475429367053068,6.391656381517787e-05,0.03473946154511364,6.379584271181764e-05,0.011076459302617478,0.0014738915896693784,0.009602567712948097,7.0,True
39,left,40,663.2866067166074,663.2869049682893,1,0.00029825168189745455,0.045387820049303355,0.045387931375718886,0.045387373288628546,0.0003545425920744207,0.049751944214283556,0.00040474125374398705,0.03539818540521092,6.616562316102307e-05,0.03538334682920592,6.604491690243997e-05,0.01107641997783128,0.0015034703803508019,0.009572949597480477,7.0,True
39,left,41,663.2869049682893,663.287203219971,1,0.0002982516817837677,0.045387927049937465,0.04538814713490703,0.04538748649298245,0.0003545193322908919,0.049773752320552686,0.000404664658543238,0.03605295690547479,6.84526721478174e-05,0.036038111825171096,6.833198873392784e-05,0.011076380618142395,0.0015335519200906336,0.00954282869805176,7.0,True
39,left,42,663.287203219971,663.287501471653,1,0.00029825168189745455,0.03939121277979014,0.039390399290881596,0.039390461009037404,0.00035439489584484254,0.04979595458536869,0.0004046179978461112,0.03671117019243119,7.063780285455689e-05,0.03669631849025904,7.051713335725279e-05,0.011076341229629867,0.0015635559037092042,0.009512785325920661,7.0,True
39,left,43,663.287501471653,663.2877997233348,1,0.00029825168189745455,0.04538800147493648,0.045387147711001226,0.04538714951687818,0.0003544663414930937,0.04981862488986246,0.00040462420430135016,0.03738812619986587,7.300040896220911e-05,0.03737326773623729,7.287973761381935e-05,0.011076301793540912,0.0015946588141073365,0.009481642979433574,7.0,True
39,left,44,663.2877997233348,663.2880979750166,1,0.0002982516817837677,0.04538810828303279,0.04538728949310076,0.04538724986366906,0.00035445654371486367,0.04984164174877549,0.00040465796930787913,0.03807652065122037,7.540294282763619e-05,0.038061655322780594,7.528226140882253e-05,0.011076262284205943,0.0016262905780882238,0.009449971706117718,7.0,True
39,left,45,663.2880979750166,663.2883962266985,1,0.00029825168189745455,0.04538819237790227,0.045387414095001265,0.045387386030804895,0.0003544199019743782,0.04986487034497369,0.00040468938854705625,0.038776546752252485,7.78460621052624e-05,0.03876167449583918,7.77253713155619e-05,0.011076222694351809,0.0016584602054111972,0.00941776248894061,7.0,True
39,left,46,663.2883962266985,663.2886944783803,1,0.0002982516817837677,0.035805845532282644,0.035805110725947185,0.03580523568509624,0.00035474659755396266,0.04988817739656765,0.00040468778206383723,0.039476206890781906,8.010596164582423e-05,0.03946132768300697,7.998527133530611e-05,0.011076183037002814,0.00169023476133052,0.009385948275672292,7.0,True
39,left,47,663.2886944783803,663.2889927300622,1,0.00029825168189745455,0.04538734014243174,0.04538710050809946,0.045387966694862836,0.0003549704226918444,0.04991144933617811,0.0004046285307093034,0.04019988206215878,8.262868769915784e-05,0.040184995913483054,8.250801506040993e-05,0.011076143345458226,0.0017234920633247626,0.009352651282133462,7.0,True
39,left,48,663.2889927300622,663.2892909817441,1,0.00029825168189745455,0.04538741121962999,0.04538718046756372,0.045388231763400955,0.000354940672973877,0.04993475432613561,0.000404542051229885,0.04093578491847727,8.51940255413371e-05,0.040920891819049114,8.507337869523942e-05,0.011076103668709826,0.0017573150347176296,0.009318788633992195,7.0,True
39,left,49,663.2892909817441,663.2895892334259,1,0.0002982516817837677,0.045387480822856485,0.04538729150294501,0.045388404382439504,0.0003545956024092215,0.04995826318856492,0.00040448711053352583,0.04168412213735379,8.780261663869952e-05,0.041669222026373576,8.768198617880301e-05,0.011076064026069704,0.0017917131990134096,0.009284350827056292,7.0,True
39,left,50,663.2895892334259,663.2898874851078,1,0.00029825168189745455,0.04538754909845484,0.04538745646752048,0.04538866636451684,0.00035528829602590663,0.049982146151240234,0.00040452205789276793,0.04244510390397394,9.045552595061852e-05,0.04243019666985428,9.033488506756743e-05,0.011076024381213022,0.0018266971123741412,0.009249327268838878,7.0,True
39,left,51,663.2898874851078,663.2901857367897,1,0.00029825168189745455,0.025161937957255336,0.02516401478161176,0.025162295115921385,0.00035652429462550833,0.05000657157137401,0.00040471527484120995,0.043193161315188314,9.267949559764383e-05,0.043178246796146035,9.255879708731297e-05,0.011075984641914283,0.0018602840586932716,0.00921570058322101,7.0,True
39,left,52,663.2901857367897,663.2904839884715,1,0.0002982516817837677,0.04538549585907472,0.045388069714598245,0.045386165687505614,0.00035742392343414994,0.05003156381990663,0.0004051309094257351,0.04397964000566008,9.541554790039107e-05,0.04396471803264335,9.529472542639244e-05,0.011075944660100409,0.00189643612212434,0.009179508537976068,7.0,True
39,left,53,663.2904839884715,663.2907822401534,1,0.00029825168189745455,0.04538561571279454,0.04538829804801938,0.045386444797323997,0.0003577359109946282,0.05005666373050712,0.00040574058056362064,0.044779407700590475,9.819798915696247e-05,0.04476447824147754,9.807698484747559e-05,0.011075904259666558,0.0019332038067950434,0.009142700452871513,7.0,True
39,left,54,663.2907822401534,663.2910804918353,1,0.00029825168189745455,0.04538577490134649,0.04538846608902747,0.045386829084996895,0.0003576694952602622,0.05008131428555527,0.0004064623404814641,0.04559268875774177,0.00010102746409317788,0.04557775194655936,0.00010090624451758164,0.011075863330943021,0.0019705973662865078,0.009105265964656512,7.0,True
39,left,55,663.2910804918353,663.291378743517,1,0.0002982516817837677,0.045385973864293654,0.045388856490215825,0.045387319582500876,0.00035709648846415584,0.05010496414765447,0.0004071637507913727,0.04641971150832808,0.0001039045774641565,0.046404767643540235,0.00010378314869180199,0.011075821850705414,0.002008627131946658,0.009067194718758755,7.0,True
39,left,56,663.291378743517,663.2916769951989,1,0.00029825168189745455,0.0407361452775389,0.040737241340729875,0.040735411703112054,0.00035595438526573616,0.050127079552966324,0.0004076684902629019,0.04725476731523301,0.00010672079421718385,0.047239816854482655,0.00010659921490538682,0.011075779882112528,0.002046844066218194,0.009028935815894331,7.0,True
39,left,57,663.2916769951989,663.2919752468808,1,0.00029825168189745455,0.045384980391421775,0.04538624968426689,0.04538440678887154,0.0003548027712775734,0.05014759923694708,0.00040788574667961205,0.04810987017286087,0.00010969319745097816,0.04809491359208028,0.00010957155334208951,0.011075737573160159,0.0020861699525514194,0.008989567620608737,7.0,True
39,left,58,663.2919752468808,663.2922734985626,1,0.0002982516817837677,0.045385114084536556,0.04538656475448745,0.045384718764170676,0.0003547837687224334,0.05016707194728883,0.00040788166163599406,0.048979421270593834,0.00011271575822430343,0.048964458882050366,0.00011259411533383237,0.011075695097952021,0.002126165403412614,0.008949529694539406,7.0,True
39,left,59,663.2922734985626,663.2925717502445,1,0.00029825168189745455,0.04538522974534663,0.04538698541413313,0.04538499969138437,0.00035496209457784713,0.050186081969704,0.00040775147517976303,0.04986366497026285,0.00011578941364559353,0.04984869691194253,0.00011566780958340569,0.011075652579993829,0.0021668421077149004,0.008908810472278927,7.0,True
39,left,60,663.2925717502445,663.2928700019264,1,0.00029825168189745455,0.03445545702952743,0.034456716168063006,0.034455227476950574,0.00035490701062356193,0.050205207546653266,0.0004075943205416941,0.05074886538984079,0.00011865854326184884,0.050733891627285005,0.0001185369860712962,0.011075610087053373,0.0022071298967559793,0.008868480190297392,7.0,True
39,left,61,663.2928700019264,663.2931682536082,1,0.0002982516817837677,0.0453848994276153,0.0453841851112844,0.04538443880914974,0.00035456310101749955,0.050224972090219686,0.0004074980264397255,0.0516630047977372,0.00012183246064193946,0.051648025140378785,0.00012171093217131107,0.01107556763119445,0.002249185329753394,0.008826382301441055,7.0,True
39,left,62,663.2931682536082,663.2934665052901,1,0.00029825168189745455,0.04538496964619094,0.04538451735909906,0.04538448857719333,0.000354381484901848,0.05024545808204643,0.0004074753068131794,0.052592590476338213,0.00012505997774130907,0.0525776047089926,0.00012493845604680126,0.011075525173906883,0.00229195728415481,0.008783567889752071,7.0,True
39,left,63,663.2934665052901,663.293764756972,1,0.00029825168189745455,0.045385072434307894,0.04538481870254469,0.0453845569339045,0.0003544485412905989,0.050266517424512505,0.00040750127279607517,0.053537883372807765,0.00012834206794533302,0.053522891324477864,0.0001282205385064272,0.011075482671794886,0.0023354582112836593,0.008740024460511225,7.0,True
39,left,64,663.293764756972,663.2940630086538,1,0.0002982516817837677,0.045385233754022335,0.045385088917261646,0.04538464401055527,0.00035443116158092886,0.050288001402201535,0.0004075505652070319,0.05449914885984073,0.00013167961991413486,0.05448415040388408,0.000131558075773731,0.01107544010069255,0.0023797005668531857,0.008695739533839363,7.0,True
39,left,65,663.2940630086538,663.2943612603357,1,0.00029825168189745455,0.026509233636507243,0.026508272688430905,0.02650839065327039,0.00035441315976437787,0.050309763027386205,0.0004075968189146569,0.055452451835140415,0.00013463050292768827,0.055437446888736766,0.00013450894499199205,0.011075397455873078,0.0024228238780748075,0.00865257357779827,7.0,True
39,left,66,663.2943612603357,663.2946595120175,1,0.0002982516817837677,0.04538586142149975,0.04538445380467323,0.04538471133237943,0.0003544983227170335,0.05033168740544506,0.00040762061782823657,0.05644606706205437,0.0001380743134190686,0.056431055576673834,0.0001379527483853528,0.011075354752020684,0.002468555324519287,0.008606799427501395,7.0,True
39,left,67,663.2946595120175,663.2949577636994,1,0.00029825168189745455,0.04538607400518908,0.0453845099587785,0.0453848150656314,0.0003544874795157149,0.050353756717952086,0.00040762618059312353,0.057456471180715826,0.00014157630528359208,0.05744145311312002,0.00014145473859072602,0.011075312014455652,0.0025150665090586787,0.008560245505396972,7.0,True
39,left,68,663.2949577636994,663.2952560153813,1,0.00029825168189745455,0.0453862160866885,0.04538458470909543,0.04538488043657463,0.0003543818153314493,0.0503759717477791,0.00040762244674879904,0.05848394783529088,0.00014513743531614998,0.058468923142025085,0.00014501586973690936,0.011075269251775214,0.002562370789256833,0.00851289846251838,7.0,True
39,left,69,663.2952560153813,663.295554267063,1,0.0002982516817837677,0.04538657667734021,0.045384678244329256,0.0453850043891638,0.00035475152352379646,0.05039833338284309,0.00040761894748247144,0.05952878564848339,0.0001487588507329089,0.05951375428582808,0.00014863728619737674,0.011075226450555245,0.0026104821327116354,0.008464744317843607,7.0,True
39,left,70,663.295554267063,663.2958525187449,1,0.00029825168189745455,0.0420828470613146,0.04208380914636636,0.042083128204703585,0.00035521249075112326,0.050420840545676957,0.00040762763276232646,0.06058703292157745,0.00015236407603827826,0.060571994846117264,0.0001522425089123005,0.011075183575356098,0.0026590858820848013,0.008416097693271295,7.0,True
39,left,71,663.2958525187449,663.2961507704268,1,0.00029825168189745455,0.04538383916141832,0.045384751848223076,0.045383971903002536,0.0003555857092958541,0.0504434285893885,0.00040765876552372035,0.06166740400961563,0.00015610784869489117,0.061652359197233435,0.00015598627228351504,0.011075140569209186,0.0027088475810113023,0.008366292988197882,7.0,True
39,left,72,663.2961507704268,663.2964490221086,1,0.0002982516817837677,0.04538411047725977,0.045384840645000125,0.045384000549158206,0.0003558519541528073,0.05046595663813808,0.00040771712639917106,0.06276602987710574,0.0001599149684342527,0.06275097834570087,0.0001597933746166937,0.011075097369713623,0.0027594586017369166,0.008315638767976705,7.0,True
39,left,73,663.2964490221086,663.2967472737905,1,0.00029825168189745455,0.04538449229709397,0.04538490058381103,0.04538402782530636,0.00035601069424345187,0.05048828028061547,0.000407805654087307,0.06388321898051195,0.00016378647355092996,0.06386816079103745,0.0001636648533297928,0.011075053928483732,0.002810933510803998,0.008264120417679733,7.0,True
39,left,74,663.2967472737905,663.2970455254724,1,0.00029825168189745455,0.033106808459808,0.03310756273137652,0.03310635102744769,0.00035605114547260957,0.05051025622176492,0.0004079235265771434,0.06500347024141791,0.00016743500171143068,0.06498840549758203,0.00016731334633462527,0.01107501021231541,0.002862062209088483,0.008212948003226925,7.0,True
39,left,75,663.2970455254724,663.2973437771542,1,0.0002982516817837677,0.04538172969756664,0.04538395230899542,0.04538184974956795,0.00035603324875118573,0.05053175087838122,0.000408065041899875,0.06615846179321641,0.0001714335554823768,0.06614339063856882,0.00017131185789843485,0.011074966203178067,0.0029152883273069444,0.008159677875871121,7.0,True
39,left,76,663.2973437771542,663.2976420288361,1,0.00029825168189745455,0.04538205359562313,0.045383981892816914,0.045381920566966584,0.0003559236330180273,0.05055270235174722,0.0004082224297654815,0.06733296881818288,0.0001754996436740279,0.06731789141471738,0.00017537789914884397,0.011074921898199688,0.002969423227421664,0.008105498670778023,7.0,True
39,left,77,663.2976420288361,663.297940280518,1,0.00029825168189745455,0.045382345189928903,0.04538401005474032,0.04538203400439166,0.00035570779049492335,0.050573083407227104,0.0004083835653815408,0.06852732103451602,0.000179634371987763,0.06851223755236648,0.00017951257940361065,0.011074877309477234,0.0030244825114960905,0.008050394797981142,7.0,True
39,left,78,663.297940280518,663.2982385321998,1,0.0002982516817837677,0.045382604192307545,0.04538403680966203,0.045382190485357785,0.00035538571501133595,0.05059286740254355,0.00040853085175377883,0.06974185373164596,0.00018383886315182605,0.0697267643488923,0.000183717026639312,0.011074832464000393,0.003080482052518493,0.0079943504114819,7.0,True
39,left,79,663.2982385321998,663.2985367838817,1,0.00029825168189745455,0.027853369479860727,0.02785321749240315,0.027852639609511773,0.0003549574134926078,0.050612028104260784,0.0004086433535004677,0.07095426421027162,0.0001877022345658751,0.07093916911280074,0.0001875803644994795,0.011074787403643363,0.0031356832172406792,0.007939104186402682,7.0,True
39,left,80,663.2985367838817,663.2988350355636,1,0.00029825168189745455,0.04538196966637041,0.04538186928480679,0.045381227443960295,0.00035450843660070775,0.05063060780483356,0.0004087059841509555,0.07220980181004348,0.00019204271625618155,0.07219470117114567,0.00019192082751008917,0.011074742185161617,0.0031935816177304684,0.007881160567431147,7.0,True
39,left,81,663.2988350355636,663.2991332872454,1,0.0002982516817837677,0.045382015153801095,0.04538195464927697,0.04538135372833505,0.00035441772062547,0.050648842670178156,0.00040872448907760514,0.07348655370242228,0.00019645649868591392,0.07347144762495099,0.0001963346044207426,0.01107469687188439,0.0032524694263119276,0.00782222744557246,7.0,True
39,left,82,663.2991332872454,663.2994315389273,1,0.00029825168189745455,0.04538208007966056,0.04538208284474118,0.045381460606058494,0.0003544780081878339,0.05066700129247715,0.0004087118266462028,0.07478487846365611,0.00020094487040979133,0.07476976697033945,0.00020082297992116507,0.011074651510035494,0.00331236385337173,0.007762287656663764,7.0,True
39,left,83,663.2994315389273,663.299729790609,1,0.0002982516817837677,0.04538216452276447,0.04538225418515725,0.04538154781992126,0.0003544505490517011,0.050685350003718606,0.0004086823304376218,0.07610514072644975,0.00020550906975500796,0.07609002376060488,0.00020538718806372206,0.011074606124534099,0.0033732822595683885,0.00770132386496571,7.0,True
