reset_steps,cell_index,step_index,physical_left,physical_right,reset_T_radius,reset_C_radius,local_T_tube_radius,local_C_tube_radius,active_center_separation,active_product_radius,active_lower,local_rq,H0_radius,H1_radius,H2_radius,inverse_q_H0,inverse_q_H1,step_pass
32,39,22,663.3748892144372,663.3796612413469,0.5050013590096999,0.27632453385293615,0.6953851072096069,0.378499604666171,0.011061378453341172,1.0694315191587007,-1.0583701407053598,0.18129820821190668,0.019948492686181627,0.019948551665732703,0.01994838078725249,0.04858327331777008,0.04858340896630397,False
32,39,23,663.3796612413469,663.3844332682567,0.5729276156228718,0.31974141281080753,0.7881067286704683,0.4377677322426373,0.011060588766843175,1.2768722811805528,-1.26581169241371,0.18126722324781802,0.021557702389238615,0.02155777807076533,0.021557589833525712,0.05385679777786526,0.05385697702546009,False
32,39,24,663.3844332682567,663.3892052951663,0.6475212406405245,0.3681241466247791,0.8899336212544676,0.5038156424465595,0.011059829994646438,1.520178502047597,-1.5091186720529508,0.18125503024004705,0.023246983804709898,0.023247058646887996,0.023246859101733058,0.05947770748240279,0.059477886854633136,False
32,39,25,663.3892052951663,663.393977322076,0.7288899410338672,0.4216682671124793,1.0009990055630034,0.576907674547826,0.011059103464064062,1.8041164374486167,-1.7930573339845528,0.18126976182567542,0.025013579899650216,0.025013651108166914,0.02501344612149877,0.06543595703104202,0.06543612834231616,False
32,39,26,663.393977322076,663.3987493489858,0.8175742773421807,0.48086039314158713,1.1220609869152844,0.6577115084121621,0.011058415547206562,2.135710419948408,-2.124652004401202,0.18123286057453394,0.026871962094688413,0.026872039104938655,0.026871819693506015,0.07176526361840574,0.07176545073823701,False
32,39,27,663.3987493489858,663.4035213758955,0.9120671586409791,0.5448506446046305,1.2510405436501224,0.7450627433301751,0.011057757250693686,2.514698227872797,-2.503640470622104,0.18121874754783823,0.02876944414944004,0.028769527042186806,0.02876929189124187,0.07831815429991756,0.07831835706062587,False
32,39,28,663.4035213758955,663.4082934028052,1.0152082160767268,0.6156582600410636,1.3918387980144622,0.8417233202848944,0.011057139920052065,2.958643186623954,-2.9475860467039023,0.18120080168639005,0.03079843868117817,0.03079853031959038,0.03079828069316447,0.08533764899492523,0.08533787462757368,False
32,39,29,663.4082934028052,663.413065429715,1.1238769433122244,0.6913685092725792,1.5401710272150153,0.9450735023388109,0.011056566974779872,3.4612486476231266,-3.450192080648347,0.1812078087958633,0.03286194359071787,0.03286203714742506,0.032861774977229925,0.09255015811275191,0.09255038676182802,False
32,39,30,663.413065429715,663.4178374566246,1.2414123871699034,0.7743757602728253,1.7006222721946331,1.058388640664135,0.011056042803703849,4.045156736062604,-4.034100693258901,0.18120197212666658,0.03506057462516795,0.03506067006843913,0.035060393997580486,0.10022934863495833,0.10022957859408552,False
32,39,31,663.4178374566246,663.4226094835344,1.366052594122274,0.863675981521772,1.8707609479495064,1.180290509389436,0.011055558397745816,4.710899519060367,-4.699843960662622,0.18121024433429495,0.03734325473259999,0.03734335193151976,0.03734307134142196,0.10822620403548525,0.10822643310847113,False
32,39,32,663.4226094835344,663.4273815104441,1.4984630145318365,0.9599020457722828,2.0515128945868293,1.3116482236382623,0.011055123415758676,5.471223842348454,-5.460168718932697,0.1812058724495677,0.039729158415357194,0.03972925564508503,0.03972896617686831,0.11659033145278468,0.11659055243584526,False
64,39,1,663.2746766493331,663.2770626627879,0.016229040558237783,6.561193739243007e-07,0.021273974594808523,0.00029679085280874583,0.011077842947355922,0.0014375052501348297,0.00964033769722109,0.09073205224680127,0.0,0.0,0.0,5e-324,5e-324,True
64,39,2,663.2770626627879,663.2794486762427,0.01748436426441883,0.00026134378657402177,0.022723314286926706,0.000597765717887216,0.011077583204153403,0.00212017175279216,0.00895741145136124,0.09074795139636901,0.0001229036479995236,0.0001228990116739722,0.000122899467608488,0.0001261857540490701,0.00012618099347233957,True
64,39,3,663.2794486762427,663.2818346896977,0.018809225841566905,0.0005464484812992355,0.02425327712184488,0.0009268350171040344,0.01107730944397524,0.0028654135456212845,0.008211895898353954,0.09072880837908132,0.0002450005062613755,0.00024500891774769165,0.00024499726463397446,0.00025825459065854467,0.0002582634552332356,True
64,39,4,663.2818346896977,663.2842207031525,0.02022850783965216,0.000869180711750572,0.025633109846517392,0.0012944401339024189,0.01107702270742668,0.003686007137412401,0.007391015570014279,0.09073270614640874,0.00037108608642749593,0.00037109231067642323,0.0003710801104324406,0.00040157920340319516,0.00040158593442698017,True
64,39,5,663.2842207031525,663.2866067166074,0.021790221774747445,0.0012551628263581722,0.027695424820461438,0.0017449587072947265,0.011076730838433205,0.004708045509684227,0.006368685328748977,0.09072944512329648,0.0005099991372404324,0.0005099997295158009,0.0005099881711052055,0.0005665672889715764,0.0005665679382573563,True
64,39,6,663.2866067166074,663.2889927300622,0.023421304091654035,0.0016689986839281785,0.029578676161707205,0.0022226472960416737,0.011076421853016766,0.005781394603292779,0.005295027249723986,0.09071995815351433,0.0006451459965114792,0.0006451533525286289,0.0006451318307930403,0.0007356746841023381,0.0007356830578134408,True
64,39,7,663.2889927300622,663.291378743517,0.02519472256583195,0.0021496512480232,0.03157262759913143,0.002776491609306386,0.011076106087348193,0.007020297127169692,0.0040558089601785,0.09074142015143633,0.0007902906466415362,0.0007902930770596161,0.0007902703108370008,0.0009249345211439717,0.0009249373436844687,True
64,39,8,663.291378743517,663.293764756972,0.027082607374249886,0.002684923714863421,0.033806141056392146,0.003395390040723029,0.011075783282953973,0.008407578357939314,0.0026682049250146586,0.09071647971103976,0.0009385837046023898,0.0009385943984374782,0.0009385685431071255,0.0011272873664991189,0.0011273001789719756,True
64,39,9,663.293764756972,663.2961507704268,0.029110590363639798,0.003290528451852717,0.03614756206944316,0.004094472366661417,0.011075444309735,0.00997020130762512,0.0011052430021098803,0.09071563671884632,0.0010936358844562363,0.0010936455740121723,0.0010936166294749753,0.001347732748549904,0.0013477446460055337,True
64,39,10,663.2961507704268,663.2985367838817,0.03126168095877947,0.003960007040971667,0.038631100705179944,0.004867316605455679,0.011075102195778194,0.011696979433738083,-0.0006218772379598896,0.09072408693761713,0.001251233085265029,0.0012512338795514762,0.0012512060815904392,0.0015818365162994885,0.0015818374636155882,False
64,39,11,663.2985367838817,663.3009227973365,0.03353487792807882,0.004695329543370699,0.04093176753856161,0.005709271993953664,0.01107474765029509,0.013564644790798568,-0.0024898971405034787,0.09070754446757029,0.0014103650832944944,0.001410377220432234,0.0014103382776142746,0.0018287803171521115,0.0018287959816345874,False
64,39,12,663.3009227973365,663.3033088107913,0.036032271456959176,0.00555554117546599,0.044138906433928406,0.006709131367938281,0.011074384866517411,0.015809137071694093,-0.004734752205176682,0.09071990300356335,0.0015864587375633403,0.0015864676770008046,0.0015864273385644354,0.0021094599288545403,0.0021094717223157063,False
64,39,13,663.3033088107913,663.3056948242462,0.03861795063310458,0.006468998245966613,0.04712404530157113,0.007763577541216689,0.011074018913538953,0.018164761023978886,-0.007090742110439935,0.09071641460373908,0.001756391041014254,0.0017563994291327977,0.0017563635239952107,0.002394275232350009,0.0023942865525083414,False
64,39,14,663.3056948242462,663.3080808377011,0.041412544764009025,0.007504264296667233,0.050350410557242,0.008958607235005953,0.011073637801467882,0.020834641014168594,-0.009761003212700714,0.09070035394899527,0.0019374666554097806,0.0019374790759389994,0.0019374399524003764,0.002706996040096976,0.00270701325360793,False
64,39,15,663.3080808377011,663.310466851156,0.0444298117072865,0.008651081515660212,0.05382520773046203,0.0102822729400558,0.011073254247147021,0.023796126363002264,-0.012722872115855245,0.09070897998813841,0.0021243481813191033,0.0021243572121339934,0.002124318306881491,0.0030413222881998706,0.003041335049062198,False
64,39,16,663.310466851156,663.3128528646108,0.047719992908098266,0.009916191838220526,0.057632049834000686,0.011742830983283027,0.011072863444760304,0.027073231786041506,-0.016000368341281206,0.09069754090232947,0.0023165229959303283,0.0023165320434279553,0.0023164913614205887,0.003397289942582546,0.003397303011363221,False
64,39,17,663.3128528646108,663.3152388780657,0.05125955561825322,0.011313206488391469,0.061718328057351855,0.013355488915471508,0.01107246395451802,0.0306985006959189,-0.01962603674140088,0.09069445030787397,0.002515020283555311,0.0025150300225266014,0.002514988080453574,0.0037771659906043614,0.003777180381581296,False
64,39,18,663.3152388780657,663.3176248915205,0.054995948667651944,0.012817841197209705,0.06572174360344483,0.015084593732945767,0.011072062777538985,0.03457997078215545,-0.02350790800461647,0.09071267746965901,0.0027126075463349557,0.002712615492012035,0.0027125756696811314,0.0041706455671829765,0.004170657510833033,False
64,39,19,663.3176248915205,663.3200109049754,0.0590977415256338,0.014530626748745262,0.07076692542866768,0.01706952537323941,0.011071651240970079,0.039077830493609515,-0.02800617925263944,0.0906849855142176,0.0029283948244707733,0.0029284074605598035,0.0029283642075738324,0.004607815397164723,0.004607834962815769,False
64,39,20,663.3200109049754,663.3223969184303,0.0633782410885673,0.016344555841687997,0.0757082376996537,0.019163479763242865,0.011071236906066647,0.04382253105256374,-0.0327512941464971,0.09069381014359096,0.0031382134940540424,0.0031382264888572798,0.00313818143647861,0.005051833766394828,0.005051854322213285,False
64,39,21,663.3223969184303,663.3247829318851,0.06796610876338655,0.018336632343787105,0.08100465904762459,0.021463036923440783,0.011070819380286662,0.04904920619832716,-0.037978386818040506,0.09068744846934867,0.003355749189465141,0.0033557605118267144,0.0033557146659835236,0.005524642735298638,0.005524660962950781,False
64,39,22,663.3247829318851,663.32716894534,0.07291046315538538,0.02053792309359285,0.08663955890338423,0.024001989315111407,0.0110703947377919,0.05483504547140625,-0.04376465073361436,0.09068035786307704,0.0035842124876897326,0.00358422566990004,0.0035841775948136615,0.006032523268320185,0.006032544986351269,False
64,39,23,663.32716894534,663.3295549587948,0.07815715171805694,0.02291848393869261,0.09276889787773944,0.02675218133059838,0.011069968946807103,0.06113630195512475,-0.05006633300831765,0.0906976824917996,0.0038160572453941346,0.0038160683975381913,0.0038160208040702373,0.006563702467933941,0.006563721122441916,False
64,39,24,663.3295549587948,663.3319409722496,0.08378537054864958,0.025527438110659304,0.09926588458737463,0.029763794076969514,0.011069538694513019,0.06806059182047827,-0.05699105312596526,0.09067369095672176,0.004057482217705273,0.004057498944253475,0.004057447121430727,0.0071294122913277925,0.0071294410884196625,False
64,39,25,663.3319409722496,663.3343269857046,0.08970792289717679,0.02831495459771113,0.1058516266916509,0.03297332424357535,0.011069105287344175,0.0754589154778821,-0.06438981019053794,0.0906776572514646,0.004298638666210815,0.004298658225293666,0.004298602852755836,0.007712976700041582,0.007713011131789287,False
64,39,26,663.3343269857046,663.3367129991594,0.09613180595760185,0.031407221393630134,0.11351828782778074,0.03655119664291731,0.011068671226411954,0.08378063246205837,-0.07271196123564642,0.09067250777412675,0.004556685466784358,0.004556702353118801,0.004556646696045904,0.008345682381698596,0.008345712571291346,False
64,39,27,663.3367129991594,663.3390990126143,0.1028641538242569,0.03469129218452672,0.12128938434835006,0.04034217266085115,0.011068233534126354,0.0926301931429923,-0.08156195960886596,0.09066137913397483,0.004812854332486388,0.004812872459882733,0.004812813834601721,0.008994193130065454,0.008994226185374243,False
64,39,28,663.3390990126143,663.3414850260691,0.10998969266364528,0.0382205633195004,0.1295151771117455,0.04441630510975034,0.011067795286203583,0.10219610986459442,-0.09112831457839085,0.09067751479164073,0.005073417533496012,0.005073435734359725,0.00507337563523934,0.009670063085421015,0.009670096868344682,False
64,39,29,663.3414850260691,663.343871039524,0.11765366626607708,0.042086039465444675,0.13822193910516337,0.04887282366637224,0.01106735664232473,0.11271126171424353,-0.10164390507191881,0.09065528408316892,0.005348316437974099,0.005348338643078277,0.005348275944090468,0.010392867664563743,0.01039290980822902,False
64,39,30,663.343871039524,663.3462570529789,0.12577127292603624,0.04623998589113652,0.14773218148498152,0.05367356521045327,0.01106691652392895,0.12413763360195977,-0.11307071707803083,0.09065436214437572,0.005629090361761865,0.005629115526806725,0.005629048896023385,0.01114717171903643,0.011147220441158774,False
64,39,31,663.3462570529789,663.3486430664337,0.1343996582483794,0.0507208701520677,0.15769219802045312,0.05884615152491274,0.011066477138774549,0.13652342173879975,-0.12545694460002524,0.09066285283430535,0.005918576289448855,0.005918597427626259,0.005918530867097295,0.011939026855424717,0.011939068270453556,False
64,39,32,663.3486430664337,663.3510290798886,0.14352183577207153,0.0555224632340317,0.16803049670904316,0.06438003077179247,0.011066038139252282,0.1498558761601847,-0.13878983802093245,0.09064250434090701,0.006214189453516693,0.006214211153913715,0.006214141194084228,0.012763717105338142,0.012763760325279285,False
64,39,33,663.3510290798886,663.3534150933434,0.15320899596889118,0.06069273108555518,0.17940458879540822,0.07035734598211132,0.011065599986689916,0.16440793217196334,-0.15334233218527346,0.09065868296848813,0.0065195193615491765,0.006519540921993347,0.006519468420161653,0.013629002688894429,0.013629046270805814,False
64,39,34,663.3534150933434,663.3558011067983,0.16344356636570292,0.06622567633083534,0.19121800979096043,0.0767443000039048,0.011065163213788422,0.1800684682773056,-0.1690033050635172,0.09064919195771673,0.006832103380984554,0.006832126136514025,0.006832054214299081,0.014530241788394582,0.014530288543224511,False
64,39,35,663.3558011067983,663.3581871202532,0.17411067902776906,0.07205506065995693,0.2035318547974385,0.08347354505825998,0.011064729007648846,0.19671551651590413,-0.1856507875082553,0.09063235704667578,0.0071440008580561315,0.007144028356465422,0.007143951796293491,0.01545053233195264,0.01545058999565975,False
64,39,36,663.3581871202532,663.360573133708,0.185464180059361,0.07834280933783043,0.21642470151019924,0.09071984785857008,0.011064296452190777,0.21477966525021439,-0.20371536879802363,0.09064233469302353,0.007469956460850042,0.00746998027826213,0.0074699033665599854,0.01642165566895532,0.016421706037990823,False
64,39,37,663.360573133708,663.3629591471629,0.19748698595190256,0.08508439953108622,0.2305152105076498,0.0985141219869807,0.011063867213901202,0.2344490865284637,-0.2233852193145625,0.09062439540410819,0.007807488418965349,0.007807513312806823,0.007807433231178435,0.017438957225622657,0.01743901063373568,False
64,39,38,663.3629591471629,663.3653451606177,0.21005029213665882,0.09220530298292548,0.24501721622227335,0.1067342771916614,0.011063441658081319,0.25537933407827335,-0.24431589242019205,0.09062551637866345,0.008148441306396617,0.00814846692654583,0.008148384551251473,0.01848449414143937,0.018484549838102122,False
64,39,39,663.3653451606177,663.3677311740726,0.22331732009321337,0.09981333884906744,0.2602013739808226,0.1155081048367973,0.011063018287294644,0.27793715460747037,-0.26687413632017576,0.09064193405489528,0.008501127668657099,0.008501152416749954,0.00850107196691418,0.01957705720275629,0.01957711152319483,False
64,39,40,663.3677311740726,663.3701171875275,0.2371966488549538,0.10785750869578635,0.2763530472475402,0.12480264363706722,0.011062601819412297,0.30213538768990794,-0.2910727858704957,0.09061410624254528,0.008859928309873043,0.00885995699728117,0.00885987293642319,0.020703964093086582,0.02070402817577932,False
64,39,41,663.3701171875275,663.3725032009824,0.25180071842961793,0.11641490256194466,0.2932100632799135,0.1346809984753606,0.011062188409380894,0.32812930103095533,-0.3170671126215745,0.09062226953157591,0.009230015555095752,0.009230043619753936,0.00922995761135717,0.021877290604568205,0.021877353858515004,False
64,39,42,663.3725032009824,663.3748892144372,0.2669067133106823,0.12535114759869978,0.31064765848471404,0.14499670798442454,0.011061779609687914,0.35559932588450277,-0.3445375462748149,0.09061446194531272,0.009600063617693397,0.009600090123011091,0.00960000222099577,0.023070094604315014,0.023070154690389314,False
64,39,43,663.3748892144372,663.377275227892,0.2826915652910314,0.13478450948045095,0.3285740921409844,0.15586231520658342,0.01106137860583799,0.3848372162148096,-0.37377583760897165,0.0906073743456298,0.009978609273487565,0.009978637562104887,0.00997854681814451,0.024302276452130046,0.024302341349898778,False
64,39,44,663.377275227892,663.3796612413469,0.2994891372212177,0.14493516377880403,0.3482577881264345,0.1676038616801727,0.011060980836626922,0.41693452325008107,-0.4058735424134542,0.09062012672109686,0.010380239916721093,0.010380267346298192,0.010380176386234088,0.025609721066170748,0.025609784309268635,False
64,39,45,663.3796612413469,663.3820472548017,0.3166868494281908,0.1554196735996938,0.3681089738554503,0.17970675720334114,0.01106059195295193,0.45040798133603677,-0.4393473893830849,0.090600453988547,0.01077693271529997,0.010776962357849704,0.010776869095062666,0.026923622134839856,0.02692369127554716,False
64,39,46,663.3820472548017,663.3844332682567,0.3348144981374261,0.1665842284443197,0.3889697973656081,0.19258871916506404,0.011060209586120993,0.48650216755150605,-0.47544195796538513,0.09060403397717524,0.011191975578623739,0.011192007309050461,0.011191910118514463,0.02830140084676877,0.02830147562828046,False
64,39,47,663.3844332682567,663.3868192817115,0.35360632437053746,0.17826622654079782,0.4107263048753408,0.2060801296967603,0.011059831951134446,0.5248580127480145,-0.5137981807968801,0.09059904995294386,0.011613630001515284,0.011613661929303833,0.011613562398051693,0.029713640174183886,0.02971371580917001,False
64,39,48,663.3868192817115,663.3892052951663,0.3732145646144873,0.1905717543266934,0.4333594670085528,0.22028512342167897,0.011059466187855284,0.5658061944589542,-0.554746728271099,0.09058896514334867,0.01204811920283765,0.012048152216713175,0.012048049470562025,0.03117594644593326,0.031176025141898947,False
64,39,49,663.3892052951663,663.3915913086212,0.3934548908461252,0.203389436721986,0.45672378738724084,0.23508154490983618,0.011059105586900384,0.6090853463066883,-0.598026240719788,0.09060062937872713,0.012488070386383419,0.012488103315723621,0.012487998484258434,0.032669028345730794,0.03266910701304144,False
64,39,50,663.3915913086212,663.393977322076,0.4142855902674545,0.2166994827532501,0.4803805112989786,0.2504019696942898,0.011058752982957757,0.6544713196971651,-0.6434125667142074,0.09058301223258981,0.012932320251005557,0.012932355158808393,0.01293224782850719,0.03418913426024525,0.034189218238785346,False
64,39,51,663.393977322076,663.396363335531,0.43636892239218433,0.23094327905083556,0.5062599731340099,0.2668887295630589,0.011058412863013487,0.704251074666916,-0.6931926618039027,0.09058196919917368,0.01340572804601671,0.0134057645093444,0.013405653653573803,0.0358018600365848,0.035801948169195644,False
64,39,52,663.396363335531,663.3987493489858,0.45869198271641465,0.2454665418101461,0.5320273779062512,0.28365385794467696,0.011058077298141414,0.7555696743708681,-0.7445115970727267,0.0905873590399403,0.013870817056849328,0.01387085380417659,0.013870740490330968,0.03740728268834282,0.03740737152314831,False
64,39,53,663.3987493489858,663.4011353624406,0.48200989197554817,0.26077302225185145,0.5589446936941219,0.3013232439734062,0.011057755774309865,0.8105098745485089,-0.7994521187741991,0.09057176112569548,0.014355540361377532,0.014355577895110836,0.014355461033317201,0.039079662380246384,0.03907975313694077,False
64,39,54,663.4011353624406,663.4035213758955,0.5060792352705854,0.2767120195909364,0.586719841766211,0.3197215901543506,0.011057442812446519,0.8686370906719264,-0.85757964785948,0.09058386534070394,0.01485123006431022,0.014851267634031075,0.01485114807999546,0.040795476884510504,0.040795567393669074,False
64,39,55,663.4035213758955,663.4059073893503,0.5308698124439876,0.2932725200124431,0.6153436495844858,0.3388394452194783,0.01105713587344719,0.9300306520550221,-0.9189735161815751,0.09057373461969741,0.015357177334639555,0.015357216943367086,0.01535709434630429,0.04255236127471692,0.042552456925968936,False
64,39,56,663.4059073893503,663.4082934028052,0.5564129657866755,0.3104843893616085,0.6448292958068862,0.35870830716906443,0.011056847818259557,0.9948914040907192,-0.9838345562724597,0.09056348245549825,0.015874799645643034,0.01587484022069037,0.015874714768438603,0.044353805106816024,0.04435390280382493,False
64,39,57,663.4082934028052,663.4106794162601,0.5823472629041442,0.3281145473218702,0.6743658192470317,0.37899887671374577,0.011056564546123221,1.062098008413693,-1.0510414438675701,0.09056987347928408,0.016392887374460367,0.016392928018085826,0.01639280002205431,0.04616785235629691,0.04616794944795537,False
64,39,58,663.4106794162601,663.413065429715,0.6095937519414955,0.34678994643155986,0.7062174332717274,0.4006182008195289,0.011056294887656255,1.13519178324309,-1.124135488355434,0.09055756713597156,0.016941346656888425,0.016941388831557925,0.016941257031499266,0.04807825362663472,0.04807835402524079,False
64,39,59,663.413065429715,663.4154514431698,0.6369475285193421,0.3657100385678144,0.737792285289577,0.42245884589906996,0.011056038634699148,1.2101543432220796,-1.1990983045873806,0.09056205848642107,0.017482482769613682,0.01748252534736626,0.017482390695302562,0.04997804822706446,0.049978148566772296,False
64,39,60,663.4154514431698,663.4178374566246,0.6650732884685785,0.3853306585010235,0.7702605226853858,0.4451085102982542,0.011055787534003991,1.289216749131922,-1.2781609615979181,0.09057059188267946,0.018037831664733592,0.018037875350781787,0.018037737961065902,0.05192768816942686,0.05192779026298261,False
64,39,61,663.4178374566246,663.4202234700795,0.6941102388920009,0.4057567499488768,0.8036847310974945,0.4686709273965729,0.01105555842600124,1.3728472031036107,-1.3617916446776097,0.09056077118927457,0.018611801552002146,0.018611846535854883,0.018611706933188723,0.05393975674137186,0.05393986088954383,False
64,39,62,663.4202234700795,663.4226094835344,0.7236725703523598,0.42673570738575756,0.8379040032567379,0.49290499263780674,0.011055335981776783,1.4604206519457514,-1.4493653159639748,0.09057375105440767,0.019193251058435327,0.0191932975095403,0.01919315514102193,0.05598183044940896,0.05598193693517975,False
64,39,63,663.4226094835344,663.4249954969893,0.754057772077652,0.4484801852273368,0.8729799900080947,0.5180061949044502,0.01105512487908772,1.5526713529820186,-1.541616228102931,0.09056945919838512,0.01979132451155823,0.0197913691364936,0.01979122548608376,0.05808023297502936,0.05808033187584357,False
