q,sample_index,start_s,active_determinant,active_sigma_min,without_z_determinant,without_z_sigma_min,planar_failure_ratio,mediation_margin_tau,oriented_vs_two_line_separation,active_derivative_frobenius,without_z_derivative_frobenius,planar_derivative_frobenius,two_line_derivative_frobenius,composition_relative_residual,line_matrix_convergence,second_matrix_convergence,oriented_matrix_convergence,two_line_matrix_convergence,composed_matrix_convergence
550.0,54,665.5652495659997,-0.2866934472473968,0.32144154231581146,0.05365462933219638,0.06083220031933644,1.0148398380153687,0.06147175058806653,0.012567021404376256,0.0016388816525822923,0.0017043853753473165,0.00010974803177669145,0.001496179243276317,4.165061288000772e-14,3.0289632261246207e-09,2.9868313881777644e-09,4.890006060234117e-09,4.915332403370205e-09,4.890451398098581e-09
550.0,55,665.7179544271108,-0.28640272442964854,0.32144618428748234,0.05364785650329295,0.060885521443680375,1.0148686872139412,0.06144322720040152,0.012547642183916059,0.009216105206350135,0.009084451896040421,0.0002892446888041139,0.009248994585139381,4.192150229540097e-14,3.0312884196815377e-09,2.9898646401451853e-09,4.890095766856339e-09,4.916402240170858e-09,4.891387227905665e-09
550.0,56,665.870659288222,-0.2863331658981229,0.3214323557469356,0.053628790057937664,0.0608766256234584,1.0148744804121463,0.061437543466161815,0.012564186480534487,0.007909766168761568,0.007679244799872379,0.00037643196480889054,0.008091627043353448,8.344926132388391e-14,3.0294502125121777e-09,2.9895624088718497e-09,4.890884808781267e-09,4.929669024470455e-09,4.8913866702269075e-09
550.0,57,666.023364149333,-0.2866959507190506,0.32144192342747413,0.053655178695128175,0.06083235087672264,1.0148396235960917,0.06147196625667917,0.012566592182059941,0.0012069889245681946,0.0012696807367104368,0.0001234841405648151,0.001059989425433428,5.775831258892647e-14,3.0302241535151313e-09,2.989302647902685e-09,4.8958141640002874e-09,4.910905065044894e-09,4.895622749595828e-09
550.0,58,666.1760690104442,-0.2863926424094025,0.3214459405799271,0.05364714876092218,0.060886785206369094,1.014869668541155,0.06144227870058372,0.012547540745841983,0.0090569425332265,0.008933930159507183,0.00027745592503521994,0.00908340934321799,8.439589157123313e-14,3.0252342200948616e-09,2.98730367746135e-09,4.8975497700515155e-09,4.910871403522946e-09,4.8966275137162e-09
550.0,59,666.3287738715553,-0.2863410253125536,0.3214322243648724,0.05362896720212684,0.060875175232372306,1.014873688912469,0.06143830530494787,0.012564718934890619,0.008210417732013729,0.007978179528429542,0.00038242894125203837,0.00838711532229878,1.0593490379500834e-13,3.0281514167326323e-09,2.987572783740172e-09,4.9049525761830925e-09,4.90745679040762e-09,4.9040524506896666e-09
550.0,60,666.4814787326663,-0.28669797175577844,0.3214423026402919,0.05365570548640575,0.060832575768344166,1.014839455552471,0.061472134618852925,0.012566145207342254,0.0008015469202083641,0.0008450547091611878,0.0001384845601486539,0.0006703363889012623,7.596403666809312e-14,3.0287752669946334e-09,2.9872652630811052e-09,4.890814443534519e-09,4.91287969980472e-09,4.890988053915507e-09
550.0,61,666.6341835937775,-0.28638269004788686,0.32144568246500776,0.05364642938472432,0.06088800704995983,1.0148706362267506,0.06144134396043277,0.012547462525832378,0.008880162464066945,0.008765248367174518,0.000265587238881399,0.008896781129453324,6.943563096726739e-14,3.029275284174809e-09,2.9884904306226155e-09,4.893488724987498e-09,4.912304303998174e-09,4.894233726180879e-09
550.0,62,666.7868884548886,-0.2863492330475115,0.32143210980990833,0.05362917876693268,0.060873693634937893,1.0148728647053247,0.061439099788369256,0.012565240644178738,0.008490937216155686,0.008258981753767769,0.00038654243512365735,0.008665085236995265,9.496778699043996e-14,3.0314601158576564e-09,2.9907205727258166e-09,4.887354036992024e-09,4.930280963973811e-09,4.888608021166689e-09
550.0,63,666.9395933159997,-0.28669950314612014,0.32144267880769134,0.05365620845897137,0.060832874953252694,1.0148393347071576,0.0614722552564827,0.012565684095187355,0.0005153496654189087,0.0004850507468494337,0.00015421982968276597,0.00046997374342532363,3.5177097476827814e-14,3.029959690422793e-09,2.9885816126049146e-09,4.893964066846053e-09,4.912980416001007e-09,4.894069363122861e-09
550.0,64,667.0922981771108,-0.2863728896050056,0.3214454102919807,0.05364569991895661,0.06088918413085579,1.014871588231499,0.06144042522471471,0.012547416839467269,0.008680131559495046,0.008574323223579474,0.00025303958664901755,0.008683570454596128,4.983110569856986e-14,3.0267622581496736e-09,2.989611382054271e-09,4.892997699278008e-09,4.9179888116498905e-09,4.892835157814004e-09
