script_version,q,token,source_raw,source_raw_sha256,source_orbit,p_line,p_oriented,span_start,span_end,span_length,uniform_start_count,uniform_center_gap,uniform_half_gap,basis_gram_error,coarse_steps_per_line,fine_steps_per_line,maximum_matrix_convergence_error,maximum_composition_residual,active_determinant_minimum,active_determinant_maximum,without_z_determinant_minimum,without_z_determinant_maximum,active_sigma_minimum,without_z_sigma_minimum,planar_failure_ratio_minimum,mediation_margin_tau_minimum,endpoint_separation_minimum,active_derivative_frobenius_maximum,without_z_derivative_frobenius_maximum,planar_derivative_frobenius_maximum,two_line_derivative_frobenius_maximum,orientation_half_cell_radius_gamma1,without_z_half_cell_radius_gamma1,mediation_half_cell_radius_gamma1,endpoint_half_cell_radius_gamma1,global_half_cell_radius_gamma1,derivative_inflation,certified_half_cell_radius,maximum_certified_center_gap,active_sigma_cell_lower_bound,without_z_sigma_cell_lower_bound,mediation_margin_cell_lower_bound,endpoint_separation_cell_lower_bound,temporal_convergence_passed,composition_closure_passed,dense_center_structure_passed,full_span_coverage_passed,all_passed,classification
2026-08-06-q550-dense-start-span-closure-audit-v1,550.0,Q550,support_oriented_endpoint_propagator_raw.npz,66366077be919aacb49bc12248925c3ef25818b86e8266eceeb632e2eac84ffe,support_feedback_q_curtain_cache/q_550_orbit.npz,0.22777777777777777,0.45416666666666666,657.3191870659997,669.5355759548886,12.2163888888889,81,0.15270486111114678,0.07635243055557339,5.719965119736176e-16,240,480,4.930280963973811e-09,1.0593490379500834e-13,-0.28670110808528143,-0.2862643211049679,0.05362842537495617,0.05365832427432432,0.32143179653674686,0.060832121546781144,1.014839236520753,0.06143066129593233,0.012547397283406177,0.009795043254944302,0.009570972261707087,0.0003988604689256266,0.00993919186447569,32.81576080580306,6.3558978004948345,3.1504204084014016,0.6358187792674357,0.6358187792674357,4.0,0.15895469481685892,0.31790938963371784,0.318440295097099,0.0579090535669359,0.05547541762359892,0.006520370017314687,True,True,True,True,True,DENSE START-SPAN CONDITIONAL COVERAGE PASSED: the complete archived Q=550 start interval is covered under the requested derivative inflation.  The only remaining continuous-proof obligation is a rigorous interval enclosure of the generator and endpoint derivative suprema on these cells.
