cell_index,start_left,start_right,cell_width,midpoint,left_anchor_v5_lower,right_anchor_v5_lower,left_minimum_continuous_lower,right_minimum_continuous_lower,minimum_continuous_lower,maximum_T_tube_radius,maximum_C_tube_radius,maximum_paired_generator_radius,maximum_picard_iterations,left_steps_completed,right_steps_completed,first_bad_side,first_bad_step,first_bad_left_step,first_bad_right_step,cell_pass
39,663.2746766493331,663.4273815104441,0.1527048611110331,663.3510290798886,0.010666430754709971,0.010643331018920956,-0.05994983805210891,-0.06001310961971046,-0.06001310961971046,1.4124508893864796,0.004785542771949193,0.0003580119377103966,7.0,256,256,left,151,151,151,False
