script_version,scope,q,source_dense_raw,source_dense_raw_sha256,source_orbit,source_orbit_sha256,audit_script,audit_script_sha256,mp_dps,residual_subdivisions,p_line,p_oriented,dense_start_count,span_start,span_end,basis_gram_error,basis_inverse_identity_error,generator_point_containment_passed,generator_point_interval_width_maximum,line_center_radius_maximum,second_center_radius_maximum,oriented_center_radius_maximum,two_line_center_radius_maximum,all_center_radius_maximum,archive_recomputed_relative_discrepancy_maximum,line_total_cell_radius_maximum,second_total_cell_radius_maximum,oriented_total_cell_radius_maximum,two_line_total_cell_radius_maximum,active_sigma_lower_global,without_z_sigma_lower_global,mediation_margin_lower_global,endpoint_separation_lower_global,composition_enclosure_upper_global,all_active_orientation_cells_passed,all_without_z_orientation_cells_passed,all_mediation_cells_passed,all_endpoint_separation_cells_passed,all_structural_cells_passed,classification
2026-08-06-q550-interval-spline-cocycle-proof-v1,validated frozen cubic-spline linear cocycle; nonlinear orbit cache not yet validated,550.0,support_q550_dense_start_span_closure_raw.npz,cc0355ce48cbfe92be17df63d28e3f1e2a3c6eb10189690b1cbf005020c9eb23,support_feedback_q_curtain_cache/q_550_orbit.npz,537f6326b841f36f963be3736b1034724041994a07f9ac9e5377de6c99048f34,test_support_mobius_monodromy_audit.py,90792fc9ad144333df521c7c0862193125c4702319fc3aa1a2bcef45491b2864,80,4,0.22777777777777777,0.45416666666666666,81,657.3191870659997,669.5355759548886,5.719965119736176e-16,4.748996273411099e-17,True,0.2096866008387749,2557.4432073615053,2363.6698576247813,831464694.1966217,899264326.3203305,899264326.3203305,4.93028074995443e-09,13380866.082825555,12366396.453586696,4350431338556.6084,4705202916321.092,-4350431338556.287,-165442088208575.34,-173924841824216.0,-9055634254877.688,169792258517452.3,False,False,False,False,False,INTERVAL COCYCLE PROOF OPEN: at least one validated cell bound does not preserve all structural margins.
