Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,611500,1.473e-15,1.000000000000e+00,1.128e-03,9.424e-07
2,Stiffness,728500,1.229e-15,2.000000000000e+00,1.430e-03,1.234e-06
3,Stiffness,858500,4.922e-16,3.000000000000e+00,1.027e-03,9.472e-07
4,Stiffness,1025000,9.851e-16,4.000000000000e+00,1.242e-03,8.767e-07
5,Stiffness,1231500,7.886e-16,5.000000000000e+00,1.087e-03,8.670e-07
6,Stiffness,2540500,1.483e-15,6.000000000000e+00,1.443e-03,3.656e-06
7,Stiffness,2402500,2.828e-16,7.000000000000e+00,8.486e-04,4.182e-07
8,Stiffness,2261000,1.362e-15,8.000000000000e+00,1.397e-03,4.103e-07
9,Stiffness,2212000,6.611e-16,9.000000000000e+00,1.412e-03,4.086e-07
10,Stiffness,2330500,1.588e-15,1.000000000000e+01,1.334e-03,3.533e-07
11,Stiffness,2661000,1.084e-15,1.100000000000e+01,1.411e-03,3.771e-07
12,Stiffness,2874000,6.629e-16,1.200000000000e+01,8.470e-04,2.892e-07
13,Stiffness,1120000,6.091e-16,1.300000000000e+01,9.817e-04,1.423e-06
14,Stiffness,898000,7.073e-16,1.400000000000e+01,1.032e-03,1.563e-06
15,Stiffness,762000,6.604e-16,1.500000000000e+01,9.047e-04,1.640e-06
16,Stiffness,666500,6.194e-16,1.600000000000e+01,1.277e-03,1.733e-06
17,Stiffness,589500,6.999e-16,1.700000000000e+01,1.214e-03,1.969e-06
18,Stiffness,541000,4.409e-16,1.800000000000e+01,8.208e-04,1.917e-06
19,Stiffness,499000,0.000e+00,1.900000000000e+01,2.480e-06,1.947e-06
20,Stiffness,461500,1.986e-16,2.000000000000e+01,1.127e-03,2.082e-06
21,Stiffness,431000,5.675e-16,2.100000000000e+01,1.326e-03,2.204e-06
22,Stiffness,406500,1.265e-15,2.200000000000e+01,1.239e-03,2.238e-06
23,Stiffness,385000,1.729e-16,2.300000000000e+01,4.000e-04,2.304e-06
24,Stiffness,364500,0.000e+00,2.400000000000e+01,7.701e-04,2.432e-06
25,Stiffness,346500,9.550e-16,2.500000000000e+01,1.186e-03,2.581e-06
26,Stiffness,332500,6.124e-16,2.600000000000e+01,7.559e-04,2.607e-06
27,Stiffness,318500,4.425e-16,2.700000000000e+01,8.030e-04,2.719e-06
28,Stiffness,306500,7.114e-16,2.800000000000e+01,9.141e-04,2.778e-06
29,Stiffness,296000,6.871e-16,2.900000000000e+01,1.039e-03,2.834e-06
30,Stiffness,285000,7.974e-16,3.000000000000e+01,9.839e-04,2.989e-06
31,Stiffness,276000,9.006e-16,3.100000000000e+01,1.337e-03,3.058e-06
32,Stiffness,266500,1.122e-15,3.200000000000e+01,9.105e-04,3.230e-06
33,Stiffness,259500,7.257e-16,3.300000000000e+01,1.326e-03,3.228e-06
34,Stiffness,251000,9.395e-16,3.400000000000e+01,7.787e-04,3.450e-06
35,Stiffness,245000,5.706e-16,3.500000000000e+01,1.053e-03,3.461e-06
36,Stiffness,238000,6.659e-16,3.600000000000e+01,9.912e-04,3.612e-06
37,Stiffness,231500,2.161e-16,3.700000000000e+01,7.484e-04,3.773e-06
38,Stiffness,226500,8.418e-16,3.800000000000e+01,1.455e-03,1.414e-05
39,Stiffness,221000,8.205e-16,3.900000000000e+01,1.097e-03,3.943e-06
40,Stiffness,216000,6.002e-16,4.000000000000e+01,1.235e-03,4.044e-06
41,Stiffness,211000,5.857e-16,4.100000000000e+01,9.650e-04,4.175e-06
42,Stiffness,206500,1.144e-15,4.200000000000e+01,7.530e-04,4.276e-06
43,Stiffness,202500,5.589e-16,4.300000000000e+01,8.772e-04,4.351e-06
44,Stiffness,198000,1.275e-15,4.400000000000e+01,1.100e-03,4.543e-06
45,Stiffness,194500,1.781e-16,4.500000000000e+01,8.267e-04,4.597e-06
46,Stiffness,191000,0.000e+00,4.600000000000e+01,7.454e-04,4.681e-06
47,Stiffness,187000,1.024e-15,4.700000000000e+01,1.447e-03,6.619e-06
48,Stiffness,183500,1.839e-15,4.800000000000e+01,1.259e-03,5.063e-06
49,Stiffness,180500,0.000e+00,4.900000000000e+01,1.464e-03,2.983e-05
50,Stiffness,177500,3.211e-16,5.000000000000e+01,8.826e-04,5.200e-06
51,Stiffness,174500,6.299e-16,5.100000000000e+01,1.232e-03,5.340e-06
52,Stiffness,171500,1.699e-15,5.200000000000e+01,1.433e-03,5.665e-06
53,Stiffness,169000,7.581e-16,5.300000000000e+01,9.286e-04,5.580e-06
54,Stiffness,166500,8.932e-16,5.400000000000e+01,1.444e-03,6.678e-06
55,Stiffness,164000,1.023e-15,5.500000000000e+01,1.210e-03,5.823e-06
56,Stiffness,161500,1.149e-15,5.600000000000e+01,1.089e-03,5.973e-06
57,Stiffness,159000,1.553e-15,5.700000000000e+01,1.463e-03,2.223e-05
58,Stiffness,157000,1.665e-15,5.800000000000e+01,1.317e-03,6.219e-06
59,Stiffness,155000,4.094e-16,5.900000000000e+01,8.221e-04,6.261e-06
60,Stiffness,152500,1.476e-15,6.000000000000e+01,8.565e-04,6.528e-06
61,Stiffness,150500,6.603e-16,6.100000000000e+01,8.910e-04,6.590e-06
62,Stiffness,148500,1.560e-15,6.200000000000e+01,8.621e-04,6.748e-06
63,Stiffness,147000,1.279e-16,6.300000000000e+01,7.748e-04,6.767e-06
64,Stiffness,145000,3.779e-16,6.400000000000e+01,8.997e-04,6.944e-06
65,Stiffness,143000,1.861e-15,6.500000000000e+01,1.045e-03,7.162e-06
66,Stiffness,141500,1.100e-15,6.600000000000e+01,1.352e-03,7.200e-06
67,Stiffness,140000,4.817e-16,6.700000000000e+01,8.748e-04,7.258e-06
68,Stiffness,138000,1.543e-15,6.800000000000e+01,8.777e-04,7.531e-06
69,Stiffness,136500,1.521e-15,6.900000000000e+01,9.130e-04,7.650e-06
70,Stiffness,135000,1.154e-15,7.000000000000e+01,1.021e-03,7.749e-06
71,Stiffness,133500,2.048e-15,7.100000000000e+01,1.274e-03,7.891e-06
