Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,125500,6.939e-16,1.000000000000e+02,1.001e-03,8.205e-06
150,Stiffness,84000,2.189e-15,1.500000000000e+02,1.387e-03,1.513e-05
155,Stiffness,80500,3.030e-15,1.550000000000e+02,8.682e-04,1.376e-05
160,Stiffness,77000,0.000e+00,1.600000000000e+02,8.116e-04,1.400e-05
165,Stiffness,73000,7.846e-15,1.650000000000e+02,9.455e-04,1.465e-05
170,Stiffness,69000,1.026e-14,1.700000000000e+02,7.649e-04,1.490e-05
175,Stiffness,65000,1.214e-14,1.750000000000e+02,1.069e-03,1.428e-05
180,Stiffness,61500,7.219e-15,1.800000000000e+02,1.116e-03,1.191e-05
185,Stiffness,62000,4.219e-15,1.850000000000e+02,1.200e-03,5.535e-06
186,Stiffness,64500,3.816e-16,1.860000000000e+02,1.111e-03,3.468e-06
187,Stiffness,69000,6.327e-16,1.870000000000e+02,7.649e-04,1.615e-06
188,Stiffness,81500,8.813e-16,1.880000000000e+02,1.248e-03,2.420e-07
189,Converged,93183,1.134470078868e+02,1.890000000000e+02,9.138e-04,4.997e-08
190,Converged,101588,1.140205982327e+02,1.900000000000e+02,1.005e-03,5.000e-08
195,Converged,116740,1.168853088825e+02,1.950000000000e+02,9.794e-04,5.000e-08
200,Converged,121604,1.197446723941e+02,2.000000000000e+02,1.007e-03,4.999e-08
250,Converged,125171,1.480593086339e+02,2.500000000000e+02,9.310e-04,4.995e-08
300,Converged,119808,1.759086264136e+02,3.000000000000e+02,1.011e-03,5.000e-08
350,Converged,114449,2.033432056189e+02,3.500000000000e+02,9.141e-04,4.999e-08
400,Converged,109805,2.304046960321e+02,4.000000000000e+02,1.147e-03,4.999e-08
450,Converged,106015,2.571282586554e+02,4.500000000000e+02,9.617e-04,4.995e-08
500,Converged,102580,2.835440962985e+02,5.000000000000e+02,8.990e-04,4.995e-08
550,Converged,99699,3.096784852987e+02,5.500000000000e+02,8.714e-04,4.993e-08
600,Converged,97108,3.355545098967e+02,6.000000000000e+02,1.051e-03,4.998e-08
650,Converged,94841,3.611926073162e+02,6.500000000000e+02,8.785e-04,4.993e-08
700,Converged,92735,3.866109858031e+02,7.000000000000e+02,9.839e-04,5.000e-08
750,Converged,90827,4.118259536443e+02,7.500000000000e+02,1.023e-03,4.999e-08
800,Converged,89276,4.368521835616e+02,8.000000000000e+02,9.198e-04,4.993e-08
850,Converged,87550,4.617029287809e+02,8.500000000000e+02,1.148e-03,5.000e-08
900,Converged,86161,4.863902020680e+02,9.000000000000e+02,1.032e-03,4.999e-08
950,Converged,84697,5.109249258019e+02,9.500000000000e+02,9.273e-04,4.999e-08
1000,Converged,83261,5.353170589866e+02,1.000000000000e+03,1.037e-03,4.997e-08
1050,Converged,81768,5.595757056430e+02,1.050000000000e+03,9.661e-04,4.995e-08
1100,Converged,80249,5.837092079668e+02,1.100000000000e+03,8.374e-04,4.999e-08
1150,Converged,78454,6.077252268940e+02,1.150000000000e+03,1.045e-03,4.999e-08
1200,Converged,76273,6.316308121559e+02,1.200000000000e+03,9.756e-04,5.000e-08
1250,Converged,73166,6.554324634927e+02,1.250000000000e+03,9.455e-04,4.993e-08
1300,Converged,66027,6.791361843752e+02,1.300000000000e+03,9.224e-04,5.000e-08
1305,Converged,64670,6.815013877929e+02,1.305000000000e+03,9.948e-04,4.997e-08
1310,Converged,63452,6.838656731054e+02,1.310000000000e+03,1.112e-03,4.999e-08
1315,Converged,62815,6.862290455921e+02,1.315000000000e+03,9.980e-04,4.997e-08
1316,Converged,62878,6.867016110121e+02,1.316000000000e+03,8.623e-04,4.998e-08
1317,Converged,62843,6.871741401710e+02,1.317000000000e+03,8.317e-04,4.996e-08
1318,Converged,62931,6.876466331101e+02,1.318000000000e+03,8.317e-04,4.997e-08
1319,Stiffness,62500,3.304e-16,1.319000000000e+03,8.022e-04,7.356e-08
1320,Stiffness,61000,8.255e-16,1.320000000000e+03,1.202e-03,9.692e-08
1325,Stiffness,57000,3.291e-16,1.325000000000e+03,5.832e-04,4.234e-06
1330,Stiffness,54000,2.624e-15,1.330000000000e+03,1.172e-03,1.094e-06
1335,Stiffness,52500,2.778e-15,1.335000000000e+03,1.016e-03,1.903e-06
1340,Stiffness,51000,8.958e-15,1.340000000000e+03,9.467e-04,3.150e-06
1345,Stiffness,50500,1.623e-15,1.345000000000e+03,8.495e-04,3.858e-06
1350,Stiffness,49500,3.074e-15,1.350000000000e+03,1.418e-03,3.400e-05
1400,Stiffness,46500,7.154e-14,1.400000000000e+03,7.125e-04,1.879e-05
1450,Stiffness,46000,4.261e-14,1.450000000000e+03,1.105e-03,2.453e-05
1500,Stiffness,46000,7.794e-15,1.500000000000e+03,9.206e-04,2.998e-05
1550,Stiffness,46000,1.370e-13,1.550000000000e+03,1.326e-03,3.535e-05
1600,Stiffness,46500,1.942e-14,1.600000000000e+03,8.550e-04,3.693e-05
1650,Stiffness,46500,2.264e-13,1.650000000000e+03,7.125e-04,4.223e-05
1700,Stiffness,47000,2.660e-13,1.700000000000e+03,9.191e-04,4.292e-05
1750,Stiffness,47500,2.668e-13,1.750000000000e+03,7.113e-04,5.870e-05
1800,Stiffness,48000,1.456e-13,1.800000000000e+03,7.928e-04,4.241e-05
1850,Stiffness,48500,1.318e-13,1.850000000000e+03,8.522e-04,4.204e-05
1900,Stiffness,49000,1.268e-13,1.900000000000e+03,1.099e-03,4.134e-05
