Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,108000,2.170e-15,1.000000000000e+02,9.939e-04,1.074e-05
150,Stiffness,79000,9.883e-15,1.500000000000e+02,1.348e-03,1.694e-05
200,Stiffness,62500,9.801e-15,2.000000000000e+02,1.114e-03,2.251e-05
250,Stiffness,50000,2.016e-14,2.500000000000e+02,1.138e-03,2.741e-05
300,Stiffness,37500,4.931e-14,3.000000000000e+02,9.342e-04,2.462e-05
305,Stiffness,37000,1.445e-14,3.050000000000e+02,1.448e-03,4.538e-05
310,Stiffness,37500,1.046e-14,3.100000000000e+02,1.345e-03,1.315e-05
315,Stiffness,40500,6.947e-15,3.150000000000e+02,1.157e-03,5.263e-06
316,Stiffness,42500,5.970e-16,3.160000000000e+02,8.300e-04,3.321e-06
317,Stiffness,45000,1.667e-15,3.170000000000e+02,9.221e-04,1.874e-06
318,Stiffness,50500,9.495e-16,3.180000000000e+02,1.057e-03,5.717e-07
319,Stiffness,61000,3.550e-16,3.190000000000e+02,1.442e-03,2.632e-06
320,Converged,62372,2.408882414478e+02,3.200000000000e+02,9.284e-04,4.999e-08
321,Converged,65089,2.416038828213e+02,3.210000000000e+02,1.069e-03,5.000e-08
322,Converged,67850,2.423193603171e+02,3.220000000000e+02,1.026e-03,5.000e-08
323,Converged,69967,2.430346743123e+02,3.230000000000e+02,9.164e-04,4.998e-08
324,Converged,71570,2.437498251821e+02,3.240000000000e+02,1.020e-03,5.000e-08
325,Converged,72892,2.444648132999e+02,3.250000000000e+02,9.120e-04,5.000e-08
330,Converged,77040,2.480373255847e+02,3.300000000000e+02,1.127e-03,5.000e-08
335,Converged,79261,2.516058242951e+02,3.350000000000e+02,8.696e-04,4.999e-08
340,Converged,80789,2.551703545699e+02,3.400000000000e+02,7.778e-04,5.000e-08
345,Converged,81860,2.587309607211e+02,3.450000000000e+02,9.661e-04,5.000e-08
350,Converged,82657,2.622876862584e+02,3.500000000000e+02,9.303e-04,4.999e-08
400,Converged,84417,2.976505510433e+02,4.000000000000e+02,8.943e-04,4.995e-08
450,Converged,83131,3.326680561079e+02,4.500000000000e+02,8.640e-04,4.998e-08
500,Converged,81482,3.673734107040e+02,5.000000000000e+02,8.668e-04,4.999e-08
550,Converged,79657,4.017952435201e+02,5.500000000000e+02,9.348e-04,4.994e-08
600,Converged,77840,4.359584983469e+02,6.000000000000e+02,6.513e-04,4.999e-08
650,Converged,76229,4.698850941069e+02,6.500000000000e+02,6.775e-04,4.975e-08
700,Converged,74624,5.035944267709e+02,7.000000000000e+02,8.767e-04,4.999e-08
