Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,612500,5.444e-16,1.000000000000e+00,1.009e-03,8.942e-07
2,Stiffness,724000,2.726e-16,2.000000000000e+00,1.001e-03,8.758e-07
3,Stiffness,842500,1.273e-15,3.000000000000e+00,1.364e-03,8.928e-07
4,Stiffness,991500,1.229e-15,4.000000000000e+00,1.415e-03,8.876e-07
5,Stiffness,1181000,6.558e-16,5.000000000000e+00,1.024e-03,7.757e-07
6,Stiffness,1399000,1.823e-16,6.000000000000e+00,3.663e-04,8.830e-07
7,Stiffness,2977000,7.841e-16,7.000000000000e+00,1.025e-03,4.582e-07
8,Stiffness,2489500,1.099e-15,8.000000000000e+00,1.267e-03,4.805e-07
9,Stiffness,2659000,1.711e-15,9.000000000000e+00,1.416e-03,4.909e-07
10,Stiffness,2403000,1.541e-15,1.000000000000e+01,1.222e-03,3.521e-07
11,Stiffness,2706000,4.007e-16,1.100000000000e+01,1.355e-03,3.165e-07
12,Stiffness,2872000,1.287e-15,1.200000000000e+01,1.224e-03,2.775e-07
13,Stiffness,1457000,1.013e-15,1.300000000000e+01,1.232e-03,1.292e-06
14,Stiffness,1111000,9.413e-16,1.400000000000e+01,7.448e-04,1.353e-06
15,Stiffness,910500,1.025e-15,1.500000000000e+01,1.354e-03,1.440e-06
16,Stiffness,778000,8.244e-16,1.600000000000e+01,1.222e-03,1.538e-06
17,Stiffness,677500,1.682e-15,1.700000000000e+01,1.349e-03,1.761e-06
18,Stiffness,616000,8.558e-16,1.800000000000e+01,1.444e-03,3.644e-06
19,Stiffness,561500,3.476e-16,1.900000000000e+01,1.023e-03,1.762e-06
20,Stiffness,516500,2.202e-16,2.000000000000e+01,7.398e-04,1.874e-06
21,Stiffness,480000,1.679e-15,2.100000000000e+01,6.100e-04,3.254e-05
22,Stiffness,449000,6.012e-16,2.200000000000e+01,8.609e-04,2.046e-06
23,Stiffness,423500,5.753e-16,2.300000000000e+01,1.119e-03,2.102e-06
24,Stiffness,400500,1.103e-15,2.400000000000e+01,8.081e-04,2.194e-06
25,Stiffness,382000,5.297e-16,2.500000000000e+01,1.200e-03,2.205e-06
26,Stiffness,363500,3.397e-16,2.600000000000e+01,9.256e-04,2.350e-06
27,Stiffness,346500,3.273e-16,2.700000000000e+01,4.765e-04,2.492e-06
28,Stiffness,334000,0.000e+00,2.800000000000e+01,3.056e-06,2.496e-06
29,Stiffness,322500,0.000e+00,2.900000000000e+01,3.989e-04,2.495e-06
30,Stiffness,308500,4.424e-16,3.000000000000e+01,9.111e-04,2.734e-06
31,Stiffness,298500,1.142e-15,3.100000000000e+01,1.241e-03,2.765e-06
32,Stiffness,288000,6.917e-16,3.200000000000e+01,1.133e-03,2.933e-06
33,Stiffness,279000,1.074e-15,3.300000000000e+01,1.331e-03,3.006e-06
34,Stiffness,271000,7.818e-16,3.400000000000e+01,1.254e-03,3.079e-06
35,Stiffness,263000,8.864e-16,3.500000000000e+01,8.511e-04,3.203e-06
36,Stiffness,256000,1.478e-15,3.600000000000e+01,1.335e-03,3.292e-06
37,Stiffness,249500,5.994e-16,3.700000000000e+01,1.400e-03,3.367e-06
38,Stiffness,243000,1.051e-15,3.800000000000e+01,7.339e-04,7.793e-06
39,Stiffness,237500,2.276e-16,3.900000000000e+01,7.967e-04,3.515e-06
40,Stiffness,231500,6.660e-16,4.000000000000e+01,8.981e-04,3.671e-06
41,Stiffness,225500,1.733e-15,4.100000000000e+01,1.406e-03,3.918e-06
42,Stiffness,221500,6.348e-16,4.200000000000e+01,7.619e-04,3.862e-06
43,Stiffness,217000,4.135e-16,4.300000000000e+01,1.027e-03,3.905e-06
44,Stiffness,212000,1.213e-15,4.400000000000e+01,1.387e-03,4.090e-06
45,Stiffness,208000,1.977e-16,4.500000000000e+01,8.379e-04,4.154e-06
46,Stiffness,204000,3.869e-16,4.600000000000e+01,1.090e-03,4.267e-06
47,Stiffness,200000,1.326e-15,4.700000000000e+01,1.224e-03,4.403e-06
48,Stiffness,196000,1.113e-15,4.800000000000e+01,1.065e-03,4.553e-06
49,Stiffness,193000,1.091e-15,4.900000000000e+01,1.382e-03,4.561e-06
50,Stiffness,189500,3.565e-16,5.000000000000e+01,7.754e-04,4.686e-06
51,Stiffness,186000,5.244e-16,5.100000000000e+01,8.389e-04,4.853e-06
52,Stiffness,183000,3.430e-16,5.200000000000e+01,8.430e-04,4.944e-06
53,Stiffness,180000,6.733e-16,5.300000000000e+01,9.805e-04,5.066e-06
54,Stiffness,177500,3.305e-16,5.400000000000e+01,7.355e-04,5.354e-06
55,Stiffness,174500,8.115e-16,5.500000000000e+01,1.188e-03,5.276e-06
56,Stiffness,172000,3.189e-16,5.600000000000e+01,7.427e-04,5.359e-06
57,Stiffness,169500,6.268e-16,5.700000000000e+01,9.628e-04,5.437e-06
58,Stiffness,166500,1.849e-15,5.800000000000e+01,1.344e-03,5.693e-06
59,Stiffness,164500,9.089e-16,5.900000000000e+01,1.123e-03,5.723e-06
60,Stiffness,162000,1.192e-15,6.000000000000e+01,1.011e-03,5.901e-06
61,Stiffness,160000,1.173e-15,6.100000000000e+01,1.174e-03,5.966e-06
62,Stiffness,158000,8.658e-16,6.200000000000e+01,1.364e-03,6.043e-06
63,Stiffness,155500,1.989e-15,6.300000000000e+01,1.273e-03,6.277e-06
64,Stiffness,153500,1.539e-15,6.400000000000e+01,8.866e-04,6.398e-06
65,Stiffness,151500,2.617e-15,6.500000000000e+01,1.430e-03,7.074e-06
66,Stiffness,150000,4.072e-16,6.600000000000e+01,9.593e-04,6.523e-06
67,Stiffness,148000,1.471e-15,6.700000000000e+01,1.074e-03,6.726e-06
68,Stiffness,146500,1.054e-15,6.800000000000e+01,1.201e-03,6.728e-06
69,Stiffness,144500,1.559e-15,6.900000000000e+01,1.162e-03,6.946e-06
70,Stiffness,143000,8.968e-16,7.000000000000e+01,8.706e-04,7.012e-06
71,Stiffness,141500,6.317e-16,7.100000000000e+01,1.127e-03,7.085e-06
72,Stiffness,139500,2.119e-15,7.200000000000e+01,1.130e-03,7.368e-06
73,Stiffness,138000,1.107e-15,7.300000000000e+01,7.314e-04,7.617e-06
74,Stiffness,136500,1.456e-15,7.400000000000e+01,1.136e-03,7.595e-06
75,Stiffness,135000,1.437e-15,7.500000000000e+01,1.021e-03,7.744e-06
76,Stiffness,134000,8.275e-16,7.600000000000e+01,1.420e-03,7.722e-06
77,Stiffness,132500,9.337e-16,7.700000000000e+01,1.103e-03,7.852e-06
78,Stiffness,131000,1.498e-15,7.800000000000e+01,8.258e-04,8.049e-06
79,Stiffness,130000,1.138e-16,7.900000000000e+01,1.149e-03,8.036e-06
80,Stiffness,128500,2.136e-15,8.000000000000e+01,1.239e-03,8.259e-06
81,Stiffness,127500,0.000e+00,8.100000000000e+01,8.618e-04,8.262e-06
82,Stiffness,126000,1.975e-15,8.200000000000e+01,1.291e-03,8.532e-06
83,Stiffness,125000,1.085e-15,8.300000000000e+01,1.293e-03,8.552e-06
84,Stiffness,123500,2.358e-15,8.400000000000e+01,8.674e-04,8.818e-06
85,Stiffness,122500,2.119e-15,8.500000000000e+01,8.380e-04,8.884e-06
86,Stiffness,121500,1.257e-15,8.600000000000e+01,1.166e-03,8.957e-06
87,Stiffness,120500,0.000e+00,8.700000000000e+01,8.408e-04,9.003e-06
88,Stiffness,119500,4.097e-16,8.800000000000e+01,1.088e-03,9.155e-06
89,Stiffness,118000,3.242e-15,8.900000000000e+01,1.051e-03,9.495e-06
90,Stiffness,117500,0.000e+00,9.000000000000e+01,1.415e-04,9.324e-06
91,Stiffness,116000,3.371e-15,9.100000000000e+01,7.323e-04,1.240e-05
92,Stiffness,115000,3.727e-15,9.200000000000e+01,7.335e-04,1.353e-05
93,Stiffness,114500,3.882e-16,9.300000000000e+01,4.114e-05,9.705e-06
94,Stiffness,113500,7.684e-16,9.400000000000e+01,1.318e-03,9.860e-06
95,Stiffness,112500,1.901e-15,9.500000000000e+01,1.321e-03,1.002e-05
96,Stiffness,111500,1.882e-15,9.600000000000e+01,1.102e-03,1.022e-05
97,Stiffness,110500,2.981e-15,9.700000000000e+01,1.065e-03,1.044e-05
98,Stiffness,109500,2.951e-15,9.800000000000e+01,7.680e-04,1.063e-05
99,Stiffness,109000,9.132e-16,9.900000000000e+01,1.429e-03,1.081e-05
100,Stiffness,108000,1.989e-15,1.000000000000e+02,9.939e-04,1.074e-05
