Q,rotation_number,lambda_full,lambda_open,lambda_phase,lambda_kappa,branch_closure_residual,mean_line_overlap_with_previous_rotation
522.25,1128,0.15993795373946115,0.10493080829336066,0.04939492885781263,0.005612216588287823,4.336808689942018e-17,0.15194344102570362
522.25,1129,-0.11582269547427158,-0.16339906070168653,0.042724355176320686,0.004852010051094231,2.688821387764051e-17,0.16370210807305965
522.25,1130,0.07593732781678096,0.020311699018746764,0.04995326872121934,0.0056723600768150235,-1.691355389077387e-16,0.15493022988610278
522.25,1131,-0.025766926815483142,-0.07316911290994979,0.042564914475473094,0.004837271618993486,6.938893903907228e-17,0.15996547038925207
522.25,1132,-0.022783061163547162,-0.07820907516998846,0.04977408210577714,0.0056519319006641715,-1.8214596497756474e-17,0.1581409798269072
522.25,1133,0.06859742945973103,0.020627565214099617,0.04307407343625934,0.004895790809372095,-1.474514954580286e-17,0.15661687992871412
522.25,1134,-0.11711082290313576,-0.17155384917590774,0.048895387347736304,0.005547638925035728,-5.4643789493269423e-17,0.16163981850097678
522.25,1135,0.15142152237277784,0.10222563949995674,0.04417284409650822,0.005023038776312803,7.979727989493313e-17,0.15350910056122632
522.25,1136,-0.18846176382675617,-0.24133236126549318,0.047480932553249505,0.005389664885487509,-3.469446951953614e-18,0.1655544347370153
522.25,1137,0.20707716702995335,0.1561932891722423,0.045689769235768285,0.005194108621942885,-1.0668549377257364e-16,0.15063837980738315
522.25,1138,-0.22178998256671217,-0.2728023147915115,0.04581475719006695,0.005197575034732412,-2.5153490401663703e-17,0.168662778027503
522.25,1139,0.22286689072273455,0.17013719111499034,0.04734686700321315,0.005382832604530894,1.6046192152785466e-16,0.14890059694070543
522.25,1140,-0.21032644480382498,-0.2596001039678442,0.04424979785770942,0.005023861306309853,-3.0357660829594124e-17,0.1687969797818277
522.25,1141,0.19374451969880038,0.13940177109568902,0.04879750616009975,0.0055452424430116505,-3.8163916471489756e-17,0.15031726924240166
522.25,1142,-0.15810396863763682,-0.20610080491189312,0.04310318200688316,0.004893654267373115,2.688821387764051e-17,0.1659921403188155
522.25,1143,0.1255655446922699,0.07018530384008032,0.04973145013456281,0.005648790717626747,3.8163916471489756e-17,0.15320422074037224
522.25,1144,-0.07730301245550797,-0.1247087272587903,0.042569113616632966,0.004836601186649327,3.8163916471489756e-17,0.16203710352640255
522.25,1145,0.03270488502944051,-0.02293490309923813,0.0499652720091157,0.005674516119563091,-1.5092094240998222e-16,0.15627752052307392
522.25,1146,0.016620245133296883,-0.03094517792974455,0.04271168920134192,0.004853733861699571,-6.158268339717665e-17,0.15847459270908937
522.25,1147,-0.06642878437122983,-0.1215045481646114,0.04946275174184407,0.005613012051537468,2.862293735361732e-17,0.1596603224988903
522.25,1148,0.10782733083493147,0.059383627308679604,0.043497922813461945,0.0049457807127898665,5.4643789493269423e-17,0.15518591738970836
522.25,1149,-0.15272431985314922,-0.20652710645517358,0.04831783151963466,0.005484955082389808,-1.0234868508263162e-16,0.16335820358364425
522.25,1150,0.18040209303222657,0.13049769996349658,0.04481019708290447,0.005094195985825486,2.862293735361732e-17,0.15218879088959225
522.25,1151,-0.2086270562330161,-0.26068076647983035,0.04675034833582254,0.005303361910991487,2.1163626406917047e-16,0.16728562015544837
522.25,1152,0.21956811197507134,0.16785900323755493,0.046429747417536936,0.005279361319979454,2.2551405187698492e-17,0.14949178352943793
522.25,1153,-0.22222661764798446,-0.27242964793624397,0.045084952726492274,0.005118077561767348,-1.1275702593849246e-16,0.1690909783121988
522.25,1154,0.21535138820979058,0.16185325459285707,0.048038356937235724,0.005459776679697887,-1.0321604682062002e-16,0.14914628901960797
522.25,1155,-0.19153227304768505,-0.2401624826207421,0.04367317207272102,0.00495703750033598,5.377642775528102e-17,0.1679000217182874
