Q,source,orbit_periods,retained_rotations,abs_delta_Delta_forward_lag_from_delta_x,abs_delta_Delta_peak_phase,abs_delta_Delta_xcorr_lag_from_delta_x,abs_delta_Delta_xcorr_peak,abs_delta_Theta_forward_lag_from_delta_x,abs_delta_Theta_peak_phase,abs_delta_Theta_xcorr_lag_from_delta_x,abs_delta_Theta_xcorr_peak,abs_delta_activity_forward_lag_from_delta_x,abs_delta_activity_peak_phase,abs_delta_activity_xcorr_lag_from_delta_x,abs_delta_activity_xcorr_peak,abs_delta_kappa_forward_lag_from_delta_x,abs_delta_kappa_peak_phase,abs_delta_kappa_xcorr_lag_from_delta_x,abs_delta_kappa_xcorr_peak,abs_delta_x_peak_phase,branch_closure_residual,continuity_line_at_one_rotation,continuity_line_half_lag,continuity_line_one_over_e_lag,continuity_signed_at_one_rotation,contraction_to_release_forward_lag,delta_rho_norm_forward_lag_from_delta_x,delta_rho_norm_peak_phase,delta_rho_norm_xcorr_lag_from_delta_x,delta_rho_norm_xcorr_peak,full_positive_phase_fraction,full_zero_crossings,lambda_full_mean,lambda_full_standard_error,lambda_kappa_mean,lambda_kappa_standard_error,lambda_open_mean,lambda_open_standard_error,lambda_phase_mean,lambda_phase_standard_error,minimum_cumulative_growth,minimum_cumulative_growth_phase,mother_form_line_overlap_mean,mother_form_line_overlap_minimum,mother_form_signed_overlap_mean,mother_form_weakest_phase,share_local_maximum,share_local_mean,share_local_peak_phase,share_radial_maximum,share_radial_mean,share_radial_peak_phase,share_rotating_maximum,share_rotating_mean,share_rotating_peak_phase,strongest_contraction_phase,strongest_release_phase
522.25,/root/elab1/hysteresis/support_feedback_q_curtain_focus_cache/q_522p25_orbit.npz,900,60,0.7555555555555555,0.5138888888888888,0.9777777777777777,0.9564880964636487,0.7555555555555555,0.5138888888888888,0.9777777777777777,0.9564880964636512,0.7555555555555555,0.5138888888888888,0.9777777777777777,0.9564881090552272,0.0,0.7583333333333333,0.0,1.0,0.7583333333333333,-6.938893903907228e-18,0.15851912897712425,0.07777777777777778,0.08888888888888889,0.1094934771400278,0.15555555555555556,0.9111111111111111,0.6694444444444444,0.9166666666666666,0.8724001403977657,0.5055555555555555,20.0,-0.0001440473012532149,0.020977479471452905,0.005251648981974527,3.823120705678573e-05,-0.051630831271792015,0.02088353150793426,0.046235134988564276,0.00033752818694490386,-0.0002698495637829555,0.019444444444444445,0.15851912897712422,0.15546442026189547,0.10949347714002779,0.6861111111111111,0.002252022426274545,0.0022433101225554186,0.5583333333333333,0.0020907257721397275,0.0020887808587786846,0.8583333333333333,0.9956803013465468,0.9956679090186659,0.625,0.6527777777777778,0.8083333333333333
550.0,/root/elab1/hysteresis/support_feedback_q_curtain_cache/q_550_orbit.npz,400,60,0.20555555555555555,0.4583333333333333,0.9777777777777777,0.9353257221206827,0.20555555555555555,0.4583333333333333,0.9777777777777777,0.935325722120682,0.20555555555555555,0.4583333333333333,0.9777777777777777,0.9353340512895089,0.0,0.25277777777777777,0.0,1.0000000000000002,0.25277777777777777,-1.734723475976807e-17,0.31020337809832527,0.07777777777777778,0.08888888888888889,0.31020337809832527,0.14444444444444443,0.6,0.8527777777777777,0.9166666666666666,0.9543524052517484,0.7222222222222222,8.0,0.0071309962323831315,0.01816580405105186,0.004127534917842349,2.9390134044582754e-05,-0.04149136990860276,0.018090467348521717,0.044494831223143565,0.0003205359844350606,5.051811800906722e-05,0.002777777777777778,0.3102033780983252,0.30684161496940104,0.3102033780983252,0.20833333333333334,0.0020432374232520227,0.0020392698559362206,0.925,0.0015805965707025558,0.001578878122264281,0.8083333333333333,0.9963875493635939,0.9963818520217996,0.11388888888888889,0.3638888888888889,0.5083333333333333
