Q,lag_rotations,continuity_signed,continuity_line_absolute,continuity_line_std
522.25,1.1888888888888889,-0.5626576162891112,0.5626576162891112,0.1075546380772088
522.25,1.1944444444444444,-0.49694969315728876,0.49694969315728876,0.11845541131860923
522.25,1.2,-0.42837514739775057,0.42837514739775057,0.1283825242226836
522.25,1.2055555555555555,-0.3573462098502262,0.3573462098502262,0.137108430294801
522.25,1.211111111111111,-0.284282336511833,0.284282336511833,0.14443537417966865
522.25,1.2166666666666666,-0.2096083352798711,0.21063430011592912,0.14875656109459137
522.25,1.2222222222222223,-0.13375276265370095,0.167213681389378,0.11716594016940185
522.25,1.2277777777777779,-0.05714662527203462,0.1461710576367365,0.08005733452243964
522.25,1.2333333333333334,0.019777702259655715,0.14226676922029713,0.06931014444038854
522.25,1.238888888888889,0.09658742126791327,0.15483337595213018,0.09785474187940997
522.25,1.2444444444444445,0.17285019241247965,0.18608202125850573,0.1359637047491644
522.25,1.25,0.24813500823918222,0.24813500823918222,0.1474931020151966
522.25,1.2555555555555555,0.32201311217032497,0.32201311217032497,0.14092055289326655
522.25,1.261111111111111,0.39405913316746677,0.39405913316746677,0.13286252062244716
522.25,1.2666666666666666,0.4638524478657598,0.4638524478657598,0.12350076298109969
522.25,1.2722222222222221,0.5309787742072768,0.5309787742072768,0.1130487263539244
522.25,1.2777777777777777,0.5950321174088656,0.5950321174088656,0.10174763097838845
522.25,1.2833333333333334,0.6556170874668867,0.6556170874668867,0.08986180467034426
522.25,1.288888888888889,0.7123515627481551,0.7123515627481551,0.07767323658952079
522.25,1.2944444444444445,0.7648696996241616,0.7648696996241616,0.06547539882911434
522.25,1.3,0.8128252341511975,0.8128252341511975,0.05356639374360877
522.25,1.3055555555555556,0.8558950197095387,0.8558950197095387,0.0422415568308653
522.25,1.3111111111111111,0.8937827297382319,0.8937827297382319,0.03178570281385823
522.25,1.3166666666666667,0.9262225863222299,0.9262225863222299,0.022465245395729094
522.25,1.3222222222222222,0.9529829794310583,0.9529829794310583,0.014520478035217452
522.25,1.3277777777777777,0.9738698596031268,0.9738698596031268,0.008158334190003292
522.25,1.3333333333333333,0.9887297495467456,0.9887297495467456,0.0035459325073037254
522.25,1.3388888888888888,0.9974522371129353,0.9974522371129353,0.0008052113361272584
522.25,1.3444444444444446,0.9999718351119431,0.9999718351119431,8.927323954931099e-06
522.25,1.35,0.9962691188768129,0.9962691188768129,0.0011782320299288539
522.25,1.3555555555555556,0.9863710840834521,0.9863710840834521,0.0042819435567813015
522.25,1.3611111111111112,0.9703507039248245,0.9703507039248245,0.009237574574145467
522.25,1.3666666666666667,0.9483257078017278,0.9483257078017278,0.01591410670111355
522.25,1.3722222222222222,0.9204566448655923,0.9204566448655923,0.024136302585288188
522.25,1.3777777777777778,0.8869443291429545,0.8869443291429545,0.033690316002466754
522.25,1.3833333333333333,0.8480267895158854,0.8480267895158854,0.04433033728653573
522.25,1.3888888888888888,0.8039758564423023,0.8039758564423023,0.0557859567207461
522.25,1.3944444444444444,0.755093535454427,0.755093535454427,0.06776993152138178
522.25,1.4,0.7017082873928632,0.7017082873928632,0.07998603919158986
522.25,1.4055555555555554,0.6441713229348343,0.6441713229348343,0.09213674713110481
522.25,1.4111111111111112,0.5828530771748632,0.5828530771748632,0.10393051647785753
522.25,1.4166666666666667,0.5181399245131448,0.5181399245131448,0.11508853199867937
522.25,1.4222222222222223,0.4504311424339531,0.4504311424339531,0.12535069574412872
522.25,1.4277777777777778,0.38013622526226176,0.38013622526226176,0.13448089261527665
522.25,1.4333333333333333,0.30767256151982353,0.30767256151982353,0.1422714996814692
522.25,1.4388888888888889,0.2334634435183195,0.2334634435183195,0.14854713185921622
522.25,1.4444444444444444,0.15793639278088575,0.17803161624887082,0.12926074030014742
522.25,1.45,0.08152175971227736,0.15088870564927967,0.09067741341628453
522.25,1.4555555555555555,0.0046515908419637085,0.14174059425348912,0.06783131919138513
522.25,1.461111111111111,-0.07224135373400262,0.14899839856974084,0.08623855772859663
522.25,1.4666666666666666,-0.14872450011640567,0.1738083855892478,0.1245577153240115
522.25,1.4722222222222223,-0.2243663175648648,0.2243663175648648,0.14924448119001793
522.25,1.4777777777777779,-0.29873722321816,0.29873722321816,0.14317601165537483
522.25,1.4833333333333334,-0.37141064441892946,0.37141064441892946,0.13557154104699728
522.25,1.488888888888889,-0.44196428169714086,0.44196428169714086,0.12660202661626546
