Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,94500,3.687e-15,1.000000000000e+02,1.177e-03,1.358e-05
150,Stiffness,71500,1.595e-15,1.500000000000e+02,9.835e-04,2.025e-05
200,Stiffness,58500,3.792e-14,2.000000000000e+02,1.298e-03,2.764e-05
250,Stiffness,50500,2.764e-14,2.500000000000e+02,8.807e-04,3.288e-05
300,Stiffness,45000,5.614e-15,3.000000000000e+02,7.684e-04,3.649e-05
350,Stiffness,40500,3.888e-14,3.500000000000e+02,8.032e-04,4.152e-05
400,Stiffness,37000,9.985e-14,4.000000000000e+02,1.043e-03,4.580e-05
450,Stiffness,34500,6.625e-14,4.500000000000e+02,7.823e-04,4.793e-05
500,Stiffness,32500,1.400e-13,5.000000000000e+02,1.308e-03,5.038e-05
550,Stiffness,31000,2.226e-13,5.500000000000e+02,1.411e-03,5.305e-05
600,Stiffness,30000,2.975e-13,6.000000000000e+02,1.413e-03,5.533e-05
650,Stiffness,30000,3.454e-16,6.500000000000e+02,1.177e-03,5.164e-05
700,Stiffness,29500,1.410e-13,7.000000000000e+02,9.128e-04,5.564e-05
750,Stiffness,29500,1.582e-13,7.500000000000e+02,7.607e-04,5.695e-05
800,Stiffness,30000,7.115e-14,8.000000000000e+02,9.812e-04,5.429e-05
850,Stiffness,30500,6.690e-16,8.500000000000e+02,1.055e-03,5.251e-05
900,Stiffness,30500,1.465e-13,9.000000000000e+02,7.594e-04,5.614e-05
950,Stiffness,31000,1.851e-13,9.500000000000e+02,1.411e-03,5.447e-05
1000,Stiffness,31500,9.504e-14,1.000000000000e+03,9.098e-04,5.321e-05
1050,Stiffness,32000,9.916e-14,1.050000000000e+03,1.408e-03,5.169e-05
1100,Stiffness,32500,4.670e-14,1.100000000000e+03,9.084e-04,5.038e-05
1150,Stiffness,33000,1.526e-14,1.150000000000e+03,8.436e-04,4.865e-05
1200,Stiffness,33500,0.000e+00,1.200000000000e+03,1.417e-05,4.719e-05
1250,Stiffness,33500,1.767e-13,1.250000000000e+03,9.069e-04,5.067e-05
1300,Stiffness,34000,1.254e-13,1.300000000000e+03,8.423e-04,4.866e-05
1350,Stiffness,34500,8.360e-14,1.350000000000e+03,7.823e-04,4.663e-05
1400,Stiffness,35000,8.359e-14,1.400000000000e+03,1.009e-03,4.498e-05
1450,Stiffness,35500,5.266e-14,1.450000000000e+03,1.125e-03,4.295e-05
1500,Stiffness,36000,1.778e-14,1.500000000000e+03,8.704e-04,4.111e-05
1550,Stiffness,36500,6.801e-15,1.550000000000e+03,9.357e-04,3.960e-05
1600,Stiffness,36500,1.305e-13,1.600000000000e+03,9.357e-04,4.210e-05
1650,Stiffness,37000,9.170e-14,1.650000000000e+03,8.690e-04,4.017e-05
1700,Stiffness,37500,1.071e-13,1.700000000000e+03,1.345e-03,3.841e-05
1750,Stiffness,38000,7.122e-14,1.750000000000e+03,1.249e-03,3.670e-05
1800,Stiffness,38500,5.937e-14,1.800000000000e+03,1.343e-03,3.525e-05
1850,Stiffness,39000,4.660e-14,1.850000000000e+03,1.444e-03,3.436e-05
1900,Stiffness,39500,1.394e-14,1.900000000000e+03,8.045e-04,3.229e-05
1950,Stiffness,40000,4.492e-15,1.950000000000e+03,7.472e-04,3.084e-05
2000,Stiffness,40000,9.232e-14,2.000000000000e+03,1.076e-03,3.264e-05
