Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,126500,1.079e-15,1.000000000000e+02,8.632e-04,6.219e-06
105,Stiffness,115500,1.802e-15,1.050000000000e+02,1.177e-03,6.519e-06
110,Stiffness,103000,1.723e-15,1.100000000000e+02,1.342e-03,6.269e-06
115,Stiffness,100500,1.296e-15,1.150000000000e+02,1.208e-03,1.477e-06
116,Stiffness,123000,8.182e-16,1.160000000000e+02,1.297e-03,8.315e-08
117,Stiffness,147500,1.043e-15,1.170000000000e+02,1.199e-03,5.716e-08
118,Converged,162008,6.180380295953e+01,1.180000000000e+02,8.737e-04,4.999e-08
119,Converged,168533,6.230938845158e+01,1.190000000000e+02,6.697e-04,5.000e-08
120,Converged,172688,6.281472472365e+01,1.200000000000e+02,8.898e-04,5.000e-08
121,Converged,175651,6.331981262469e+01,1.210000000000e+02,9.181e-04,5.000e-08
122,Converged,177964,6.382465299551e+01,1.220000000000e+02,9.488e-04,5.000e-08
125,Converged,182195,6.533769721503e+01,1.250000000000e+02,7.296e-04,5.000e-08
130,Converged,185172,6.785456319030e+01,1.300000000000e+02,8.712e-04,5.000e-08
135,Converged,185889,7.036542116735e+01,1.350000000000e+02,8.698e-04,5.000e-08
140,Converged,185603,7.287036542844e+01,1.400000000000e+02,9.710e-04,5.000e-08
145,Converged,184840,7.536948638319e+01,1.450000000000e+02,6.754e-04,4.998e-08
150,Converged,183632,7.786287088749e+01,1.500000000000e+02,1.087e-03,5.000e-08
200,Converged,168433,1.024982593708e+02,2.000000000000e+02,7.751e-04,5.000e-08
250,Converged,155698,1.266370066693e+02,2.500000000000e+02,1.100e-03,5.000e-08
300,Converged,146102,1.503331879287e+02,3.000000000000e+02,8.046e-04,5.000e-08
350,Converged,138754,1.736305915811e+02,3.500000000000e+02,8.452e-04,5.000e-08
400,Converged,132953,1.965659778331e+02,4.000000000000e+02,8.232e-04,4.996e-08
450,Converged,128174,2.191709015776e+02,4.500000000000e+02,8.299e-04,5.000e-08
500,Converged,124271,2.414728544249e+02,5.000000000000e+02,8.353e-04,5.000e-08
550,Converged,121043,2.634960417688e+02,5.500000000000e+02,9.038e-04,4.999e-08
600,Converged,118195,2.852619448364e+02,6.000000000000e+02,6.780e-04,4.999e-08
650,Converged,115910,3.067897461096e+02,6.500000000000e+02,8.476e-04,4.996e-08
700,Converged,113692,3.280966624508e+02,7.000000000000e+02,8.504e-04,5.000e-08
750,Converged,111917,3.491982127268e+02,7.500000000000e+02,8.531e-04,4.997e-08
800,Converged,110227,3.701084370701e+02,8.000000000000e+02,8.874e-04,4.995e-08
850,Converged,108613,3.908400792755e+02,8.500000000000e+02,7.975e-04,4.998e-08
900,Converged,107127,4.114047403821e+02,9.000000000000e+02,8.601e-04,4.998e-08
950,Converged,105725,4.318130092631e+02,9.500000000000e+02,9.276e-04,4.999e-08
1000,Converged,104382,4.520745745665e+02,1.000000000000e+03,8.961e-04,4.999e-08
1050,Converged,102999,4.721983213267e+02,1.050000000000e+03,7.768e-04,5.000e-08
1100,Converged,101578,4.921924148269e+02,1.100000000000e+03,9.005e-04,4.996e-08
1150,Converged,100041,5.120643737716e+02,1.150000000000e+03,8.093e-04,5.000e-08
1200,Converged,98572,5.318211344073e+02,1.200000000000e+03,8.728e-04,4.999e-08
1250,Converged,97249,5.514691069464e+02,1.250000000000e+03,7.027e-04,4.997e-08
1300,Converged,96660,5.710142253880e+02,1.300000000000e+03,9.079e-04,4.998e-08
1305,Converged,96658,5.729632956055e+02,1.305000000000e+03,9.079e-04,4.994e-08
1310,Converged,96623,5.749113979018e+02,1.310000000000e+03,1.051e-03,5.000e-08
1315,Converged,96641,5.768585375146e+02,1.315000000000e+03,8.756e-04,5.000e-08
1320,Converged,96695,5.788047196435e+02,1.320000000000e+03,7.566e-04,4.998e-08
1325,Converged,96698,5.807499494497e+02,1.325000000000e+03,1.051e-03,5.000e-08
1327,Converged,96737,5.815277758707e+02,1.327000000000e+03,8.756e-04,4.999e-08
1328,Stiffness,96500,5.861e-16,1.328000000000e+03,8.756e-04,5.276e-08
1329,Stiffness,96000,1.952e-16,1.329000000000e+03,9.093e-04,6.035e-08
1330,Converged,96722,5.826942320567e+02,1.330000000000e+03,9.079e-04,5.000e-08
1331,Stiffness,95500,7.799e-16,1.331000000000e+03,1.410e-03,1.659e-07
1332,Stiffness,95500,5.845e-16,1.332000000000e+03,1.015e-03,6.822e-08
1333,Stiffness,95000,7.789e-16,1.333000000000e+03,1.265e-03,7.780e-08
1334,Stiffness,95000,3.892e-16,1.334000000000e+03,9.443e-04,7.713e-08
1335,Stiffness,94500,1.167e-15,1.335000000000e+03,1.412e-03,2.170e-07
1340,Stiffness,93500,1.938e-16,1.340000000000e+03,9.823e-04,1.140e-07
1345,Stiffness,92500,0.000e+00,1.345000000000e+03,1.020e-03,1.460e-07
1350,Stiffness,90500,1.925e-16,1.350000000000e+03,9.871e-04,2.423e-07
1400,Stiffness,81000,4.474e-15,1.400000000000e+03,1.204e-03,2.721e-06
1450,Stiffness,77500,1.464e-14,1.450000000000e+03,8.725e-04,6.883e-06
1500,Stiffness,76000,2.157e-14,1.500000000000e+03,1.171e-03,1.041e-05
1550,Stiffness,75000,3.083e-14,1.550000000000e+03,7.854e-04,1.411e-05
1600,Stiffness,74500,3.660e-14,1.600000000000e+03,1.461e-03,3.657e-05
1650,Stiffness,74000,7.076e-14,1.650000000000e+03,9.440e-04,1.993e-05
1700,Stiffness,74000,1.899e-14,1.700000000000e+03,7.867e-04,2.103e-05
