Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,577500,6.063e-16,1.000000000000e+00,1.286e-03,7.041e-07
2,Stiffness,646500,1.214e-15,2.000000000000e+00,8.853e-04,7.454e-07
3,Stiffness,724500,4.053e-16,3.000000000000e+00,7.748e-04,6.757e-07
4,Stiffness,788500,1.014e-15,4.000000000000e+00,1.001e-03,7.734e-07
5,Stiffness,873000,4.872e-16,5.000000000000e+00,1.342e-03,7.448e-07
6,Stiffness,974000,0.000e+00,6.000000000000e+00,9.836e-06,6.802e-07
7,Stiffness,1079500,9.295e-16,7.000000000000e+00,1.358e-03,6.828e-07
8,Stiffness,1214500,8.138e-16,8.000000000000e+00,8.357e-04,7.351e-07
9,Stiffness,2656500,1.090e-15,9.000000000000e+00,1.184e-03,4.816e-07
10,Stiffness,2451500,9.817e-16,1.000000000000e+01,8.704e-04,4.401e-07
11,Stiffness,2368500,1.489e-16,1.100000000000e+01,2.246e-04,4.173e-07
12,Stiffness,2271500,6.831e-16,1.200000000000e+01,1.101e-03,3.158e-07
13,Stiffness,2222500,1.262e-15,1.300000000000e+01,1.436e-03,4.095e-06
14,Stiffness,2074500,5.867e-16,1.400000000000e+01,1.110e-03,2.663e-07
15,Stiffness,2108500,1.315e-15,1.500000000000e+01,1.405e-03,3.364e-07
16,Stiffness,2178500,4.114e-16,1.600000000000e+01,8.343e-04,2.551e-07
17,Stiffness,2292000,1.356e-15,1.700000000000e+01,1.277e-03,3.124e-07
18,Stiffness,2322000,1.649e-15,1.800000000000e+01,1.403e-03,3.015e-07
19,Stiffness,2599500,8.684e-16,1.900000000000e+01,1.169e-03,2.034e-07
20,Stiffness,2801500,1.156e-15,2.000000000000e+01,1.331e-03,1.939e-07
21,Stiffness,1309000,4.681e-16,2.100000000000e+01,4.110e-04,1.060e-06
22,Stiffness,1112000,7.450e-16,2.200000000000e+01,1.071e-03,1.093e-06
23,Stiffness,967500,5.704e-16,2.300000000000e+01,7.369e-04,1.188e-06
24,Stiffness,867000,4.101e-16,2.400000000000e+01,8.431e-04,1.203e-06
25,Stiffness,795000,6.565e-16,2.500000000000e+01,1.104e-03,1.153e-06
26,Stiffness,723000,8.841e-16,2.600000000000e+01,1.341e-03,1.272e-06
27,Stiffness,676000,3.650e-16,2.700000000000e+01,8.418e-04,1.229e-06
28,Stiffness,626000,4.695e-16,2.800000000000e+01,7.634e-04,1.340e-06
29,Stiffness,588000,6.803e-16,2.900000000000e+01,1.408e-03,1.387e-06
30,Stiffness,551000,6.579e-16,3.000000000000e+01,6.250e-04,1.499e-06
31,Stiffness,523000,4.247e-16,3.100000000000e+01,9.100e-04,1.524e-06
32,Stiffness,495000,1.029e-15,3.200000000000e+01,9.890e-04,1.630e-06
33,Stiffness,476500,7.985e-16,3.300000000000e+01,1.183e-03,1.575e-06
34,Stiffness,452500,1.551e-15,3.400000000000e+01,1.026e-03,1.721e-06
35,Stiffness,437500,5.651e-16,3.500000000000e+01,9.436e-04,1.669e-06
36,Stiffness,419000,1.099e-15,3.600000000000e+01,1.257e-03,1.773e-06
37,Stiffness,402500,1.070e-15,3.700000000000e+01,9.666e-04,1.870e-06
38,Stiffness,390500,5.212e-16,3.800000000000e+01,9.507e-04,1.845e-06
39,Stiffness,378500,5.080e-16,3.900000000000e+01,8.698e-04,1.859e-06
40,Stiffness,365000,3.303e-16,4.000000000000e+01,8.582e-04,1.971e-06
41,Stiffness,353000,1.451e-15,4.100000000000e+01,1.091e-03,2.066e-06
42,Stiffness,344000,6.297e-16,4.200000000000e+01,8.895e-04,2.056e-06
43,Stiffness,335000,3.077e-16,4.300000000000e+01,8.706e-04,2.074e-06
44,Stiffness,325000,9.024e-16,4.400000000000e+01,1.103e-03,2.178e-06
45,Stiffness,318500,2.942e-16,4.500000000000e+01,1.388e-03,2.123e-06
46,Stiffness,308500,4.319e-16,4.600000000000e+01,1.221e-03,2.290e-06
47,Stiffness,301000,7.048e-16,4.700000000000e+01,1.329e-03,2.338e-06
48,Stiffness,293500,0.000e+00,4.800000000000e+01,8.377e-04,2.416e-06
49,Stiffness,286500,8.119e-16,4.900000000000e+01,7.602e-04,2.494e-06
50,Stiffness,281000,6.633e-16,5.000000000000e+01,1.327e-03,2.489e-06
51,Stiffness,274000,6.505e-16,5.100000000000e+01,1.248e-03,2.614e-06
52,Stiffness,268000,1.149e-15,5.200000000000e+01,1.260e-03,2.683e-06
53,Stiffness,263000,2.506e-16,5.300000000000e+01,8.511e-04,2.701e-06
54,Stiffness,258000,4.921e-16,5.400000000000e+01,5.959e-04,2.739e-06
55,Stiffness,252500,8.458e-16,5.500000000000e+01,1.040e-03,2.833e-06
56,Stiffness,247500,5.935e-16,5.600000000000e+01,7.280e-04,2.909e-06
57,Stiffness,243000,5.834e-16,5.700000000000e+01,1.019e-03,2.962e-06
58,Stiffness,238500,4.588e-16,5.800000000000e+01,1.065e-03,3.027e-06
59,Stiffness,234500,2.256e-16,5.900000000000e+01,1.334e-03,3.052e-06
60,Stiffness,229000,1.110e-15,6.000000000000e+01,9.701e-04,3.261e-06
61,Stiffness,226000,4.367e-16,6.100000000000e+01,8.124e-04,3.217e-06
