mode,phase_feedback_enabled,kappa_feedback_enabled,lambda_per_reference_period,standard_error,median_local_log_factor,discard_periods
FULL,1,1,0.005853006374971328,0.01188220422612262,0.017932163427166362,30
PHASE_ONLY,1,0,0.003660070285030346,0.01188272290554123,0.0034373768528150996,30
KAPPA_ONLY,0,1,-0.043898744259054275,0.011896905193638032,-0.047073769485138514,30
OPEN,0,0,-0.01722098154384417,0.01226069562334993,-0.04100151614647611,30

derived_quantity,value
expected_open_damping,-1.8849555921538759
phase_effect_over_open,0.020881051828874515
kappa_effect_over_open,-0.026677762715210104
full_excess_over_open,0.0230739879188155
kappa_added_to_phase,0.002192936089940982
phase_added_to_kappa,0.0497517506340256
synergy,0.02887069880515109
