period,full_rms_half_separation_x,full_smoothed_amplitude,full_fit_mask,replay_local_log_factor,replay_cumulative_lambda,mean_local_log_factor,mean_cumulative_lambda
16.0,6.091797102990954e-09,6.285598537921303e-09,1,-1.928186513093152,-1.8870455322788462,-1.927433438900215,-1.885961558322126
17.0,6.4110705848231065e-09,6.322225424972092e-09,1,-1.8834675255692332,-1.886835061295928,-1.8835603325585981,-1.885820309747801
18.0,6.417558842762885e-09,6.362985985359804e-09,1,-1.8405570681689887,-1.8842640616777646,-1.839425877227858,-1.8832428412744708
19.0,6.227175952795129e-09,6.402373949913991e-09,1,-1.8454908512479171,-1.8822233663919832,-1.8439163516980892,-1.8811730260336088
20.0,6.6673274434269445e-09,6.440805107932587e-09,1,-1.8852003489703866,-1.8823722155209033,-1.8844198747613172,-1.8813353684699945
21.0,6.288736925761882e-09,6.48308989759082e-09,1,-1.9259358417086023,-1.8844466739107937,-1.9246726130399514,-1.8833990467828496
22.0,6.603226374916094e-09,6.520910001736031e-09,1,-1.9273354314036684,-1.8863961628877426,-1.9264819384789347,-1.8853573600417626
23.0,6.628982791054045e-09,6.5628826327254905e-09,1,-1.8818751879474422,-1.8861995987599034,-1.8815579340088107,-1.8851921676055472
24.0,6.416276473521184e-09,6.603617110178159e-09,1,-1.838969377072303,-1.8842316728562534,-1.838803580916749,-1.8832593098268473
25.0,6.877190598374242e-09,6.643156631655095e-09,1,-1.8463422814950594,-1.8827160972018058,-1.8445444171504968,-1.881710714119793
26.0,6.4924093130252286e-09,6.686737435208114e-09,1,-1.8879487772397432,-1.8829173541263418,-1.8861333383008156,-1.8818808150498325
27.0,6.800923982300773e-09,6.725770326552157e-09,1,-1.9268968875009758,-1.8845462257328096,-1.9252909541642065,-1.8834885979799945
28.0,6.846886808819141e-09,6.768955360279313e-09,1,-1.9266563449366416,-1.886050158561518,-1.925533041219772,-1.8849901852385578
29.0,6.611440930241399e-09,6.811065978320576e-09,1,-1.8792317848530584,-1.8858150422267435,-1.8797737724535233,-1.8848103089356256
30.0,7.0931157670100204e-09,6.8517364180260434e-09,1,-1.8381239610719522,-1.8842253395215838,-1.837650290567088,-1.8832383083233413
31.0,6.702962403231539e-09,6.8968198970064765e-09,1,-1.8477997504797212,-1.8830503205202334,-1.8457067275223928,-1.8820276121684718
32.0,7.0042761808281104e-09,6.93710544936552e-09,1,-1.8896679957235787,-1.8832571228703379,-1.8874468237876159,-1.88219696253157
33.0,7.0723042037213075e-09,6.981555367169638e-09,1,-1.9283326808741805,-1.8846230488704543,-1.9262696062897293,-1.8835324971909082
34.0,6.812868692036621e-09,7.025122098309147e-09,1,-1.9258197767310599,-1.8858347173369427,-1.9247178252045434,-1.88474383036778
35.0,7.315365356030611e-09,7.066997970438495e-09,1,-1.8772772632374424,-1.8855902186483855,-1.8780663033868676,-1.884553043882611
36.0,6.92079605892908e-09,7.113487769678378e-09,1,-1.83838912747344,-1.8842790772268592,-1.8371772637816464,-1.8832370499909175
37.0,7.213655541474849e-09,7.155115560047242e-09,1,-1.8482556416504587,-1.8833054708599293,-1.8469315697429514,-1.8822558207950264
38.0,7.304753199920725e-09,7.20088604515571e-09,1,-1.891976618752056,-1.8835336589623537,-1.8892114556858335,-1.8824388638184688
39.0,7.02100764388094e-09,7.245961225915825e-09,1,-1.928980289804751,-1.8846989571890818,-1.9272155542677334,-1.8835869840863988
40.0,7.544217781572952e-09,7.289073298594637e-09,1,-1.924365461901814,-1.8856906198069001,-1.923878835184418,-1.8845942803638494
41.0,7.146171962729659e-09,7.337059505197292e-09,1,-1.8753128429244315,-1.8854375032975716,-1.8758882325222213,-1.8843819377335655
