period,full_local_log_factor,full_cumulative_lambda,full_rolling_lambda,full_x_rms_projection,phase_only_local_log_factor,phase_only_cumulative_lambda,phase_only_rolling_lambda,phase_only_x_rms_projection,kappa_only_local_log_factor,kappa_only_cumulative_lambda,kappa_only_rolling_lambda,kappa_only_x_rms_projection,open_local_log_factor,open_cumulative_lambda,open_rolling_lambda,open_x_rms_projection
28.0,0.19773229238844112,-0.05609189077399652,nan,0.010041785960321133,0.17855963981440276,-0.06125315785852152,nan,0.009800750087041335,0.1548383400673327,-0.19982828585799087,nan,0.010005572811849765,-1.9272006955906613,-1.886419446934369,nan,0.08835081639562346
29.0,-0.1705988490464926,-0.06004040657649639,nan,0.00795182194992667,-0.18943657669100475,-0.0656732757492968,nan,0.007992698219141331,-0.20299185717882062,-0.19993737452422636,nan,0.007799501617877832,-1.880687104944113,-1.8862217799691878,nan,0.09722731289468557
30.0,0.10922138191364882,-0.05439834696015822,nan,0.010128715590543784,0.14386848948817815,-0.05868855024138097,nan,0.010279931704215739,0.031141326969166053,-0.19223475114111327,nan,0.009783028602995944,-1.8392034111407423,-1.8846545010082396,nan,0.10007478640286166
31.0,0.028675831517706075,-0.05171853475119485,nan,0.008572399956210253,-0.017240296225508638,-0.05735150978925606,nan,0.008346550678565285,0.0008502275473411318,-0.18600620344148572,nan,0.008539244391934066,-1.84705842821433,-1.8834417244665007,nan,0.09408038747358603
32.0,-0.13670127045721334,-0.05437424524200793,nan,0.008710976408776142,-0.1004919752124182,-0.05869964933372988,nan,0.008964984257566595,-0.19991657558786005,-0.1864409025710599,nan,0.008442473902185508,-1.8894029902886555,-1.8836280140234432,nan,0.08600937704607675
33.0,0.20000856151265667,-0.046665675340351424,nan,0.010083920423952942,0.1801278877622378,-0.05146245123991267,nan,0.009820456990595338,0.152751979707016,-0.1761623303808152,nan,0.00994169712327036,-1.9279978194424054,-1.8849725535815935,nan,0.08323054155442508
34.0,-0.16645372336405453,-0.05018885322340152,nan,0.00794807703697367,-0.18853289398642414,-0.05549393485010418,nan,0.007987628419025991,-0.21219648632619106,-0.17722215849685566,nan,0.0077979403722309125,-1.9262061091714668,-1.8861853052165898,nan,0.08865480767513806
35.0,0.10120799806931872,-0.04586322890075237,nan,0.010090682157779675,0.141318233803678,-0.04987073003142469,nan,0.010270089499518673,0.046964980097070515,-0.17081681167988635,nan,0.009859554582761353,-1.8787152517763837,-1.8859718751182981,nan,0.09748371479463133
36.0,0.03673307655932805,-0.043568887082416796,nan,0.008618747999708076,-0.014106994755406109,-0.04887729294042417,nan,0.008361282225443412,-0.014296628907672622,-0.16646902882510262,nan,0.008450603511765584,-1.8385738234586528,-1.884655262572197,nan,0.09999151220830718
37.0,-0.1429647236342026,-0.046255261043275875,nan,0.00866546297873368,-0.10352454412709286,-0.05035424567519901,nan,0.008945556332893475,-0.18853203486957978,-0.16706532628576418,nan,0.008524406335995665,-1.848177211135053,-1.883669369290112,nan,0.09377880047127356
38.0,0.2019179481338018,-0.0397243871175633,nan,0.01012389810049389,0.1816489400311002,-0.04424889868292797,nan,0.009839963200712861,0.14931042690531607,-0.15873964857020942,nan,0.00986951704016932,-1.8910718345568667,-1.8838641710076582,nan,0.08578639940216182
39.0,-0.1620050244786182,-0.04285978807553907,nan,0.007946130360661673,-0.18757524199146078,-0.047923933126736505,nan,0.007982816348312485,-0.22035188859292013,-0.16031944959643277,nan,0.007802667574555241,-1.9288054274717312,-1.8850165109169934,nan,0.08328532035595015
