period,full_local_log_factor,full_cumulative_lambda,full_rolling_lambda,full_x_rms_projection,phase_only_local_log_factor,phase_only_cumulative_lambda,phase_only_rolling_lambda,phase_only_x_rms_projection,kappa_only_local_log_factor,kappa_only_cumulative_lambda,kappa_only_rolling_lambda,kappa_only_x_rms_projection,open_local_log_factor,open_cumulative_lambda,open_rolling_lambda,open_x_rms_projection
40.0,0.09298855517685684,-0.03946357949422917,-0.03946357949422917,0.0100507481546781,0.13872329033471742,-0.04325775254020016,-0.04325775254020016,0.01025985880887193,0.062088977175828626,-0.15475923892712623,-0.15475923892712623,0.009929770414582742,-1.9251455351599374,-1.886019736523067,-1.886019736523067,0.0889638363663682
41.0,0.04474582847857539,-0.037409691494892476,-0.011531994969350695,0.008666394983398723,-0.010969886716602586,-0.04247024361767339,-0.0032182964851593387,0.008376252436515467,-0.029599508777102407,-0.1517065625820037,-0.12713176607798046,0.00836649033748023,-1.8767544229124031,-1.8857937532642703,-1.8868842722601211,0.09773117494858335
42.0,-0.1489062203697939,-0.040064370753818704,0.004904308805787355,0.008620982990703605,-0.10652240442267591,-0.04399529506541154,0.0030145719343761756,0.008926227727726877,-0.1760382992659392,-0.15228588964590695,-0.081081569056488,0.008609793852002298,-1.8380147324015388,-1.8846561575294434,-1.885809057595355,0.09989608576778664
43.0,0.20345295009854644,-0.034401177245624165,0.006151791477075041,0.01016158421682353,0.18312217648565707,-0.0387134934014332,0.003348275354580288,0.00985925978504477,0.14456224855734587,-0.1453824445714127,-0.04495056882274626,0.009789900565097577,-1.8493393907991893,-1.8838348373729257,-1.8839628325299274,0.09347508784527359
44.0,-0.15726402256142055,-0.03719351463916499,0.006892288393652612,0.007945991842703682,-0.1865641150934559,-0.04207373480352462,0.0035260008330631754,0.007978262935310855,-0.22738334980098157,-0.14724610150844833,-0.04565499810408451,0.0078136129921351,-1.8927341399548132,-1.8840370942497868,-1.8830186940598914,0.08557078237153061
45.0,0.0845808873526132,-0.03448741681712548,0.005372349098993851,0.010009046357332567,0.13608448280900118,-0.03811466330102405,0.0030398548584009534,0.010249245838920867,0.07639684074450381,-0.14227625834727162,-0.042285094685149384,0.009992820826198229,-1.9295580635818481,-1.8850486713460548,-1.8840422713965932,0.08335127829448434
46.0,0.0527022237023026,-0.03259198984931182,0.006987677340026715,0.008715275325356426,-0.007829657781288453,-0.03745629361581241,0.003665867333417716,0.008391459050141657,-0.044977656999533384,-0.14016107136145123,-0.04519543592284314,0.008287293730588998,-1.9240201926815497,-1.885895878331609,-1.8860823368787578,0.0892774691001617
47.0,-0.15451353132198184,-0.03518606519979416,0.005650971984823794,0.00857758737279967,-0.10948458609710363,-0.03898881047711648,0.003049976004907229,0.008907002543113897,-0.16252952904080506,-0.14063699599292684,-0.04331697214340933,0.008698264368332985,-1.8748080642034828,-1.8856599673927128,-1.8868762819785618,0.09796927720512878
48.0,0.20460679658423067,-0.030190380579293644,0.006137862766816887,0.010196850520482477,0.18454698646873635,-0.03433181470741121,0.0033679724527559017,0.009878337844458138,0.13856462707663475,-0.13482029551231098,-0.043578632458977015,0.009703784186054875,-1.8375263693337327,-1.8846571840998172,-1.885746990835882,0.09978872511501838
49.0,-0.15224226494322138,-0.03268123536223094,0.006930071919603442,0.007947670285381018,-0.1855000206941041,-0.03741688013571106,0.003543026149656464,0.00797396909290534,-0.23322107201037148,-0.13682847462451628,-0.04547702255418422,0.007830693193016144,-1.8505432816176484,-1.8839609820083445,-1.8839043754075675,0.09316964698008753
50.0,0.0760032507564579,-0.030507545639857168,0.005358274790704692,0.009965710871090024,0.1334026519826645,-0.03400048949334355,0.003037922836618456,0.010238256947443446,0.08977876769459976,-0.13229632977813396,-0.04231628105489353,0.010047889109684557,-1.8943881168492562,-1.8841695247051626,-1.8830196173260567,0.08536277966362589
51.0,0.060590353743190044,-0.028721312318620948,0.00696707986076176,0.008765318564792561,-0.004686994889355841,-0.03342571508934379,0.0036637901387447935,0.008406899707489592,-0.060350527669432844,-0.13088562777600257,-0.04528117005567265,0.008213347168669942,-1.9302542833858458,-1.8850731474243918,-1.8841101257056123,0.08342838744429201
52.0,-0.15977530641148968,-0.0312415814357915,0.0056902188121515426,0.008535324410381982,-0.11241013034126193,-0.03494464615188068,0.003054398399412539,0.008887884803214851,-0.1481087645031476,-0.1312168419438323,-0.04316260487521677,0.008789407360190122,-1.9228314418160464,-1.885799268470385,-1.8861431390413592,0.08959526049453777
53.0,0.20537350008072053,-0.026777145935479953,0.006104880142541863,0.010229576184008084,0.1859227686985285,-0.030777336437722014,0.0033630164429188205,0.009897188497653307,0.13138205986075152,-0.12626214568336844,-0.04369393315671484,0.009612150731515768,-1.8728795812584207,-1.8855555007871405,-1.8868656531562764,0.09819762252065911
54.0,-0.146951532312218,-0.029002597535049173,0.006958723891821295,0.007951173308248434,-0.18438348027652818,-0.03362189465695917,0.003548906444151523,0.007969935704858787,-0.2378014390620746,-0.1283276881533445,-0.04539198092198251,0.00785381214397827,-1.8371088413500176,-1.8846583404271937,-1.8856839961989316,0.09966966619288326
55.0,0.06727427402272221,-0.027252108961271514,0.005344226303365512,0.009920876397946227,0.13067865406955503,-0.030634611952840726,0.0030347941690785363,0.010226898634623683,0.10213281150756016,-0.12413749725041896,-0.04235649105669359,0.010094217011316738,-1.8517871812445355,-1.8840606829875088,-1.8838471708961961,0.09286287247403774
56.0,0.06839826105581556,-0.025544066639537816,0.006945300312149988,0.008816449252308475,-0.0015425833702241369,-0.030115111442436858,0.003661491809707057,0.008422571975749985,-0.07563755937188875,-0.12327142693115949,-0.045360931486473334,0.008144932806454007,-1.896031975619952,-1.8842744560702311,-1.8830232770120972,0.08516263818442887
57.0,-0.16468111592438056,-0.02798506750418418,0.00573111675959106,0.008494239881430454,-0.11529809151180742,-0.03160954968926792,0.0030589373456769487,0.008868878454278598,-0.13288674819013507,-0.12344011677780818,-0.04301735266064244,0.008882770698000208,-1.9308926864590543,-1.8850923197612632,-1.8841793452595752,0.08351660586138757
58.0,0.20574790405686497,-0.02395518868416609,0.006072003146091331,0.010259648694881223,0.18724893120946695,-0.027836127604806974,0.003358058646583445,0.009915802894330684,0.1230850556546168,-0.11918968277035258,-0.0438102678567619,0.009516007873951998,-1.9215807836503314,-1.8857214312076263,-1.8862020521040237,0.08991675373203788
59.0,-0.14140379515944979,-0.0259458430312048,0.006985282806538801,0.007956507307102706,-0.1832150273870754,-0.03046966827908271,0.0035546861604435374,0.007966163635921047,-0.24106832004730233,-0.12125542238521614,-0.04529319115308794,0.007882861528780401,-1.8709723301581873,-1.8854714464440765,-1.8868524179156219,0.09841582999291759
60.0,0.05841291474939411,-0.024539863734861483,0.0053315798637976804,0.009874677566676638,0.12791336168564021,-0.027829951113003994,0.0030317270492311033,0.010215177533753854,0.11336606077141226,-0.11734506433260568,-0.042406224653446366,0.010131125152415963,-1.8367621348620988,-1.8846596245843767,-1.885620150203522,0.09953916195889473
61.0,0.07611393181295349,-0.022889801512766154,0.006922549403377604,0.008868586798950383,0.0016028906271516592,-0.027347445510706357,0.0036591176002947756,0.008438473322501914,-0.0907579561909338,-0.11690921010077499,-0.04543393960151456,0.008082285593435132,-1.8530693726333198,-1.8841417516015724,-1.8837912929233789,0.09255515582532385
62.0,-0.16922148868852302,-0.02524999001560094,0.005773551250972031,0.008454377185391769,-0.11814753837165295,-0.02881196313749582,0.0030635956139130004,0.008849987362123493,-0.11698074381069243,-0.11691036387028977,-0.04288264358202516,0.00897785774421375,-1.8976639266796569,-1.884359851199606,-1.8830296856938105,0.08497059788087646
63.0,0.2057257316752171,-0.02158370871892129,0.006039261526761558,0.010286964725514146,0.188524893480721,-0.02536217176260349,0.0033530973273949937,0.009934172239006998,0.1137488818463979,-0.11324910600177092,-0.04392719161590177,0.00941636810524344,-1.9314719202004746,-1.8851076618186675,-1.8842498210543084,0.08361587733401281
64.0,-0.1356111749190417,-0.02336538787829817,0.007009718595581404,0.007963677389016946,-0.1819952087586531,-0.027809562965666765,0.003560362355499036,0.007962653727882723,-0.24297436696881053,-0.11527606320438091,-0.04518113950600531,0.00791772073568717,-1.9202698597040933,-1.8856570711606273,-1.886258989134958,0.09024148119385762
65.0,0.049438409222081696,-0.022245329461369253,0.005320395283505502,0.00982724830115985,0.1251076617742323,-0.025456990277360623,0.003028722645472481,0.010203100410739442,0.12339576391564268,-0.11160418894099593,-0.04246474556969475,0.010158033048981118,-1.8690896084215298,-1.8854021871184874,-1.8868366116291988,0.09862353783786487
66.0,0.08372529557433168,-0.020639713930525296,0.006898879623069959,0.008921645418201025,0.00474874284587858,-0.024999327654281242,0.003656668826799758,0.008454601143346136,-0.10563048651284157,-0.1115136782981451,-0.0454995051375072,0.008025597435109841,-1.8364861194133437,-1.8846610345775003,-1.8855555296965938,0.09939748146651183
67.0,-0.1733879404006505,-0.022919538206198808,0.005817404356125588,0.008415777483861792,-0.12095755196811428,-0.026431539957472782,0.0030683720675582227,0.008831215318657791,-0.10051337594807012,-0.11134949468097981,-0.042759644988364265,0.009074124913252846,-1.8543881259250397,-1.8842092001200008,-1.8837368147367097,0.09224688514540502
68.0,0.20530362544007286,-0.019563315211400693,0.006006687682416384,0.01031143087875312,0.18975008468135834,-0.023252398418666442,0.003348133189232111,0.009952287769025138,0.10345239424070726,-0.10819064337330793,-0.04404429363402988,0.009314230736559499,-1.8992821806478772,-1.8844308615983518,-1.8830388518631402,0.08478689157414969
69.0,-0.1295859084452138,-0.02115784554812262,0.007032011197448357,0.007972687300419662,-0.18072458292238117,-0.025534603991184048,0.003565933033447699,0.007959406797038205,-0.24348225039556481,-0.11015139130116673,-0.0450565534644485,0.007958256530658982,-1.931990683724494,-1.885120134382789,-1.88432144133265,0.08372613115237817
70.0,0.04037023268662699,-0.02027887300191191,0.005310732466772816,0.009778721255615953,0.1222624566705834,-0.023423217410301653,0.0030257822130078326,0.010190674148146592,0.13215036965244237,-0.10668993757325802,-0.042531327397366606,0.01017447773547915,-1.9189004507973304,-1.8856027103315682,-1.886313867324065,0.0905689651339523
71.0,0.0912202187760151,-0.018708463258560827,0.0068743421482305445,0.008975533998770954,0.007894287421714516,-0.022982125792949313,0.003654146804188413,0.008470952728098948,-0.12017333319405324,-0.1068798445538326,-0.04555691641590145,0.007975021157606406,-1.867234646334346,-1.8853440052048467,-1.8868182727770648,0.09882040430556929
72.0,-0.17717300348207138,-0.02090935965055403,0.005862548822609092,0.00837847982455006,-0.12372722792243246,-0.024381363322525468,0.0030732654864380595,0.008812566041720942,-0.08361151904404457,-0.10655667336619666,-0.042649290002306064,0.009170979885808946,-1.8362805517116627,-1.8846625683507747,-1.88549021181264,0.09924490893364567
73.0,0.20447918695952297,-0.017821845313429684,0.005974314458780749,0.010332964425937636,0.19092394574373958,-0.02143197552709718,0.0033431669359756,0.009970140783544077,0.09227698923716281,-0.10383292456341092,-0.04416116476405241,0.009210566452048638,-1.8557417001796408,-1.8842663920744578,-1.8836838088310706,0.09193844489936435
74.0,-0.12334031553172524,-0.019247770586649893,0.007052149654588985,0.007983539357238147,-0.17940372069810445,-0.0235667288402189,0.003571396268183591,0.007956423636473317,-0.2425657786746662,-0.10570769286221167,-0.044920397072764275,0.008004322418675637,-1.9008849485152315,-1.8844909671614951,-1.8830507798146647,0.08461174478301774
75.0,0.031228052636802613,-0.018574759610337197,0.005302651018776078,0.009729227304491972,0.11937866262969277,-0.021660790287286746,0.0030229069888339623,0.010177905747404325,0.13957042071775785,-0.10243731801447874,-0.04260526105724709,0.010180129948795327,-1.9324477318597018,-1.8851303906908046,-1.8843940918167477,0.08384728188850904
76.0,0.09858650962895914,-0.01703316396245172,0.006848986845516852,0.00903015609391436,0.011038839817146099,-0.021230531996438942,0.0036515528531477657,0.008487525288463235,-0.13430399964522635,-0.10285661645698858,-0.04560544532568593,0.007930674360824631,-1.9174744755136928,-1.8855559707542637,-1.8863666081181236,0.09089871839753405
77.0,-0.180570247234672,-0.01915702218676627,0.00590884875550512,0.008342521262754449,-0.1264556749716533,-0.02259709229481835,0.0030782745820337578,0.008794043177166361,-0.06640523579110078,-0.10238322190288614,-0.04255227534872397,0.009267780736555948,-1.8654105985499958,-1.8852943425438187,-1.8867974428034973,0.09900610854271542
78.0,0.20325100908001273,-0.016305637170525508,0.0059421752791603945,0.010351493914304975,0.1920459287321698,-0.019845258691908244,0.0033381992995605014,0.009987722634596208,0.08030569431040087,-0.10004105631040809,-0.04427739366359684,0.009106304551771301,-1.8361450797996663,-1.8846642237906888,-1.8854242739345675,0.09908174279766396
79.0,-0.11688676949991923,-0.017578816060771,0.00707013165362787,0.007996234355476502,-0.17803320354348318,-0.021847637740662357,0.0035767502607599367,0.007953705010714079,-0.2402108475041593,-0.10181535746475937,-0.04477386763637781,0.008055757670737254,-1.8571283449550804,-1.8843156683623898,-1.8836323468716512,0.09163021566763092
80.0,0.02203169022077171,-0.017083684732251712,0.005296210029725745,0.009678895078214338,0.11645721059549718,-0.020118827136460366,0.0030200982672794253,0.01016480230699587,0.1456092669186684,-0.09872254965996652,-0.04268586039280679,0.010174806878437468,-1.9024704418487628,-1.8845426030309693,-1.8830654695388713,0.08444537553625237
81.0,0.10581191702270666,-0.01556645508095593,0.006822862243329031,0.009085409849232952,0.014181714208792752,-0.01969536366306218,0.0036488882904143092,0.00850431592746611,-0.1479393083295003,-0.09933016396452865,-0.04564435538161673,0.00789264295747741,-1.932841879452027,-1.885138890394192,-1.8844676559523617,0.08397922919112494
82.0,-0.1835743027030023,-0.017615331271468693,0.005956160184998821,0.008307936961820674,-0.12914202115669096,-0.021030078998350334,0.003083397872063931,0.008775650293118054,-0.049026773155687764,-0.09871670797905499,-0.04246906722886046,0.009363836233415426,-1.9159939878738024,-1.8855151720707726,-1.8864171373391685,0.09123024519667268
83.0,0.20161870490184788,-0.014973957341669697,0.005910304055081356,0.010366959762580627,0.19311549914070278,-0.01845001179185572,0.003333230938440074,0.010005024782137292,0.06762241050138164,-0.09671262221423045,-0.044392563180259546,0.009002323007693854,-1.8636205361424634,-1.8852513812764558,-1.8867741659727504,0.09918035137515417
84.0,-0.11023766744947043,-0.016108049128667326,0.007085962932880108,0.008010771525137298,-0.17661362018276858,-0.02033291189174754,0.0035819933112072543,0.007951251681941001,-0.2364161703387136,-0.09837575969190288,-0.04461838369370286,0.008112386077443705,-1.836079247388308,-1.8846659987301682,-1.885357793658588,0.09890829476500926
85.0,0.012801075440146848,-0.015767941780798923,0.005291467635068448,0.009627850568243465,0.11349904393961975,-0.018758418293731455,0.0030173573394727204,0.010151371013442765,0.15023354535287461,-0.09545094433843491,-0.04277246607849361,0.010158480675030973,-1.858546301726374,-1.8843587081771822,-1.8835824996122006,0.09132257393242363
86.0,0.11288413798187939,-0.014271987364953826,0.0067960154920578665,0.009141188047631801,0.017322224775658538,-0.018338875932459475,0.0036461544033963957,0.008521321656498815,-0.16099549881991926,-0.09621309032077774,-0.04567291212400324,0.007860984505066239,-1.9040368731867419,-1.8845875240493866,-1.8830829166248306,0.08428799417362696
87.0,-0.18618086326097355,-0.016247951455712673,0.0060043321935830726,0.008274760318510162,-0.13178540661568366,-0.019642859043760903,0.0030886338904318965,0.008757390888418924,-0.03160958738405433,-0.09547052132150505,-0.04239991358258446,0.00945840764594225,-1.933172005505666,-1.8851459663649761,-1.8845420151573855,0.08412185760392833
88.0,0.19958292954322474,-0.013795327807997476,0.005878735517557926,0.010379314607899556,0.19413213443765887,-0.017213597754199315,0.0033282625896549622,0.010022038737282059,0.05431131589883445,-0.09376845498945574,-0.04450624636202947,0.008899441110037133,-1.9144611746391762,-1.8854790937317283,-1.8864653852900215,0.09156304191588799
89.0,-0.10340541715374103,-0.014802182744466505,0.0070996567122949324,0.008027148366325924,-0.17514557341352757,-0.018988114334641204,0.0035871237716693706,0.007949064367279652,-0.23119377220348264,-0.0953125596772538,-0.04445556386685725,0.008174014264341885,-1.8618674390662209,-1.8852137942411047,-1.886748489226236,0.09934285602764442
90.0,0.003556207225518011,-0.0145982006336889,0.005288480624021435,0.009576216794229882,0.11050511957999357,-0.017549300624478598,0.003014685461602595,0.010137619157424938,0.15342340680323815,-0.09254882671635944,-0.042864447889141274,0.01013128211661561,-1.8360824982892097,-1.8846678909527503,-1.885290848762235,0.09872488886221518
91.0,0.11979082612292397,-0.01312139814185799,0.006768492433514783,0.009197378155649851,0.02045968622146983,-0.017131619450347295,0.0036433524893732363,0.008538539395717675,-0.17338845015147233,-0.0934371742266354,-0.045690395951192266,0.007835731208597915,-1.859993805181959,-1.8843967471530716,-1.8835343368071382,0.09101589188332763
92.0,-0.18838669686548268,-0.015026455736679996,0.006053207672164962,0.008243023058072306,-0.1343849896986301,-0.018406112605219935,0.003093981005439028,0.008739268391170552,-0.014287406273432567,-0.09257685066192668,-0.04234486199544938,0.00955071229770802,-1.9055824563351857,-1.8846270266007032,-1.883103112170117,0.0841398031378304
93.0,0.19714539594398017,-0.012745037976672898,0.005847505068746451,0.01038852369173733,0.19509532569661936,-0.01611039821487758,0.003323294930391296,0.010038756120395075,0.04045641724512265,-0.09114638541561432,-0.04461800306084009,0.008798414653180377,-1.9334370576665503,-1.885151865644422,-1.88461704908032,0.08427503639223134
94.0,-0.09640240923709273,-0.013635010011358216,0.007111233145624579,0.008045360609738305,-0.17362967204776436,-0.01778613517054659,0.0035921401361103944,0.007947143775262183,-0.2245691929414791,-0.0925657769850384,-0.04428719690782519,0.00824042981888813,-1.9128783519591261,-1.8854468282647912,-1.886511286845548,0.09189659797682875
95.0,-0.005682886042334011,-0.013551303443263222,0.0052873041439981784,0.009524113497690792,0.10747640685152582,-0.016467582096630035,0.0030120839556596612,0.01012355409711541,0.1551724662453162,-0.08995800600366625,-0.04296120553938128,0.01009349909988921,-1.860154189040118,-1.8851805899571632,-1.8867204620404376,0.09949336876624258
96.0,0.1265195997355766,-0.012092231535150308,0.006740337610992203,0.009253862386787779,0.023593411995847507,-0.016050280074833397,0.003640483839811448,0.008555965958647119,-0.18503404244176688,-0.0909483813832298,-0.04569611761612824,0.007816892608359214,-1.836154180906674,-1.8846698981962204,-1.8852235171726057,0.09853186048708087
97.0,-0.1901896418917752,-0.01392828731202273,0.006102624461807338,0.008212755327424085,-0.13693994500915108,-0.017296565280341826,0.0030994375023778555,0.008721286156780798,0.0028067089515629363,-0.0899818340601907,-0.04230378118758578,0.009639929166261989,-1.861469084356021,-1.8844307145483834,-1.88348792712003,0.090710537240729
98.0,0.1943088857348724,-0.01180341819929931,0.005816649003757524,0.010394565036590682,0.19600457790294373,-0.01512002300296136,0.0033183286697147764,0.010055168646791662,0.026141251593333595,-0.08879690461474657,-0.04472737628911785,0.00869993325233077,-1.9071054069119382,-1.8846620889602566,-1.8831260427015704,0.08400099675361851
99.0,-0.08924100894045263,-0.012585616085573586,0.00712071865923245,0.008065402068648371,-0.17206653582573161,-0.016705341314302475,0.0035970409587483708,0.00794549058589983,-0.2165814261682853,-0.09008765735771161,-0.04411520394214243,0.008311399010433025,-1.9336360566892914,-1.8851567755029741,-1.8846926358648481,0.08443861939908334
100.0,-0.014896188433829888,-0.01260872180905615,0.005287991079651849,0.009471656918910786,0.10441388749030563,-0.015494149026256393,0.003009554103865003,0.010109183273668535,0.15548747235561802,-0.08763190606057832,-0.04306216865253727,0.010045570024635516,-1.911247961349737,-1.8854176873614419,-1.8865547815270394,0.09223039674248605
101.0,0.133058058162746,-0.011166476462800681,0.006711594238396662,0.009310517862230106,0.026722714972859874,-0.015076160273789895,0.0036375497125077094,0.00857359806111964,-0.19584866489070799,-0.08870335911830236,-0.04568943637003162,0.007804457988735531,-1.8584835629905978,-1.8851510128627205,-1.8866901362859712,0.09963165945356912
102.0,-0.191588598945108,-0.012935320800862519,0.006152416481982037,0.008183985793829401,-0.13944946257827365,-0.016295506374814247,0.003105001607342195,0.00870344748026444,0.019541316193901506,-0.08764213681131998,-0.042276384869916785,0.009725206775116771,-1.8362935528219853,-1.8846720181564387,-1.8851558769395294,0.09832955547133165
103.0,0.1910772526115183,-0.010954616204625811,0.005786204505389569,0.010397429533324924,0.19685940952378783,-0.014226041171915196,0.0033133645084188644,0.010071268128131002,0.011448715585203363,-0.08668008970067412,-0.04483388902644665,0.008604619525183932,-1.8629703636516188,-1.8844613224816347,-1.8834433380258075,0.09040687309877504
104.0,-0.08193354146700864,-0.011637105870610261,0.007128145341690395,0.008087264532524108,-0.17045679342164874,-0.01572825994354725,0.0036018248918439745,0.0079441054545524,-0.20728257975630424,-0.0878397290281321,-0.043941594346134004,0.008386664266738057,-1.908603942927642,-1.8846934630628462,-1.8831516901063963,0.08387176099864103
105.0,-0.024063735034868677,-0.011755454719793675,0.0052905917352666365,0.009418959604547361,0.10131855587685917,-0.014613528364305283,0.0030070972444096455,0.010094514199034274,0.154387715332464,-0.08553280098660263,-0.0431667955607135,0.009988072407360807,-1.9337681008379546,-1.8851608405654663,-1.8847686524168072,0.08461244491848015
106.0,0.13939379829426246,-0.010329518370604465,0.006682304303264908,0.009367216780181072,0.029846907173495744,-0.014194090293193953,0.003634551352600074,0.008591432314305059,-0.20574988111936393,-0.0866669243840815,-0.04566978042587655,0.007798398445606433,-1.9095725653442064,-1.8853911398558318,-1.8865958135650789,0.09256391645607566
107.0,-0.19258351811638996,-0.012032826779443583,0.006202414860371419,0.008156741718734735,-0.14191274999334483,-0.015387722626840223,0.0031106714019693118,0.008685755589600453,0.035787574068612604,-0.08552248981910306,-0.042262256675459485,0.009805673494491827,-1.8568582269333735,-1.885124477118239,-1.8866575660902876,0.09975752203626789
108.0,0.18745542053081604,-0.010185713378422659,0.00575620973764,0.0103971209241675,0.1976593540660194,-0.013415064509313745,0.0033084031365858413,0.010087046495797168,-0.0035389861213305424,-0.08476338330338294,-0.04493704118451045,0.008513029819644911,-1.8364997853555416,-1.8846742484908063,-1.885088006207979,0.09811832915476536
109.0,-0.07449228057097175,-0.01077568188477632,0.00713355043449605,0.008110937650932404,-0.16880108047155928,-0.014840624288783886,0.0036064906978563903,0.007942989012324502,-0.1967372934956787,-0.08579066688312877,-0.04376841726201328,0.008465941364980153,-1.8644958637387377,-1.884489125694916,-1.8834006357083346,0.09010525777983532
110.0,-0.033165655269314545,-0.010979227097363032,0.005295153235597511,0.00936613024625104,0.0981914160042266,-0.013813060286120156,0.0030047146811974677,0.010079554434974299,0.15190419610146014,-0.08362980449235978,-0.04327457160078783,0.009921707396916687,-1.9100762853717406,-1.8847217362374322,-1.8831800315726945,0.08375227326386347
111.0,0.14551443595449648,-0.00956937427707601,0.006652508665059542,0.009423826667198706,0.032965301370102784,-0.013391633604532561,0.003631490029907175,0.008609465234299887,-0.214657250022096,-0.0848102319295646,-0.045636669521488905,0.007798668648972781,-1.93383237065477,-1.8851641743853365,-1.8848449746807057,0.08479633558642494
112.0,-0.19317538018305308,-0.011208713615522234,0.006252449247534997,0.008131049025729703,-0.14432903363160055,-0.014560717533345669,0.0031164448871779716,0.008668213639641195,0.051420270348240274,-0.08359388815922707,-0.04226087478668179,0.009880450330995183,-1.9078548422883639,-1.8853667696344707,-1.8866343319451233,0.09289663124071361
113.0,0.18344937397902225,-0.009486075672207682,0.005726703923022475,0.010393655646218102,0.19840396028437313,-0.012676074366817183,0.0033034452506938094,0.010102495808351743,-0.0187402984806543,-0.08301996258685032,-0.04503630697962722,0.00842565612935264,-1.8552807304306291,-1.8851005214999232,-1.8866228077013978,0.09987077493370212
114.0,-0.06692944507937613,-0.00998996487753372,0.007136975684331204,0.008136408798773675,-0.1671000408139639,-0.014030670563721979,0.0036110372477973275,0.007942141866447459,-0.1850219460110862,-0.08391471682741378,-0.0435977111630377,0.008548916409864995,-1.8367719681595491,-1.884676586821499,-1.885019983192506,0.09789854547340766
115.0,-0.04218221269827892,-0.01026989746727933,0.005301719050954168,0.0093132735897373,0.09503348332719054,-0.013082286616844479,0.0030024077652347713,0.010064311600317281,0.14807859913140245,-0.0818973836451632,-0.043385006702696585,0.009847281070256933,-1.8660438023048234,-1.8845145626083106,-1.8833598849536344,0.08980604470499093
116.0,0.15140762885526898,-0.008876125688636672,0.006622247031611917,0.0094802106591683,0.036077208963116406,-0.012658497861844814,0.0036283669938840303,0.008627693230059897,-0.22249329644527632,-0.08310941737619866,-0.045589739122697814,0.007805208299589819,-1.9115206591482712,-1.884747373785379,-1.8832110395444985,0.0836427021026888
117.0,-0.19336616982263635,-0.010452963672687951,0.006302348966912808,0.008106932376437163,-0.146697557327679,-0.013804130848732285,0.0031223199349833864,0.008650824725444718,0.06631890669911127,-0.08183225221316183,-0.042271635560442514,0.009948666136980804,-1.9338281333497997,-1.88516686745687,-1.8849214779144936,0.08499009830923883
118.0,0.17906614469540452,-0.008846869533975303,0.005697727357297599,0.010387062572450296,0.19909279246325456,-0.011999919634223923,0.0032984915282605054,0.010117608253064438,-0.03407419693247651,-0.08142752293112211,-0.045131132841514446,0.008342928905360068,-1.906097580797198,-1.8853442463834829,-1.8866702904394317,0.09322801211595538
119.0,-0.05925719424435309,-0.009270485708012092,0.007138466738686749,0.008163662939638112,-0.16535432556070434,-0.013288612121001069,0.0036154634778299776,0.007941564599459005,-0.17222369244969077,-0.08219051595228656,-0.04343145396515276,0.008635242648931696,-1.8537535016084576,-1.8850787779399953,-1.8865859193557661,0.09997126134817028
120.0,-0.05109384687100776,-0.009619013717703722,0.00531032831139226,0.009260490366857043,0.09184578372129329,-0.012412492155648614,0.003000177805974885,0.01004879335975028,0.142962117641463,-0.08031424400567197,-0.043497632697082886,0.009765683539519414,-1.8371091137929287,-1.8846790307387697,-1.8849518861543708,0.09767057607142528
121.0,0.15706110467719958,-0.008241492078076423,0.00659155800275458,0.0095362278580299,0.03918194075569251,-0.01198609188365406,0.0036251834696473806,0.008646112604794113,-0.2291846128687666,-0.08154457763263971,-0.04552876531056458,0.007817943270482311,-1.8676123947574983,-1.884537984160412,-1.8833211490370076,0.08950958227529995
122.0,-0.19315884409851658,-0.009757208078243967,0.006351944467866721,0.00808441522645186,-0.14901758311272958,-0.01310930082815468,0.0031282944207464136,0.008633591877561516,0.08036883061608611,-0.08021741854863376,-0.04229387521627022,0.010009474946977393,-1.9129352938366968,-1.8847707489938244,-1.8832446816860802,0.08354320697528728
123.0,0.17431379083845364,-0.008260695891929352,0.005669321616281864,0.010377382632389276,0.1997254307974232,-0.011378937156402013,0.003293542712164427,0.010132376152439948,-0.0494600109670017,-0.07996735832439285,-0.04522093575297981,0.0082652205128189,-1.9337547474760983,-1.885168992883924,-1.8849980369694208,0.08519352420033328
124.0,-0.051487626713147334,-0.008609300172745627,0.00713807263468994,0.008192682479824303,-0.1635645932479912,-0.01260624083455999,0.0036197683855338616,0.007941257765567797,-0.15843938474991404,-0.0806001972471793,-0.043271516113259786,0.008724537191063904,-1.9043036736609498,-1.8853233048256743,-1.886703647626237,0.09355752806679632
125.0,-0.05988121718153626,-0.00901947550881595,0.0053210153191478645,0.0092078772611737,0.08862935294302057,-0.011796356084339345,0.0029980261106188843,0.010033007420042383,0.13661418534807696,-0.07886248218641725,-0.043612000113379734,0.009677866968849676,-1.8522788426837868,-1.885058949128539,-1.8865469611501724,0.10005884949157423
126.0,0.16246269205728572,-0.007658505924958001,0.00656047917103302,0.009591733752561277,0.04227880679946404,-0.011367188124944081,0.003621940661214018,0.00866471956159915,-0.23466306858958602,-0.08009899477691859,-0.04545368935762144,0.007836786448102095,-1.8375101622100245,-1.884681577803789,-1.8848837933757543,0.09743479943168491
127.0,-0.19255729829201568,-0.00911440192784822,0.0064010682952569675,0.008063519880837316,-0.15128839188734045,-0.012468929886852715,0.003134366029422597,0.00861651807020001,0.09346240602914163,-0.07873236957372128,-0.04232688952229156,0.010062075037933821,-1.8691998547530633,-1.8845596744726811,-1.8832844896069396,0.08921621376083963
