period,full_local_log_factor,full_cumulative_lambda,full_x_rms_half_separation,full_end_local_norm,phase_only_local_log_factor,phase_only_cumulative_lambda,phase_only_x_rms_half_separation,phase_only_end_local_norm,kappa_only_local_log_factor,kappa_only_cumulative_lambda,kappa_only_x_rms_half_separation,kappa_only_end_local_norm,open_local_log_factor,open_cumulative_lambda,open_x_rms_half_separation,open_end_local_norm
160.0,0.29152534562000665,-0.023907945884616914,9.567899434709555e-07,1.3384675573519828e-06,0.07221724616054728,-0.027564196759392805,8.347215247605446e-07,1.0748888341737947e-06,-0.34963198672083395,-0.09253656451910196,7.046036779345206e-07,7.049474720192431e-07,-0.3686305042259624,-0.22436551155491652,6.973441071345968e-07,6.916809364232002e-07
161.0,-0.30008379160929716,-0.02562332380837269,7.156026445635661e-07,7.407561489321333e-07,-0.2601462044021648,-0.029008805502515615,7.360470380443856e-07,7.709388629086893e-07,0.2816055638329617,-0.09021270036784691,9.659414898616961e-07,1.3252558880301602e-06,0.25657243299982796,-0.22137831935271318,9.552248400720695e-07,1.2924923815109456e-06
162.0,0.22741515846225385,-0.024061357868430555,9.37018793088988e-07,1.2553509293339381e-06,0.32473144513659274,-0.02682522370844705,9.828244702382678e-07,1.3836590077259166e-06,-0.25484421486160513,-0.09122894428447503,7.189884858990271e-07,7.750372278394515e-07,-0.17175174881833744,-0.2210719824975627,7.426361527887681e-07,8.421882214411832e-07
163.0,-0.009904227559637836,-0.023974504308253913,7.996821466900428e-07,9.901446577795085e-07,-0.25253195227439496,-0.028209927564679858,7.246259150334212e-07,7.768313909137729e-07,0.016830294237198375,-0.09056600417084514,8.353228102575462e-07,1.01697272154954e-06,-0.09416815167181056,-0.22029343138820226,7.904859694196402e-07,9.101297095417803e-07
164.0,-0.18410818647622598,-0.024950929199522038,7.613624208091819e-07,8.318458044928846e-07,0.12964790386295877,-0.0272473798120723,8.873074689123272e-07,1.1384274768341942e-06,0.07827473772838678,-0.08953648745194738,8.413118733932619e-07,1.081419724660264e-06,0.16736627944710192,-0.21792965266359673,8.866650647845198e-07,1.1821871968905813e-06
165.0,0.29805199925690645,-0.0229933356937255,9.613858800291926e-07,1.3472318411141461e-06,0.07697239090461588,-0.02661574483803177,8.36896738437023e-07,1.0800122578206082e-06,-0.3382306782722792,-0.0910437249720706,7.082429047313154e-07,7.130307882161661e-07,-0.3672486008165465,-0.2188346159857358,6.981763458811529e-07,6.926374334084788e-07
166.0,-0.29489939924238573,-0.024631324028355984,7.164473685374479e-07,7.446064916760678e-07,-0.26362637674359496,-0.028043519729029135,7.349309432733301e-07,7.682605260412491e-07,0.2825269283871662,-0.08879329934942459,9.654034213245997e-07,1.32647749451668e-06,0.2598253559937204,-0.21595112217863066,9.575627024400653e-07,1.2967036053782443e-06
167.0,0.21581039310798847,-0.023191553267060506,9.309211646744401e-07,1.2408670797450476e-06,0.3256525367692436,-0.025925579270955644,9.836747129246866e-07,1.3849340715955574e-06,-0.2734801074332224,-0.0898992083798665,7.142888211171749e-07,7.607274690280878e-07,-0.1762308042782619,-0.2157132759636584,7.414038784122635e-07,8.384244490546604e-07
168.0,0.002582987263831197,-0.023038133382948058,8.04623145008663e-07,1.0025863260504979e-06,-0.24922655816663156,-0.027254751764382284,7.253794807698787e-07,7.794033731818317e-07,0.04505137237022008,-0.08909593111349692,8.4785755239904e-07,1.0460815982205633e-06,-0.08578018564606246,-0.21493986471176796,7.937590561148904e-07,9.177959537741254e-07
169.0,-0.19643926063416453,-0.024064175556032175,7.572398836429143e-07,8.216512363554933e-07,0.12412874795105232,-0.02635899141103652,8.846606161528696e-07,1.1321616251068271e-06,0.0556045941888907,-0.0882397149874473,8.304579072007919e-07,1.057179586132262e-06,0.16572367167248658,-0.21268741775091438,8.846243638120505e-07,1.180246921002312e-06
170.0,0.304076261753167,-0.022133937689507475,9.657237525951276e-07,1.3553724152263818e-06,0.08171527902266423,-0.025723260408485337,8.390846174840951e-07,1.0851468017842289e-06,-0.32446643072676495,-0.08962928390356094,7.125280727191101e-07,7.229129749064503e-07,-0.36617882428546417,-0.2135903083775882,6.987376722865066e-07,6.933787971553542e-07
171.0,-0.2891769741224443,-0.02369559287332582,7.174485233903763e-07,7.488796613544464e-07,-0.2670158964139906,-0.02713432845530116,7.338432830462087e-07,7.656609001067549e-07,0.2810090960306148,-0.08746180799751312,9.63326644502837e-07,1.3244656512619026e-06,0.2590088216756084,-0.21082657077493794,9.582204408992727e-07,1.295645234540892e-06
172.0,0.20373804102723347,-0.02237330430413652,9.246404626425227e-07,1.2259769557250025e-06,0.3264774471369349,-0.025078446039067226,9.84464912580376e-07,1.386076989407351e-06,-0.29093256236751763,-0.0886447774996643,7.101008944515997e-07,7.475660904062345e-07,-0.17327184466058645,-0.21060822934404053,7.426524328618343e-07,8.40908987153067e-07
173.0,0.015074351907637694,-0.022156843863606036,8.096805469625228e-07,1.0151885430155031e-06,-0.2458645965683289,-0.026354666562357756,7.261552558815538e-07,7.820281070470536e-07,0.07259702942485202,-0.08771274393362664,8.605024196372099e-07,1.0752971364922878e-06,-0.08546937836361392,-0.20988488338461608,7.937775570053855e-07,9.180812557750333e-07
174.0,-0.20831941598539783,-0.023226743703386447,7.533082466328992e-07,8.119476462307113e-07,0.11857034485045087,-0.02552176419791633,8.820113484420419e-07,1.1258860716048422e-06,0.032522042603509896,-0.08702173941329827,8.198342471536367e-07,1.03305666415249e-06,0.17129182370685817,-0.2076942126542053,8.859942054981525e-07,1.1868370456777602e-06
175.0,0.3095755765726437,-0.02132501615895199,9.697809273677497e-07,1.3628465673567448e-06,0.08644490136393036,-0.024881954680420065,8.412847368376963e-07,1.0902912925007184e-06,-0.30844546888886093,-0.08828701786744433,7.174686314242774e-07,7.345880090080843e-07,-0.36574878146959644,-0.20859738161886468,6.988648103874215e-07,6.936770438505738e-07
176.0,-0.2829394630999473,-0.022811461880207648,7.18604769953703e-07,7.535654049933022e-07,-0.27031372395980624,-0.02627645336950749,7.327839295117147e-07,7.631400414628342e-07,0.2771316957232689,-0.08621077517658803,9.59782571845744e-07,1.3193401110457808e-06,0.2529377605436423,-0.2059750228565777,9.568876883044803e-07,1.2878031221753331e-06
177.0,0.19122296279818152,-0.021602227842476635,9.182021916258281e-07,1.2107293695986958e-06,0.3272053754902298,-0.02427938089007394,9.851942359563742e-07,1.3870863214639325e-06,-0.3070545404440744,-0.08745848006510488,7.064306619748415e-07,7.356104792916673e-07,-0.16112887688342353,-0.2057216548002322,7.471457894210254e-07,8.511823663083531e-07
178.0,0.027555415789024335,-0.021326061305221012,8.148503520993279e-07,1.0279385775573005e-06,-0.2424441755831267,-0.025505025804079855,7.269534780601455e-07,7.847075521983298e-07,0.09925114456462446,-0.08640954958965698,8.731262812820519e-07,1.1043436146317345e-06,-0.09454327474680728,-0.20509705715948262,7.899356756196446e-07,9.097883629139923e-07
179.0,-0.21971922844097808,-0.02243440302106323,7.495685268926252e-07,8.027441540526394e-07,0.11297453152575593,-0.02473139699218133,8.793607763345871e-07,1.1196034179957762e-06,0.00913042887164258,-0.08587580669322513,8.094931498908501e-07,1.0091722383877332e-06,0.18584772464996172,-0.20291300809909465,8.914326192839312e-07,1.204238870520773e-06
180.0,0.3145282854039182,-0.020562388085368886,9.735350368315669e-07,1.369613092068395e-06,0.09116056712242587,-0.02408755274710018,8.434967333527912e-07,1.0954448835717769e-06,-0.2903056436604567,-0.08701152800970975,7.230706350217063e-07,7.480349005106323e-07,-0.365436983533471,-0.2038159190737301,6.98545034078099e-07,6.938933646436199e-07
181.0,-0.27620960079997275,-0.021974803625228575,7.199147433573374e-07,7.586538996317912e-07,-0.2735186262922061,-0.02546562497663115,7.317528347148255e-07,7.606981672383227e-07,0.27099508494590535,-0.08503359092155718,9.548685654238612e-07,1.311268625413834e-06,0.23926655482913525,-0.20136794960465348,9.526958446185523e-07,1.2703171006178658e-06
182.0,0.17830538208488866,-0.020874363044403755,9.116348264623654e-07,1.1951902552029844e-06,0.32783539956229263,-0.02352441055608761,9.858617493774438e-07,1.3879604945826224e-06,-0.32168960766671323,-0.08633389870587121,7.032844415912421e-07,7.249231660064093e-07,-0.13789285928502185,-0.20101918537212804,7.560523794589128e-07,8.711920268832271e-07
183.0,0.04001379506714897,-0.02054164086893079,8.201287559633002e-07,1.040825132346984e-06,-0.2389697533074321,-0.024701707511012992,7.277737746409364e-07,7.874386994295378e-07,0.12480060231425162,-0.08518015826313831,8.85584165416757e-07,1.1329225284139835e-06,-0.1139281030113323,-0.2005432778182439,7.819276114204558e-07,8.923221088496184e-07
184.0,-0.23061179276683463,-0.021683326477071573,7.460207237262556e-07,7.940476612559369e-07,0.10734334840025399,-0.023984071337582194,8.767102899355676e-07,1.1133164442846767e-06,-0.014474307130689229,-0.08479588733307064,7.994768947942006e-07,9.856299420693425e-07,0.21109613270999256,-0.19830610710885133,9.015780888122385e-07,1.2350310762403277e-06
185.0,0.3189138818618781,-0.01984226048605022,9.769647093920845e-07,1.3756328528661644e-06,0.09586138279815434,-0.02333625807198362,8.457201749525333e-07,1.1006064904286272e-06,-0.2701851203598584,-0.0857979912953776,7.293433881481136e-07,7.632381903304442e-07,-0.3635405671770436,-0.1991992663524632,6.979705519576243e-07,6.952105239163888e-07
186.0,-0.26900805891053897,-0.021181861552848548,7.213778699072954e-07,7.641370975116408e-07,-0.2766295328225612,-0.024698049871717906,7.307499277093274e-07,7.583353834475276e-07,0.2627138707180177,-0.08392427160713355,9.487024130487823e-07,1.3004545675821892e-06,0.21458213359628922,-0.19697463516994304,9.441996113372602e-07,1.23934390856783e-06
187.0,0.16500512148992375,-0.0201862092371118,9.049614099253823e-07,1.1793991589780113e-06,0.32836682744652534,-0.022810002399427834,9.864666976959074e-07,1.3886982915172252e-06,-0.33469026219922865,-0.0852652662092303,7.006686246057e-07,7.155596879163691e-07,-0.10231875758756753,-0.19646845400640092,7.708863556666219e-07,9.027417500203041e-07
188.0,0.05243569510028306,-0.019799922511912888,8.25511127468308e-07,1.0538347931599855e-06,-0.23544159664198946,-0.023941021517739334,7.286162307371384e-07,7.902218132693894e-07,0.1490375678857248,-0.08401897453851247,8.977186392109337e-07,1.1607165940595348e-06,-0.1434722742067336,-0.19618655943299845,7.701177205982911e-07,8.663448199525015e-07
189.0,-0.24097149404609755,-0.020970142467120215,7.426644693103753e-07,7.858640278735942e-07,0.10167861631082221,-0.023276367349334245,8.740610412963886e-07,1.1070276339268577e-06,-0.03819796823562405,-0.08377653535172469,7.898214774857352e-07,9.625223731736414e-07,0.24812541121551607,-0.19383570244544016,9.168723327205164e-07,1.2816206517208394e-06
190.0,0.32271175923678275,-0.019161290352889146,9.800487712740848e-07,1.3808672713022012e-06,0.10054650769593426,-0.022624668006990725,8.479545601752318e-07,1.1057750675599387e-06,-0.24827134644088136,-0.08464229751535184,7.362855060679044e-07,7.801482241115199e-07,-0.35744573390643314,-0.19469680787418223,6.974908089319156e-07,6.99460654910904e-07
191.0,-0.2613591801883011,-0.02042934213213214,7.229928259022194e-07,7.700042996512765e-07,-0.27964547188854305,-0.023970326666056443,7.29775141226342e-07,7.560517355419212e-07,0.25243178919267334,-0.08287751172106898,9.414211926139133e-07,1.2871516955053375e-06,0.17583182724130264,-0.19275686737619538,9.299896989374386e-07,1.19223753991533e-06
192.0,0.15135605533893773,-0.019534626520303654,8.982075023638049e-07,1.1634108229806965e-06,0.3287987261758894,-0.02213298784917131,9.870083156807225e-07,1.3892981980849182e-06,-0.3459029126606902,-0.08424743568429617,6.985905478402598e-07,7.075811809467081e-07,-0.05569837758206292,-0.19204302107518426,7.928808245196815e-07,9.458243747068116e-07
193.0,0.06480542951721459,-0.01909763141130097,8.30991720460659e-07,1.066951406937445e-06,-0.23186089800757745,-0.023219660958800358,7.294807832071292e-07,7.9305643136497e-07,0.17175966507011484,-0.08292097402235621,9.093621090231641e-07,1.1873924270442314e-06,-0.18063519723522495,-0.19198391317964045,7.560293381109954e-07,8.347398185530249e-07
194.0,-0.25077297045957325,-0.02029183418990031,7.394995091162256e-07,7.781990256732847e-07,0.09598222821420105,-0.022605218231104476,8.714141528419297e-07,1.1007395017146071e-06,-0.0619438993357554,-0.08281284477139436,7.805561498816339e-07,9.399356163253571e-07,0.29608411680061497,-0.18946809859211336,9.370332171359143e-07,1.3445832541181366e-06
195.0,0.32589912237238033,-0.018516495951119382,9.827666082701187e-07,1.3852756185074515e-06,0.10521488576993603,-0.02194973051827863,8.50199416761499e-07,1.1109493119073634e-06,-0.2247473225826792,-0.0835407138883753,7.438964240237175e-07,7.987180112691521e-07,-0.3451654533585602,-0.1902665465652746,6.97388388385376e-07,7.081031857255918e-07
196.0,-0.2532852615130291,-0.01971429577541484,7.247585124733713e-07,7.762464170109223e-07,-0.2825652229343098,-0.02327940139795226,7.288284495601655e-07,7.538474722124349e-07,0.24028454231379687,-0.08188854421387443,9.331679390043721e-07,1.2716109259651195e-06,0.12346475222182475,-0.18866587667350368,9.101196414178933e-07,1.1314101241472857e-06
197.0,0.13739119065646987,-0.018916805996572788,8.913976314401541e-07,1.147276864738897e-06,0.3291305367779277,-0.021490518463049314,9.874858790923484e-07,1.3897592584445632e-06,-0.3551795820186191,-0.08327580836516753,6.970573923972159e-07,7.010475363725804e-07,-0.003876210709602173,-0.18772785806454986,8.214827043184832e-07,9.961312920988419e-07
198.0,0.07711244132835404,-0.018431809797962048,8.365652171511012e-07,1.0801635245871985e-06,-0.22822899543117808,-0.02253465218511057,7.30367359508457e-07,7.959419718904474e-07,0.19277354889300946,-0.08188161969214644,9.203407958574409e-07,1.2126081659651205e-06,-0.21933848732901964,-0.1878875077072997,7.424641079994742e-07,8.03049849946276e-07
199.0,-0.25999275031578706,-0.01964568387091594,7.365251893784492e-07,7.710571757051089e-07,0.09025590210952719,-0.02196786548011239,8.687707246678457e-07,1.0944543210432398e-06,-0.08561506791407832,-0.08190038073848781,7.717071102386661e-07,9.179475106724582e-07,0.35025142246926944,-0.1851832919777692,9.600828616104682e-07,1.4194243789175049e-06
200.0,0.3284699464693107,-0.01790510571921481,9.8510295111975e-07,1.3888415001116285e-06,0.10986587017670599,-0.021308696801828297,8.524543559919854e-07,1.116128354320574e-06,-0.19981034322267285,-0.08248993055090872,7.521698847280414e-07,8.188860456406061e-07,-0.32746412284514714,-0.1858946961321061,6.976037041957881e-07,7.207491492412412e-07
201.0,-0.24480870165950566,-0.019033979330858045,7.26674014141731e-07,7.828542826443853e-07,-0.2853881246935262,-0.02262252480128948,7.279096649452919e-07,7.517224356528281e-07,0.2264251540375783,-0.08095303958280681,9.240920415787598e-07,1.2541087413466356e-06,0.06369082312071746,-0.18465297713084827,8.871310443271747e-07,1.0657628385905132e-06
202.0,0.12313941719044895,-0.01833015063520801,8.845537528769996e-07,1.131042096668409e-06,0.3293614555976801,-0.020880029848819332,9.878987751254665e-07,1.3900802170685302e-06,-0.36237136745747606,-0.08234619962179032,6.960803318078993e-07,6.960238392373628e-07,0.04391378089767216,-0.18352145852674667,8.531274346463208e-07,1.0448922613328504e-06
203.0,0.0893402157848536,-0.017799754741513126,8.422254463159997e-07,1.093452602888282e-06,-0.2245470172908294,-0.02188331550124303,7.312759707286685e-07,7.988780147377408e-07,0.2118943381357843,-0.08089673884465941,9.304788319905954e-07,1.2360172782899558e-06,-0.25148805098595056,-0.1838562693270383,7.324685418113218e-07,7.776427496191705e-07
204.0,-0.26860944516576796,-0.01902921400829869,7.337406077851976e-07,7.64441753777652e-07,0.0845017248109439,-0.02136182020559505,8.661318896287109e-07,1.0881747211271415e-06,-0.10912038803900857,-0.08103509006620034,7.632921527709613e-07,8.96622468380672e-07,0.4019304786966515,-0.18098476566025554,9.819297079871008e-07,1.4947074150577157e-06
205.0,0.3303960478817426,-0.01732470053566434,9.870379711515397e-07,1.3915191275498294e-06,0.11449849838755521,-0.02069908694416505,8.547188105762932e-07,1.1213109572893318e-06,-0.17366944749310934,-0.08148696498047793,7.610933848763215e-07,8.405747058178876e-07,-0.3076251691159044,-0.18160252372589283,6.978240060317928e-07,7.351908386017764e-07
206.0,-0.23595217659893689,-0.01838599896315596,7.287384768675171e-07,7.898184448346733e-07,-0.2881130238914835,-0.021997212851676304,7.270188161084418e-07,7.496768560556482e-07,0.21100380026460472,-0.08006710689676394,9.143412223650673e-07,1.2349170480652597e-06,0.00565399953619392,-0.18069351147704776,8.648039732831139e-07,1.0056700135594432e-06
207.0,0.10863156316368874,-0.01777238755191516,8.776971416189513e-07,1.114751559134183e-06,0.32949089242041624,-0.020299202681279722,9.882463679853959e-07,1.3902601562803047e-06,-0.3673653870526429,-0.08145502129365224,6.956655978958344e-07,6.925565476129172e-07,0.08057735338623093,-0.1794313333859208,8.828098845702001e-07,1.083912687717371e-06
208.0,0.1014739855792605,-0.017199087681092202,8.479648131981223e-07,1.106801125228379e-06,-0.2208164328988873,-0.021263227826556683,7.322064640095496e-07,8.01863862606414e-07,0.2289739302848649,-0.07996257441106322,9.396126615553867e-07,1.2573092608895721e-06,-0.271770313967201,-0.17987527079256158,7.275721054574175e-07,7.620292684710064e-07
209.0,-0.27660290445554087,-0.018440254268529754,7.311446082302319e-07,7.583555769493014e-07,0.07872145801896359,-0.02078483220050156,8.634987331690828e-07,1.0819029247134984e-06,-0.13236766687896312,-0.08021331648028761,7.553265461176932e-07,8.760188527458434e-07,0.4429225543951739,-0.1768953768921418,9.983184270559307e-07,1.5572517273712645e-06
210.0,0.3316661580962952,-0.016773080876316303,9.885575462723974e-07,1.3932876330681944e-06,0.11911176230281778,-0.020118657940961945,8.569922766710425e-07,1.1264958110202717e-06,-0.14652543566177514,-0.08052908847638994,7.706499504689676e-07,8.637037631794331e-07,-0.28842587513769663,-0.1774264745028349,6.979207866830442e-07,7.494423554007978e-07
211.0,-0.2267383529324444,-0.017768176952411695,7.309507762890357e-07,7.971293215573512e-07,-0.29073909310429685,-0.02140121924505358,7.261557913818624e-07,7.47710735458689e-07,0.19418380119520945,-0.0792271316533018,9.040621770623072e-07,1.2143194558144447e-06,-0.04438538636308633,-0.17679594801876028,8.456775856982585e-07,9.565852315242318e-07
212.0,0.09390805891520594,-0.017241402254922933,8.7085180033051e-07,1.0984587477865316e-06,0.32951819812932526,-0.019745938974419716,9.88528086728514e-07,1.3902981188377349e-06,-0.3700456525135276,-0.08059891712905758,6.958236955652732e-07,6.907027975994588e-07,0.10484203564216867,-0.1754674669637559,9.073675530437395e-07,1.1105351715254205e-06
213.0,0.11350029851272357,-0.016627591453196894,8.537765568242531e-07,1.1201922232850824e-06,-0.21703831802188803,-0.02067219427511206,7.33158869965858e-07,8.048991265725443e-07,0.2438482232805421,-0.07907569111774491,9.475768988550292e-07,1.2761506258356508e-06,-0.28036594135941845,-0.175959948064205,7.272842091983273e-07,7.55507219525198e-07
214.0,-0.28395520384335393,-0.01787678590361819,7.287361012393029e-07,7.528003665147814e-07,0.07291696049551895,-0.020234861776183877,8.608722591928176e-07,1.0756412124938178e-06,-0.15525727717520005,-0.07943167983763956,7.478232632394529e-07,8.561948697480996e-07,0.4704921079671536,-0.1729391440640585,1.0076605362600975e-06,1.6007817568761244e-06
215.0,0.3322678195035105,-0.016248206343585033,9.896490967763104e-07,1.3941261726993333e-06,0.12370491471744342,-0.01956537444365538,8.592742322744345e-07,1.1316818790576316e-06,-0.1186026686716172,-0.07961387048337899,7.808101544913336e-07,8.881606247050247e-07,-0.2706351153568243,-0.17339354393053646,6.980366686605395e-07,7.628948142278606e-07
216.0,-0.21718832598306903,-0.017178484675249312,7.333102040178313e-07,8.047783943512344e-07,-0.29326572611602686,-0.020832505701397837,7.253204322458214e-07,7.458239294681662e-07,0.17610437731328274,-0.0784299897065426,8.933879404471603e-07,1.1925625286284881e-06,-0.08498146210571506,-0.17298422873690303,8.302776478066797e-07,9.185293118438296e-07
217.0,0.07899745727397633,-0.016735277569492512,8.640347748717163e-07,1.0822015703258027e-06,0.3294429012701359,-0.019218333319040538,9.887434685836913e-07,1.3901934376971795e-06,-0.3703238824978728,-0.0797751228530464,6.965648740291627e-07,6.905106501027325e-07,0.11932237000413523,-0.17163719371966324,9.26394491545741e-07,1.1267330846985295e-06
218.0,0.12540350070878345,-0.01608326482509675,8.596519058309364e-07,1.1336057715298864e-06,-0.21321384043163222,-0.020108220966346006,7.341331032787593e-07,8.079833392363437e-07,0.25641331098833653,-0.0782329740739575,9.542370740277354e-07,1.2922867338853279e-06,-0.28061015975200204,-0.17213706971063727,7.302057703273131e-07,7.553227332948424e-07
219.0,-0.290651138772578,-0.017336999409331824,7.265135070509168e-07,7.477765027489619e-07,0.06709014991681256,-0.019710054889253956,8.582534782389445e-07,1.0693918794192919e-06,-0.177675152026627,-0.07868704794588749,7.407942729323159e-07,8.372143467041669e-07,0.4866453258553224,-0.16912893091809864,1.0110328964533897e-06,1.6268495055874522e-06
220.0,0.332188703172489,-0.015748246215778094,9.903017386095779e-07,1.3940158789146456e-06,0.12827687193257736,-0.019037387040063816,8.615640821238185e-07,1.1368677258915295e-06,-0.09011750539880144,-0.07873900457067347,7.915373994982231e-07,9.138237997330536e-07,-0.25390827154900936,-0.16951429155733005,6.983452400413146e-07,7.757629583181771e-07
221.0,-0.2073237110565024,-0.016615103522749697,7.358157611209256e-07,8.127565091316294e-07,-0.29569185785878244,-0.0202892172247639,7.245127843800821e-07,7.440166555871273e-07,0.1569142112012926,-0.07767270042690891,8.824459170562894e-07,1.16989524568917e-06,-0.11746944549587338,-0.16927879451632796,8.179938865990967e-07,8.891676794098177e-07
222.0,0.06392775161051392,-0.016252297868996256,8.572639526259959e-07,1.066015378086061e-06,0.32926438424941873,-0.018714651452357674,9.888920412676677e-07,1.3899452866567125e-06,-0.36812734615177795,-0.07898105468693084,6.979032552125396e-07,6.920290488415637e-07,0.1273305506661683,-0.1679427163848753,9.408868041017778e-07,1.1357923926710207e-06
223.0,0.13716396980664944,-0.0155643325430965,8.655808535433672e-07,1.1470162091290277e-06,-0.20934423147046272,-0.019569492618358147,7.351291857681449e-07,8.11115975936878e-07,0.2665700792316807,-0.0774314980325873,9.594741546602064e-07,1.3054790731014693e-06,-0.2758343315308489,-0.1684265352868752,7.350865283916415e-07,7.589386525523924e-07
224.0,-0.2966761376945788,-0.01681929595895133,7.244755515200684e-07,7.432846952815149e-07,0.0612429269464892,-0.019208722888157937,8.556434099653975e-07,1.0631571523411417e-06,-0.19952352660880118,-0.07797655173158824,7.342466875292362e-07,8.191209494489106e-07,0.49443626370309396,-0.16546732636281283,1.0102244401519905e-06,1.639573691281372e-06
225.0,0.33142152036533173,-0.015271558997510072,9.905076811496952e-07,1.3929468240321354e-06,0.13282672655619998,-0.018533009779516347,8.638612630574069e-07,1.1420520938874326e-06,-0.06127723084218228,-0.07790233252763533,8.027855645549434e-07,9.405624507088993e-07,-0.23751078811332027,-0.16578751952614842,6.989921006674093e-07,7.885883835551311e-07
226.0,-0.19716472205441882,-0.01607639600218666,7.384670027532143e-07,8.210553762455072e-07,-0.2980169438377262,-0.019769664354995147,7.237326538442348e-07,7.422887624216265e-07,0.1367474072159044,-0.07695255491815065,8.713501448703791e-07,1.1465385045891545e-06,-0.1438409378291013,-0.16569041075757743,8.079477723863966e-07,8.66025488999428e-07
227.0,0.04873481900210268,-0.01579088404181534,8.505569458849695e-07,1.0499418891834456e-06,0.32898221617098,-0.01823331245840495,9.889734202862206e-07,1.3895531437937425e-06,-0.36343498762252024,-0.07821459206662804,6.998459387090854e-07,6.952839278087108e-07,0.13154204919425597,-0.1643810166608733,9.520346395999129e-07,1.1405858674318765e-06
228.0,0.14877286410588153,-0.015069113216606143,8.715549599062927e-07,1.1604093886507707e-06,-0.20543080866500224,-0.019054354108433886,7.361469691830575e-07,8.142964348762279e-07,0.27426020265279544,-0.07666864998452531,9.63202588511973e-07,1.3155570691480262e-06,-0.26823794976611065,-0.16483652952536995,7.411024281501529e-07,7.647257931288759e-07
229.0,-0.3020190263806387,-0.01632216960596873,7.226207639092636e-07,7.393239980966484e-07,0.05537720685942707,-0.018729325457919208,8.530429930078348e-07,1.0569392242180705e-06,-0.22067436890179076,-0.07729749591866183,7.28188917404949e-07,8.019777866839264e-07,0.49583430530487393,-0.1619515040457619,1.0065007160557683e-06,1.6418674865479658e-06
230.0,0.32995815872167256,-0.014816602961065942,9.902614021524272e-07,1.3909099297981255e-06,0.13735361474798619,-0.0180507039787631,8.661652244874806e-07,1.14723375557836e-06,-0.032311906676683134,-0.07710190640021844,8.144923701111986e-07,9.682045455168629e-07,-0.22038276389020794,-0.1622055530016073,7.00186536615478e-07,8.022116815264983e-07
231.0,-0.18673302531305064,-0.01556082989765462,7.41262614081903e-07,8.296652064302296e-07,-0.3002402846355567,-0.019272303895026276,7.229800044085189e-07,7.406402348307774e-07,0.11574774531716,-0.07626705942308692,8.602064834881709e-07,1.1227126268932931e-06,-0.16590659278772632,-0.16222157481886323,7.993269599436662e-07,8.471253581129644e-07
232.0,0.033451482321929425,-0.015349569931190896,8.439295407669834e-07,1.0340172743930342e-06,0.3285961500055765,-0.017772870904075398,9.889873470700222e-07,1.3890167878809907e-06,-0.3562364412039157,-0.07747382399972844,7.02405477667644e-07,7.003070192245371e-07,0.13393318611261304,-0.16094504567691723,9.60769279318433e-07,1.14331642767875e-06
233.0,0.1602136141094905,-0.014596079870930461,8.775634472738588e-07,1.1737615762488052e-06,-0.2014747276334997,-0.018561290890038593,7.371864309710571e-07,8.175242380720126e-07,0.2794417505433385,-0.0759419974995436,9.653641245844847e-07,1.3223913819732817e-06,-0.2589697351236141,-0.16136575249857688,7.477540590976974e-07,7.718463825263437e-07
234.0,-0.30667142572378925,-0.01584426510961789,7.209472740042914e-07,7.358923564868836e-07,0.049494927505539604,-0.01827045234988655,8.504532028197032e-07,1.0507402623281972e-06,-0.24101186196207697,-0.076647424270751,7.226273928692362e-07,7.858323048208469e-07,0.4913259712656252,-0.15857647162778968,1.000372123749454e-06,1.6344820599645647e-06
235.0,0.3277938623324766,-0.014381975205608978,9.895598988944575e-07,1.3879028437459196e-06,0.14185648660165853,-0.017589061120305508,8.684753357155333e-07,1.1524112502151986e-06,-0.0034309013030712834,-0.07633586459854812,8.265847733296812e-07,9.96574977514666e-07,-0.2010310769244199,-0.15875712952266896,7.022948212454309e-07,8.178870137468155e-07
236.0,-0.1760454071237132,-0.015066989747634844,7.442020550894473e-07,8.385799049719163e-07,-0.30236128875321155,-0.018795723101800874,7.222547274494249e-07,7.39070998609532e-07,0.09402880536137792,-0.07561398040380266,8.491033904856563e-07,1.0985913907845175e-06,-0.18512110191800138,-0.1588688412701068,7.914438448513397e-07,8.310036416242295e-07
237.0,0.018109351217023575,-0.01492700518660253,8.373957340141755e-07,1.0182743198390685e-06,0.3281055982984816,-0.01733200444610348,9.889334913716529e-07,1.388335570424366e-06,-0.34655725240336377,-0.07675720096076283,7.055933884225859e-07,7.071183339049682e-07,0.13609709535557477,-0.15762425925902798,9.677272717496881e-07,1.1457931393874793e-06
238.0,0.17146240165311682,-0.014143856418368414,8.83593334521954e-07,1.1870395111711389e-06,-0.1974772354044125,-0.018088917181222425,7.382475203949158e-07,8.2079882556919e-07,0.2821185988987546,-0.07524931944874805,9.65940699119963e-07,1.3259359652086714e-06,-0.2484467454277169,-0.15800586634377037,7.547027877554022e-07,7.800113989032814e-07
239.0,-0.31062623969422826,-0.015384368482284146,7.194536167746695e-07,7.3298778641761e-07,0.04359790705156304,-0.017830813314139642,8.478749253047185e-07,1.0445622593177404e-06,-0.26040591919644446,-0.07602403325522376,7.175678538067042e-07,7.707386646788531e-07,0.4799946907946516,-0.15533640794570164,9.916972168683776e-07,1.6160658221464268e-06
