Q,source,contraction_to_release_rotations,delta_Delta_negative_peak_phase,delta_Delta_positive_peak_phase,delta_Delta_rms,delta_Theta_negative_peak_phase,delta_Theta_positive_peak_phase,delta_Theta_rms,delta_activity_negative_peak_phase,delta_activity_positive_peak_phase,delta_activity_rms,delta_kappa_negative_peak_phase,delta_kappa_positive_peak_phase,delta_kappa_rms,delta_rho1_negative_peak_phase,delta_rho1_positive_peak_phase,delta_rho1_rms,delta_rho2_negative_peak_phase,delta_rho2_positive_peak_phase,delta_rho2_rms,delta_rho_asym_negative_peak_phase,delta_rho_asym_positive_peak_phase,delta_rho_asym_rms,delta_rho_sym_negative_peak_phase,delta_rho_sym_positive_peak_phase,delta_rho_sym_rms,delta_x_negative_peak_phase,delta_x_positive_peak_phase,delta_x_rms,foot_abs_delta_x_phase,fraction_segments_flipped_for_line_alignment,growth_branch_closure_residual,line_overlap_at_line_period,line_overlap_at_oriented_period,line_period_rotations,mean_consecutive_line_overlap,mean_consecutive_signed_overlap,minimum_cumulative_growth,oriented_period_rotations,release_phase_in_stroke,signed_overlap_at_line_period,signed_overlap_at_oriented_period,stroke_log_growth_full,stroke_log_growth_kappa,stroke_log_growth_open,stroke_log_growth_phase
522.25,/root/elab1/hysteresis/support_feedback_q_curtain_focus_cache/q_522p25_orbit.npz,0.09922743055555555,0.73125,0.22291666666666668,1.1316599054403607,0.22291666666666668,0.73125,0.3772199684801203,0.22291666666666668,0.73125,0.23590779569741388,0.28541666666666665,0.7354166666666667,0.0017089782903792561,0.73125,0.035416666666666666,0.022288989128332222,0.73125,0.7354166666666667,0.003947629045204471,0.73125,0.08125,0.014038923228151992,0.73125,0.0020833333333333333,0.017756448012919375,0.28541666666666665,0.7354166666666667,0.009736515405278909,0.28541666666666665,0.5,8.023096076392733e-18,0.9999857885311974,0.999958790583808,0.22361111111111112,0.9999857858192408,-0.9999857858192408,-0.09588883201320923,0.4486111111111111,0.44375,-0.9999857885311974,0.999958790583808,8.13492620232988e-05,0.0011757030291208437,-0.011445210788489561,0.010350857021392008
550.0,/root/elab1/hysteresis/support_feedback_q_curtain_cache/q_550_orbit.npz,0.10297453703703703,0.22708333333333333,0.85625,1.1295591681589607,0.85625,0.22708333333333333,0.3765197227196536,0.85625,0.22708333333333333,0.23029798755220043,0.85625,0.28958333333333336,0.0015415897756856367,0.01875,0.85625,0.019870298399106985,0.8604166666666667,0.7145833333333333,0.003358068845694459,0.06041666666666667,0.85625,0.012539083785522452,0.9854166666666667,0.85625,0.01577582843027982,0.85625,0.28958333333333336,0.00924953865411382,0.28958333333333336,0.5,-4.662069341687669e-18,0.9999789456992557,0.9999732366678413,0.22777777777777777,0.9999782134594437,-0.9999782134594437,-0.08936228876488317,0.45416666666666666,0.45208333333333334,-0.9999789456992557,0.9999732366678413,0.0006599067622173029,0.0009386103765504182,-0.01039705253315429,0.01011834891882118
