Q,lag_support_rotations,lag_line_strokes,signed_overlap,line_overlap_absolute
550.0,0.19583333333333333,0.8597560975609756,-0.9049096948392847,0.9049096948392847
550.0,0.19722222222222222,0.8658536585365854,-0.9129668324808785,0.9129668324808785
550.0,0.1986111111111111,0.8719512195121951,-0.9206852133444575,0.9206852133444575
550.0,0.2,0.878048780487805,-0.9280615477040521,0.9280615477040521
550.0,0.2013888888888889,0.8841463414634146,-0.9350926813021403,0.9350926813021403
550.0,0.20277777777777778,0.8902439024390244,-0.9417756111451062,0.9417756111451062
550.0,0.20416666666666666,0.8963414634146342,-0.9481074729549069,0.9481074729549069
550.0,0.20555555555555555,0.9024390243902439,-0.9540855365846745,0.9540855365846745
550.0,0.20694444444444443,0.9085365853658536,-0.9597072086976783,0.9597072086976783
550.0,0.20833333333333334,0.9146341463414634,-0.9649700581244287,0.9649700581244287
550.0,0.20972222222222223,0.9207317073170732,-0.969871810686724,0.969871810686724
550.0,0.2111111111111111,0.926829268292683,-0.9744103360286619,0.9744103360286619
550.0,0.2125,0.9329268292682926,-0.9785836473964388,0.9785836473964388
550.0,0.21388888888888888,0.9390243902439024,-0.9823899112199357,0.9823899112199357
550.0,0.2152777777777778,0.9451219512195123,-0.9858274739876461,0.9858274739876461
550.0,0.21666666666666667,0.951219512195122,-0.988894837694961,0.988894837694961
550.0,0.21805555555555556,0.9573170731707318,-0.9915906532373908,0.9915906532373908
550.0,0.21944444444444444,0.9634146341463414,-0.9939137218367853,0.9939137218367853
550.0,0.22083333333333333,0.9695121951219512,-0.9958630233018977,0.9958630233018977
550.0,0.2222222222222222,0.975609756097561,-0.9974377143112204,0.9974377143112204
550.0,0.22361111111111112,0.9817073170731708,-0.9986371050271854,0.9986371050271854
550.0,0.225,0.9878048780487805,-0.9994606586689275,0.9994606586689275
550.0,0.2263888888888889,0.9939024390243902,-0.9999079992238662,0.9999079992238662
550.0,0.22777777777777777,1.0,-0.9999789456992557,0.9999789456992557
550.0,0.22916666666666666,1.0060975609756098,-0.99967347858926,0.99967347858926
550.0,0.23055555555555557,1.0121951219512195,-0.9989917323005866,0.9989917323005866
550.0,0.23194444444444445,1.0182926829268293,-0.9979339950380279,0.9979339950380279
550.0,0.23333333333333334,1.024390243902439,-0.9965007358054652,0.9965007358054652
550.0,0.23472222222222222,1.0304878048780488,-0.9946926056440879,0.9946926056440879
550.0,0.2361111111111111,1.0365853658536586,-0.992510408162863,0.992510408162863
550.0,0.2375,1.0426829268292683,-0.9899550988140886,0.9899550988140886
550.0,0.2388888888888889,1.048780487804878,-0.9870277898107616,0.9870277898107616
550.0,0.24027777777777778,1.0548780487804879,-0.9837297850440745,0.9837297850440745
550.0,0.24166666666666667,1.0609756097560976,-0.9800625442564125,0.9800625442564125
550.0,0.24305555555555555,1.0670731707317074,-0.976027675247501,0.976027675247501
550.0,0.24444444444444444,1.0731707317073171,-0.9716269322458745,0.9716269322458745
550.0,0.24583333333333332,1.079268292682927,-0.9668622373413177,0.9668622373413177
550.0,0.24722222222222223,1.0853658536585367,-0.9617356837002363,0.9617356837002363
550.0,0.24861111111111112,1.0914634146341464,-0.9562495062969818,0.9562495062969818
550.0,0.25,1.0975609756097562,-0.9504060802876628,0.9504060802876628
550.0,0.2513888888888889,1.103658536585366,-0.944207922835107,0.944207922835107
550.0,0.25277777777777777,1.1097560975609755,-0.9376577208018161,0.9376577208018161
550.0,0.25416666666666665,1.1158536585365852,-0.9307583021542897,0.9307583021542897
550.0,0.25555555555555554,1.121951219512195,-0.9235126274181458,0.9235126274181458
550.0,0.2569444444444444,1.1280487804878048,-0.9159237868692698,0.9159237868692698
550.0,0.25833333333333336,1.1341463414634148,-0.9079950129400418,0.9079950129400418
550.0,0.25972222222222224,1.1402439024390245,-0.8997296848726504,0.8997296848726504
550.0,0.2611111111111111,1.1463414634146343,-0.8911313059243027,0.8911313059243027
550.0,0.2625,1.152439024390244,-0.8822034998333811,0.8822034998333811
550.0,0.2638888888888889,1.1585365853658538,-0.8729500099106341,0.8729500099106341
550.0,0.2652777777777778,1.1646341463414633,-0.8633747132203323,0.8633747132203323
