Q,stroke_phase,delta_x_mean,delta_x_std,delta_Theta_mean,delta_Theta_std,delta_Delta_mean,delta_Delta_std,delta_rho1_mean,delta_rho1_std,delta_rho2_mean,delta_rho2_std,delta_rho_sym_mean,delta_rho_sym_std,delta_rho_asym_mean,delta_rho_asym_std,delta_activity_mean,delta_activity_std,delta_kappa_mean,delta_kappa_std,H_total_mean,H_total_std,H_open_mean,H_open_std,H_phase_mean,H_phase_std,H_kappa_mean,H_kappa_std
522.25,0.13958333333333334,-0.01231310876405118,0.0016562051242812524,-0.5334788720140398,0.03974064369700875,1.600436616042119,0.1192219310910263,0.029807085041988802,0.002520391813235413,0.0017300510130801418,0.001101332822686355,0.02230012276374201,0.0025475065070766395,0.019853461157446746,0.001037072550476856,-0.33362980416929566,0.02485319908521516,-0.00216122860067916,0.0002907013940815985,-1.7084276213666019,1.0761519131718928,-1.8012302958039719,1.0583447184819597,0.08339537318218618,0.016796425255294782,0.009407301255184292,0.0019201217685574665
522.25,0.14375,-0.01242664462366443,0.001620386213671693,-0.536088541029428,0.03815556929790795,1.6082656230882852,0.11446670789372389,0.029631350521678302,0.0026254633328496512,0.001652288313045483,0.0011104096184784927,0.022120873160224017,0.0026290350103603095,0.01978418461896452,0.001101926561639802,-0.33526185278644377,0.023861917046802912,-0.0021811567075204832,0.0002844143665292585,-1.6346664990715205,1.101355423433495,-1.728711376938956,1.0839617043911411,0.08451005122585374,0.016419771636084712,0.009534826641581775,0.0018781333381359085
522.25,0.14791666666666667,-0.012536657141463271,0.0015833424921532868,-0.5385379915338961,0.03654228872037911,1.6156139746016882,0.10962686616113732,0.029445610685076486,0.002730613849668976,0.001573723250585644,0.0011189989177025567,0.021933981373796693,0.0027101993527902015,0.01970840060939661,0.0011675744267322296,-0.3367937031121354,0.022852995172034853,-0.0022004663883213008,0.00027791235700791683,-1.5586600032837805,1.1252662466145176,-1.6539044686169357,1.108318539381631,0.08558638980346586,0.016016825517501138,0.00965807552968871,0.0018331432427172677
522.25,0.15208333333333332,-0.012644121626337622,0.0015455514477298329,-0.5408725615594795,0.03491838113813484,1.622617684678437,0.10475514341440453,0.029252827781112264,0.0028356148654194286,0.0014946183876809048,0.0011272184991794757,0.02174172769012198,0.002790923237000373,0.01962801809569143,0.001233726345285466,-0.33825370888513717,0.021837427385858373,-0.0022193288318128885,0.00027127917544324487,-1.4811397053768485,1.1482079143323338,-1.5775521916036996,1.1317285603677842,0.0866343324895206,0.015597289479889122,0.00977815373733196,0.001786248149883063
522.25,0.15625,-0.012749501927109762,0.0015071797840758914,-0.5431135170959637,0.0332903457971306,1.6293405512878916,0.09987103739139178,0.029054352801842574,0.0029405303543001532,0.0014150862400785804,0.0011351447939319597,0.02154514696549258,0.0028713147018395325,0.019543912812845905,0.0013003170193270435,-0.33965516953665126,0.020819278175298193,-0.002237825453936609,0.00026454408209406106,-1.4024195007406743,1.1703836429878147,-1.4999738944914942,1.1543905110375101,0.08765878575159763,0.015165322521422627,0.009895607999222268,0.0017379216728156605
522.25,0.16041666666666668,-0.012851311718013016,0.0014677550870371948,-0.5451957827274754,0.03164363392812808,1.635587348182426,0.09493090178438428,0.028846455286411377,0.003045058075455017,0.0013348901360557205,0.00114259976246684,0.021341434013560052,0.0029510665670074176,0.01945361427887199,0.001367157275946753,-0.34095738784009316,0.019789448794447505,-0.0022556953709612754,0.0002576241576098474,-1.3218266681113904,1.191238264494141,-1.4204768331190747,1.1757575618213656,0.08864174340978305,0.014711559516380084,0.010008421597901135,0.0016870969607817692
522.25,0.16458333333333333,-0.012950343570813112,0.0014275847747848404,-0.5471560302544753,0.029992489380123843,1.6414680907634258,0.08997746814037154,0.028631508993239303,0.003149282102980925,0.0012542366305911203,0.0011496708904698194,0.02113241339142669,0.003030286604855262,0.01935865493801959,0.0014342538174899164,-0.3421832978524347,0.018756847449372283,-0.002273077697126922,0.00025057336082069963,-1.2399462683996492,1.211021811629239,-1.339655449806963,1.1960739175882564,0.08959164843745124,0.014242777044032021,0.010117532969862201,0.0016345394914952613
522.25,0.16875,-0.013047144570367337,0.0013868622216134197,-0.5490186227678348,0.028346808710796444,1.6470558683035035,0.08504042613238931,0.028410967063527092,0.0032532904756378002,0.001173229196708032,0.0011564320587090845,0.020919185791565965,0.003109087946053876,0.01925998914980937,0.0015016012017137724,-0.34334813587353946,0.017727663212107215,-0.002290068458178404,0.00024342563328143632,-1.1570710895690086,1.2299492574318525,-1.257809584499794,1.2155505995411444,0.09051484320940803,0.013763338156874175,0.010223651721378244,0.001580744263448293
522.25,0.17291666666666666,-0.013140114910272995,0.0013451472524304072,-0.5507148124337843,0.02669952939866156,1.6521444373013534,0.08009858819598471,0.028181067089847304,0.0033566577082450515,0.0010916656422689333,0.0011626409640424576,0.020698947818740814,0.003187007136770362,0.019155099461867334,0.0015690348918253115,-0.3444089079875609,0.016697479061414236,-0.002306386851970686,0.00023610371432478824,-1.0726388965951512,1.2472881963971965,-1.174354982631058,1.23346529836399,0.09139152946086604,0.013263931021796104,0.010324556575040287,0.0015246420576993092
522.25,0.17708333333333334,-0.013230040604697957,0.0013028095328905494,-0.5522797299506752,0.025068189865207802,1.6568391898520254,0.07520456959562344,0.027943921711187005,0.0034592652494756463,0.001009700448499064,0.0011683985990920821,0.020473302569027116,0.0032640325853317705,0.019045370500825547,0.0016363870674392829,-0.34538758445863055,0.01567726353719599,-0.002322170841737315,0.0002286724886196911,-0.9870839646005783,1.2633396585952827,-1.0897359535698448,1.250111648097994,0.09223073347220925,0.012751941634853292,0.010421255497056973,0.0014670696585809462
522.25,0.18125,-0.013317615738344352,0.0012600584913079651,-0.5537436434430868,0.023465575288726583,1.661230930329262,0.07039672586617973,0.02770124941126818,0.0035612990130673614,0.0009274389692789051,0.0011738136987668388,0.020243539690361374,0.0033403749303104373,0.018931942921733818,0.0017036973278258033,-0.34630309450711105,0.014675012220481738,-0.002337542255014966,0.00022116871556386805,-0.9007017837209599,1.278422039456139,-1.004257275769817,1.2658032071549574,0.09304080709572687,0.012232495397722684,0.010514684953130182,0.0014086081457130022
522.25,0.18541666666666667,-0.01340134363124757,0.0012165718150388676,-0.5550433412687824,0.0218904738723157,1.6651300238063464,0.06567142161694711,0.027449745825289095,0.0036621486291824926,0.0008447369318149475,0.0011786748310799813,0.020007220627714085,0.0034154679101972784,0.01881258220210396,0.0017706456150391237,-0.3471159064650504,0.013689967023792802,-0.002352238390676932,0.00021353582201097084,-0.8130928510669617,1.2918832489864849,-0.9174981235126654,1.279894391639404,0.09380258121787043,0.01169884068002994,0.010602691227832682,0.0013484775588733218
522.25,0.18958333333333333,-0.013481894960728276,0.0011725790787929513,-0.5562088011169787,0.02035914259086654,1.6686264033509357,0.06107742777259963,0.02719121396846159,0.003761954107837578,0.000761726321727059,0.00118309653855107,0.019765713633295056,0.0034894950573798986,0.01868846993829208,0.0018372371576714887,-0.347844767995084,0.01273229518943334,-0.0023663769677359356,0.00020581410350602305,-0.7246282072389746,1.3040544448181492,-0.829838094698372,1.292710492810421,0.0945237541303496,0.011156868831619171,0.010686133329048279,0.0012873461123393654
522.25,0.19375,-0.013560015357731886,0.0011282676955648343,-0.5572720483351628,0.01889367777847363,1.6718161450054874,0.05668103333542092,0.026927404220064243,0.0038610275889673093,0.000678500489061909,0.0011871765608031258,0.019520322420612756,0.003562739107416242,0.018560777826904625,0.0019036313408257305,-0.3485097072639249,0.01181581540355265,-0.002380088861258189,0.00019803645526110067,-0.635571437496245,1.315232437098049,-0.7415512267947341,1.3045450159424123,0.09521372288975846,0.010611625410687144,0.010766066408730476,0.001225779338599161
522.25,0.19791666666666666,-0.013634126913131364,0.001083306562037855,-0.5581680935044921,0.017507921244683648,1.674504280513476,0.052523763734050946,0.026655155367012403,0.003958811743494744,0.0005949747425223063,0.0011906673537164815,0.0192687517886677,0.0036346334175383905,0.018427330438523216,0.0019695987123653615,-0.34907008083363533,0.010949184091146567,-0.002393097112564945,0.00019014476116828476,-0.545703136824346,1.3246527428530164,-0.6523951897141398,1.3146407951203791,0.09585188269144801,0.010057489277638861,0.010840170198345603,0.0011631139833947575
522.25,0.20208333333333334,-0.013704739544974753,0.00103797788773891,-0.5589191957120303,0.016235550714400106,1.676757587136091,0.04870665214320032,0.026375734250368457,0.00405520408047463,0.0005112271458049352,0.0011936397576492324,0.01901195272873512,0.003705155502594454,0.01828896836568451,0.0020350131957638648,-0.3495398092240346,0.010153462820594131,-0.0024054912237868554,0.0001821885553714379,-0.4552451348168644,1.3325309874075033,-0.5625987671386042,1.3232085729870393,0.09644448798237813,0.009500545693585029,0.010909144339361581,0.0011000304648065707
522.25,0.20625,-0.013772790008253393,0.0009925369511673981,-0.5595644527889284,0.015114925414673526,1.6786933583667847,0.0453447762440206,0.026091118191911362,0.004150537970736603,0.00042732906171010155,0.0011962335326186882,0.018751373879573503,0.003774639108418402,0.018147039324906918,0.002100009455284915,-0.3499433436342162,0.009452640945400935,-0.002417435616575511,0.00017421264501103209,-0.36439044789897623,1.339298580169506,-0.4723684458315388,1.3306752404067668,0.09700364619150088,0.008947460338994146,0.010974351741061561,0.0010372706051461084
