history,period,amplitude_half_peak_to_peak,x_std,mean_support_power,mean_dissipation_power,mean_net_power,mean_abs_support_power,mean_local_excess_energy
low_history,39,7.072442924360711e-07,4.919112147937543e-07,7.179657057714141e-14,9.274842396327262e-14,-2.095185338613123e-14,2.1799679471445707e-13,4.464958423692811e-13
low_history,40,7.113996619567686e-07,4.963196203729245e-07,1.1613638054414054e-13,9.337190181042218e-14,2.2764478733718383e-14,2.375032226393302e-13,4.5295272018982626e-13
low_history,41,7.162585740350114e-07,5.15954187932608e-07,7.36906953363727e-14,8.762146923283378e-14,-1.3930773896461088e-14,2.235082132648983e-13,4.698525902370318e-13
low_history,42,7.203079921136446e-07,4.906577748991555e-07,1.0150203422409655e-13,1.0049383628514898e-13,1.0081979389475474e-15,2.3242806286368077e-13,4.56371655442057e-13
low_history,43,7.255072193568246e-07,5.227982691869697e-07,1.0396604226874107e-13,8.964114079191277e-14,1.4324901476828297e-14,2.356766814112517e-13,4.819167839114524e-13
low_history,44,7.29425970624753e-07,5.079971929776836e-07,7.573283882250215e-14,9.83751341124901e-14,-2.2642295289987943e-14,2.3174364521319947e-13,4.753712951227928e-13
low_history,45,7.337107927052333e-07,5.111924599368227e-07,1.2350136535447583e-13,9.960178315839514e-14,2.3899582196080706e-14,2.5269122039572945e-13,4.813220215768319e-13
low_history,46,7.389211995056932e-07,5.325563593848915e-07,7.908289327048485e-14,9.302642722425839e-14,-1.3943533953773535e-14,2.3779083972593497e-13,5.001037541297529e-13
low_history,47,7.429129171010462e-07,5.060542266528794e-07,1.068687229496389e-13,1.0689989256642158e-13,-3.116961678267252e-17,2.4688643519806347e-13,4.854646705336242e-13
low_history,48,7.481067341164049e-07,5.387918422185756e-07,1.1167598792086498e-13,9.554055658826698e-14,1.6135431332597995e-14,2.511593151691179e-13,5.123420666325697e-13
low_history,49,7.524996893382152e-07,5.246395573686746e-07,7.99313703642873e-14,1.0434870964264154e-13,-2.4417339278354254e-14,2.463373676134091e-13,5.061817080049369e-13
low_history,50,7.565678143417465e-07,5.265457087499781e-07,1.3129440932191088e-13,1.0625124756875437e-13,2.5043161753156513e-14,2.6882443361640525e-13,5.115197430568768e-13
low_history,51,7.619524980406744e-07,5.496734356547793e-07,8.490449338169536e-14,9.877916477829699e-14,-1.3874671396601616e-14,2.5300638395772003e-13,5.322891885715881e-13
low_history,52,7.662446465106498e-07,5.219740309259675e-07,1.1250057668185718e-13,1.1370342047774886e-13,-1.2028437958916906e-15,2.621548367556677e-13,5.164440303977763e-13
low_history,53,7.716073488484021e-07,5.552549210774326e-07,1.1992655865049576e-13,1.0184045111439276e-13,1.808610753610299e-14,2.676960696943106e-13,5.446833460455634e-13
low_history,54,7.76136085067769e-07,5.418374652549694e-07,8.440602775628754e-14,1.1068269807856388e-13,-2.627667032227632e-14,2.6201847604487053e-13,5.389905223314063e-13
low_history,55,7.803295872521598e-07,5.423766343987342e-07,1.3952752652709473e-13,1.1334028051301096e-13,2.6187246014083796e-14,2.857255037381178e-13,5.436372539161495e-13
low_history,56,7.858830798068706e-07,5.67318882652561e-07,9.118996891303578e-14,1.0490260798569309e-13,-1.3712639072657305e-14,2.6937054028010734e-13,5.665357761939229e-13
low_history,57,7.905006174646623e-07,5.384324655056382e-07,1.1840737822983042e-13,1.209264770887135e-13,-2.5190988588830764e-15,2.784778598579555e-13,5.494400655634915e-13
low_history,58,7.960427545750104e-07,5.722076846113424e-07,1.2875186388414269e-13,1.085700904023916e-13,2.0181773481751102e-14,2.851905057191326e-13,5.790661256227824e-13
low_history,59,8.003552141588877e-07,5.596190677860551e-07,8.9183850125813e-14,1.174053934908017e-13,-2.822154336498872e-14,2.787616277000107e-13,5.739670298739683e-13
low_history,60,8.050651769120343e-07,5.58725350455221e-07,1.4823237632148777e-13,1.2090282097336234e-13,2.7329555348125444e-14,3.036585754645614e-13,5.778372949209923e-13
low_history,61,8.106058841939046e-07,5.855220297900677e-07,9.797426544579212e-14,1.1142965687568861e-13,-1.3455391429896503e-14,2.8676696301691504e-13,6.030124639787658e-13
low_history,62,8.151866955075082e-07,5.554734188743209e-07,1.246255133835016e-13,1.2860676069994717e-13,-3.981247316445583e-15,2.9588442472613817e-13,5.846310323362763e-13
low_history,63,8.210930901031421e-07,5.896805420476656e-07,1.3819175834026642e-13,1.157637323195837e-13,2.242802602068269e-14,3.0390458816710967e-13,6.156559044486429e-13
low_history,64,8.255409208457465e-07,5.779999994883131e-07,9.429154567622708e-14,1.245409600016709e-13,-3.0249414325443786e-14,2.9643689978908265e-13,6.112529392236544e-13
low_history,65,8.304000261860622e-07,5.755887905953163e-07,1.5742609606571988e-13,1.289652337876365e-13,2.8460862278083354e-14,3.2290909238422314e-13,6.142139936756671e-13
low_history,66,8.363193348126519e-07,6.042951610928255e-07,1.052948015804964e-13,1.1838250211179327e-13,-1.308770053129683e-14,3.0518789904674274e-13,6.418461345575022e-13
low_history,67,8.408486431854545e-07,5.730949549170849e-07,1.311556983323004e-13,1.3676205400887372e-13,-5.606355676573308e-15,3.144033672460814e-13,6.221141614282249e-13
low_history,68,8.467431773795386e-07,6.076708091785048e-07,1.482823334102569e-13,1.2344741420048595e-13,2.4834919209770974e-14,3.239714018526054e-13,6.545499132352395e-13
low_history,69,8.517261447515967e-07,5.969929263923368e-07,9.975011992062083e-14,1.3211101537889192e-13,-3.236089545827109e-14,3.1518403575269933e-13,6.50976512170887e-13
low_history,70,8.563395797744899e-07,5.929850808635188e-07,1.6713147834906397e-13,1.3755867043719663e-13,2.957280791186731e-14,3.4332626353314553e-13,6.529111275097601e-13
low_history,71,8.624481249719373e-07,6.236370212223511e-07,1.1319538962595237e-13,1.2578518971668567e-13,-1.2589800090733288e-14,3.248058080336863e-13,6.831557403970565e-13
low_history,72,8.673166161932144e-07,5.913116048428092e-07,1.3800632122653271e-13,1.4541744404845727e-13,-7.411122821924585e-15,3.3396425819454153e-13,6.620370228562753e-13
low_history,73,8.733939267646651e-07,6.261824395315454e-07,1.5906248629610718e-13,1.3165260045219815e-13,2.740988584390903e-14,3.4539365333489415e-13,6.958850335169745e-13
low_history,74,8.785147155576656e-07,6.165989000712167e-07,1.0558098159363325e-13,1.4013030672191702e-13,-3.4549325128283756e-14,3.3531304522748044e-13,6.932477366488509e-13
low_history,75,8.832546815606968e-07,6.108885810708905e-07,1.7734962591487938e-13,1.4670403413800576e-13,3.064559177687364e-14,3.64657826858517e-13,6.939893794208909e-13
low_history,76,8.895459331081934e-07,6.435329917926786e-07,1.2171811650584416e-13,1.336517590592285e-13,-1.1933642553384347e-14,3.4586859175507277e-13,7.27010929028787e-13
low_history,77,8.947694344341173e-07,6.101065157991236e-07,1.451595660170215e-13,1.5458141262250348e-13,-9.42184660548198e-15,3.5482281728158287e-13,7.04455817351177e-13
low_history,78,9.010203249615323e-07,6.451729155034668e-07,1.7056495639571522e-13,1.4039609826712708e-13,3.016885812858815e-14,3.680047803129214e-13,7.396736777251794e-13
low_history,79,9.058924022031789e-07,6.36825594692325e-07,1.1179684200087576e-13,1.4861296763140832e-13,-3.6816125630532557e-14,3.5674103752549436e-13,7.382079764588186e-13
low_history,80,9.112109599362928e-07,6.293353603777308e-07,1.8810628727175214e-13,1.5643903586409813e-13,3.1667251407654004e-14,3.8721978332493765e-13,7.376314879814356e-13
low_history,81,9.174929131716691e-07,6.640227364458187e-07,1.3091262546884212e-13,1.4202626601062683e-13,-1.1113640541784757e-14,3.6822910298848013e-13,7.736454679094315e-13
low_history,82,9.226700239950425e-07,6.295413762518254e-07,1.5266371843766412e-13,1.6430446223770175e-13,-1.164074380003763e-14,3.7703272441599955e-13,7.496356882377553e-13
low_history,83,9.2933731316025e-07,6.647412825046941e-07,1.8284546541342923e-13,1.4974025186791596e-13,3.3105213545513214e-14,3.9218343245553705e-13,7.86260290829295e-13
low_history,84,9.343550797791256e-07,6.577219021735297e-07,1.1846028693909493e-13,1.576158494096848e-13,-3.915556247058985e-14,3.7935330342792095e-13,7.861006531707853e-13
low_history,85,9.398394106019392e-07,6.483706543360177e-07,1.9944675163353395e-13,1.668113866655324e-13,3.263536496800156e-14,4.1142470940413986e-13,7.840657040119848e-13
low_history,86,9.465189429735954e-07,6.85123930880323e-07,1.4083065937372042e-13,1.5094437112720322e-13,-1.0113711753482805e-14,3.9189271196079134e-13,8.232189946975e-13
low_history,87,9.516329789738265e-07,6.496147878559867e-07,1.6052394403642528e-13,1.746078438176147e-13,-1.408389978118942e-14,4.006199908192729e-13,7.976993806702854e-13
low_history,88,9.582849030964624e-07,6.848439597982666e-07,1.9593936072785228e-13,1.5970672203329852e-13,3.6232638694553776e-14,4.180786052731799e-13,8.356762486974089e-13
low_history,89,9.639102450387238e-07,6.792821746022948e-07,1.2558666135274536e-13,1.671477148814216e-13,-4.156105352867625e-14,4.032914956283867e-13,8.370443744619159e-13
low_history,90,9.691149229495988e-07,6.679749233698219e-07,2.113703700723598e-13,1.7784498403875083e-13,3.352538603360899e-14,4.370262515750507e-13,8.33370294787877e-13
low_history,91,9.75987029999681e-07,7.068422376113845e-07,1.515208461809402e-13,1.6043500835092134e-13,-8.914162169981145e-15,4.1707280143422254e-13,8.758949397388532e-13
low_history,92,9.815118968414804e-07,6.70365380335962e-07,1.687704789991585e-13,1.8553343090576052e-13,-1.6762951906602003e-14,4.2552768850708996e-13,8.488730767308027e-13
low_history,93,9.883551366218768e-07,7.055347146516179e-07,2.09899101108777e-13,1.7034826851573672e-13,3.955083259304027e-14,4.457169427708277e-13,8.881873842338644e-13
low_history,94,9.941568708260462e-07,7.015463842389172e-07,1.3323061883493804e-13,1.772591364581565e-13,-4.4028517623218466e-14,4.290077807437427e-13,8.912970430720925e-13
low_history,95,9.99527608736006e-07,6.882069704397337e-07,2.239269456944691e-13,1.8959429084443637e-13,3.433265485003274e-14,4.63796923420182e-13,8.858210921164724e-13
low_history,96,1.0066402489350423e-06,7.29217292689931e-07,1.630459651022768e-13,1.7055106131322652e-13,-7.505096210949672e-15,4.4416227032008053e-13,9.319287922450587e-13
low_history,97,1.012550137124979e-06,6.918241699790041e-07,1.7743616098003738e-13,1.9712383084187877e-13,-1.968766986184139e-14,4.521926751269171e-13,9.033798553935099e-13
low_history,98,1.019639190774635e-06,7.268338419029488e-07,2.2477918522061132e-13,1.81712494211752e-13,4.3066691008859327e-14,4.749421423629083e-13,9.439847109652585e-13
low_history,99,1.0251472384592564e-06,7.245361754128924e-07,1.414343727263869e-13,1.8798577229933376e-13,-4.655139957294689e-14,4.564517441459325e-13,9.49068635964668e-13
low_history,100,1.0311667029139215e-06,7.090825785085373e-07,2.3714241515332845e-13,2.0210248828605884e-13,3.503992686726961e-14,4.921244305415923e-13,9.416097991038865e-13
low_history,101,1.0382714870638132e-06,7.522627294839555e-07,1.7546888278519253e-13,1.8133216116624662e-13,-5.8632783810540645e-15,4.729387991249189e-13,9.91513979271028e-13
low_history,102,1.0440805164324551e-06,7.14014676111393e-07,1.8654176690257752e-13,2.0941748925299657e-13,-2.287572235041906e-14,4.805658530941597e-13,9.614438300018872e-13
low_history,103,1.0516368436352952e-06,7.487577429846726e-07,2.406339982922631e-13,1.9384814524377395e-13,4.6785853048489226e-14,5.061821358214941e-13,1.0032819985422956e-12
low_history,104,1.0573166179528304e-06,7.482732893202027e-07,1.5024429569920868e-13,1.9936531675204478e-13,-4.91210210528361e-14,4.853786426027809e-13,1.0105891279090288e-12
low_history,105,1.0635234803380023e-06,7.306261501286779e-07,2.510460793497076e-13,2.1541763877982e-13,3.562844056988763e-14,5.224896527758062e-13,1.0009519093496194e-12
low_history,106,1.0710972206673386e-06,7.759914202185749e-07,1.8885318462082574e-13,1.928207984863963e-13,-3.967613865570551e-15,5.034179268234971e-13,1.0548573746722813e-12
low_history,107,1.0768832537644268e-06,7.369526431082847e-07,1.9610822701454466e-13,2.2245010938698446e-13,-2.6341882372439866e-14,5.107112374343946e-13,1.0232615307186787e-12
low_history,108,1.0844276160382194e-06,7.713180261420433e-07,2.575124649370214e-13,2.0680183362056787e-13,5.071063131645355e-14,5.397054756670285e-13,1.0662830177126627e-12
low_history,109,1.090795190311633e-06,7.727731555689834e-07,1.5970857435832009e-13,2.1143632449329526e-13,-5.172775013497515e-14,5.16032592331682e-13,1.0760764260329898e-12
low_history,110,1.0966878181695172e-06,7.528550089975151e-07,2.656661201683833e-13,2.295857947963893e-13,3.608032537199395e-14,5.548345447941827e-13,1.0640642956122084e-12
low_history,111,1.1044389027492496e-06,8.004242141424201e-07,2.0327069542869797e-13,2.0506683826566983e-13,-1.7961428369718706e-15,5.358677310470135e-13,1.1221996417007402e-12
low_history,112,1.110728917369519e-06,7.60669341502869e-07,2.0616715555736735e-13,2.3626909304179854e-13,-3.01019374844312e-14,5.425747475426017e-13,1.0891143059873922e-12
low_history,113,1.118443929970514e-06,7.945396455652797e-07,2.754768011218969e-13,2.2063153943077758e-13,5.4845261691119293e-14,5.754526265849488e-13,1.1332191224047836e-12
low_history,114,1.1250097079473775e-06,7.980608800979226e-07,1.698829272069066e-13,2.242436561849758e-13,-5.436072897806916e-14,5.489529635288408e-13,1.1457929153433025e-12
low_history,115,1.1310879159676102e-06,7.757964467369521e-07,2.8103560625212245e-13,2.4466117813552016e-13,3.637442811660235e-14,5.8886588284177e-13,1.1311938273592408e-12
low_history,116,1.1391469206534222e-06,8.255790504155912e-07,2.187946460628433e-13,2.181212800532913e-13,6.733660095519545e-16,5.707687151004501e-13,1.1937862706649556e-12
low_history,117,1.1458361465210842e-06,7.851885167504158e-07,2.1674828935490204e-13,2.5091900707019414e-13,-3.417071771529208e-14,5.767136197619565e-13,1.1592324753671732e-12
low_history,118,1.1538692379353677e-06,8.184426096693294e-07,2.945880905984578e-13,2.353955547173055e-13,5.919253588115224e-14,6.132317187019493e-13,1.204330631080821e-12
low_history,119,1.1601025221852357e-06,8.241615135385967e-07,1.8082763542294718e-13,2.3783497481692323e-13,-5.700733939397606e-14,5.842472366445843e-13,1.2200185651244374e-12
low_history,120,1.1669102238098805e-06,7.994746845817882e-07,2.9718699649490173e-13,2.606994914474479e-13,3.648750504745381e-14,6.248786001491948e-13,1.2025946146432472e-12
low_history,121,1.1749713546560514e-06,8.514828060309886e-07,2.355157396172148e-13,2.320447546251943e-13,3.470984992020437e-15,6.078574253696946e-13,1.2699024026957861e-12
low_history,122,1.1814970747592302e-06,8.105456801739367e-07,2.278833235776297e-13,2.664528623979173e-13,-3.8569538820287604e-14,6.13014349211532e-13,1.2339401412316702e-12
low_history,123,1.1900529162944817e-06,8.430445938972503e-07,3.1491562336714616e-13,2.511588473014804e-13,6.375677606566571e-14,6.536339459365899e-13,1.2798947547071717e-12
low_history,124,1.196473684378363e-06,8.510961963016028e-07,1.9260719309511014e-13,2.52253952522402e-13,-5.96467594272919e-14,6.217737000539574e-13,1.2990161051729052e-12
low_history,125,1.2034916825609532e-06,8.239083619805699e-07,3.1414147408823023e-13,2.777575342071907e-13,3.63839398810395e-14,6.634746207251741e-13,1.2785300768402566e-12
low_history,126,1.212067085226698e-06,8.781267107274796e-07,2.5350509093002213e-13,2.468773469677738e-13,6.627743962248388e-15,6.471392078139048e-13,1.3507421544276615e-12
low_history,127,1.218611530934277e-06,8.367368020891106e-07,2.395850495698682e-13,2.8289921684187036e-13,-4.331416727200211e-14,6.515321770028318e-13,1.3134114224092794e-12
low_history,128,1.2267467246196428e-06,8.683409967017867e-07,3.365028708092e-13,2.679700129688571e-13,6.853285784034297e-14,6.969879868477333e-13,1.3600987141230817e-12
low_history,129,1.234347911549527e-06,8.78869617008876e-07,2.052799542567719e-13,2.67543210044549e-13,-6.226325578777709e-14,6.612747803335825e-13,1.3830482652852167e-12
low_history,130,1.2410085013514482e-06,8.491142324713485e-07,3.3192989639587756e-13,2.9588628820802575e-13,3.604360818785178e-14,7.045736943105865e-13,1.3592512208949672e-12
low_history,131,1.2497231233754569e-06,9.055412345211601e-07,2.728561528094084e-13,2.6269036704001626e-13,1.0165785769392112e-14,6.889501980063067e-13,1.4366320417625446e-12
low_history,132,1.2568930251311006e-06,8.638054037163132e-07,2.51905298279451e-13,3.0032325492545966e-13,-4.841795664600867e-14,6.922482863838265e-13,1.398023518896566e-12
low_history,133,1.2639508439327152e-06,8.943712931873229e-07,3.594287300570722e-13,2.859080678472617e-13,7.352066220981055e-14,7.431630760374414e-13,1.445273507497383e-12
low_history,134,1.2729874501737903e-06,9.075188911519297e-07,2.189289857941027e-13,2.837667228413961e-13,-6.483773704729334e-14,7.034159143089411e-13,1.4724598352205722e-12
low_history,135,1.2798556269510986e-06,8.751318783862244e-07,3.505950974114922e-13,3.1515859454219233e-13,3.543650286929989e-14,7.477891579573369e-13,1.4451004230382647e-12
low_history,136,1.2889809359317717e-06,9.33755063356236e-07,2.936656956277717e-13,2.795538168177552e-13,1.41118788100165e-14,7.339071565756649e-13,1.5279078899258965e-12
low_history,137,1.2965392530428499e-06,8.91788017717403e-07,2.6489276772604984e-13,3.187881216543677e-13,-5.389535392831786e-14,7.359063717024925e-13,1.488134667253339e-12
low_history,138,1.3035351012491425e-06,9.2116901276136e-07,3.8376914861747217e-13,3.050511328811152e-13,7.871801573635694e-14,7.917253111714077e-13,1.5357790953386814e-12
low_history,139,1.3126802422824824e-06,9.370747484160275e-07,2.3363857629031294e-13,3.009903444613725e-13,-6.735176817105956e-14,7.486280624348111e-13,1.5676238774984267e-12
low_history,140,1.3203789088478413e-06,9.019971560415917e-07,3.701837041687913e-13,3.3564746882692446e-13,3.453623534186684e-14,7.935628822563932e-13,1.5364428156251421e-12
low_history,141,1.3294991802748068e-06,9.627982265120226e-07,3.16038848933495e-13,2.9754518428094135e-13,1.8493664652553688e-14,7.816381914376899e-13,1.6249124199383623e-12
low_history,142,1.3368004217473306e-06,9.207212190428441e-07,2.7859973042870203e-13,3.3836093296785584e-13,-5.97612025391538e-14,7.823302003270649e-13,1.584124136214719e-12
low_history,143,1.3445144438906098e-06,9.487648493501198e-07,4.0960452897021867e-13,3.254825075413103e-13,8.412202142890843e-14,8.432316358461462e-13,1.6319547507700297e-12
low_history,144,1.3537599379831455e-06,9.675689394800698e-07,2.494997613628108e-13,3.1928264744794586e-13,-6.978288608513501e-14,7.966786038191753e-13,1.6689165577460674e-12
low_history,145,1.3616967544927139e-06,9.297463976858965e-07,3.9074158034162706e-13,3.5743092040108915e-13,3.331065994053798e-14,8.426230986025253e-13,1.6336328425280577e-12
low_history,146,1.3714162636069283e-06,9.926863315962952e-07,3.400779172390108e-13,3.167365246150207e-13,2.3341392623990043e-14,8.323137754488497e-13,1.7280000756724e-12
low_history,147,1.3788161964123358e-06,9.506245887398322e-07,2.9306932886103605e-13,3.590985463972906e-13,-6.602921753625457e-14,8.315531449794638e-13,1.6863287853754446e-12
low_history,148,1.3869009460043547e-06,9.771724907374278e-07,4.3700354552652484e-13,3.4727867727781484e-13,8.972486824870999e-14,8.985295089467031e-13,1.7341269896933904e-12
low_history,149,1.3966422207079e-06,9.990161110034313e-07,2.666016406856549e-13,3.387047209087235e-13,-7.210308022306864e-14,8.472959223142744e-13,1.776688182358842e-12
low_history,150,1.404178469832651e-06,9.58399569031117e-07,4.123014277960952e-13,3.805780989351872e-13,3.1723328860908004e-14,8.949033901217781e-13,1.7370352913122456e-12
low_history,151,1.4139736611851195e-06,1.0234440066636052e-06,3.658992254419406e-13,3.3721190886544334e-13,2.868731657649722e-14,8.862822997001615e-13,1.837542885278187e-12
low_history,152,1.4221725423702036e-06,9.815353380356666e-07,3.08359708737993e-13,3.810741829690739e-13,-7.271447423108095e-14,8.836509735195297e-13,1.7951775331959612e-12
low_history,153,1.429935103630653e-06,1.0064245434778998e-06,4.660529908287766e-13,3.7053305058580385e-13,9.551994024297276e-14,9.573431598690802e-13,1.8426957682294364e-12
low_history,154,1.4403152756581328e-06,1.0314487060008674e-06,2.850488188089419e-13,3.5933380213729724e-13,-7.428498332835539e-14,9.013186522474208e-13,1.8913793926490087e-12
low_history,155,1.4480882584988475e-06,9.879952170914923e-07,4.3491334036046924e-13,4.051755719667619e-13,2.9737768393707256e-14,9.499006553218117e-13,1.8470546003652472e-12
low_history,156,1.458435203272046e-06,1.0550971407478694e-06,3.9362463974073175e-13,3.5906030069257227e-13,3.456433904815948e-14,9.442780817060392e-13,1.953952527728208e-12
low_history,157,1.4669867621774912e-06,1.0134863684005977e-06,3.2453082568193933e-13,4.043615000542498e-13,-7.983067437231047e-14,9.395704609727007e-13,1.911109297039731e-12
low_history,158,1.4749022728133276e-06,1.0365483199792328e-06,4.968375883342481e-13,3.9534050141102275e-13,1.014970869232253e-13,1.0190867144271739e-12,1.9580455269596757e-12
low_history,159,1.48527223700623e-06,1.0648961087946923e-06,3.049543504318395e-13,3.8124974834213e-13,-7.629539791029051e-14,9.593389306380736e-13,2.0134156591794208e-12
low_history,160,1.4939830257632014e-06,1.0185669162062056e-06,4.586231559861397e-13,4.313104023789033e-13,2.7312753607236457e-14,1.0082173422323639e-12,1.964128652681248e-12
low_history,161,1.5043376223600191e-06,1.087681210818569e-06,4.233914197785554e-13,3.8238388459057405e-13,4.10075351879813e-14,1.005823119474079e-12,2.077691710879311e-12
low_history,162,1.5125056728182429e-06,1.0465260748622298e-06,3.416566421028291e-13,4.290503461663353e-13,-8.739370406350629e-14,9.990559151217264e-13,2.0346274699551857e-12
low_history,163,1.5213270829761427e-06,1.0675877705829576e-06,5.294617112336717e-13,4.2181450070238587e-13,1.076472105312859e-13,1.0845810244847466e-12,2.0806903474150762e-12
low_history,164,1.5317177207152533e-06,1.0994007570808015e-06,3.2644431151278986e-13,4.0454690922418147e-13,-7.810259771139164e-14,1.0209781589944373e-12,2.1433245102816542e-12
low_history,165,1.540697479790465e-06,1.0501643226327479e-06,4.834943432753739e-13,4.590874067830559e-13,2.4406936492317908e-14,1.0707026218523447e-12,2.088775667268325e-12
low_history,166,1.5517184975832876e-06,1.1212055675532884e-06,4.553216610384493e-13,4.072707491181631e-13,4.805091192028622e-14,1.0712813866458668e-12,2.209147978420836e-12
low_history,167,1.560091190649926e-06,1.0806590870279013e-06,3.5979003425247346e-13,4.552000441393357e-13,-9.54100098868622e-14,1.0620065694076466e-12,2.166118216472631e-12
low_history,168,1.5692386828303206e-06,1.0995429482583999e-06,5.63987956811188e-13,4.5003850702784433e-13,1.1394944978334355e-13,1.154877495285817e-12,2.2109591590259154e-12
low_history,169,1.5802847220525162e-06,1.1349611597438505e-06,3.496292920677509e-13,4.292935634275239e-13,-7.966427135977305e-14,1.0859070851618479e-12,2.2814838355317935e-12
low_history,170,1.5888118618800906e-06,1.0827947073118564e-06,5.095532043166439e-13,4.885789020313302e-13,2.0974302285313644e-14,1.1372879969979618e-12,2.2213676722766558e-12
low_history,171,1.599820831671428e-06,1.1556975834844239e-06,4.895603338716217e-13,4.3383004931176903e-13,5.5730284559852595e-14,1.1410013569809797e-12,2.3488140349186806e-12
low_history,172,1.6091963433439993e-06,1.1159352901516463e-06,3.790168750740584e-13,4.829097482681681e-13,-1.038928731941097e-13,1.1286934924256347e-12,2.3061559563308935e-12
low_history,173,1.6178803175781464e-06,1.1324594854596681e-06,6.005267524981335e-13,4.801379856559414e-13,1.2038876684219205e-13,1.229521366066741e-12,2.3493839723906387e-12
low_history,174,1.6296511414493065e-06,1.1716224489644839e-06,3.7465632399626165e-13,4.555966190668689e-13,-8.094029507060725e-14,1.1552208359897317e-12,2.4284749504638497e-12
low_history,175,1.6384533859936656e-06,1.1165094018924775e-06,5.368669597663049e-13,5.198998072652193e-13,1.696715250108561e-14,1.2073447971911494e-12,2.3624780530757907e-12
low_history,176,1.6501759128040305e-06,1.191189161348776e-06,5.262626900898795e-13,4.621793235031125e-13,6.408336658676694e-14,1.215878236167688e-12,2.49720499627309e-12
low_history,177,1.6598515314714124e-06,1.1523910026180538e-06,3.9942124492233095e-13,5.122728968529607e-13,-1.1285165193062959e-13,1.2003382049304548e-12,2.4552944218832496e-12
low_history,178,1.6688075789028645e-06,1.1663695593748038e-06,6.391779586273263e-13,5.122337733719085e-13,1.2694418525541767e-13,1.30775739152718e-12,2.4965074865902277e-12
low_history,179,1.6805664779517837e-06,1.2094151909335786e-06,4.016739419366396e-13,4.835589415428812e-13,-8.188499960624163e-14,1.2297323607182925e-12,2.5848488291130255e-12
low_history,180,1.6904223062164103e-06,1.151347295734259e-06,5.654939101621953e-13,5.531591919282457e-13,1.23347182339496e-14,1.2817342952906664e-12,2.5126750231888918e-12
low_history,181,1.702153446608845e-06,1.227716743763751e-06,5.655961789448313e-13,4.924478777851937e-13,7.314830115963758e-14,1.2952845536595023e-12,2.6549097633927794e-12
low_history,182,1.7113389795542222e-06,1.1900728111776478e-06,4.2110209696817035e-13,5.433976432712716e-13,-1.2229554630310116e-13,1.2765421122715151e-12,2.6141566482245743e-12
low_history,183,1.7213766463075597e-06,1.2013165592327764e-06,6.800564408260338e-13,5.464627736320589e-13,1.335936671939748e-13,1.390723701155699e-12,2.652897225568327e-12
low_history,184,1.7331121912600445e-06,1.2483806282767212e-06,4.308480630481499e-13,5.132989690857372e-13,-8.245090603758726e-14,1.3088304554352839e-12,2.751244711692878e-12
low_history,185,1.7432137016659688e-06,1.1873578849952846e-06,5.95506023734166e-13,5.884816301887183e-13,7.024393545447664e-15,1.3613761456583951e-12,2.672577135443965e-12
low_history,186,1.7557106778698373e-06,1.265295760166807e-06,6.077185537100213e-13,5.247551601537545e-13,8.296339355626676e-14,1.3798445819754395e-12,2.822436556382809e-12
low_history,187,1.765183238855439e-06,1.2290005140422436e-06,4.441449712999461e-13,5.763721207828312e-13,-1.3222714948288504e-13,1.3571127885895353e-12,2.78330636661116e-12
low_history,188,1.7755329951851806e-06,1.237315996211113e-06,7.23249063935277e-13,5.829447170011009e-13,1.4030434693417618e-13,1.4797425086880865e-12,2.8190748562306055e-12
low_history,189,1.7880583399187966e-06,1.2885316314730468e-06,4.623380270465821e-13,5.449183342681019e-13,-8.25803072215198e-14,1.3922437999773688e-12,2.928207366022944e-12
low_history,190,1.7977065981389373e-06,1.224563648865991e-06,6.269484325525744e-13,6.259706228148436e-13,9.778097377307843e-16,1.4462155104717137e-12,2.842744328409951e-12
low_history,191,1.8101812620241464e-06,1.303959695863551e-06,6.528109554770949e-13,5.592441615081358e-13,9.356679396895915e-14,1.4700280932915392e-12,3.000416340502516e-12
low_history,192,1.8207986220708516e-06,1.2692220949141338e-06,4.686659999223907e-13,6.113165947466223e-13,-1.4265059482423144e-13,1.4425103356382389e-12,2.9634407419361104e-12
low_history,193,1.8306243169952108e-06,1.2744134136531294e-06,7.688781142616139e-13,6.218317946176887e-13,1.470463196439251e-13,1.574153445089594e-12,2.995700995755692e-12
low_history,194,1.8438579989510373e-06,1.3299102899222811e-06,4.963336403056612e-13,5.785503975007001e-13,-8.221675719503893e-14,1.4812677113874099e-12,3.1164356809451223e-12
low_history,195,1.8539305572939924e-06,1.2630163586764084e-06,6.599002469909212e-13,6.657637261790846e-13,-5.863479188163373e-15,1.5355379487845613e-12,3.023880317985378e-12
low_history,196,1.867108808978335e-06,1.3437420493033163e-06,7.010641740532274e-13,5.960654209899034e-13,1.0499875306332395e-13,1.5667546436892972e-12,3.1895097329305283e-12
low_history,197,1.878056169940523e-06,1.3107777989050112e-06,4.947829982887451e-13,6.48350296066795e-13,-1.5356729777804985e-13,1.5342371562528926e-12,3.1552624557286747e-12
low_history,198,1.8881894155720058e-06,1.3126464233348437e-06,8.170600173336079e-13,6.632772787604089e-13,1.5378273857319903e-13,1.673011014093132e-12,3.1834359165324547e-12
low_history,199,1.9015229411056822e-06,1.3725505336383825e-06,5.330325632194938e-13,6.143299450167227e-13,-8.129738179722884e-14,1.576965666852717e-12,3.316647853527828e-12
