Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,557500,4.163e-16,1.000000000000e+00,7.415e-04,7.131e-07
2,Stiffness,624500,1.042e-15,2.000000000000e+00,1.372e-03,7.107e-07
3,Stiffness,695000,5.566e-16,3.000000000000e+00,9.778e-04,6.470e-07
4,Stiffness,755500,1.462e-15,4.000000000000e+00,1.416e-03,7.419e-07
5,Stiffness,826000,6.691e-16,5.000000000000e+00,1.454e-03,8.303e-06
6,Stiffness,913500,1.116e-15,6.000000000000e+00,9.011e-04,6.528e-07
7,Stiffness,1005500,8.376e-16,7.000000000000e+00,9.591e-04,6.415e-07
8,Stiffness,1099000,1.257e-15,8.000000000000e+00,9.813e-04,7.312e-07
9,Stiffness,2440500,9.350e-16,9.000000000000e+00,9.203e-04,5.059e-07
10,Stiffness,2357500,3.369e-16,1.000000000000e+01,8.521e-04,3.927e-07
11,Stiffness,2310000,6.132e-16,1.100000000000e+01,9.243e-04,3.900e-07
12,Stiffness,2487000,2.813e-16,1.200000000000e+01,9.835e-04,3.426e-07
13,Stiffness,2038000,7.798e-16,1.300000000000e+01,8.830e-04,3.245e-07
14,Stiffness,2004500,0.000e+00,1.400000000000e+01,6.339e-07,3.152e-07
15,Stiffness,2057000,6.771e-16,1.500000000000e+01,1.231e-03,2.729e-07
16,Stiffness,1975500,6.353e-16,1.600000000000e+01,1.136e-03,2.887e-07
17,Stiffness,2007500,7.980e-16,1.700000000000e+01,9.302e-04,2.940e-07
18,Stiffness,2041000,5.657e-16,1.800000000000e+01,9.110e-04,2.490e-07
19,Stiffness,2118500,3.576e-16,1.900000000000e+01,8.900e-04,2.508e-07
20,Stiffness,2237000,1.020e-15,2.000000000000e+01,1.086e-03,2.364e-07
21,Stiffness,2467500,6.481e-16,2.100000000000e+01,7.327e-04,2.635e-07
22,Stiffness,2738500,1.084e-15,2.200000000000e+01,1.149e-03,2.028e-07
23,Stiffness,1234500,8.809e-16,2.300000000000e+01,1.346e-03,1.022e-06
24,Stiffness,1066500,5.631e-16,2.400000000000e+01,1.037e-03,1.056e-06
25,Stiffness,946000,6.760e-16,2.500000000000e+01,1.023e-03,1.087e-06
26,Stiffness,843000,1.170e-15,2.600000000000e+01,1.220e-03,1.219e-06
27,Stiffness,779000,1.879e-15,2.700000000000e+01,6.101e-04,3.333e-05
28,Stiffness,719000,4.834e-16,2.800000000000e+01,8.112e-04,1.192e-06
29,Stiffness,671000,1.167e-16,2.900000000000e+01,7.602e-04,1.196e-06
30,Stiffness,623500,6.774e-16,3.000000000000e+01,9.544e-04,1.302e-06
31,Stiffness,585500,6.558e-16,3.100000000000e+01,7.604e-04,1.365e-06
32,Stiffness,553000,4.237e-16,3.200000000000e+01,7.751e-04,1.421e-06
33,Stiffness,527500,1.233e-15,3.300000000000e+01,1.399e-03,1.415e-06
34,Stiffness,499000,9.978e-16,3.400000000000e+01,8.504e-04,1.537e-06
35,Stiffness,477500,1.164e-15,3.500000000000e+01,1.417e-03,1.589e-06
36,Stiffness,458500,1.132e-15,3.600000000000e+01,1.412e-03,1.594e-06
37,Stiffness,438000,1.102e-15,3.700000000000e+01,8.453e-04,1.691e-06
38,Stiffness,423500,5.365e-16,3.800000000000e+01,1.003e-03,1.675e-06
39,Stiffness,409500,3.487e-16,3.900000000000e+01,1.278e-03,1.687e-06
40,Stiffness,393500,8.502e-16,4.000000000000e+01,1.095e-03,1.799e-06
41,Stiffness,381500,6.638e-16,4.100000000000e+01,1.202e-03,1.814e-06
42,Stiffness,368500,9.724e-16,4.200000000000e+01,1.371e-03,1.898e-06
43,Stiffness,361000,1.584e-16,4.300000000000e+01,8.638e-04,1.800e-06
44,Stiffness,347500,6.193e-16,4.400000000000e+01,1.142e-03,1.979e-06
45,Stiffness,340000,6.058e-16,4.500000000000e+01,1.036e-03,1.924e-06
46,Stiffness,328500,4.446e-16,4.600000000000e+01,1.057e-03,2.079e-06
47,Stiffness,320000,1.016e-15,4.700000000000e+01,1.287e-03,2.125e-06
48,Stiffness,312000,7.107e-16,4.800000000000e+01,1.213e-03,2.172e-06
49,Stiffness,304000,6.964e-16,4.900000000000e+01,9.524e-04,2.242e-06
50,Stiffness,296500,6.828e-16,5.000000000000e+01,1.000e-03,2.307e-06
51,Stiffness,290000,1.339e-15,5.100000000000e+01,1.405e-03,2.342e-06
52,Stiffness,283000,6.570e-16,5.200000000000e+01,8.528e-04,2.414e-06
53,Stiffness,277500,9.028e-16,5.300000000000e+01,1.435e-03,2.815e-06
54,Stiffness,271500,6.331e-16,5.400000000000e+01,1.165e-03,2.479e-06
55,Stiffness,265500,3.731e-16,5.500000000000e+01,8.169e-04,2.551e-06
56,Stiffness,260000,8.553e-16,5.600000000000e+01,1.425e-03,2.696e-06
57,Stiffness,255000,3.603e-16,5.700000000000e+01,1.386e-03,2.652e-06
58,Stiffness,250000,3.542e-16,5.800000000000e+01,1.045e-03,2.710e-06
59,Stiffness,245000,2.322e-16,5.900000000000e+01,7.315e-04,5.029e-06
60,Stiffness,239500,7.995e-16,6.000000000000e+01,9.191e-04,2.907e-06
61,Stiffness,235500,5.619e-16,6.100000000000e+01,1.110e-03,2.914e-06
62,Stiffness,230500,6.636e-16,6.200000000000e+01,7.496e-04,3.038e-06
63,Stiffness,226000,1.307e-15,6.300000000000e+01,1.354e-03,3.129e-06
64,Stiffness,222000,1.072e-15,6.400000000000e+01,1.095e-03,3.189e-06
