Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,133000,9.137e-16,1.000000000000e+02,7.112e-04,6.782e-06
105,Stiffness,125500,7.470e-16,1.050000000000e+02,1.001e-03,7.147e-06
110,Stiffness,118000,0.000e+00,1.100000000000e+02,9.082e-04,7.516e-06
115,Stiffness,110000,2.166e-15,1.150000000000e+02,1.027e-03,8.021e-06
120,Stiffness,102000,8.754e-16,1.200000000000e+02,1.344e-03,8.155e-06
125,Stiffness,92500,2.314e-15,1.250000000000e+02,8.501e-04,8.009e-06
130,Stiffness,86500,1.216e-15,1.300000000000e+02,1.150e-03,4.381e-06
131,Stiffness,88500,4.022e-16,1.310000000000e+02,8.252e-04,2.735e-06
132,Stiffness,96000,3.993e-16,1.320000000000e+02,9.428e-04,9.393e-07
133,Converged,118853,7.170066163982e+01,1.330000000000e+02,8.745e-04,4.998e-08
134,Converged,137486,7.221955093773e+01,1.340000000000e+02,7.875e-04,5.000e-08
135,Converged,147188,7.273819729773e+01,1.350000000000e+02,8.033e-04,4.999e-08
140,Converged,162773,7.532781236507e+01,1.400000000000e+02,1.010e-03,5.000e-08
145,Converged,167469,7.791146936662e+01,1.450000000000e+02,9.659e-04,5.000e-08
150,Converged,169305,8.048926049608e+01,1.500000000000e+02,1.155e-03,5.000e-08
200,Converged,161539,1.059626088555e+02,2.000000000000e+02,8.128e-04,5.000e-08
250,Converged,150238,1.309307596952e+02,2.500000000000e+02,8.288e-04,5.000e-08
300,Converged,141059,1.554504539543e+02,3.000000000000e+02,1.087e-03,4.999e-08
350,Converged,133860,1.795673007790e+02,3.500000000000e+02,9.862e-04,4.998e-08
400,Converged,128098,2.033193431104e+02,4.000000000000e+02,8.004e-04,4.998e-08
450,Converged,123248,2.267390620796e+02,4.500000000000e+02,9.684e-04,4.999e-08
500,Converged,119309,2.498546319880e+02,5.000000000000e+02,9.747e-04,5.000e-08
550,Converged,115946,2.726907703057e+02,5.500000000000e+02,8.788e-04,4.999e-08
600,Converged,113084,2.952693482021e+02,6.000000000000e+02,8.831e-04,4.999e-08
650,Converged,110506,3.176098489922e+02,6.500000000000e+02,1.104e-03,5.000e-08
700,Converged,108266,3.397297242432e+02,7.000000000000e+02,1.068e-03,4.999e-08
750,Converged,106375,3.616446776997e+02,7.500000000000e+02,8.932e-04,4.995e-08
800,Converged,104455,3.833688963055e+02,8.000000000000e+02,1.075e-03,5.000e-08
850,Converged,102788,4.049152412199e+02,8.500000000000e+02,9.321e-04,4.999e-08
900,Converged,101295,4.262954078080e+02,9.000000000000e+02,8.377e-04,4.999e-08
950,Converged,99674,4.475200610579e+02,9.500000000000e+02,1.046e-03,4.999e-08
955,Converged,99534,4.496343558986e+02,9.550000000000e+02,1.009e-03,5.000e-08
960,Converged,99370,4.517472030585e+02,9.600000000000e+02,1.009e-03,5.000e-08
965,Converged,99236,4.538586117363e+02,9.650000000000e+02,9.727e-04,4.998e-08
970,Converged,99122,4.559685910511e+02,9.700000000000e+02,9.727e-04,4.996e-08
975,Converged,98989,4.580771500437e+02,9.750000000000e+02,9.049e-04,4.997e-08
980,Converged,98795,4.601842976769e+02,9.800000000000e+02,9.049e-04,4.999e-08
985,Converged,98726,4.622900428364e+02,9.850000000000e+02,9.049e-04,4.998e-08
990,Converged,98551,4.643943943326e+02,9.900000000000e+02,1.047e-03,5.000e-08
995,Converged,98373,4.664973609000e+02,9.950000000000e+02,9.743e-04,4.997e-08
1000,Converged,98191,4.685989511991e+02,1.000000000000e+03,9.743e-04,4.999e-08
1050,Converged,96689,4.895410131511e+02,1.050000000000e+03,1.013e-03,5.000e-08
1100,Converged,95172,5.103544525948e+02,1.100000000000e+03,9.443e-04,4.994e-08
1150,Converged,93359,5.310468208800e+02,1.150000000000e+03,9.823e-04,4.995e-08
1200,Converged,91321,5.516250805243e+02,1.200000000000e+03,9.505e-04,4.998e-08
1250,Converged,88851,5.720956627358e+02,1.250000000000e+03,1.027e-03,4.998e-08
1300,Converged,86661,5.924645181175e+02,1.300000000000e+03,9.935e-04,4.999e-08
1305,Converged,86645,5.944960245548e+02,1.305000000000e+03,7.986e-04,4.998e-08
1310,Converged,86548,5.965265744867e+02,1.310000000000e+03,7.986e-04,4.998e-08
1315,Converged,86542,5.985561731616e+02,1.315000000000e+03,7.986e-04,4.997e-08
1320,Converged,86533,6.005848257896e+02,1.320000000000e+03,7.986e-04,4.996e-08
1325,Converged,86476,6.026125375423e+02,1.325000000000e+03,1.109e-03,4.999e-08
1330,Converged,86559,6.046393135529e+02,1.330000000000e+03,9.583e-04,4.999e-08
1331,Converged,86565,6.050445569151e+02,1.331000000000e+03,1.150e-03,4.999e-08
1332,Stiffness,86000,3.755e-16,1.332000000000e+03,7.165e-04,1.986e-07
1333,Stiffness,85500,5.629e-16,1.333000000000e+03,1.111e-03,6.656e-08
1334,Stiffness,85000,5.626e-16,1.334000000000e+03,1.196e-03,7.598e-08
1335,Stiffness,84500,7.496e-16,1.335000000000e+03,8.012e-04,9.447e-08
1340,Stiffness,83000,1.868e-16,1.340000000000e+03,1.389e-03,3.638e-06
1345,Stiffness,81000,1.862e-16,1.345000000000e+03,8.361e-04,2.285e-07
1350,Stiffness,78500,1.113e-15,1.350000000000e+03,1.254e-03,4.347e-07
1400,Stiffness,70000,3.233e-15,1.400000000000e+03,7.918e-04,4.345e-06
1450,Stiffness,67000,3.917e-14,1.450000000000e+03,1.279e-03,1.013e-05
1500,Stiffness,66000,1.689e-14,1.500000000000e+03,1.068e-03,1.411e-05
1550,Stiffness,65000,1.155e-13,1.550000000000e+03,1.238e-03,1.943e-05
1600,Stiffness,65000,3.987e-15,1.600000000000e+03,7.426e-04,2.098e-05
1650,Stiffness,64500,1.092e-13,1.650000000000e+03,9.595e-04,2.541e-05
1700,Stiffness,64500,1.268e-13,1.700000000000e+03,1.382e-03,2.832e-05
1750,Stiffness,64500,1.075e-13,1.750000000000e+03,9.595e-04,2.920e-05
1800,Stiffness,64500,1.472e-13,1.800000000000e+03,9.595e-04,3.112e-05
1850,Stiffness,64500,2.880e-13,1.850000000000e+03,1.333e-03,3.301e-05
1900,Stiffness,65000,4.571e-14,1.900000000000e+03,1.069e-03,3.151e-05
1950,Stiffness,65000,9.482e-14,1.950000000000e+03,7.426e-04,3.326e-05
2000,Stiffness,65000,1.786e-13,2.000000000000e+03,7.699e-04,3.503e-05
