Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,595500,7.817e-16,1.000000000000e+00,8.644e-04,8.414e-07
2,Stiffness,679000,7.829e-16,2.000000000000e+00,8.363e-04,7.899e-07
3,Stiffness,768000,1.045e-15,3.000000000000e+00,1.288e-03,6.963e-07
4,Stiffness,838000,1.177e-15,4.000000000000e+00,1.275e-03,8.927e-07
5,Stiffness,934000,1.256e-15,5.000000000000e+00,1.208e-03,8.014e-07
6,Stiffness,1047000,1.048e-15,6.000000000000e+00,1.286e-03,7.580e-07
7,Stiffness,1178500,7.864e-16,7.000000000000e+00,8.560e-04,7.239e-07
8,Stiffness,1363500,1.377e-15,8.000000000000e+00,8.977e-04,7.842e-07
9,Stiffness,2699000,1.756e-16,9.000000000000e+00,1.100e-03,4.170e-07
10,Stiffness,2575000,3.165e-16,1.000000000000e+01,7.853e-04,4.146e-07
11,Stiffness,2387500,5.761e-16,1.100000000000e+01,8.076e-04,3.369e-07
12,Stiffness,2299500,7.929e-16,1.200000000000e+01,1.351e-03,8.898e-07
13,Stiffness,2229500,6.105e-16,1.300000000000e+01,7.346e-04,3.383e-07
14,Stiffness,2400000,4.539e-16,1.400000000000e+01,8.198e-04,2.502e-07
15,Stiffness,2328000,4.241e-16,1.500000000000e+01,7.718e-04,3.082e-07
16,Stiffness,2469000,5.969e-16,1.600000000000e+01,8.127e-04,2.985e-07
17,Stiffness,2705500,1.687e-15,1.700000000000e+01,1.212e-03,3.654e-07
18,Stiffness,2812000,7.087e-16,1.800000000000e+01,1.169e-03,2.377e-07
19,Stiffness,1541000,8.331e-16,1.900000000000e+01,8.571e-04,1.048e-06
20,Stiffness,1258500,6.334e-16,2.000000000000e+01,8.961e-04,1.097e-06
21,Stiffness,1074500,1.509e-16,2.100000000000e+01,9.492e-04,1.147e-06
22,Stiffness,944500,5.764e-16,2.200000000000e+01,1.186e-03,1.189e-06
23,Stiffness,839000,9.653e-16,2.300000000000e+01,8.839e-04,1.311e-06
24,Stiffness,768000,1.322e-15,2.400000000000e+01,1.113e-03,1.294e-06
25,Stiffness,704000,1.016e-15,2.500000000000e+01,1.197e-03,1.370e-06
26,Stiffness,655000,1.099e-15,2.600000000000e+01,1.167e-03,1.386e-06
27,Stiffness,613000,3.530e-16,2.700000000000e+01,7.253e-04,1.416e-06
28,Stiffness,575500,2.271e-16,2.800000000000e+01,8.945e-04,1.473e-06
29,Stiffness,546500,6.580e-16,2.900000000000e+01,1.011e-03,1.459e-06
30,Stiffness,515000,1.273e-15,3.000000000000e+01,1.235e-03,1.582e-06
31,Stiffness,488500,2.259e-15,3.100000000000e+01,5.789e-04,1.081e-05
32,Stiffness,466000,1.194e-15,3.200000000000e+01,7.489e-04,1.748e-06
33,Stiffness,449500,7.723e-16,3.300000000000e+01,1.194e-03,1.703e-06
34,Stiffness,429000,5.624e-16,3.400000000000e+01,7.980e-04,1.837e-06
35,Stiffness,414000,3.644e-16,3.500000000000e+01,9.128e-04,1.847e-06
36,Stiffness,398000,8.861e-16,3.600000000000e+01,9.384e-04,1.945e-06
37,Stiffness,384500,6.900e-16,3.700000000000e+01,1.111e-03,1.994e-06
38,Stiffness,372000,3.361e-16,3.800000000000e+01,7.601e-04,2.049e-06
39,Stiffness,362000,3.276e-16,3.900000000000e+01,4.312e-04,2.035e-06
40,Stiffness,350500,7.988e-16,4.000000000000e+01,1.018e-03,2.122e-06
41,Stiffness,340000,3.119e-16,4.100000000000e+01,1.114e-03,2.198e-06
42,Stiffness,330500,0.000e+00,4.200000000000e+01,7.314e-04,2.265e-06
43,Stiffness,322500,1.488e-16,4.300000000000e+01,4.288e-04,2.277e-06
44,Stiffness,313500,5.819e-16,4.400000000000e+01,1.166e-03,2.374e-06
45,Stiffness,306000,2.846e-16,4.500000000000e+01,8.202e-04,2.419e-06
46,Stiffness,298000,6.963e-16,4.600000000000e+01,1.154e-03,2.518e-06
47,Stiffness,291000,9.544e-16,4.700000000000e+01,1.303e-03,2.581e-06
48,Stiffness,284000,9.349e-16,4.800000000000e+01,1.022e-03,2.679e-06
49,Stiffness,278000,1.047e-15,4.900000000000e+01,1.333e-03,2.732e-06
50,Stiffness,272500,3.849e-16,5.000000000000e+01,1.042e-03,2.755e-06
51,Stiffness,266500,2.517e-16,5.100000000000e+01,8.456e-04,2.846e-06
52,Stiffness,261000,9.878e-16,5.200000000000e+01,9.883e-04,2.924e-06
53,Stiffness,255500,7.272e-16,5.300000000000e+01,1.073e-03,3.022e-06
54,Stiffness,250500,8.329e-16,5.400000000000e+01,8.385e-04,3.098e-06
55,Stiffness,246500,5.844e-16,5.500000000000e+01,1.172e-03,3.105e-06
56,Stiffness,241500,9.186e-16,5.600000000000e+01,9.848e-04,3.211e-06
57,Stiffness,237500,5.643e-16,5.700000000000e+01,7.967e-04,3.248e-06
58,Stiffness,233500,8.876e-16,5.800000000000e+01,1.289e-03,3.302e-06
59,Stiffness,229500,2.182e-16,5.900000000000e+01,1.297e-03,3.364e-06
60,Stiffness,225000,4.293e-16,6.000000000000e+01,7.848e-04,3.509e-06
61,Stiffness,221500,2.112e-16,6.100000000000e+01,7.076e-04,3.557e-06
62,Stiffness,218000,0.000e+00,6.200000000000e+01,2.215e-04,3.616e-06
63,Stiffness,214500,6.140e-16,6.300000000000e+01,8.284e-04,3.695e-06
64,Stiffness,210500,1.008e-15,6.400000000000e+01,9.650e-04,3.854e-06
65,Stiffness,208000,7.940e-16,6.500000000000e+01,1.207e-03,3.828e-06
66,Stiffness,204500,5.867e-16,6.600000000000e+01,8.744e-04,3.954e-06
67,Stiffness,201000,1.542e-15,6.700000000000e+01,1.135e-03,4.102e-06
