Q,anchor_index,anchor_s,phase_index,loop_phase,s_value,PC1,PC2,PC3
522.25,0,1165.777520408083,42,0.175,1165.8166523525276,0.002660759272442732,-0.0001250067098138022,-2.3910938253597234e-07
522.25,0,1165.777520408083,43,0.17916666666666667,1165.8175840654906,0.0026620405970032993,-9.975653050862863e-05,-2.3805110692763878e-07
522.25,0,1165.777520408083,44,0.18333333333333332,1165.8185157784535,0.002663195616985864,-7.450742477747548e-05,-2.369360204547819e-07
522.25,0,1165.777520408083,45,0.1875,1165.8194474914164,0.00266468262928285,-4.925399340737405e-05,-2.359066644783306e-07
522.25,0,1165.777520408083,46,0.19166666666666665,1165.8203792043794,0.002666048300053584,-2.400224444146595e-05,-2.3482298625661574e-07
522.25,0,1165.777520408083,47,0.19583333333333333,1165.8213109173423,0.0026649442416485196,1.232717067760033e-06,-2.3294768473261258e-07
522.25,0,1165.777520408083,48,0.2,1165.8222426303053,0.0026626488244767444,2.646042204005163e-05,-2.3068126797151692e-07
522.25,0,1165.777520408083,49,0.20416666666666666,1165.8231743432682,0.0026608489456487715,5.1691079897930045e-05,-2.2855380587153663e-07
522.25,0,1165.777520408083,50,0.20833333333333334,1165.8241060562311,0.0026589942100119237,7.691863402746022e-05,-2.263912806113838e-07
522.25,0,1165.777520408083,51,0.2125,1165.8250377691943,0.002657198110504558,0.00010215524942007362,-2.2422845000564e-07
522.25,0,1165.777520408083,52,0.21666666666666667,1165.8259694821572,0.002655360762531202,0.0001273867504422179,-2.2203732253256121e-07
522.25,0,1165.777520408083,53,0.22083333333333333,1165.8269011951202,0.0026525058496465934,0.00015254809283283923,-2.1953008867178195e-07
522.25,0,1165.777520408083,54,0.225,1165.827832908083,0.002648326647548211,0.0001776176052112469,-2.1661839125144028e-07
522.25,0,1165.777520408083,55,0.22916666666666666,1165.828764621046,0.0026432669196128234,0.0002026263856161112,-2.1343040859603032e-07
522.25,0,1165.777520408083,56,0.23333333333333334,1165.829696334009,0.0026382751727938073,0.00022764186986468893,-2.1024515393563584e-07
522.25,0,1165.777520408083,57,0.2375,1165.830628046972,0.002633276559627859,0.0002526499933026792,-2.0704448287750476e-07
522.25,0,1165.777520408083,58,0.24166666666666667,1165.8315597599349,0.002628307081203313,0.000277665194052762,-2.0383179406837124e-07
522.25,0,1165.777520408083,59,0.24583333333333332,1165.8324914728978,0.002623773001055331,0.00030273795730403435,-2.007189545127172e-07
522.25,0,1165.777520408083,60,0.25,1165.833423185861,0.0026176333155072083,0.0003275969316512565,-1.9716365281035702e-07
522.25,0,1165.777520408083,61,0.25416666666666665,1165.834354898824,0.0026093102253263146,0.0003521663744138749,-1.9301303600606828e-07
522.25,0,1165.777520408083,62,0.2583333333333333,1165.8352866117868,0.0026011556801308123,0.0003767588704646424,-1.888904826743722e-07
522.25,0,1165.777520408083,63,0.2625,1165.8362183247498,0.002593208690700519,0.0004013762445327661,-1.8480815510541116e-07
522.25,0,1165.777520408083,64,0.26666666666666666,1165.8371500377127,0.0025851655403676265,0.0004259832539869513,-1.8068209429595326e-07
522.25,0,1165.777520408083,65,0.2708333333333333,1165.8380817506757,0.002577280737023506,0.0004506207412010401,-1.7657703110047808e-07
522.25,0,1165.777520408083,66,0.275,1165.8390134636386,0.0025687912044729793,0.0004751372662484075,-1.723173247717616e-07
