Q,source,P_line,P_oriented,anchor_count,phase_points,median_direct_closure,maximum_direct_closure,PC1_explained,PC2_explained,PC3_explained,PC1_PC2_cumulative,PC1_PC2_PC3_cumulative,dimension_99_percent,dimension_99_9_percent
522.25,/root/elab1/hysteresis/support_feedback_q_curtain_focus_cache/q_522p25_orbit.npz,0.22361111111111112,0.4486111111111111,9,241,7.412524233344617e-05,8.630811573737913e-05,0.6644989994523173,0.3355009928254107,5.558099013082535e-09,0.999999992277728,0.9999999978358269,2,2
550.0,/root/elab1/hysteresis/support_feedback_q_curtain_cache/q_550_orbit.npz,0.22777777777777777,0.45416666666666666,9,241,0.0008567760585263175,0.0009808127735900986,0.6717768534144413,0.32822175740379433,1.0317348628598499e-06,0.9999986108182356,0.9999996425530985,2,2
