Q,anchor_index,anchor_s,phase_index,loop_phase,s_value,anchor_closure_relative,matrix_frobenius_norm,B_0_0,B_0_1,B_0_2,B_0_3,B_0_4,B_0_5,B_0_6,B_0_7,B_0_8,B_1_0,B_1_1,B_1_2,B_1_3,B_1_4,B_1_5,B_1_6,B_1_7,B_1_8,B_2_0,B_2_1,B_2_2,B_2_3,B_2_4,B_2_5,B_2_6,B_2_7,B_2_8,B_3_0,B_3_1,B_3_2,B_3_3,B_3_4,B_3_5,B_3_6,B_3_7,B_3_8,B_4_0,B_4_1,B_4_2,B_4_3,B_4_4,B_4_5,B_4_6,B_4_7,B_4_8,B_5_0,B_5_1,B_5_2,B_5_3,B_5_4,B_5_5,B_5_6,B_5_7,B_5_8,B_6_0,B_6_1,B_6_2,B_6_3,B_6_4,B_6_5,B_6_6,B_6_7,B_6_8,B_7_0,B_7_1,B_7_2,B_7_3,B_7_4,B_7_5,B_7_6,B_7_7,B_7_8,B_8_0,B_8_1,B_8_2,B_8_3,B_8_4,B_8_5,B_8_6,B_8_7,B_8_8
522.25,4,1167.777520408083,3,0.0125,1167.780315546972,7.412524233344617e-05,62.93210978822731,0.0,12.566383560672344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878348084779344,-3.7698921194560526,12.165664435224558,0.07726834491368391,0.0,0.0,0.0386342122590725,0.0,-3.69679347903992e-06,3.69679347903992e-06,-12.165664435224558,2.2948745650228968e-05,-3.69679347903992e-06,0.0,0.0,-1.8483986438007689e-06,0.0,-0.07726834491368391,0.0,0.0,0.0,0.0,12.566383560672344,0.0,0.0,0.0,0.0,15.740702357294852,0.0,0.0,-35.95310735650774,-3.7698709630031026,0.39935245961328264,7.870359286949281,0.0,-0.0007530913971945408,-0.0007530913971945408,0.0,0.0,0.0007530913971945408,-0.39935245961328264,4.410519860029881e-05,-0.00037654608652737886,0.0,-15.740702357294852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566383560672344,0.0,-2.5066262273150687e-05,0.0,0.0,-2.5066262273150687e-05,0.0,0.0,-30.159320545737586,-3.7699150682348046,-0.5239212333607763,0.0,0.0,12.566383560672344,0.0,0.0,12.566383560672344,-3.141595890164752,0.0,0.0
522.25,4,1167.777520408083,4,0.016666666666666666,1167.7812472599348,7.412524233344617e-05,62.93211055323476,0.0,12.566383466990823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878347302580031,-3.769892089741798,12.165664517958534,0.07726834415027513,0.0,0.0,0.03863421158935294,0.0,-3.648158119608722e-06,3.648158119608722e-06,-12.165664517958534,2.295035544914684e-05,-3.648158119608722e-06,0.0,0.0,-1.8240809254339053e-06,0.0,-0.07726834415027513,0.0,0.0,0.0,0.0,12.566383466990823,0.0,0.0,0.0,0.0,15.740702513754297,0.0,0.0,-35.95310936748818,-3.769871499223736,0.39933478633894803,7.87035930650622,0.0,-0.0007431836713391468,-0.0007431836713391468,0.0,0.0,0.0007431836713391468,-0.39933478633894803,4.354087351112453e-05,-0.0003715922157258562,0.0,-15.740702513754297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566383466990823,0.0,-2.4736487477749432e-05,0.0,0.0,-2.4736487477749432e-05,0.0,0.0,-30.15932032089966,-3.7699150401308823,-0.5239212130708615,0.0,0.0,12.566383466990823,0.0,0.0,12.566383466990823,-3.1415958667444195,0.0,0.0
522.25,4,1167.777520408083,5,0.020833333333333332,1167.782178972898,7.412524233344617e-05,62.932111342333,0.0,12.566383375495134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878346521345687,-3.7698920567162415,12.16566460173942,0.07726834336574781,0.0,0.0,0.03863421091579421,0.0,-3.600134786430795e-06,3.600134786430795e-06,-12.16566460173942,2.2955932298273893e-05,-3.600134786430795e-06,0.0,0.0,-1.80006922118006e-06,0.0,-0.07726834336574781,0.0,0.0,0.0,0.0,12.566383375495134,0.0,0.0,0.0,0.0,15.740702674491814,0.0,0.0,-35.95311141331861,-3.769872028736127,0.39931686835754504,7.870359329571183,0.0,-0.0007334006242771709,-0.000733400624277171,0.0,0.0,0.000733400624277171,-0.39931686835754504,4.2983912412887626e-05,-0.00036670068452198334,0.0,-15.740702674491814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566383375495134,0.0,-2.4410862574633728e-05,0.0,0.0,-2.4410862574633728e-05,0.0,0.0,-30.159320101307767,-3.7699150126827106,-0.5239211927231379,0.0,0.0,12.566383375495134,0.0,0.0,12.566383375495134,-3.141595843870544,0.0,0.0
522.25,4,1167.777520408083,6,0.025,1167.783110685861,7.412524233344617e-05,62.932112094933004,0.0,12.566383280681633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878345738626941,-3.7698920287122553,12.165664683934619,0.07726834261315423,0.0,0.0,0.0386342102480021,0.0,-3.551181856036231e-06,3.551181856036231e-06,-12.165664683934619,2.2955492234138384e-05,-3.551181856036231e-06,0.0,0.0,-1.7755927177301392e-06,0.0,-0.07726834261315423,0.0,0.0,0.0,0.0,12.566383280681633,0.0,0.0,0.0,0.0,15.740702828729207,0.0,0.0,-35.953113406329486,-3.7698725684374277,0.39929932106245136,7.8703593473081295,0.0,-0.0007234282035334504,-0.0007234282035334505,0.0,0.0,0.0007234282035334505,-0.39929932106245136,4.241576706222539e-05,-0.00036171446635750287,0.0,-15.740702828729207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566383280681633,0.0,-2.4078934512096876e-05,0.0,0.0,-2.4078934512096876e-05,0.0,0.0,-30.15931987375307,-3.769914984239166,-0.5239211724620344,0.0,0.0,12.566383280681633,0.0,0.0,12.566383280681633,-3.141595820167217,0.0,0.0
522.25,4,1167.777520408083,7,0.029166666666666667,1167.7840423988239,7.412524233344617e-05,62.93211271489532,0.0,12.566383173792941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878344950415002,-3.769892018963279,12.165664760374321,0.0772683419766534,0.0,0.0,0.03863420960113239,0.0,-3.4988425833136833e-06,3.4988425833136833e-06,-12.165664760374321,2.293317460306907e-05,-3.4988425833136833e-06,0.0,0.0,-1.749423040110676e-06,0.0,-0.0772683419766534,0.0,0.0,0.0,0.0,12.566383173792941,0.0,0.0,0.0,0.0,15.740702959366658,0.0,0.0,-35.953115207549594,-3.7698731452520855,0.39928311943378914,7.870359345682382,0.0,-0.0007127659322904126,-0.0007127659322904126,0.0,0.0,0.0007127659322904126,-0.39928311943378914,4.180688579684691e-05,-0.0003563833223310871,0.0,-15.740702959366658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566383173792941,0.0,-2.372404521464024e-05,0.0,0.0,-2.372404521464024e-05,0.0,0.0,-30.159319617217704,-3.7699149521729862,-0.5239211525138983,0.0,0.0,12.566383173792941,0.0,0.0,12.566383173792941,-3.141595793445097,0.0,0.0
522.25,4,1167.777520408083,8,0.03333333333333333,1167.7849741117868,7.412524233344617e-05,62.932113308263766,0.0,12.56638306447724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878344161074111,-3.76989201287763,12.165664835661506,0.07726834136340016,0.0,0.0,0.0386342089584249,0.0,-3.44582199494124e-06,3.44582199494124e-06,-12.165664835661506,2.29064655417844e-05,-3.44582199494124e-06,0.0,0.0,-1.7229127044411326e-06,0.0,-0.07726834136340015,0.0,0.0,0.0,0.0,12.56638306447724,0.0,0.0,0.0,0.0,15.740703085266182,0.0,0.0,-35.95311697033377,-3.769873729534678,0.39926718732622385,7.870359340167627,0.0,-0.0007019648662051059,-0.0007019648662051059,0.0,0.0,0.0007019648662051059,-0.39926718732622385,4.118980849359284e-05,-0.0003509827808376737,0.0,-15.740703085266182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56638306447724,0.0,-2.3364536245606342e-05,0.0,0.0,-2.3364536245606342e-05,0.0,0.0,-30.15931935485746,-3.769914919378678,-0.5239211326276976,0.0,0.0,12.56638306447724,0.0,0.0,12.56638306447724,-3.1415957661162266,0.0,0.0
522.25,4,1167.777520408083,9,0.0375,1167.7859058247498,7.412524233344617e-05,62.93211392405587,0.0,12.566382957210768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878343372703566,-3.7698920037028563,12.165664911918856,0.07726834073049095,0.0,0.0,0.03863420831218955,0.0,-3.3933772411021817e-06,3.3933772411021817e-06,-12.165664911918856,2.2883460374102387e-05,-3.3933772411021817e-06,0.0,0.0,-1.6966902870589408e-06,0.0,-0.07726834073049095,0.0,0.0,0.0,0.0,12.566382957210768,0.0,0.0,0.0,0.0,15.740703215144787,0.0,0.0,-35.95311876547629,-3.7698743075059213,0.39925102830315456,7.870359337925848,0.0,-0.0006912811061327533,-0.0006912811061327533,0.0,0.0,0.0006912811061327533,-0.39925102830315456,4.057965730907907e-05,-0.0003456408925586607,0.0,-15.740703215144787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382957210768,0.0,-2.3008931771084196e-05,0.0,0.0,-2.3008931771084196e-05,0.0,0.0,-30.15931909741543,-3.769914887199138,-0.5239211126892853,0.0,0.0,12.566382957210768,0.0,0.0,12.566382957210768,-3.141595739299661,0.0,0.0
522.25,4,1167.777520408083,10,0.041666666666666664,1167.7868375377127,7.412524233344617e-05,62.932114533399826,0.0,12.566382849366558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878342584114349,-3.769891995411714,12.165664987893228,0.07726834010320172,0.0,0.0,0.038634207666988,0.0,-3.3407719096596315e-06,3.3407719096596315e-06,-12.165664987893228,2.2859398253615835e-05,-3.3407719096596315e-06,0.0,0.0,-1.6703875811677001e-06,0.0,-0.0772683401032017,0.0,0.0,0.0,0.0,12.566382849366558,0.0,0.0,0.0,0.0,15.740703343866846,0.0,0.0,-35.95312055122593,-3.7698748872377794,0.3992349353412322,7.870359334743956,0.0,-0.0006805646335774827,-0.0006805646335774828,0.0,0.0,0.0006805646335774828,-0.3992349353412322,3.996757218796207e-05,-0.00034028264809781496,0.0,-15.740703343866846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382849366558,0.0,-2.2652238513941615e-05,0.0,0.0,-2.2652238513941615e-05,0.0,0.0,-30.15931883858682,-3.769914854846261,-0.5239210927669742,0.0,0.0,12.566382849366558,0.0,0.0,12.566382849366558,-3.1415957123386615,0.0,0.0
522.25,4,1167.777520408083,11,0.04583333333333333,1167.7877692506756,7.412524233344617e-05,62.93211515044777,0.0,12.566382742150415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878341795483576,-3.7698919860952587,12.165665064223331,0.07726833946909598,0.0,0.0,0.03863420702030914,0.0,-3.2883327795033166e-06,3.2883327795033166e-06,-12.165665064223331,2.2836549865904067e-05,-3.2883327795033166e-06,0.0,0.0,-1.6441679765334043e-06,0.0,-0.07726833946909596,0.0,0.0,0.0,0.0,12.566382742150415,0.0,0.0,0.0,0.0,15.740703473960057,0.0,0.0,-35.953122348498894,-3.769875465150898,0.399218759947255,7.870359332640995,0.0,-0.0006698820184503465,-0.0006698820184503465,0.0,0.0,0.0006698820184503465,-0.399218759947255,3.9357494226455425e-05,-0.0003349413324760819,0.0,-15.740703473960057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382742150415,0.0,-2.229667221345156e-05,0.0,0.0,-2.229667221345156e-05,0.0,0.0,-30.159318581265573,-3.7699148226817942,-0.523921072818049,0.0,0.0,12.566382742150415,0.0,0.0,12.566382742150415,-3.141595685534678,0.0,0.0
522.25,4,1167.777520408083,12,0.05,1167.7887009636386,7.412524233344617e-05,62.93211575333311,0.0,12.566382633765722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.87834100686708,-3.7698919786718514,12.165665139902432,0.07726833884742748,0.0,0.0,0.038634206376256294,0.0,-3.235582331839578e-06,3.235582331839578e-06,-12.165665139902432,2.281145786482071e-05,-3.235582331839578e-06,0.0,0.0,-1.6177927132934687e-06,0.0,-0.07726833884742748,0.0,0.0,0.0,0.0,12.566382633765722,0.0,0.0,0.0,0.0,15.740703601510434,0.0,0.0,-35.95312412461113,-3.7698760464693715,0.39920273552694313,7.87035932853475,0.0,-0.000659135982777329,-0.000659135982777329,0.0,0.0,0.000659135982777329,-0.39920273552694313,3.874366034464047e-05,-0.0003295683066115723,0.0,-15.740703601510434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382633765722,0.0,-2.1938995031860383e-05,0.0,0.0,-2.1938995031860383e-05,0.0,0.0,-30.159318321139793,-3.7699147901667445,-0.5239210529160057,0.0,0.0,12.566382633765722,0.0,0.0,12.566382633765722,-3.1415956584385563,0.0,0.0
522.25,4,1167.777520408083,13,0.05416666666666667,1167.7896326766015,7.412524233344617e-05,62.932116293931664,0.0,12.566382520185991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8783402180281294,-3.7698919795981896,12.165665212736652,0.07726833828052493,0.0,0.0,0.038634205743614806,0.0,-3.181439806948164e-06,3.181439806948164e-06,-12.165665212736652,2.277645760772628e-05,-3.181439806948164e-06,0.0,0.0,-1.5907214105773123e-06,0.0,-0.07726833828052491,0.0,0.0,0.0,0.0,12.566382520185991,0.0,0.0,0.0,0.0,15.740703717912869,0.0,0.0,-35.95312580803202,-3.76987664302471,0.39918737142432487,7.870359315600865,0.0,-0.0006481063591109591,-0.0006481063591109591,0.0,0.0,0.0006481063591109591,-0.39918737142432487,3.811303108753812e-05,-0.00032405348657470564,0.0,-15.740703717912869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382520185991,0.0,-2.1571878829776578e-05,0.0,0.0,-2.1571878829776578e-05,0.0,0.0,-30.159318048545842,-3.769914756093138,-0.5239210332143899,0.0,0.0,12.566382520185991,0.0,0.0,12.566382520185991,-3.1415956300436783,0.0,0.0
522.25,4,1167.777520408083,14,0.058333333333333334,1167.7905643895647,7.412524233344617e-05,62.932116766083574,0.0,12.566382400904258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8783394289776965,-3.769891989696651,12.165665282442726,0.07726833777380718,0.0,0.0,0.0386342051235355,0.0,-3.125770276687645e-06,3.125770276687645e-06,-12.165665282442726,2.2730574625957363e-05,-3.125770276687645e-06,0.0,0.0,-1.5628866042403359e-06,0.0,-0.07726833777380718,0.0,0.0,0.0,0.0,12.566382400904258,0.0,0.0,0.0,0.0,15.740703822064482,0.0,0.0,-35.953127389560954,-3.769877256292607,0.39917273331912123,7.870359292970391,0.0,-0.0006367656605372383,-0.0006367656605372383,0.0,0.0,0.0006367656605372383,-0.39917273331912123,3.746397867053745e-05,-0.00031838312889343124,0.0,-15.740703822064482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382400904258,0.0,-2.1194408722174213e-05,0.0,0.0,-2.1194408722174213e-05,0.0,0.0,-30.159317762267015,-3.7699147203088823,-0.5239210137337714,0.0,0.0,12.566382400904258,0.0,0.0,12.566382400904258,-3.1415956002233005,0.0,0.0
522.25,4,1167.777520408083,15,0.0625,1167.7914961025276,7.412524233344617e-05,62.93211720483924,0.0,12.566382278833174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878338639788738,-3.769892004273883,12.16566535062459,0.07726833729642968,0.0,0.0,0.03863420450955073,0.0,-3.0693528099740595e-06,3.0693528099740595e-06,-12.16566535062459,2.267937606942003e-05,-3.0693528099740595e-06,0.0,0.0,-1.5346778295173864e-06,0.0,-0.07726833729642968,0.0,0.0,0.0,0.0,12.566382278833174,0.0,0.0,0.0,0.0,15.74070392023482,0.0,0.0,-35.953128921407554,-3.7698778777481103,0.3991584490304203,7.870359265602298,0.0,-0.0006252725954642078,-0.0006252725954642078,0.0,0.0,0.0006252725954642078,-0.3991584490304203,3.6805901841852726e-05,-0.0003126365879300214,0.0,-15.74070392023482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382278833174,0.0,-2.0811867221551763e-05,0.0,0.0,-2.0811867221551763e-05,0.0,0.0,-30.159317469293693,-3.7699146836877913,-0.5239209943600329,0.0,0.0,12.566382278833174,0.0,0.0,12.566382278833174,-3.141595569705587,0.0,0.0
522.25,4,1167.777520408083,16,0.06666666666666667,1167.7924278154906,7.412524233344617e-05,62.93211765219713,0.0,12.566382157472859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878337850599245,-3.7698920177015736,12.165665419201012,0.07726833681144354,0.0,0.0,0.038634203893946825,0.0,-3.0131247351747e-06,3.0131247351747e-06,-12.165665419201012,2.2629540283881798e-05,-3.0131247351747e-06,0.0,0.0,-1.5065637514717861e-06,0.0,-0.07726833681144354,0.0,0.0,0.0,0.0,12.566382157472859,0.0,0.0,0.0,0.0,15.74070401993536,0.0,0.0,-35.953130466073645,-3.7698784971295782,0.3991440732238425,7.870359239444458,0.0,-0.0006138181121624299,-0.0006138181121624299,0.0,0.0,0.0006138181121624299,-0.3991440732238425,3.6150112279180505e-05,-0.0003069093379989603,0.0,-15.74070401993536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382157472859,0.0,-2.0430609924657013e-05,0.0,0.0,-2.0430609924657013e-05,0.0,0.0,-30.159317178026246,-3.769914647279922,-0.52392097495761,0.0,0.0,12.566382157472859,0.0,0.0,12.566382157472859,-3.141595539365564,0.0,0.0
522.25,4,1167.777520408083,17,0.07083333333333333,1167.7933595284535,7.412524233344617e-05,62.93211809438419,0.0,12.566382035733998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.878337061654253,-3.769892031798065,12.16566548752524,0.07726833633099946,0.0,0.0,0.03863420327945014,0.0,-2.9568032655936643e-06,2.9568032655936643e-06,-12.16566548752524,2.257892213431993e-05,-2.9568032655936643e-06,0.0,0.0,-1.4784029764913927e-06,0.0,-0.07726833633099946,0.0,0.0,0.0,0.0,12.566382035733998,0.0,0.0,0.0,0.0,15.740704118695405,0.0,0.0,-35.953132002739814,-3.769879117531953,0.3991297554405936,7.870359212579286,0.0,-0.000602344602600559,-0.0006023446026005591,0.0,0.0,0.0006023446026005591,-0.3991297554405936,3.549318824579338e-05,-0.0003011725750307558,0.0,-15.740704118695405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.566382035733998,0.0,-2.004871938394753e-05,0.0,0.0,-2.004871938394753e-05,0.0,0.0,-30.1593168858503,-3.769914610758473,-0.5239209555775614,0.0,0.0,12.566382035733998,0.0,0.0,12.566382035733998,-3.1415955089309047,0.0,0.0
