Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,121500,0.000e+00,1.000000000000e+02,4.197e-04,8.659e-06
150,Stiffness,84000,4.329e-15,1.500000000000e+02,1.198e-03,1.414e-05
200,Stiffness,55000,1.155e-14,2.000000000000e+02,1.354e-03,1.376e-05
205,Stiffness,55000,9.294e-15,2.050000000000e+02,1.354e-03,7.582e-06
206,Stiffness,56500,4.405e-16,2.060000000000e+02,9.043e-04,5.399e-06
207,Stiffness,58500,1.535e-15,2.070000000000e+02,7.787e-04,3.552e-06
208,Stiffness,63000,8.729e-16,2.080000000000e+02,8.623e-04,1.620e-06
209,Stiffness,75000,2.172e-16,2.090000000000e+02,9.425e-04,2.314e-07
210,Converged,84857,1.314301324848e+02,2.100000000000e+02,9.614e-04,5.000e-08
211,Converged,91359,1.320272468980e+02,2.110000000000e+02,1.100e-03,5.000e-08
212,Converged,96498,1.326241538050e+02,2.120000000000e+02,8.446e-04,4.996e-08
213,Converged,99785,1.332208537639e+02,2.130000000000e+02,9.034e-04,4.998e-08
214,Converged,102174,1.338173473288e+02,2.140000000000e+02,9.680e-04,5.000e-08
215,Converged,104114,1.344136350512e+02,2.150000000000e+02,9.649e-04,4.997e-08
220,Converged,109523,1.373920051179e+02,2.200000000000e+02,9.216e-04,4.997e-08
225,Converged,112150,1.403653101675e+02,2.250000000000e+02,1.061e-03,5.000e-08
230,Converged,113753,1.433336159505e+02,2.300000000000e+02,9.842e-04,5.000e-08
235,Converged,114663,1.462969865673e+02,2.350000000000e+02,9.826e-04,4.998e-08
240,Converged,115272,1.492554845437e+02,2.400000000000e+02,9.126e-04,4.996e-08
245,Converged,115540,1.522091709013e+02,2.450000000000e+02,9.126e-04,4.999e-08
250,Converged,115625,1.551581052233e+02,2.500000000000e+02,9.462e-04,4.998e-08
300,Converged,112809,1.843982781743e+02,3.000000000000e+02,9.858e-04,4.995e-08
350,Converged,108397,2.132200536083e+02,3.500000000000e+02,8.903e-04,4.999e-08
400,Converged,104395,2.416661900163e+02,4.000000000000e+02,8.643e-04,4.997e-08
450,Converged,100787,2.697726850610e+02,4.500000000000e+02,9.020e-04,4.999e-08
500,Converged,97648,2.975703841984e+02,5.000000000000e+02,8.742e-04,4.998e-08
550,Converged,95036,3.250860642796e+02,5.500000000000e+02,8.785e-04,4.996e-08
600,Converged,92422,3.523432036986e+02,6.000000000000e+02,9.839e-04,4.999e-08
650,Converged,90461,3.793625528449e+02,6.500000000000e+02,9.520e-04,4.998e-08
700,Converged,88478,4.061625705513e+02,7.000000000000e+02,9.212e-04,4.997e-08
750,Converged,86677,4.327597667213e+02,7.500000000000e+02,9.583e-04,4.999e-08
800,Converged,85001,4.591689769476e+02,8.000000000000e+02,1.196e-03,5.000e-08
850,Converged,83509,4.854035863688e+02,8.500000000000e+02,1.075e-03,4.999e-08
900,Converged,82020,5.114757147156e+02,9.000000000000e+02,1.002e-03,5.000e-08
950,Converged,80688,5.373963710642e+02,9.500000000000e+02,9.002e-04,4.996e-08
1000,Converged,79299,5.631755845401e+02,1.000000000000e+03,8.388e-04,4.997e-08
1050,Converged,77779,5.888225156398e+02,1.050000000000e+03,9.046e-04,4.999e-08
1100,Converged,76155,6.143455517380e+02,1.100000000000e+03,9.756e-04,4.999e-08
1150,Converged,74173,6.397523895499e+02,1.150000000000e+03,9.440e-04,4.998e-08
1200,Converged,71695,6.650501067265e+02,1.200000000000e+03,8.498e-04,4.998e-08
1250,Converged,67485,6.902452243318e+02,1.250000000000e+03,9.548e-04,4.998e-08
1255,Converged,66829,6.927593289345e+02,1.255000000000e+03,8.567e-04,4.999e-08
1260,Converged,66061,6.952724738662e+02,1.260000000000e+03,1.068e-03,4.999e-08
