Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,551000,8.537e-16,1.000000000000e+00,1.206e-03,6.987e-07
2,Stiffness,614500,4.275e-16,2.000000000000e+00,1.164e-03,6.780e-07
3,Stiffness,681000,9.985e-16,3.000000000000e+00,1.247e-03,6.001e-07
4,Stiffness,730000,2.142e-16,4.000000000000e+00,8.880e-04,6.935e-07
5,Stiffness,793000,5.144e-16,5.000000000000e+00,1.149e-03,6.903e-07
6,Stiffness,855500,1.287e-15,6.000000000000e+00,1.194e-03,7.356e-07
7,Stiffness,940000,0.000e+00,7.000000000000e+00,1.940e-05,6.771e-07
8,Stiffness,2767000,0.000e+00,8.000000000000e+00,9.469e-04,4.661e-07
9,Stiffness,2465000,9.582e-16,9.000000000000e+00,7.915e-04,5.630e-07
10,Stiffness,2522500,1.208e-15,1.000000000000e+01,7.444e-04,4.564e-07
11,Stiffness,2310000,1.100e-15,1.100000000000e+01,1.333e-03,4.158e-07
12,Stiffness,2051000,5.766e-16,1.200000000000e+01,9.990e-04,3.825e-07
13,Stiffness,2015500,1.065e-15,1.300000000000e+01,7.368e-04,5.793e-07
14,Stiffness,2085500,1.238e-15,1.400000000000e+01,1.090e-03,3.497e-07
15,Stiffness,1907500,1.156e-16,1.500000000000e+01,1.324e-03,2.801e-07
16,Stiffness,1950500,4.340e-16,1.600000000000e+01,1.276e-03,3.080e-07
17,Stiffness,1894500,8.175e-16,1.700000000000e+01,1.048e-03,2.999e-07
18,Stiffness,1970500,1.159e-15,1.800000000000e+01,1.028e-03,2.777e-07
19,Stiffness,1997500,7.327e-16,1.900000000000e+01,1.315e-03,2.236e-07
20,Stiffness,2120500,8.708e-16,2.000000000000e+01,1.232e-03,2.824e-07
21,Stiffness,2198000,8.299e-16,2.100000000000e+01,1.163e-03,2.295e-07
22,Stiffness,2114500,3.171e-16,2.200000000000e+01,8.973e-04,2.082e-07
23,Stiffness,2230000,6.072e-16,2.300000000000e+01,1.183e-03,1.875e-07
24,Stiffness,2885000,1.310e-15,2.400000000000e+01,1.198e-03,1.775e-07
25,Stiffness,2465000,5.594e-16,2.500000000000e+01,8.522e-04,1.514e-07
26,Stiffness,1107500,7.996e-16,2.600000000000e+01,1.295e-03,1.008e-06
27,Stiffness,987000,2.568e-16,2.700000000000e+01,3.834e-04,1.028e-06
28,Stiffness,886500,8.670e-16,2.800000000000e+01,8.462e-04,1.111e-06
29,Stiffness,822000,5.982e-16,2.900000000000e+01,1.264e-03,1.040e-06
30,Stiffness,749500,0.000e+00,3.000000000000e+01,7.427e-04,1.177e-06
31,Stiffness,697500,1.344e-15,3.100000000000e+01,1.257e-03,1.215e-06
32,Stiffness,649000,8.683e-16,3.200000000000e+01,9.134e-04,1.311e-06
33,Stiffness,614000,0.000e+00,3.300000000000e+01,9.746e-05,1.306e-06
34,Stiffness,575000,8.179e-16,3.400000000000e+01,1.244e-03,1.447e-06
35,Stiffness,551500,9.936e-16,3.500000000000e+01,1.296e-03,1.386e-06
36,Stiffness,523500,9.663e-16,3.600000000000e+01,1.092e-03,1.464e-06
37,Stiffness,500000,1.881e-16,3.700000000000e+01,8.802e-04,1.508e-06
38,Stiffness,482500,7.329e-16,3.800000000000e+01,1.405e-03,1.471e-06
39,Stiffness,462000,1.072e-15,3.900000000000e+01,9.394e-04,1.538e-06
40,Stiffness,444500,5.226e-16,4.000000000000e+01,8.061e-04,1.576e-06
41,Stiffness,426000,1.020e-15,4.100000000000e+01,1.074e-03,1.689e-06
42,Stiffness,411500,3.321e-16,4.200000000000e+01,7.372e-04,1.783e-06
43,Stiffness,403500,0.000e+00,4.300000000000e+01,1.201e-03,1.589e-06
44,Stiffness,387000,3.172e-16,4.400000000000e+01,8.267e-04,1.749e-06
45,Stiffness,375500,4.654e-16,4.500000000000e+01,1.355e-03,1.780e-06
46,Stiffness,363500,7.591e-16,4.600000000000e+01,1.240e-03,1.858e-06
47,Stiffness,352500,1.338e-15,4.700000000000e+01,9.785e-04,1.925e-06
48,Stiffness,343000,4.368e-16,4.800000000000e+01,8.593e-04,1.956e-06
49,Stiffness,333500,8.561e-16,4.900000000000e+01,9.056e-04,2.011e-06
50,Stiffness,325500,6.994e-16,5.000000000000e+01,1.422e-03,2.088e-06
51,Stiffness,316000,8.231e-16,5.100000000000e+01,1.205e-03,2.131e-06
52,Stiffness,308500,5.384e-16,5.200000000000e+01,1.055e-03,2.159e-06
53,Stiffness,302000,1.321e-16,5.300000000000e+01,9.216e-04,2.152e-06
54,Stiffness,294500,2.594e-16,5.400000000000e+01,8.067e-04,2.216e-06
55,Stiffness,287000,6.370e-16,5.500000000000e+01,1.412e-03,2.308e-06
56,Stiffness,280500,5.006e-16,5.600000000000e+01,7.404e-04,2.344e-06
57,Stiffness,274000,6.150e-16,5.700000000000e+01,1.078e-03,2.409e-06
58,Stiffness,268000,3.628e-16,5.800000000000e+01,1.013e-03,2.456e-06
59,Stiffness,262500,1.189e-16,5.900000000000e+01,9.164e-04,2.478e-06
60,Stiffness,256000,9.358e-16,6.000000000000e+01,1.384e-03,2.584e-06
61,Stiffness,251000,3.453e-16,6.100000000000e+01,1.121e-03,2.600e-06
62,Stiffness,244500,6.797e-16,6.200000000000e+01,1.361e-03,2.746e-06
63,Stiffness,239500,1.115e-15,6.300000000000e+01,1.323e-03,2.784e-06
64,Stiffness,234500,1.098e-15,6.400000000000e+01,1.287e-03,2.832e-06
65,Stiffness,230000,2.163e-16,6.500000000000e+01,8.071e-04,2.846e-06
66,Stiffness,225000,2.131e-16,6.600000000000e+01,9.083e-04,2.916e-06
67,Stiffness,220000,8.400e-16,6.700000000000e+01,1.272e-03,2.985e-06
68,Stiffness,215000,1.242e-15,6.800000000000e+01,1.237e-03,3.067e-06
69,Stiffness,210500,0.000e+00,6.900000000000e+01,1.163e-04,3.104e-06
70,Stiffness,205500,6.036e-16,7.000000000000e+01,8.729e-04,3.201e-06
71,Stiffness,200500,9.922e-16,7.100000000000e+01,1.222e-03,3.292e-06
72,Stiffness,196000,5.873e-16,7.200000000000e+01,9.199e-04,3.328e-06
73,Stiffness,191500,0.000e+00,7.300000000000e+01,8.013e-04,3.362e-06
74,Stiffness,186500,5.718e-16,7.400000000000e+01,7.515e-04,3.446e-06
75,Stiffness,181500,9.405e-16,7.500000000000e+01,7.576e-04,3.498e-06
76,Stiffness,176500,1.857e-16,7.600000000000e+01,7.367e-04,3.553e-06
77,Stiffness,171000,1.100e-15,7.700000000000e+01,9.256e-04,3.596e-06
78,Stiffness,165000,1.086e-15,7.800000000000e+01,8.695e-04,3.677e-06
79,Stiffness,159000,3.576e-16,7.900000000000e+01,9.801e-04,3.674e-06
80,Stiffness,152000,1.766e-16,8.000000000000e+01,9.562e-04,3.669e-06
81,Stiffness,144500,1.571e-15,8.100000000000e+01,1.395e-03,3.530e-06
82,Stiffness,137000,1.207e-15,8.200000000000e+01,1.178e-03,3.070e-06
83,Stiffness,133500,8.520e-16,8.300000000000e+01,7.645e-04,1.815e-06
84,Stiffness,156000,1.011e-15,8.400000000000e+01,1.140e-03,1.017e-07
85,Stiffness,207500,4.995e-16,8.500000000000e+01,1.083e-03,8.644e-08
