Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,616500,6.319e-16,1.000000000000e+00,1.341e-03,7.881e-07
2,Stiffness,717500,1.582e-15,2.000000000000e+00,1.088e-03,7.967e-07
3,Stiffness,822500,8.446e-16,3.000000000000e+00,1.174e-03,8.133e-07
4,Stiffness,946500,1.427e-15,4.000000000000e+00,1.182e-03,7.909e-07
5,Stiffness,1087000,6.346e-16,5.000000000000e+00,1.293e-03,8.157e-07
6,Stiffness,1269000,6.350e-16,6.000000000000e+00,1.137e-03,8.088e-07
7,Stiffness,1511500,7.262e-16,7.000000000000e+00,1.045e-03,7.784e-07
8,Stiffness,1834000,6.358e-16,8.000000000000e+00,1.080e-03,8.046e-07
9,Stiffness,3303500,1.136e-15,9.000000000000e+00,7.568e-04,4.328e-07
10,Stiffness,3222500,1.407e-15,1.000000000000e+01,1.251e-03,3.447e-07
11,Stiffness,3201000,1.164e-15,1.100000000000e+01,1.166e-03,3.369e-07
12,Stiffness,3394000,6.407e-16,1.200000000000e+01,1.122e-03,3.144e-07
13,Stiffness,3703000,9.866e-16,1.300000000000e+01,7.939e-04,3.026e-07
14,Stiffness,1846500,9.112e-16,1.400000000000e+01,1.222e-03,1.129e-06
15,Stiffness,1351000,8.508e-16,1.500000000000e+01,1.232e-03,1.183e-06
16,Stiffness,1080000,1.117e-15,1.600000000000e+01,7.568e-04,1.287e-06
17,Stiffness,908500,6.012e-16,1.700000000000e+01,7.862e-04,1.395e-06
18,Stiffness,797000,9.941e-16,1.800000000000e+01,9.860e-04,1.405e-06
19,Stiffness,709000,1.077e-15,1.900000000000e+01,1.187e-03,1.498e-06
20,Stiffness,643500,1.407e-15,2.000000000000e+01,1.328e-03,1.552e-06
21,Stiffness,588000,7.314e-16,2.100000000000e+01,7.298e-04,1.692e-06
22,Stiffness,546500,3.492e-16,2.200000000000e+01,1.170e-03,1.694e-06
23,Stiffness,509500,1.114e-15,2.300000000000e+01,8.660e-04,1.781e-06
24,Stiffness,477000,6.409e-16,2.400000000000e+01,1.059e-03,1.898e-06
25,Stiffness,453000,1.026e-15,2.500000000000e+01,1.324e-03,1.882e-06
26,Stiffness,429500,3.947e-16,2.600000000000e+01,7.411e-04,1.961e-06
27,Stiffness,409500,5.704e-16,2.700000000000e+01,8.876e-04,2.006e-06
28,Stiffness,390000,7.337e-16,2.800000000000e+01,1.061e-03,2.123e-06
29,Stiffness,374500,8.859e-16,2.900000000000e+01,1.357e-03,2.170e-06
30,Stiffness,359500,6.854e-16,3.000000000000e+01,8.985e-04,2.240e-06
31,Stiffness,346000,6.636e-16,3.100000000000e+01,1.425e-03,6.007e-06
32,Stiffness,333500,8.039e-16,3.200000000000e+01,1.258e-03,2.405e-06
33,Stiffness,322500,6.239e-16,3.300000000000e+01,1.330e-03,2.472e-06
34,Stiffness,311000,1.363e-15,3.400000000000e+01,1.171e-03,2.620e-06
