Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,621500,1.266e-15,1.000000000000e+00,1.330e-03,1.748e-06
2,Stiffness,715500,9.057e-16,2.000000000000e+00,1.092e-03,7.234e-07
3,Stiffness,808000,7.254e-16,3.000000000000e+00,1.041e-03,7.277e-07
4,Stiffness,899500,5.445e-16,4.000000000000e+00,1.149e-03,8.054e-07
5,Stiffness,1022000,5.813e-16,5.000000000000e+00,6.964e-04,8.189e-07
6,Stiffness,1156500,9.696e-16,6.000000000000e+00,1.068e-03,7.636e-07
7,Stiffness,1341500,6.238e-16,7.000000000000e+00,1.120e-03,6.804e-07
8,Stiffness,1548500,3.641e-16,8.000000000000e+00,8.474e-04,7.264e-07
9,Stiffness,2751500,1.301e-15,9.000000000000e+00,1.043e-03,4.187e-07
10,Stiffness,2557000,4.394e-16,1.000000000000e+01,7.850e-04,4.043e-07
11,Stiffness,2548500,2.666e-16,1.100000000000e+01,7.124e-04,4.095e-07
12,Stiffness,2501500,0.000e+00,1.200000000000e+01,8.012e-04,3.212e-07
13,Stiffness,2410000,9.041e-16,1.300000000000e+01,8.092e-04,2.815e-07
14,Stiffness,2676000,6.302e-16,1.400000000000e+01,7.674e-04,2.920e-07
15,Stiffness,2738000,1.570e-15,1.500000000000e+01,1.283e-03,3.131e-07
16,Stiffness,3087000,1.105e-15,1.600000000000e+01,1.058e-03,2.385e-07
17,Stiffness,1479000,8.608e-16,1.700000000000e+01,9.893e-04,1.215e-06
18,Stiffness,1201000,6.507e-16,1.800000000000e+01,9.544e-04,1.242e-06
19,Stiffness,1029000,1.542e-16,1.900000000000e+01,4.131e-04,1.215e-06
20,Stiffness,897000,1.026e-15,2.000000000000e+01,1.197e-03,1.293e-06
21,Stiffness,801000,0.000e+00,2.100000000000e+01,7.053e-04,1.367e-06
22,Stiffness,727500,5.334e-16,2.200000000000e+01,9.252e-04,1.391e-06
23,Stiffness,664500,6.381e-16,2.300000000000e+01,7.416e-04,1.499e-06
24,Stiffness,618500,8.565e-16,2.400000000000e+01,1.114e-03,1.498e-06
25,Stiffness,579000,3.525e-16,2.500000000000e+01,7.691e-04,1.522e-06
26,Stiffness,542000,7.913e-16,2.600000000000e+01,9.147e-04,1.619e-06
27,Stiffness,513500,4.356e-16,2.700000000000e+01,1.032e-03,1.629e-06
28,Stiffness,485500,8.405e-16,2.800000000000e+01,9.020e-04,1.719e-06
29,Stiffness,464000,2.030e-16,2.900000000000e+01,8.090e-04,1.727e-06
30,Stiffness,441000,3.926e-16,3.000000000000e+01,8.412e-04,1.847e-06
31,Stiffness,423000,9.503e-16,3.100000000000e+01,1.295e-03,1.906e-06
32,Stiffness,404500,5.526e-16,3.200000000000e+01,7.192e-04,2.005e-06
33,Stiffness,390000,7.148e-16,3.300000000000e+01,8.530e-04,2.033e-06
34,Stiffness,374000,6.940e-16,3.400000000000e+01,1.091e-03,2.184e-06
35,Stiffness,362500,8.431e-16,3.500000000000e+01,1.112e-03,2.187e-06
36,Stiffness,351000,8.201e-16,3.600000000000e+01,1.313e-03,2.355e-06
37,Stiffness,340000,3.193e-16,3.700000000000e+01,1.157e-03,2.316e-06
38,Stiffness,330500,7.775e-16,3.800000000000e+01,7.054e-04,2.355e-06
39,Stiffness,321000,6.063e-16,3.900000000000e+01,7.434e-04,2.417e-06
40,Stiffness,312500,5.914e-16,4.000000000000e+01,1.086e-03,2.463e-06
41,Stiffness,303500,1.443e-16,4.100000000000e+01,1.145e-03,2.581e-06
42,Stiffness,295000,9.865e-16,4.200000000000e+01,1.004e-03,2.704e-06
43,Stiffness,289500,2.754e-16,4.300000000000e+01,7.844e-04,2.645e-06
44,Stiffness,281500,9.424e-16,4.400000000000e+01,1.188e-03,2.804e-06
45,Stiffness,275500,1.317e-16,4.500000000000e+01,7.200e-04,2.832e-06
46,Stiffness,269000,3.866e-16,4.600000000000e+01,8.739e-04,2.936e-06
47,Stiffness,263000,0.000e+00,4.700000000000e+01,4.596e-05,3.018e-06
48,Stiffness,257000,3.585e-15,4.800000000000e+01,5.757e-04,1.533e-05
49,Stiffness,252000,4.845e-16,4.900000000000e+01,1.120e-03,3.194e-06
50,Stiffness,247000,8.313e-16,5.000000000000e+01,1.050e-03,3.274e-06
51,Stiffness,242000,3.494e-16,5.100000000000e+01,7.622e-04,3.365e-06
52,Stiffness,237500,4.571e-16,5.200000000000e+01,1.328e-03,3.709e-06
53,Stiffness,233500,3.365e-16,5.300000000000e+01,5.569e-04,3.479e-06
54,Stiffness,229500,2.202e-16,5.400000000000e+01,1.207e-03,3.539e-06
55,Stiffness,225500,2.163e-16,5.500000000000e+01,1.215e-03,3.610e-06
56,Stiffness,221500,2.125e-16,5.600000000000e+01,8.190e-04,3.712e-06
57,Stiffness,217500,4.178e-16,5.700000000000e+01,8.243e-04,3.820e-06
58,Stiffness,213500,1.232e-15,5.800000000000e+01,9.262e-04,3.976e-06
59,Stiffness,210500,8.078e-16,5.900000000000e+01,1.293e-03,4.005e-06
60,Stiffness,207000,9.933e-16,6.000000000000e+01,1.349e-03,5.313e-06
61,Stiffness,204000,7.819e-16,6.100000000000e+01,1.171e-03,4.157e-06
62,Stiffness,201000,7.696e-16,6.200000000000e+01,9.125e-04,4.245e-06
63,Stiffness,198000,9.470e-16,6.300000000000e+01,1.274e-03,4.332e-06
64,Stiffness,194500,1.306e-15,6.400000000000e+01,9.569e-04,4.527e-06
65,Stiffness,192000,1.286e-15,6.500000000000e+01,8.614e-04,4.567e-06
66,Stiffness,189500,7.239e-16,6.600000000000e+01,8.039e-04,4.609e-06
67,Stiffness,186500,1.605e-15,6.700000000000e+01,1.122e-03,4.770e-06
68,Stiffness,184500,1.055e-15,6.800000000000e+01,1.086e-03,4.757e-06
