Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,618000,9.325e-16,1.000000000000e+00,1.439e-03,2.205e-06
2,Stiffness,734500,1.167e-16,2.000000000000e+00,8.496e-04,9.409e-07
3,Stiffness,867500,7.787e-16,3.000000000000e+00,1.355e-03,9.722e-07
4,Stiffness,1047000,2.338e-16,4.000000000000e+00,9.967e-04,8.630e-07
5,Stiffness,1279000,5.614e-16,5.000000000000e+00,8.352e-04,8.605e-07
6,Stiffness,2580500,4.693e-16,6.000000000000e+00,7.525e-04,5.105e-07
7,Stiffness,2342000,1.074e-15,7.000000000000e+00,1.173e-03,4.572e-07
8,Stiffness,2289500,4.702e-16,8.000000000000e+00,1.281e-03,4.242e-07
9,Stiffness,2338500,1.046e-15,9.000000000000e+00,1.179e-03,3.996e-07
10,Stiffness,2479000,5.652e-16,1.000000000000e+01,7.450e-04,3.610e-07
11,Stiffness,2626500,5.143e-16,1.100000000000e+01,1.249e-03,3.137e-07
12,Stiffness,1324000,0.000e+00,1.200000000000e+01,7.738e-04,1.419e-06
13,Stiffness,1008000,8.671e-16,1.300000000000e+01,1.105e-03,1.524e-06
14,Stiffness,828500,1.074e-15,1.400000000000e+01,1.298e-03,1.608e-06
15,Stiffness,710500,7.522e-16,1.500000000000e+01,1.372e-03,1.696e-06
16,Stiffness,626500,1.293e-15,1.600000000000e+01,1.140e-03,1.789e-06
17,Stiffness,559500,1.329e-15,1.700000000000e+01,1.027e-03,1.965e-06
18,Stiffness,510500,1.046e-15,1.800000000000e+01,1.038e-03,2.057e-06
19,Stiffness,474000,3.966e-16,1.900000000000e+01,1.277e-03,2.045e-06
20,Stiffness,439000,1.508e-15,2.000000000000e+01,1.172e-03,2.217e-06
21,Stiffness,412000,7.182e-16,2.100000000000e+01,8.519e-04,2.278e-06
22,Stiffness,387500,1.200e-15,2.200000000000e+01,1.234e-03,2.406e-06
23,Stiffness,367500,9.844e-16,2.300000000000e+01,1.103e-03,2.477e-06
24,Stiffness,349500,1.258e-15,2.400000000000e+01,1.180e-03,2.562e-06
25,Stiffness,335000,6.042e-16,2.500000000000e+01,1.302e-03,2.579e-06
26,Stiffness,319500,1.017e-15,2.600000000000e+01,1.289e-03,2.743e-06
27,Stiffness,307500,5.599e-16,2.700000000000e+01,1.268e-03,2.781e-06
28,Stiffness,294500,1.080e-15,2.800000000000e+01,1.120e-03,2.992e-06
29,Stiffness,285500,2.608e-16,2.900000000000e+01,7.615e-04,2.949e-06
30,Stiffness,275000,6.306e-16,3.000000000000e+01,7.752e-04,3.138e-06
31,Stiffness,266500,1.343e-15,3.100000000000e+01,6.098e-04,3.254e-05
32,Stiffness,257500,4.733e-16,3.200000000000e+01,1.069e-03,3.379e-06
33,Stiffness,250000,1.033e-15,3.300000000000e+01,1.300e-03,3.464e-06
34,Stiffness,243000,1.226e-15,3.400000000000e+01,1.057e-03,3.566e-06
35,Stiffness,236000,1.083e-15,3.500000000000e+01,1.432e-03,3.902e-06
36,Stiffness,229500,1.685e-15,3.600000000000e+01,1.448e-03,6.857e-06
37,Stiffness,224500,4.100e-16,3.700000000000e+01,1.132e-03,3.924e-06
38,Stiffness,219000,9.984e-16,3.800000000000e+01,1.274e-03,4.041e-06
39,Stiffness,213500,9.731e-16,3.900000000000e+01,1.111e-03,4.196e-06
40,Stiffness,209000,3.796e-16,4.000000000000e+01,1.004e-03,4.265e-06
41,Stiffness,204500,9.263e-16,4.100000000000e+01,1.214e-03,4.406e-06
42,Stiffness,200000,1.447e-15,4.200000000000e+01,1.269e-03,4.547e-06
43,Stiffness,196500,3.535e-16,4.300000000000e+01,8.241e-04,4.553e-06
44,Stiffness,192000,1.037e-15,4.400000000000e+01,1.436e-03,4.925e-06
45,Stiffness,188500,8.450e-16,4.500000000000e+01,1.294e-03,4.849e-06
46,Stiffness,185000,4.961e-16,4.600000000000e+01,1.167e-03,4.970e-06
47,Stiffness,181500,9.715e-16,4.700000000000e+01,8.458e-04,5.138e-06
48,Stiffness,178500,9.515e-16,4.800000000000e+01,1.224e-03,5.211e-06
49,Stiffness,175500,3.108e-16,4.900000000000e+01,8.541e-04,5.312e-06
50,Stiffness,172500,9.140e-16,5.000000000000e+01,1.430e-03,5.536e-06
51,Stiffness,169500,7.470e-16,5.100000000000e+01,8.023e-04,5.635e-06
52,Stiffness,167000,1.319e-15,5.200000000000e+01,1.204e-03,5.714e-06
53,Stiffness,164000,1.151e-15,5.300000000000e+01,1.210e-03,5.895e-06
54,Stiffness,161500,5.649e-16,5.400000000000e+01,7.561e-04,6.034e-06
55,Stiffness,159500,1.526e-15,5.500000000000e+01,1.311e-03,6.073e-06
