Numberline_Q,Type,Step,E,Q,dt,||F||
1,Stiffness,617500,2.213e-16,1.000000000000e+00,8.966e-04,9.195e-07
2,Stiffness,736500,1.551e-15,2.000000000000e+00,1.016e-03,9.882e-07
3,Stiffness,881000,7.392e-16,3.000000000000e+00,1.230e-03,9.491e-07
4,Stiffness,1055500,6.657e-16,4.000000000000e+00,1.020e-03,9.540e-07
5,Stiffness,2646000,3.560e-16,5.000000000000e+00,8.690e-04,5.910e-07
6,Stiffness,2579000,5.939e-16,6.000000000000e+00,9.044e-04,5.226e-07
7,Stiffness,2289500,7.643e-16,7.000000000000e+00,1.031e-03,4.162e-07
8,Stiffness,2169500,1.227e-15,8.000000000000e+00,1.361e-03,4.514e-07
9,Stiffness,2275500,3.970e-16,9.000000000000e+00,1.136e-03,4.036e-07
10,Stiffness,2455500,1.073e-15,1.000000000000e+01,7.484e-04,3.437e-07
11,Stiffness,2706500,6.507e-16,1.100000000000e+01,7.553e-04,3.103e-07
12,Stiffness,1167000,8.912e-16,1.200000000000e+01,9.744e-04,1.589e-06
13,Stiffness,922000,4.115e-16,1.300000000000e+01,1.377e-03,1.602e-06
14,Stiffness,768000,6.371e-16,1.400000000000e+01,1.290e-03,1.702e-06
15,Stiffness,664000,1.309e-15,1.500000000000e+01,1.331e-03,1.816e-06
16,Stiffness,584500,3.459e-15,1.600000000000e+01,6.121e-04,5.010e-05
17,Stiffness,529000,1.261e-15,1.700000000000e+01,1.043e-03,2.096e-06
18,Stiffness,485000,7.942e-16,1.800000000000e+01,1.301e-03,2.174e-06
19,Stiffness,451000,9.409e-16,1.900000000000e+01,1.068e-03,2.190e-06
20,Stiffness,420500,1.610e-15,2.000000000000e+01,1.302e-03,2.288e-06
21,Stiffness,394500,1.022e-15,2.100000000000e+01,9.445e-04,2.391e-06
22,Stiffness,372500,4.881e-16,2.200000000000e+01,7.881e-04,2.478e-06
23,Stiffness,353000,1.246e-15,2.300000000000e+01,1.262e-03,2.595e-06
24,Stiffness,336000,4.478e-16,2.400000000000e+01,1.397e-03,2.701e-06
25,Stiffness,323000,2.867e-16,2.500000000000e+01,1.328e-03,2.672e-06
26,Stiffness,308500,6.894e-16,2.600000000000e+01,8.788e-04,2.834e-06
27,Stiffness,297500,6.641e-16,2.700000000000e+01,6.689e-04,2.869e-06
28,Stiffness,285500,1.153e-15,2.800000000000e+01,1.058e-03,3.014e-06
