Numberline_Q,Type,Step,E,Q,dt,||F||
100,Stiffness,304000,4.343e-16,1.000000000000e+02,7.655e-04,7.119e-08
105,Stiffness,303500,6.903e-16,1.050000000000e+02,1.231e-03,5.656e-08
110,Stiffness,292000,7.919e-16,1.100000000000e+02,1.210e-03,7.379e-08
115,Stiffness,286000,8.849e-16,1.150000000000e+02,1.018e-03,7.696e-08
120,Stiffness,286500,3.639e-16,1.200000000000e+02,4.752e-05,6.000e-08
121,Stiffness,285500,6.017e-16,1.210000000000e+02,7.615e-04,6.016e-08
122,Stiffness,286500,5.970e-16,1.220000000000e+02,9.123e-04,5.476e-08
123,Stiffness,285500,2.369e-16,1.230000000000e+02,3.807e-04,5.497e-08
124,Stiffness,284500,9.402e-16,1.240000000000e+02,1.271e-03,5.532e-08
125,Converged,285647,6.092750078586e+01,1.250000000000e+02,6.346e-04,5.000e-08
126,Converged,284723,6.139823853906e+01,1.260000000000e+02,7.908e-04,5.000e-08
127,Converged,283897,6.186875184971e+01,1.270000000000e+02,6.601e-04,5.000e-08
128,Stiffness,279500,1.482e-15,1.280000000000e+02,1.431e-03,1.063e-06
130,Converged,281321,6.327895110476e+01,1.300000000000e+02,8.556e-04,5.000e-08
135,Converged,277353,6.562484944340e+01,1.350000000000e+02,9.967e-04,5.000e-08
140,Converged,273591,6.796526742479e+01,1.400000000000e+02,8.668e-04,5.000e-08
145,Converged,270234,7.030027409852e+01,1.450000000000e+02,6.513e-04,4.997e-08
150,Converged,267065,7.262993617213e+01,1.500000000000e+02,7.306e-04,4.995e-08
200,Converged,244614,9.564594174855e+01,2.000000000000e+02,1.176e-03,5.000e-08
250,Converged,233508,1.181888711202e+02,2.500000000000e+02,1.243e-03,5.000e-08
300,Converged,229230,1.403041721091e+02,3.000000000000e+02,6.737e-04,4.998e-08
350,Converged,230147,1.620302835268e+02,3.500000000000e+02,9.685e-04,5.000e-08
400,Converged,235981,1.834005022110e+02,4.000000000000e+02,9.591e-04,5.000e-08
450,Converged,246715,2.044440548644e+02,4.500000000000e+02,7.292e-04,4.980e-08
500,Converged,263403,2.251868165579e+02,5.000000000000e+02,1.059e-03,5.000e-08
550,Converged,287669,2.456518388542e+02,5.500000000000e+02,9.443e-04,4.999e-08
600,Converged,323437,2.658597598412e+02,6.000000000000e+02,1.147e-03,5.000e-08
650,Converged,378949,2.858291334709e+02,6.500000000000e+02,6.262e-04,4.995e-08
700,Converged,477236,3.055767000528e+02,7.000000000000e+02,7.908e-04,5.000e-08
705,Converged,491715,3.075398533687e+02,7.050000000000e+02,9.261e-04,5.000e-08
710,Converged,507512,3.095009556280e+02,7.100000000000e+02,8.083e-04,5.000e-08
715,Converged,524732,3.114600210336e+02,7.150000000000e+02,1.172e-03,5.000e-08
720,Converged,543968,3.134170636527e+02,7.200000000000e+02,7.878e-04,5.000e-08
725,Converged,565177,3.153720974184e+02,7.250000000000e+02,6.809e-04,4.996e-08
730,Converged,589112,3.173251361311e+02,7.300000000000e+02,1.090e-03,5.000e-08
735,Converged,615972,3.192761934603e+02,7.350000000000e+02,6.962e-04,4.998e-08
