Q,analysis_period_index,lambda_full,lambda_open_contribution,lambda_phase_contribution,lambda_kappa_contribution,closure_residual
522.25,78,0.22195506816607186,0.17028912141566666,0.04665127702228241,0.005303071847131849,-0.0002884021190090588
522.25,79,-0.2209883693453399,-0.2712447169522341,0.04487238743936055,0.0050913958547885736,0.00029256431274508714
522.25,80,0.2117609921841702,0.15833339143680952,0.048237072614594693,0.005482864560935012,-0.00029233642816903996
550.0,1,0.09995087637705208,0.047714844010456316,0.04794437979587984,0.004443163665714715,-0.00015151109499879616
550.0,2,0.03802640859879908,-0.007200436562867464,0.041397779507063755,0.0038393992732002925,-1.033361859750434e-05
550.0,3,-0.1439380056530349,-0.19468128928246992,0.04624076771571692,0.004309572668314017,0.0001929432454040687
550.0,4,0.20215983223844175,0.15353521908239565,0.04472576692425313,0.004136741389400324,-0.00023789515760735264
550.0,5,-0.16128855743289439,-0.20750878745497445,0.042118109738247776,0.0039042927800753066,0.00019782750375697822
550.0,6,0.09169238082624118,0.03940405737624318,0.047982423820453715,0.004446361197942636,-0.00014046156839835587
550.0,7,0.046040373695189145,0.0007603374237678349,0.04145356465604945,0.0038445704316049122,-1.809881623304971e-05
550.0,8,-0.14983304689104676,-0.2004301241238023,0.04609867399139633,0.0042968432444147895,0.0002015599969444051
550.0,9,0.20363554131069445,0.15484928543706383,0.04487844669563082,0.004150943057163486,-0.0002431338791636919
550.0,10,-0.15649844525426934,-0.2026018434508081,0.0420175124352574,0.0038948190344777053,0.0001910667268036426
550.0,11,0.0832483381711178,0.03091536040803359,0.04801322539346655,0.004448853650397338,-0.00012910128077967247
550.0,12,0.053995782342411355,0.008656790558296022,0.0415146540128309,0.0038502602156935796,-2.5922444409143437e-05
550.0,13,-0.15539112479235043,-0.2058381284864624,0.04595356555038138,0.004283804843289882,0.0002096333004407173
550.0,14,0.20472822726924275,0.1557798608282769,0.04503106703224305,0.0041651774680690635,-0.0002478780593462727
550.0,15,-0.15142903034441352,-0.19742093412073386,0.0419219601335637,0.0038858109580148046,0.00018413268474183446
550.0,16,0.0746371492416508,0.022267263610328596,0.048036711823800746,0.0044506337650225105,-0.00011745995750105532
550.0,17,0.061880675302198006,0.016477047236396106,0.04158097446745349,0.0038564624295571487,-3.3808831208740914e-05
550.0,18,-0.1606010136782871,-0.2108944118656649,0.045805776117474106,0.004270486747812978,0.00021713532209071285
550.0,19,0.20543204090834583,0.15632140776633013,0.0451833095897489,0.004179417598785305,-0.00025209404651851345
550.0,20,-0.14609219224849138,-0.19197809452467343,0.04183157161017645,0.0038772786322169715,0.0001770520337886351
550.0,21,0.0658775797478724,0.013478622993818589,0.04805282751304309,0.004451695958503838,-0.00010556671749312966
550.0,22,0.06968304407385637,0.024209187937588566,0.04165244734987235,0.0038631701782884153,-4.176139189296813e-05
550.0,23,-0.1654524218416734,-0.21558902655099935,0.04565564515165441,0.004256919023695018,0.0002240405339765019
550.0,24,0.20574197919642392,0.1564692424170369,0.04533485100397009,0.004193635945470404,-0.00025575017005348335
550.0,25,-0.14049999556381013,-0.18628552967969267,0.04174645379684467,0.003869230879812806,0.00016984943922506704
550.0,26,0.05698871617272131,0.004568595526636968,0.04806153393589261,0.004452036752592853,-9.345004240112354e-05
550.0,27,0.0773908241364333,0.03184124270628643,0.041728988164527525,0.00387037573601627,-4.978247039692015e-05
550.0,28,-0.1699360273332374,-0.21991300182875,0.04550351673997943,0.004243131679567752,0.0002303260759654261
550.0,29,0.20565393277249147,0.15621958121900198,0.04548536392364339,0.004207804777370219,-0.0002588171475241194
550.0,30,-0.13466464936823336,-0.18035557462077093,0.04166670221444016,0.0038616755685904236,0.00016254746950698394
550.0,31,0.04798991609292749,-0.004443409708229696,0.048062809580658755,0.004451654005380021,-8.113778488159137e-05
550.0,32,0.08499189539682823,0.03936119146722489,0.04181050629963957,0.0038780708144461546,-5.787318448237464e-05
550.0,33,-0.17404351000518786,-0.22385837620549928,0.04534973839546793,0.0042291557087821875,0.00023597209606130223
550.0,34,0.2051647254156639,0.15556957983971662,0.04563451808082717,0.004221895963521588,-0.0002612684684014611
550.0,35,-0.12859847378551503,-0.17420066101602524,0.04159240144063119,0.0038546192649501444,0.0001551665249288738
550.0,36,0.03890076810625161,-0.01353777199869428,0.048056649877564514,0.004450547440402891,-6.865721302151424e-05
550.0,37,0.09247407837193154,0.046756960620011334,0.041896904712581666,0.0038862463112123114,-6.603327187376922e-05
550.0,38,-0.17776757812024174,-0.2274182222661284,0.045194659870983825,0.004215022218614011,0.00024096205628882164
550.0,39,0.2042721531719495,0.1545173712216824,0.045781981446045596,0.0042358812431001255,-0.00026308073887863596
550.0,40,-0.12231386638366323,-0.1678332843218695,0.041523625591639336,0.0038480675460081538,0.0001477248005587791
550.0,41,0.029741045641209586,-0.022694704791416748,0.048043067090290784,0.00444871842855247,-5.6035086216920174e-05
550.0,42,0.09982513617412071,0.054016425177159,0.04198807959727759,0.003894892340865584,-7.4260941181467e-05
550.0,43,-0.1811019901684543,-0.230586667664306,0.04503863191738285,0.004200762580527763,0.00024528299794108165
550.0,44,0.20297501632320744,0.1530620966443204,0.045927421417862664,0.00424973224527533,-0.0002642339842509646
550.0,45,-0.11582327396844848,-0.16126597603195883,0.04146043881694369,0.0038420249676106213,0.00014023827895604142
550.0,46,0.020530664613106764,-0.031894298136649624,0.04802209019898049,0.004446170309489231,-4.3297758713332045e-05
550.0,47,0.10703277732419468,0.061127411882259224,0.04208392003867628,0.0039039981308443125,-8.255272758513673e-05
550.0,48,-0.18404157058644244,-0.23335890951670513,0.04488200503466168,0.004186408138544576,0.0002489257570564337
550.0,49,0.2012731469334949,0.15120393204799729,0.04607050605636556,0.0042634207286658555,-0.0002647118995337972
550.0,50,-0.10913916710648489,-0.15451127883795795,0.04140289579639053,0.0038364951848574363,0.00013272075022510103
550.0,51,0.01128964145263666,-0.04111655979015694,0.04799376477525483,0.00444290777069349,-3.0471303154719874e-05
550.0,52,0.1140846626591004,0.0680777063140425,0.042184307652406994,0.0039135520500799634,-9.090335742905666e-05
550.0,53,-0.18658222035988656,-0.23573122407889827,0.044725128212519866,0.004171990381938146,0.00025188512455369665
550.0,54,0.19916742945819899,0.14894410769435656,0.04621090532978979,0.004276918476818854,-0.0002645020427662218
550.0,55,-0.10227401896069392,-0.14758172595392674,0.04135104223727692,0.003831480899271051,0.00012518385668484986
550.0,56,0.0020380519998809514,-0.0503414566203651,0.047958152838941955,0.004438937434055379,-1.7581652751279264e-05
550.0,57,0.12096841352110643,0.07485506137480148,0.04228911622350216,0.003923541543702471,-9.930562089968328e-05
550.0,58,-0.1887209204937131,-0.2377009689194044,0.044568347683279275,0.004157540797901829,0.0002541599445101822
550.0,59,0.19665981578737704,0.14628492176282287,0.046348292375399336,0.004290197616019573,-0.0002635959668647412
550.0,60,-0.09524028777637807,-0.14048982426263146,0.04130491535541672,0.003826983972649427,0.00011763715818724312
550.0,61,-0.007204009861615053,-0.05954895475092036,0.047915332717836295,0.004434266923243222,-4.654751774210361e-06
550.0,62,0.12767162586713846,0.08144721151683479,0.042398211340694526,0.003933953268183935,-0.0001077502585747946
550.0,63,-0.19045572968816124,-0.23926657955893066,0.044412005689608354,0.004143091031426768,0.0002557531497342962
550.0,64,0.1937533344876255,0.14322974858055357,0.04648234476199788,0.004303230430853263,-0.00026198928577921866
550.0,65,-0.08805040032042616,-0.13324803819652659,0.04126454436500956,0.0038230052921837342,0.00011008821890713541
550.0,66,-0.016416471215806555,-0.06871906001608316,0.04786539887511133,0.0044289066349143605,8.28329025091834e-06
550.0,67,0.1341818783283738,0.08784188174865018,0.0425114500344313,0.003944772402468141,-0.00011622585717581402
550.0,68,-0.19178577595540597,-0.2404275582928475,0.04425643934741121,0.0041286712623832345,0.00025667172764709447
550.0,69,0.19045209630644155,0.1397830424161232,0.046612745749872314,0.004315989813055382,-0.00025968167260932967
550.0,70,-0.08071674006346054,-0.12586877901105242,0.04122995090811558,0.003819545334356057,0.00010254270512025142
550.0,71,-0.025579326089733467,-0.07783186184109236,0.047808461742205086,0.004422867963339727,2.120604581408187e-05
550.0,72,0.14048675912313346,0.0940268140165688,0.0426286804378198,0.003955983441423422,-0.00012471877267856285
550.0,73,-0.1927112423872943,-0.24118446062903737,0.04410197942339847,0.004114312192996775,0.00025692662534781106
550.0,74,0.18676128558257787,0.1359503276821726,0.04673918549625802,0.004328449204201137,-0.000256676800053892
550.0,75,-0.07325163995853526,-0.11836439774605717,0.041201149503652605,0.003816603785771977,9.500449809732997e-05
550.0,76,-0.034672672862564306,-0.08686757135945067,0.04774464753708681,0.0044161643344054445,3.408662539411064e-05
550.0,77,0.1465738824963239,0.09998978448086361,0.042749741459978466,0.003967569620731221,-0.000133213065249411
550.0,78,-0.1932333449423547,-0.2415388704922478,0.04394894929099745,0.004100043670183481,0.0002565325887121609
550.0,79,0.18268715397400365,0.1317381912899427,0.046861362242683446,0.004340582651712336,-0.00025298221033484905
550.0,80,-0.06566737463151241,-0.11074717803258546,0.041178147929656655,0.0038141796153673816,8.747585604901428e-05
