Q,source,orbit_periods,alignment_periods,analysis_periods,branch_closure_residual,kappa_max_brake_phase,kappa_max_feed_phase,kappa_negative_area,kappa_positive_area,kappa_zero_crossings,lambda_kappa_mean,lambda_kappa_standard_error,lambda_mean,lambda_open_mean,lambda_open_standard_error,lambda_phase_mean,lambda_phase_standard_error,lambda_standard_error,local_max_phase,local_max_share,local_mean_share,open_max_brake_phase,open_max_feed_phase,open_negative_area,open_positive_area,open_zero_crossings,phase_max_brake_phase,phase_max_feed_phase,phase_negative_area,phase_positive_area,phase_zero_crossings,radial_max_phase,radial_max_share,radial_mean_share,rotating_max_phase,rotating_max_share,rotating_mean_share,total_positive_phase_fraction,total_zero_crossings
522.25,/root/elab1/hysteresis/support_feedback_q_curtain_focus_cache/q_522p25_orbit.npz,900,820,80,-1.2798599222834176e-06,0.584375,0.653125,0.0,0.005248323744841096,0.0,0.005248323744841092,3.307348323639301e-05,0.0011203988486356807,-0.050332212303018285,0.017843888417932836,0.04620556726673516,0.0002922625044462098,0.017879927353897346,0.878125,0.002255913657742569,0.0022427363251528833,0.165625,0.234375,-0.05033221230301832,0.0,0.0,0.584375,0.428125,0.0,0.0462055672667352,0.0,0.146875,0.0020901535621533555,0.002088814451657476,0.809375,0.9956754921906599,0.9956684492231898,0.5125,18.0
550.0,/root/elab1/hysteresis/support_feedback_q_curtain_cache/q_550_orbit.npz,400,320,80,-1.7709670246104578e-06,0.759375,0.896875,0.0,0.004127182411738222,0.0,0.004127182411738221,2.5632431128985605e-05,0.007096186761203329,-0.04152030122855329,0.01571104157062048,0.04449107654504301,0.00027743350625374476,0.015757593754916165,0.009375,0.002043207980742143,0.0020391936694125683,0.809375,0.953125,-0.041520301228553304,0.0,0.0,0.321875,0.915625,0.0,0.044491076545043015,0.0,0.796875,0.0015803282047175456,0.001578737625690192,0.559375,0.9963875317237594,0.9963820687048972,0.725,8.0
